,Concept_ID,sv,udm
828,durch::PRP,igenom,пыр
829,durch::PRP,igenom,пыртӥ
830,neben::PRP,bredvid,бордын
831,neben::PRP,vid sidan av,бордын
832,zwischen::PRP,mellan,вискын
833,wegen::PRP,på grund av,сэрен
834,dies::PRN,detta,та
835,das::PRN,det,со
836,alles::PRN,allt,ваньмыз
837,ich::PRN,jag,мон
838,du::PRN,du,тон
839,er::PRN,han,со
840,wir::PRN,vi,ми
841,ihr::PRN,ni,тӥ
842,sie::PRN,de,соос
843,was::FPRN,vad,ма
844,wer::FPRN,vem,кин
845,wo::FADV,var,кытын
846,wohin::FADV,vart,кытчы
847,wie::FADV,hur,кызьы
848,warum::FADV,varför,малы
849,wieviel::FNUM,hur mycket,кӧня
850,eins::NUM,en,одӥг
851,eins::NUM,ett,одӥг
852,zwei::NUM,två,кык
853,drei::NUM,tre,куинь
854,vier::NUM,fyra,ньыль
855,fünf::NUM,fem,вить
856,sechs::NUM,sex,куать
857,sieben::NUM,sju,сизьым
858,acht::NUM,åtta,тямыс
859,neun::NUM,nio,укмыс
860,zehn::NUM,tio,дас
861,elf::NUM,elva,дас одӥг
862,zwölf::NUM,tolv,дас кык
863,zwanzig::NUM,tjugo,кызь
864,dreißig::NUM,trettio,куамын
865,vierzig::NUM,fyrtio,ньыльдон
866,fünfzig::NUM,femtio,витьтон
867,sechzig::NUM,sextio,куатьтон
868,siebzig::NUM,sjuttio,сизьымдон
869,achtzig::NUM,åttio,тямыстон
870,neunzig::NUM,nittio,укмыстон
871,hundert::NUM,hundra,сю
872,tausend::NUM,tusen,сюрс
873,und::CNJ,och,и
874,und::CNJ,och,но
875,oder::CNJ,eller,яке
876,stehen::V,stå,сылыны
877,sitzen::V,sitta,пукыны
878,liegen::V,ligga,кылльыны
879,hängen::V,hänga,ошкыса улыны
880,werden::V,bli,луыны
881,passieren::V,ske,луыны
882,passieren::V,hända,луыны
883,beginnen::V,börja,кутскыны
884,enden::V,ända,бырыны
885,wechseln::V,växla,воштӥськыны
886,aufgehen[Sonne]::V,gå upp,ӝужаны
887,untergehen[Sonne]::V,gå ned,пуксьыны
888,scheinen[Sonne]::V,skina,пиштыны
889,scheinen[Sonne]::V,skina,чиляны
890,donnern::V,dundra,гудыръяны
891,wehen::V,blåsa,пелляськыны
892,strömen::V,forsa,киськыны
893,strömen::V,forsa,исьтӥськыны
894,strömen::V,strömma,киськыны
895,strömen::V,strömma,исьтӥськыны
896,fließen::V,flyta,бызьыны
897,sich drehen::V,snurra,берганы
898,schwanken::V,vackla,вошъяськыны
899,schwingen::V,svinga,шонаськыны
900,fallen::V,falla,усьыны
901,brennen::V,brinna,ӝуаны
902,rauchen::V,ryka,ӵындыны
903,regnen::V,regna,зорыны
904,gefrieren::V,frysa,кынмыны
905,tauen::V,töa,шунаны
906,schmelzen::V,smälta,шунаны
907,trocknen::V,torka,куасьмыны
908,sieden::V,koka,пӧзьыны
909,sieden::V,sjuda,пӧзьыны
910,faulen::V,ruttna,сисьмыны
911,verfaulen::V,ruttna,сисьмыны
912,reißen::V,brista,кеськыны
913,versinken::V,sjunka,выйыны
914,vergehen::V,förgå,ортчыны
915,erscheinen::V,synas,адскыны
916,erscheinen::V,visa sig,адскыны
917,verschwinden::V,försvinna,бырыны
918,sinken::V,sjunka,усьыны
919,abnehmen::V,avta,синыны
920,abnehmen::V,minskas,синыны
921,zunehmen::V,tilltaga,йылыны
922,steigen::V,stiga,лӧпкыны
923,wachsen::V,växa,будыны
924,glänzen::V,glimma,чиляны
925,glänzen::V,glimma,пиштыны
926,funkeln::V,tindra,чилекъяны
927,funkeln::V,gnistra,чилекъяны
928,lärmen::V,bråka,уретыны
929,lärmen::V,bråka,ӵашетыны
930,lärmen::V,väsnas,уретыны
931,lärmen::V,väsnas,ӵашетыны
932,läuten::V,ringa,жингыртыны
933,klingeln::V,ringa,жингыртыны
934,klirren::V,klirra,жильккетыны
935,brausen::V,brusa,лекъяськыны
936,rauschen::V,susa,ӵашетыны
937,klingen::V,låta,кылӥськыны
938,klingen::V,klinga,кылӥськыны
939,bellen::V,skälla,утыны
940,heulen::V,yla,вузыны
941,heulen::V,tjuta,вузыны
942,blasen::V,blåsa,пельтыны
943,pfeifen::V,vissla,шуланы
944,schreien::V,skrika,черекъяны
945,schreien::V,skrika,кесяськыны
946,stöhnen::V,stöna,ӝуштыны
947,zittern::V,darra,дырекъяны
948,zittern::V,darra,куалекъяны
949,zittern::V,skälva,дырекъяны
950,zittern::V,skälva,куалекъяны
951,leben::V,leva,улыны
952,geboren werden::V,födas,вордӥськыны
953,atmen::V,andas,шоканы
954,trinken::V,dricka,юыны
955,essen::V,äta,сиыны
956,schlucken::V,svälja,ньылыны
957,müde werden::V,tröttna,жадьыны
958,einschlafen::V,somna,умме усьыны
959,schlafen::V,sova,кӧлыны
960,aufwachen::V,vakna,сайканы
961,aufstehen::V,stiga upp,султыны
962,sich erholen::V,repa sig,шутэтскыны
963,sich erholen::V,hämta sig,шутэтскыны
964,krank werden::V,insjukna,висьыны
965,krank sein::V,vara sjuk,висьыны
966,schmerzen::V,smärta,висьыны
967,schmerzen::V,göra ont,висьыны
968,husten::V,hosta,кызыны
969,genesen::V,tillfriskna,юнматскыны
970,genesen::V,tillfriskna,бурмытскылыны
971,sterben::V,dö,кулыны
972,umkommen::V,omkomma,бырыны
973,sich bewegen::V,röra sig,вырыны
974,sich rühren::V,röra på sig,вырӟыны
975,sich rühren::V,röra på sig,вырӟылыны
976,sich erheben::V,resa sig,султыны
977,sich setzen::V,sätta sig,пуксьыны
978,hinfallen::V,falla omkull,усьыны
979,laufen::V,löpa,мыныны
980,schreiten::V,skrida,вамышъяны
981,spazierengehen::V,promenera,мыныны
982,spazierengehen::V,promenera,ветлыны
983,eilen::V,ila,дыртыны
984,sich beeilen::V,skynda sig,дыртыны
985,sausen::V,susa,туж ӝог мыныны
986,rennen::V,löpa,бызьылыны
987,rennen::V,springa,бызьылыны
988,springen::V,hoppa,тэтчаны
989,klettern::V,klättra,тубаны
990,schaukeln::V,gunga,лэйканы
991,schaukeln::V,gunga,шонаськыны
992,kriechen::V,kräla,нюж ветлыны
993,schwimmen::V,simma,уяны
994,tauchen::V,dyka,зумылыны
995,rudern::V,ro,полсаны
996,fahren::V,köra,ветлыны
997,fliegen::V,flyga,лобаны
998,gehen::V,gå,мыныны
999,weggehen::V,gå bort,кошкыны
1000,abfahren::V,resa,кошкыны
1001,abfahren::V,avresa,кошкыны
1002,anhalten::V,stanna,дугдыны
1003,hineingehen::V,gå in,пырыны
1004,eintreten::V,träda in,пырыны
1005,kommen::V,komma,вуыны
1006,kommen::V,komma,лыктыны
1007,ankommen::V,ankomma,вуыны
1008,zurückkommen::V,återkomma,берытскыны
1009,bleiben::V,bli,кыльыны
1010,bleiben::V,förbli,кыльыны
1011,warten::V,vänta,витьыны
1012,erwarten::V,vänta,витьыны
1013,erwarten::V,vänta,возьманы
1014,suchen::V,leta,утчаны
1015,finden::V,finna,шедьтыны
1016,versuchen::V,försöka,турттыны
1017,vorbereiten::V,förbereda,дасяны
1018,lieben::V,älska,гажаны
1019,mögen::V,tycka om,яратыны
1020,lachen::V,skratta,серекъяны
1021,rühren::V,röra,сюлме йӧтыны
1022,weinen::V,gråta,бӧрдыны
1023,schimpfen::V,skälla,даллашыны
1024,sich ärgern::V,förargas,лекъяськыны
1025,sich fürchten::V,vara rädd,кышканы
1026,sich fürchten::V,vara rädd,курданы
1027,fürchten::V,frukta,курданы
1028,fürchten::V,frukta,кышканы
1029,fliehen::V,fly,пегӟыны
1030,fliehen::V,rymma,пегӟыны
1031,flüchten::V,fly,пегӟыны
1032,sehen::V,se,адӟыны
1033,anschauen::V,se på,учкыны
1034,anschauen::V,betrakta,учкыны
1035,ansehen::V,åse,учкыны
1036,hören::V,höra,кылыны
1037,zuhören::V,höra på,кылзыны
1038,zuhören::V,lyssna till,кылзыны
1039,probieren::V,smaka,веръяны
1040,probieren::V,smaka på,веръяны
1041,riechen::V,lukta,зынъяны
1042,fühlen::V,känna,шӧдыны
1043,scheinen::V,verka,адскыны
1044,scheinen::V,tyckas,адскыны
1045,zu sehen sein::V,synas,адӟиськыны
1046,zu sehen sein::V,kunna ses,адӟиськыны
1047,vernehmen::V,få veta,кылыны
1048,vernehmen::V,förnimma,кылыны
1049,frieren::V,frysa,кынмыны
1050,tun::V,göra,карыны
1051,können::V,kunna,быгатыны
1052,wollen::V,vilja,потыны
1053,anfangen::V,börja,кутскыны
1054,beenden::V,avsluta,быдтыны
1055,beenden::V,avsluta,быдэстыны
1056,aufhören::V,sluta,дугдыны
1057,aufhören::V,upphöra,дугдыны
1058,gelingen::V,lyckas,быгатыны
1059,gelingen::V,lyckas,луыны
1060,geraten::V,bli,лэсяны
1061,öffnen::V,öppna,усьтыны
1062,schließen::V,låsa,пытсаны
1063,schließen::V,stänga,пытсаны
1064,stellen::V,ställa,пуктыны
1065,setzen::V,sätta,пуктыны
1066,legen::V,lägga,поныны
1067,berühren::V,beröra,исаны
1068,verbinden::V,förbinda,герӟаны
1069,bedecken::V,täcka,пытсаны
1070,bedecken::V,betäcka,пытсаны
1071,aufhängen::V,hänga,ошыны
1072,aufhängen::V,hänga upp,ошыны
1073,anzünden::V,tända,ӝуатыны
1074,anzünden::V,antända,ӝуатыны
1075,anzünden::V,tända på,ӝуатыны
1076,aufheben::V,lyfta,ӝутыны
1077,zurücklassen::V,lämna,кельтыны
1078,zurücklassen::V,efterlämna,кельтыны
1079,verlieren::V,mista,ыштыны
1080,verlieren::V,förlora,ыштыны
1081,fallen lassen::V,tappa,уськытыны
1082,fallen lassen::V,släppa,уськытыны
1083,machen::V,göra,лэсьтыны
1084,herstellen::V,tillverka,лэсьтыны
1085,herstellen::V,framställa,лэсьтыны
1086,bauen::V,bygga,пуктыны
1087,reparieren::V,reparera,тупатыны
1088,verbessern::V,rätta,умоятыны
1089,verbessern::V,förbättra,умоятыны
1090,ändern::V,ändra,воштыны
1091,ändern::V,förändra,воштыны
1092,graben::V,gräva,копаны
1093,beugen::V,böja,губыртыны
1094,biegen::V,böja,куасаны
1095,biegen::V,kröka,куасаны
1096,drehen::V,vrida,бергатыны
1097,wenden::V,vända,берыктыны
1098,umdrehen::V,vrida om,берыктыны
1099,heben::V,häva,ӝутыны
1100,hochheben::V,lyfta,ӝутъяны
1101,ergreifen::V,gripa,кутыны
1102,ergreifen::V,gripa,кырмыны
1103,halten::V,hålla,возьыны
1104,drücken::V,trycka,зӥбыны
1105,drücken::V,trycka,пачкатыны
1106,schieben::V,skjuta,донганы
1107,kratzen::V,riva,вуштыны
1108,kratzen::V,skrapa,вуштыны
1109,lecken::V,slicka,нюлыны
1110,beißen::V,bita,куртчыны
1111,abreißen::V,slita_av,ишкалтыны
1112,abreißen::V,riva_av,ишкалтыны
1113,abschneiden::V,skära av,шорыны
1114,abschneiden::V,skära av,вандыны
1115,binden::V,binda,керттыны
1116,stecken::V,sticka,мертчытыны
1117,brechen::V,bryta,тӥяны
1118,brechen::V,brista,тӥяны
1119,klopfen::V,banka,йыганы
1120,klopfen::V,banka,шарккетыны
1121,klopfen::V,klappa,йыганы
1122,klopfen::V,klappa,шарккетыны
1123,hauen::V,hugga,жугыны
1124,hauen::V,hugga,тышканы
1125,kleben::V,klistra,лякыны
1126,reiben::V,gnida,зыраны
1127,reiben::V,gnida,вуштыны
1128,streichen::V,smörja,зыраны
1129,schleifen::V,slipa,шерыны
1130,schneiden::V,skära,вандыны
1131,schneiden::V,klippa,вандыны
1132,rütteln::V,skaka,зуркатыны
1133,schütteln::V,rista,куалекъятыны
1134,schwenken::V,svänga,шонаны
1135,schütten::V,hälla,лэзьыны
1136,füllen::V,fylla,тырмытыны
1137,einwickeln::V,slå in,биньыны
1138,einwickeln::V,veckla in,биньыны
1139,tragen::V,bära,нуыны
1140,schleppen::V,släpa,кыскыны
1141,ziehen::V,dra,кыскыны
1142,aufbewahren::V,förvara,возьыны
1143,aufbewahren::V,ta vara på,возьыны
1144,werfen::V,kasta,куяны
1145,werfen::V,kasta,лэзяны
1146,fangen::V,fånga,кутыны
1147,packen::V,gripa,кутыны
1148,packen::V,gripa,кырмыны
1149,packen::V,gripa tag,кутыны
1150,packen::V,gripa tag,кырмыны
1151,verstecken::V,gömma,ватыны
1152,teilen::V,dela,люкыны
1153,schicken::V,skicka,ыстыны
1154,bringen::V,bringa,вайыны
1155,hinzufügen::V,tillägga,ватсаны
1156,bekommen::V,få,басьтыны
1157,bekommen::V,erhålla,басьтыны
1158,erhalten::V,få,басьтыны
1159,erhalten::V,erhålla,басьтыны
1160,nehmen::V,ta,кутыны
1161,nehmen::V,ta,басьтыны
1162,nehmen::V,taga,кутыны
1163,nehmen::V,taga,басьтыны
1164,wählen::V,välja,бырйыны
1165,auswählen::V,utvälja,бырйыны
1166,bewahren::V,bevara,возьыны
1167,behindern::V,hindra,могӟытыны
1168,behindern::V,förhindra,могӟытыны
1169,verderben::V,förstöra,сӧрыны
1170,beschädigen::V,skada,урод лэсьтыны
1171,zerbrechen::V,bryta isär,сӧрыны
1172,zerbrechen::V,bryta sönder,сӧрыны
1173,zerreißen::V,riva sönder,кесяны
1174,zerreißen::V,slita sönder,кесяны
1175,zerstören::V,förstöra,куашкатыны
1176,verbrennen::V,bränna,сутыны
1177,verbrennen::V,bränna upp,сутыны
1178,geben::V,ge,сётыны
1179,reichen::V,räcka,сётыны
1180,schenken::V,skänka,кузьманы
1181,versprechen::V,lova,кыл сётыны
1182,wünschen::V,önska,сӥзьыны
1183,loben::V,lova,ушъяны
1184,loben::V,beröma,ушъяны
1185,küssen::V,pussa,чупаны
1186,wiegen::V,vagga,веттаны
1187,wiegen::V,vagga,лэйкатыны
1188,zudecken::V,täcka,шобыртыны
1189,wecken::V,väcka,сайкатыны
1190,zeigen::V,visa,возьматыны
1191,führen::V,föra,нуыны
1192,lehren::V,lära,дышетыны
1193,unterrichten::V,undervisa,дышетыны
1194,aufziehen::V,uppfostra,будэтыны
1195,leiten::V,leda,кивалтыны
1196,antreiben::V,driva på,дыртытыны
1197,lassen::V,få att,-ытыны
1198,einladen::V,bjuda,ӧтьыны
1199,einladen::V,inbjuda,ӧтьыны
1200,vereinigen::V,förena,огазеяны
1201,besuchen::V,besöka,адӟыськыны
1202,treffen::V,möta,пумитаны
1203,treffen::V,träffa,пумитаны
1204,sich versammeln::V,församla sig,люкаськыны
1205,spielen::V,leka,шудыны
1206,spielen::V,spela,шудыны
1207,singen::V,sjunga,кырӟаны
1208,tanzen::V,dansa,эктыны
1209,sich trennen::V,skiljas,люкиськыны
1210,verlassen::V,lämna,куштыны
1211,verlassen::V,överge,куштыны
1212,retten::V,rädda,утьыны
1213,bewachen::V,bevaka,возьманы
1214,schützen::V,skydda,утялтыны
1215,schützen::V,beskydda,утялтыны
1216,verteidigen::V,försvara,возьманы
1217,sich schlagen::V,slåss,жугиськыны
1218,schießen::V,skjuta,ыбылӥськны
1219,siegen::V,segra,вормыны
1220,ärgern::V,förarga,вожпоттыны
1221,schlagen::V,slå,жуккыны
1222,treten::V,sparka,лёганы
1223,stechen::V,sticka,бышкалтыны
1224,stoßen::V,stöta,донгыны
1225,stehlen::V,stjäla,вораны
1226,stehlen::V,stjäla,лушканы
1227,stören::V,störa,люкетыны
1228,belästigen::V,genera,акыльтыны
1229,belästigen::V,genera,вукылмыны
1230,belästigen::V,besvära,акыльтыны
1231,belästigen::V,besvära,вукылмыны
1232,verbergen::V,dölja,ватыны
1233,täuschen::V,vilseleda,алданы
1234,betrügen::V,bedra,пӧяны
1235,töten::V,döda,виыны
1236,wohnen::V,bo,улыны
1237,arbeiten::V,arbeta,ужаны
1238,sammeln::V,samla,бичаны
1239,pflücken::V,plocka,ишкыны
1240,jagen::V,jaga,пӧйшураны
1241,fischen::V,fiska,чорыганы
1242,fassen::V,fånga,кутыны
1243,hüten::V,vakta,возьманы
1244,treiben::V,driva,улляны
1245,anbinden::V,binda fast,думыны
1246,füttern::V,fodra,сюдыны
1247,melken::V,mjölka,кыскыны
1248,hacken::V,hacka,кораны
1249,gießen::V,hälla,киськаны
1250,gießen::V,vattna,киськаны
1251,reifen::V,mogna,вуыны
1252,reifen::V,mogna,кисьманы
1253,zubereiten::V,tillaga,лесьтыны
1254,zubereiten::V,tillreda,лесьтыны
1255,kochen::V,koka,пӧзьтыны
1256,backen::V,baka,пыжыны
1257,braten::V,steka,пыжыны
1258,umrühren::V,röra om,сураны
1259,stricken::V,sticka,керттыны
1260,nähen::V,sy,вурыны
1261,färben::V,färga,буяны
1262,reinigen::V,rensa,сузяны
1263,reinigen::V,rengöra,сузяны
1264,waschen::V,tvätta,мисьтаськыны
1265,abwischen::V,torka av,ӵушылыны
1266,spülen::V,spola,гылъяны
1267,spülen::V,skölja,гылъяны
1268,fegen::V,feja,ӵужыны
1269,kehren::V,sopa,ӵужыны
1270,baden::V,bada,пыласькыны
1271,sich waschen::V,tvätta sig,пыласькыны
1272,ausziehen::V,ta av,кыльыны
1273,anziehen::V,ta på,дӥсяны
1274,sich anziehen::V,klä på sig,дӥсьяськыны
1275,kämmen::V,kamma,сынаны
1276,schmücken::V,pynta,чеберъяны
1277,schmücken::V,smycka,чеберъяны
1278,sagen::V,säga,шуыны
1279,sagen::V,säga,вераны
1280,sprechen::V,tala,вераськыны
1281,reden::V,tala,вераськыны
1282,reden::V,prata,вераськыны
1283,sich unterhalten::V,prata,вераськыны
1284,fragen::V,fråga,юаны
1285,fragen::V,spörja,юаны
1286,bitten::V,be,курыны
1287,erzählen::V,berätta,вераны
1288,erzählen::V,berätta,мадьыны
1289,mitteilen::V,meddela,ивортыны
1290,nennen::V,kalla,шуыны
1291,rufen::V,ropa,ӧтьыны
1292,prahlen::V,pråla,ушъяськыны
1293,prahlen::V,skryta,ушъяськыны
1294,übersetzen::V,tolka,берыктыны
1295,übersetzen::V,översätta,берыктыны
1296,denken::V,tänka,малпаны
1297,glauben::V,tro,оскыны
1298,bemerken::V,uppmärksamma,адӟыны
1299,bemerken::V,lägga märke till,адӟыны
1300,erkennen::V,känna igen,тодыны
1301,begreifen::V,begripa,валаны
1302,verstehen::V,förstå,валаны
1303,lernen::V,lära sig,дышетскыны
1304,wissen::V,veta,тодыны
1305,sich erinnern an::V,minnas,тодэ вайыны
1306,sich erinnern an::V,komma ihåg,тодэ вайыны
1307,vergessen::V,glömma,вунэтыны
1308,messen::V,mäta,мертаны
1309,zählen::V,räkna,лыдъяны
1310,rechnen::V,räkna,лыдъяны
1311,lesen::V,läsa,лыдӟыны
1312,malen::V,måla,суреданы
1313,zeichnen::V,teckna,суреданы
1314,schreiben::V,skriva,гожъяны
1315,besitzen::V,äga,луыны
1316,besitzen::V,besitta,луыны
1317,kaufen::V,köpa,басьтыны
1318,verkaufen::V,sälja,вузаны
1319,bezahlen::V,betala,тырыны
1320,zahlen::V,betala,тырыны
1321,beherrschen::V,behärska,кузёяськыны
1322,ertragen::V,tåla,чиданы
1323,ertragen::V,uthärda,чиданы
