,Concept_ID,fa,sv
831,geradeaus::ADV,راست,rätt fram
832,vorwärts::ADV,جلو,fram
833,vorwärts::ADV,جلو,framåt
834,vorwärts::ADV,به پیش,fram
835,vorwärts::ADV,به پیش,framåt
836,rückwärts::ADV,عقب,baklänges
837,zurück::ADV,پس,tillbaka
838,zurück::ADV,عقب,tillbaka
839,zurück::ADV,بالعکس,tillbaka
840,unten::ADV,زیر,nere
841,unten::ADV,زیر,nedanför
842,unten::ADV,پایین,nere
843,unten::ADV,پایین,nedanför
844,hinab::ADV,به پایین,ned
845,hinab::ADV,به پایین,nedåt
846,oben::ADV,بالا,ovan
847,oben::ADV,بالا,ovanpå
848,hinauf::ADV,به بالا,upp
849,hinauf::ADV,به بالا,uppåt
850,überall::ADV,همه‌جا,överallt
851,nicht::ADV,نه,ej
852,nicht::ADV,نه,inte
853,ein wenig::ADV,کمی,litet
854,kaum::ADV,به سختی,knappt
855,kaum::ADV,به سختی,knappast
856,sehr::ADV,خیلی,mycket
857,sehr::ADV,بسیار,mycket
858,so::ADV,چنین,så
859,so::ADV,اینطور,så
860,noch::ADV,هنوز,än
861,noch::ADV,هنوز,ännu
862,nur::ADV,فقط,bara
863,nur::ADV,فقط,endast
864,nur::ADV,تنها,bara
865,nur::ADV,تنها,endast
866,schon::ADV,قبلاً,redan
867,schon::ADV,به این زودی,redan
868,wieder::ADV,باز,åter
869,wieder::ADV,دوباره,åter
870,vergebens::ADV,بیهوده,förgäves
871,vor::PRP,در جلوی,utanför
872,hinter::PRP,پشت,bakom
873,unter::PRP,تحت,under
874,durch::PRP,از وسط,genom
875,durch::PRP,از وسط,igenom
876,durch::PRP,از ميان,genom
877,durch::PRP,از ميان,igenom
878,neben::PRP,کنار,bredvid
879,neben::PRP,کنار,vid sidan av
880,neben::PRP,پهلوی,bredvid
881,neben::PRP,پهلوی,vid sidan av
882,zwischen::PRP,بین,mellan
883,zwischen::PRP,میان,mellan
884,wegen::PRP,برای,på grund av
885,wegen::PRP,بخاطر,på grund av
886,dies::PRN,این,detta
887,das::PRN,آن,det
888,alles::PRN,تمام,allt
889,alles::PRN,همه‌چیر,allt
890,ich::PRN,من,jag
891,du::PRN,تو,du
892,er::PRN,او,han
893,wir::PRN,ما,vi
894,ihr::PRN,شما,ni
895,sie::PRN,آنها,de
896,was::FPRN,چه,vad
897,wer::FPRN,کی,vem
898,wo::FADV,کجا,var
899,wohin::FADV,بکجا,vart
900,wie::FADV,چطور,hur
901,wie::FADV,چگونه,hur
902,warum::FADV,چرا,varför
903,warum::FADV,برای چه,varför
904,wieviel::FNUM,چند,hur mycket
905,wieviel::FNUM,چقدر,hur mycket
906,eins::NUM,یک,en
907,eins::NUM,یک,ett
908,zwei::NUM,دو,två
909,drei::NUM,سه,tre
910,vier::NUM,چهار,fyra
911,fünf::NUM,پنج,fem
912,sechs::NUM,شش,sex
913,sieben::NUM,هفت,sju
914,acht::NUM,هشت,åtta
915,neun::NUM,نه,nio
916,zehn::NUM,ده,tio
917,elf::NUM,یازده,elva
918,zwölf::NUM,دوازده,tolv
919,zwanzig::NUM,بیست,tjugo
920,dreißig::NUM,سی,trettio
921,vierzig::NUM,چهل,fyrtio
922,fünfzig::NUM,پنجاه,femtio
923,sechzig::NUM,شصت,sextio
924,siebzig::NUM,هفتاد,sjuttio
925,achtzig::NUM,هشتاد,åttio
926,neunzig::NUM,نود,nittio
927,hundert::NUM,صد,hundra
928,tausend::NUM,هزار,tusen
929,und::CNJ,و,och
930,oder::CNJ,یا,eller
931,stehen::V,ایستادن,stå
932,sitzen::V,نشستن,sitta
933,liegen::V,خوابیدن,ligga
934,liegen::V,دراز کشیدن,ligga
935,hängen::V,آویزان بودن,hänga
936,werden::V,شدن,bli
937,passieren::V,گذشتن,ske
938,passieren::V,گذشتن,hända
939,passieren::V,اتفاق افتادن,ske
940,passieren::V,اتفاق افتادن,hända
941,beginnen::V,شروع شدن,börja
942,enden::V,تمام شدن,ända
943,wechseln::V,عوض شدن,växla
944,aufgehen[Sonne]::V,برآمدن,gå upp
945,aufgehen[Sonne]::V,طلوع کردن,gå upp
946,untergehen[Sonne]::V,غروب کردن,gå ned
947,scheinen[Sonne]::V,تابیدن,skina
948,donnern::V,رعد زدن,dundra
949,wehen::V,دمیدن,blåsa
950,strömen::V,روان شدن,forsa
951,strömen::V,روان شدن,strömma
952,fließen::V,روان شدن,flyta
953,sich drehen::V,چرخیدن,snurra
954,schwanken::V,خم و راست شدن,vackla
955,schwingen::V,تاب خوردن,svinga
956,schwingen::V,نوسان کردن,svinga
957,fallen::V,افتادن,falla
958,fallen::V,سقوط کردن,falla
959,brennen::V,سوزاندن,brinna
960,rauchen::V,دود کردن,ryka
961,regnen::V,باران آمدن,regna
962,gefrieren::V,یخ بستن,frysa
963,tauen::V,آب شدن,töa
964,schmelzen::V,آب شدن,smälta
965,trocknen::V,خشک شدن,torka
966,sieden::V,جوشیدن,koka
967,sieden::V,جوشیدن,sjuda
968,faulen::V,فاسد شدن,ruttna
969,verfaulen::V,پوسیدن,ruttna
970,reißen::V,پاره شدن,brista
971,versinken::V,غرق شدن,sjunka
972,vergehen::V,گذشتن,förgå
973,erscheinen::V,ظاهر شدن,synas
974,erscheinen::V,ظاهر شدن,visa sig
975,verschwinden::V,گم شدن,försvinna
976,verschwinden::V,از بین رفتن,försvinna
977,sinken::V,پایین آمدن,sjunka
978,abnehmen::V,کم شدن,avta
979,abnehmen::V,کم شدن,minskas
980,zunehmen::V,زیاد شدن,tilltaga
981,steigen::V,بالا رفتن,stiga
982,wachsen::V,قد کشیدن,växa
983,glänzen::V,برق زدن,glimma
984,funkeln::V,جرقه زدن,tindra
985,funkeln::V,جرقه زدن,gnistra
986,lärmen::V,شلوغ کردن,bråka
987,lärmen::V,شلوغ کردن,väsnas
988,läuten::V,زنگ زدن,ringa
989,klingeln::V,زنگ زدن,ringa
990,klirren::V,جرنگ جرنگ صدا کردن,klirra
991,brausen::V,طوفانی بودن,brusa
992,rauschen::V,خش‌خش کردن,susa
993,klingen::V,صدا دادن,låta
994,klingen::V,صدا دادن,klinga
995,bellen::V,عوعو کردن,skälla
996,heulen::V,زوزه کشیدن,yla
997,heulen::V,زوزه کشیدن,tjuta
998,blasen::V,فوت کردن,blåsa
999,pfeifen::V,سوت زدن,vissla
1000,schreien::V,فریاد زدن,skrika
1001,stöhnen::V,نالیدن,stöna
1002,zittern::V,لرزیدن,darra
1003,zittern::V,لرزیدن,skälva
1004,leben::V,زیستن,leva
1005,leben::V,زندگی کردن,leva
1006,geboren werden::V,متولد شدن,födas
1007,atmen::V,تنفس کردن,andas
1008,trinken::V,نوشیدن,dricka
1009,essen::V,خوردن,äta
1010,schlucken::V,بلعیدن,svälja
1011,schlucken::V,قورت دادن,svälja
1012,müde werden::V,خسته شدن,tröttna
1013,einschlafen::V,خواب رفتن,somna
1014,schlafen::V,خوابیدن,sova
1015,aufwachen::V,از خواب بیدار شدن,vakna
1016,aufstehen::V,بیدار شدن,stiga upp
1017,sich erholen::V,استراحت کردن,repa sig
1018,sich erholen::V,استراحت کردن,hämta sig
1019,krank werden::V,مریض شدن,insjukna
1020,krank sein::V,بیمار بودن,vara sjuk
1021,schmerzen::V,درد کردن,smärta
1022,schmerzen::V,درد کردن,göra ont
1023,husten::V,سرفه کردن,hosta
1024,genesen::V,بهبود یافتن,tillfriskna
1025,sterben::V,مردن,dö
1026,umkommen::V,کشته شدن,omkomma
1027,sich bewegen::V,حرکت کردن,röra sig
1028,sich rühren::V,تکان خوردن,röra på sig
1029,sich erheben::V,برخواستن,resa sig
1030,sich setzen::V,نشستن,sätta sig
1031,hinfallen::V,زمین خوردن,falla omkull
1032,laufen::V,پیاده رفتن,löpa
1033,schreiten::V,قدم زدن,skrida
1034,spazierengehen::V,گردش رفتن,promenera
1035,eilen::V,شتاب کردن,ila
1036,sich beeilen::V,عجله کردن,skynda sig
1037,sausen::V,صفیر کشیدن,susa
1038,rennen::V,دویدن,löpa
1039,rennen::V,دویدن,springa
1040,springen::V,پریدن,hoppa
1041,klettern::V,بالا رفتن,klättra
1042,schaukeln::V,تاب خوردن,gunga
1043,kriechen::V,خزیدن,kräla
1044,schwimmen::V,شنا کردن,simma
1045,tauchen::V,غواصی کردن,dyka
1046,rudern::V,پارو زدن,ro
1047,fahren::V,سواره رفتن,köra
1048,fliegen::V,پریدن,flyga
1049,gehen::V,رفتن,gå
1050,weggehen::V,رفتن,gå bort
1051,abfahren::V,حرکت کردن,resa
1052,abfahren::V,حرکت کردن,avresa
1053,anhalten::V,ایست کردن,stanna
1054,hineingehen::V,داخل شدن,gå in
1055,eintreten::V,وارد شدن,träda in
1056,kommen::V,آمدن,komma
1057,ankommen::V,رسیدن,ankomma
1058,zurückkommen::V,برگشتن,återkomma
1059,bleiben::V,ماندن,bli
1060,bleiben::V,ماندن,förbli
1061,warten::V,منتظر بودن,vänta
1062,erwarten::V,انتظار داشتن,vänta
1063,suchen::V,جستجو کردن,leta
1064,finden::V,یافتن,finna
1065,finden::V,پیدا کردن,finna
1066,versuchen::V,سعی کردن,försöka
1067,versuchen::V,کوشش کردن,försöka
1068,vorbereiten::V,آماده کردن,förbereda
1069,lieben::V,عاشق بودن,älska
1070,mögen::V,میل داشتن,tycka om
1071,mögen::V,دوست داشتن,tycka om
1072,lachen::V,خندیدن,skratta
1073,rühren::V,به رقت آوردن,röra
1074,weinen::V,گریه کردن,gråta
1075,schimpfen::V,فحاشی کردن,skälla
1076,sich ärgern::V,ناراحت شدن,förargas
1077,sich fürchten::V,واهمه کردن,vara rädd
1078,fürchten::V,ترسیدن,frukta
1079,fliehen::V,گریختن,fly
1080,fliehen::V,گریختن,rymma
1081,flüchten::V,فرار کردن,fly
1082,sehen::V,دیدن,se
1083,anschauen::V,نگاه کردن,se på
1084,anschauen::V,نگاه کردن,betrakta
1085,ansehen::V,تماشا کردن,åse
1086,hören::V,شنیدن,höra
1087,zuhören::V,گوش دادن,höra på
1088,zuhören::V,گوش دادن,lyssna till
1089,probieren::V,چشیدن,smaka
1090,probieren::V,چشیدن,smaka på
1091,riechen::V,بوییدن,lukta
1092,riechen::V,بو کردن,lukta
1093,fühlen::V,احساس کردن,känna
1094,scheinen::V,بنظر آمدن,verka
1095,scheinen::V,بنظر آمدن,tyckas
1096,zu sehen sein::V,دیده شدن,synas
1097,zu sehen sein::V,دیده شدن,kunna ses
1098,vernehmen::V,شنیدن,få veta
1099,vernehmen::V,شنیدن,förnimma
1100,frieren::V,سرد بودن,frysa
1101,tun::V,کردن,göra
1102,können::V,توانستن,kunna
1103,wollen::V,خواستن,vilja
1104,anfangen::V,شروع کردن,börja
1105,beenden::V,تمام کردن,avsluta
1106,beenden::V,پایان دادن,avsluta
1107,aufhören::V,دست کشیدن,sluta
1108,aufhören::V,دست کشیدن,upphöra
1109,gelingen::V,موفق شدن,lyckas
1110,geraten::V,نتیجه دادن,bli
1111,öffnen::V,گشودن,öppna
1112,öffnen::V,باز کردن,öppna
1113,schließen::V,بستن,låsa
1114,schließen::V,بستن,stänga
1115,schließen::V,قفل کردن,låsa
1116,schließen::V,قفل کردن,stänga
1117,stellen::V,گذاردن,ställa
1118,setzen::V,نشاندن,sätta
1119,legen::V,گذاشتن,lägga
1120,berühren::V,دست زدن,beröra
1121,berühren::V,لمس کردن,beröra
1122,verbinden::V,وصل کردن,förbinda
1123,bedecken::V,پوشاندن,täcka
1124,bedecken::V,پوشاندن,betäcka
1125,aufhängen::V,آویختن,hänga
1126,aufhängen::V,آویختن,hänga upp
1127,anzünden::V,سوزاندن,tända
1128,anzünden::V,سوزاندن,antända
1129,anzünden::V,سوزاندن,tända på
1130,aufheben::V,برداشتن,lyfta
1131,aufheben::V,بلند کردن,lyfta
1132,zurücklassen::V,گذاشتن,lämna
1133,zurücklassen::V,گذاشتن,efterlämna
1134,verlieren::V,گم کردن,mista
1135,verlieren::V,گم کردن,förlora
1136,fallen lassen::V,انداختن,tappa
1137,fallen lassen::V,انداختن,släppa
1138,machen::V,کردن,göra
1139,machen::V,ساختن,göra
1140,herstellen::V,ساختن,tillverka
1141,herstellen::V,ساختن,framställa
1142,herstellen::V,تولید کردن,tillverka
1143,herstellen::V,تولید کردن,framställa
1144,bauen::V,ساختن,bygga
1145,bauen::V,بنا کردن,bygga
1146,reparieren::V,درست کردن,reparera
1147,reparieren::V,تعمیر کردن,reparera
1148,verbessern::V,بهتر کردن,rätta
1149,verbessern::V,بهتر کردن,förbättra
1150,ändern::V,تغییر دادن,ändra
1151,ändern::V,تغییر دادن,förändra
1152,graben::V,کندن,gräva
1153,graben::V,گود کردن,gräva
1154,beugen::V,کج کردن,böja
1155,biegen::V,خم کردن,böja
1156,biegen::V,خم کردن,kröka
1157,drehen::V,چرخاندن,vrida
1158,wenden::V,برگرداندن,vända
1159,umdrehen::V,برگرداندن,vrida om
1160,heben::V,برداشتن,häva
1161,hochheben::V,برآوردن,lyfta
1162,hochheben::V,بلند کردن,lyfta
1163,ergreifen::V,گرفتن,gripa
1164,halten::V,نگاه داشتن,hålla
1165,drücken::V,فشار دادن,trycka
1166,drücken::V,فشار آوردن,trycka
1167,schieben::V,هل دادن,skjuta
1168,kratzen::V,خاریدن,riva
1169,kratzen::V,خاریدن,skrapa
1170,lecken::V,لیسیدن,slicka
1171,beißen::V,گاز زدن,bita
1172,abreißen::V,پاره کردن,slita_av
1173,abreißen::V,پاره کردن,riva_av
1174,abschneiden::V,بریدن,skära av
1175,abschneiden::V,قطع کردن,skära av
1176,binden::V,بستن,binda
1177,stecken::V,فرو کردن,sticka
1178,brechen::V,شکستن,bryta
1179,brechen::V,شکستن,brista
1180,klopfen::V,کوبیدن,banka
1181,klopfen::V,کوبیدن,klappa
1182,hauen::V,زدن,hugga
1183,kleben::V,چسباندن,klistra
1184,reiben::V,مالش دادن,gnida
1185,streichen::V,مالیدن,smörja
1186,schleifen::V,تیز کردن,slipa
1187,schneiden::V,چیدن,skära
1188,schneiden::V,چیدن,klippa
1189,schneiden::V,بریدن,skära
1190,schneiden::V,بریدن,klippa
1191,rütteln::V,لرزاندن,skaka
1192,rütteln::V,تکان دادن,skaka
1193,schütteln::V,تکان دادن,rista
1194,schwenken::V,تاب دادن,svänga
1195,schütten::V,ریختن,hälla
1196,füllen::V,پر کردن,fylla
1197,einwickeln::V,پیچیدن,slå in
1198,einwickeln::V,پیچیدن,veckla in
1199,tragen::V,بردن,bära
1200,tragen::V,حمل کردن,bära
1201,schleppen::V,کشیدن,släpa
1202,ziehen::V,کشیدن,dra
1203,aufbewahren::V,نگهداری کردن,förvara
1204,aufbewahren::V,نگهداری کردن,ta vara på
1205,werfen::V,انداختن,kasta
1206,werfen::V,پرتاب کردن,kasta
1207,fangen::V,گرفتن,fånga
1208,packen::V,گرفتن,gripa
1209,packen::V,گرفتن,gripa tag
1210,verstecken::V,قایم کردن,gömma
1211,verstecken::V,پنهان کردن,gömma
1212,teilen::V,قسمت کردن,dela
1213,teilen::V,تقسیم کردن,dela
1214,schicken::V,فرستادن,skicka
1215,schicken::V,ارسال کردن,skicka
1216,bringen::V,آوردن,bringa
1217,hinzufügen::V,افزودن,tillägga
1218,hinzufügen::V,اضافه کردن,tillägga
1219,bekommen::V,گرفتن,få
1220,bekommen::V,گرفتن,erhålla
1221,erhalten::V,دریافت کردن,få
1222,erhalten::V,دریافت کردن,erhålla
1223,nehmen::V,گرفتن,ta
1224,nehmen::V,گرفتن,taga
1225,nehmen::V,برداشتن,ta
1226,nehmen::V,برداشتن,taga
1227,wählen::V,انتخاب کردن,välja
1228,auswählen::V,برگزیدن,utvälja
1229,bewahren::V,حفظ کردن,bevara
1230,bewahren::V,حفاظت کردن,bevara
1231,behindern::V,مانع بودن,hindra
1232,behindern::V,مانع بودن,förhindra
1233,verderben::V,از بین بردن,förstöra
1234,beschädigen::V,صدمه زدن,skada
1235,zerbrechen::V,شکستن,bryta isär
1236,zerbrechen::V,شکستن,bryta sönder
1237,zerreißen::V,دریدن,riva sönder
1238,zerreißen::V,دریدن,slita sönder
1239,zerreißen::V,پاره کردن,riva sönder
1240,zerreißen::V,پاره کردن,slita sönder
1241,zerstören::V,خراب کردن,förstöra
1242,zerstören::V,ویران کردن,förstöra
1243,verbrennen::V,سوزاندن,bränna
1244,verbrennen::V,سوزاندن,bränna upp
1245,geben::V,دادن,ge
1246,reichen::V,دادن,räcka
1247,schenken::V,هدیه دادن,skänka
1248,versprechen::V,قول دادن,lova
1249,versprechen::V,وعده دادن,lova
1250,wünschen::V,آرزو کردن,önska
1251,loben::V,ستایش کردن,lova
1252,loben::V,ستایش کردن,beröma
1253,küssen::V,بوسیدن,pussa
1254,wiegen::V,نوسان کردن,vagga
1255,zudecken::V,پوشاندن,täcka
1256,wecken::V,بیدار کردن,väcka
1257,zeigen::V,نشان دادن,visa
1258,führen::V,رهنمائی کردن,föra
1259,lehren::V,آموختن,lära
1260,lehren::V,یاد دادن,lära
1261,unterrichten::V,درس دادن,undervisa
1262,unterrichten::V,تدریس کردن,undervisa
1263,aufziehen::V,تربیت کردن,uppfostra
1264,leiten::V,اداره کردن,leda
1265,antreiben::V,عجله دادن,driva på
1266,lassen::V,وادار کردن,få att
1267,einladen::V,دعوت کردن,bjuda
1268,einladen::V,دعوت کردن,inbjuda
1269,einladen::V,مهمان کردن,bjuda
1270,einladen::V,مهمان کردن,inbjuda
1271,vereinigen::V,یکی کردن,förena
1272,vereinigen::V,متحد کردن,förena
1273,besuchen::V,دیدار کردن,besöka
1274,treffen::V,ملاقات کردن,möta
1275,treffen::V,ملاقات کردن,träffa
1276,sich versammeln::V,جمع شدن,församla sig
1277,spielen::V,بازی کردن,leka
1278,spielen::V,بازی کردن,spela
1279,singen::V,آواز خواندن,sjunga
1280,tanzen::V,رقصیدن,dansa
1281,sich trennen::V,جدا شدن,skiljas
1282,verlassen::V,ترک کردن,lämna
1283,verlassen::V,ترک کردن,överge
1284,retten::V,نجات دادن,rädda
1285,bewachen::V,حراست کردن,bevaka
1286,schützen::V,حفظ کردن,skydda
1287,schützen::V,حفظ کردن,beskydda
1288,verteidigen::V,دفاع کردن,försvara
1289,sich schlagen::V,کتک‌کاری کردن,slåss
1290,schießen::V,تیر زدن,skjuta
1291,siegen::V,پیروز شدن,segra
1292,ärgern::V,ناراحت کردن,förarga
1293,schlagen::V,زدن,slå
1294,schlagen::V,کوبیدن,slå
1295,treten::V,لگد زدن,sparka
1296,stechen::V,چاقو زدن,sticka
1297,stoßen::V,هل دادن,stöta
1298,stehlen::V,دزدیدن,stjäla
1299,stören::V,مزاحم شدن,störa
1300,belästigen::V,زحمت دادن,genera
1301,belästigen::V,زحمت دادن,besvära
1302,verbergen::V,پنهان کردن,dölja
1303,täuschen::V,گول زدن,vilseleda
1304,täuschen::V,فریب دادن,vilseleda
1305,betrügen::V,گول زدن,bedra
1306,betrügen::V,فریب دادن,bedra
1307,töten::V,کشتن,döda
1308,wohnen::V,منزل داشتن,bo
1309,wohnen::V,سکونت داشتن,bo
1310,arbeiten::V,کار کردن,arbeta
1311,sammeln::V,جمع کردن,samla
1312,pflücken::V,چیدن,plocka
1313,jagen::V,شکار کردن,jaga
1314,fischen::V,صید کردن,fiska
1315,fischen::V,ماهی‌گیری کردن,fiska
1316,fassen::V,گرفتن,fånga
1317,hüten::V,چراندن,vakta
1318,hüten::V,مراقبت کردن,vakta
1319,treiben::V,راندن,driva
1320,anbinden::V,متصل کردن,binda fast
1321,füttern::V,غذا دادن,fodra
1322,melken::V,دوشیدن,mjölka
1323,hacken::V,خرد کردن,hacka
1324,gießen::V,ریختن,hälla
1325,gießen::V,ریختن,vattna
1326,reifen::V,رسیدن,mogna
1327,zubereiten::V,طبخ کردن,tillaga
1328,zubereiten::V,طبخ کردن,tillreda
1329,zubereiten::V,آماده کردن,tillaga
1330,zubereiten::V,آماده کردن,tillreda
1331,kochen::V,پختن,koka
1332,kochen::V,آشپزی کردن,koka
1333,backen::V,پختن,baka
1334,braten::V,سرخ کردن,steka
1335,umrühren::V,هم زدن,röra om
1336,stricken::V,بافتن,sticka
1337,nähen::V,دوختن,sy
1338,färben::V,رنگ زدن,färga
1339,reinigen::V,پاک کردن,rensa
1340,reinigen::V,پاک کردن,rengöra
1341,reinigen::V,تمیز کردن,rensa
1342,reinigen::V,تمیز کردن,rengöra
1343,waschen::V,شستن,tvätta
1344,abwischen::V,زدودن,torka av
1345,spülen::V,شستن,spola
1346,spülen::V,شستن,skölja
1347,fegen::V,جارو کردن,feja
1348,kehren::V,جارو کردن,sopa
1349,baden::V,شنا کردن,bada
1350,baden::V,حمام کردن,bada
1351,sich waschen::V,شستشو کردن,tvätta sig
1352,ausziehen::V,درآوردن,ta av
1353,anziehen::V,پوشیدن,ta på
1354,sich anziehen::V,لباس پوشیدن,klä på sig
1355,kämmen::V,شانه زدن,kamma
1356,schmücken::V,زینت دادن,pynta
1357,schmücken::V,زینت دادن,smycka
1358,sagen::V,گفتن,säga
1359,sprechen::V,حرف زدن,tala
1360,sprechen::V,صحبت کردن,tala
1361,reden::V,حرف زدن,tala
1362,reden::V,حرف زدن,prata
1363,reden::V,صحبت کردن,tala
1364,reden::V,صحبت کردن,prata
1365,sich unterhalten::V,گپ زدن,prata
1366,fragen::V,پرسیدن,fråga
1367,fragen::V,پرسیدن,spörja
1368,fragen::V,سؤال کردن,fråga
1369,fragen::V,سؤال کردن,spörja
1370,bitten::V,خواهش کردن,be
1371,bitten::V,درخواست کردن,be
1372,erzählen::V,نقل کردن,berätta
1373,erzählen::V,حکایت کردن,berätta
1374,mitteilen::V,خبر دادن,meddela
1375,nennen::V,نامیدن,kalla
1376,rufen::V,صدا کردن,ropa
1377,prahlen::V,پز آمدن,pråla
1378,prahlen::V,پز آمدن,skryta
1379,übersetzen::V,ترجمه کردن,tolka
1380,übersetzen::V,ترجمه کردن,översätta
1381,denken::V,فکر کردن,tänka
1382,glauben::V,باور کردن,tro
1383,glauben::V,عقیده داشتن,tro
1384,bemerken::V,متوجه شدن,uppmärksamma
1385,bemerken::V,متوجه شدن,lägga märke till
1386,erkennen::V,شناختن,känna igen
1387,erkennen::V,تشخیص دادن,känna igen
1388,begreifen::V,فهمیدن,begripa
1389,begreifen::V,درک کردن,begripa
1390,verstehen::V,فهمیدن,förstå
1391,lernen::V,آموختن,lära sig
1392,lernen::V,یاد گرفتن,lära sig
1393,wissen::V,دانستن,veta
1394,sich erinnern an::V,به یاد آوردن,minnas
1395,sich erinnern an::V,به یاد آوردن,komma ihåg
1396,vergessen::V,فراموش کردن,glömma
1397,messen::V,اندازه گرفتن,mäta
1398,zählen::V,شمردن,räkna
1399,rechnen::V,حساب کردن,räkna
1400,lesen::V,خواندن,läsa
1401,malen::V,نقاشی کردن,måla
1402,zeichnen::V,کشیدن,teckna
1403,zeichnen::V,رسم کردن,teckna
1404,schreiben::V,نوشتن,skriva
1405,besitzen::V,داشتن,äga
1406,besitzen::V,داشتن,besitta
1407,kaufen::V,خریدن,köpa
1408,kaufen::V,خرید کردن,köpa
1409,verkaufen::V,فروختن,sälja
1410,bezahlen::V,پرداختن,betala
1411,zahlen::V,پرداخت کردن,betala
1412,beherrschen::V,مسلط بودن,behärska
1413,ertragen::V,تحمل کردن,tåla
1414,ertragen::V,تحمل کردن,uthärda
