,Concept_ID,xal,sv
820,eins::NUM,негн,en
821,eins::NUM,негн,ett
822,zwei::NUM,хойр,två
823,drei::NUM,һурвн,tre
824,vier::NUM,дөрвн,fyra
825,fünf::NUM,тавн,fem
826,sechs::NUM,зурһан,sex
827,sieben::NUM,долан,sju
828,acht::NUM,нәәмн,åtta
829,neun::NUM,йисн,nio
830,zehn::NUM,арвн,tio
831,elf::NUM,арвн негн,elva
832,zwölf::NUM,арвн хойр,tolv
833,zwanzig::NUM,хөрн,tjugo
834,dreißig::NUM,һучн,trettio
835,vierzig::NUM,дөчн,fyrtio
836,fünfzig::NUM,тәвн,femtio
837,sechzig::NUM,җирн,sextio
838,siebzig::NUM,далн,sjuttio
839,achtzig::NUM,найн,åttio
840,neunzig::NUM,йирн,nittio
841,hundert::NUM,зун,hundra
842,tausend::NUM,миңһн,tusen
843,und::CNJ,болн,och
844,oder::CNJ,эс гиҗ,eller
845,oder::CNJ,эс гихлә,eller
846,stehen::V,зогсх,stå
847,sitzen::V,суух,sitta
848,liegen::V,кевтх,ligga
849,hängen::V,өлгәтә бәәх,hänga
850,werden::V,болх,bli
851,passieren::V,болх,ske
852,passieren::V,болх,hända
853,beginnen::V,эклх,börja
854,enden::V,төгсх,ända
855,wechseln::V,хүврх,växla
856,aufgehen[Sonne]::V,һарх,gå upp
857,untergehen[Sonne]::V,орх,gå ned
858,untergehen[Sonne]::V,сүүрлх,gå ned
859,scheinen[Sonne]::V,герлтх,skina
860,donnern::V,күрҗңнх,dundra
861,wehen::V,сальклх,blåsa
862,strömen::V,һооҗх,forsa
863,strömen::V,һооҗх,strömma
864,fließen::V,урсх,flyta
865,sich drehen::V,эргх,snurra
866,schwanken::V,дәәвлх,vackla
867,schwingen::V,нәәхлх,svinga
868,fallen::V,унх,falla
869,fallen::V,киисх,falla
870,brennen::V,шатх,brinna
871,rauchen::V,ута һарһх,ryka
872,regnen::V,орх,regna
873,gefrieren::V,мөстх,frysa
874,tauen::V,хәәлх,töa
875,schmelzen::V,хәәлх,smälta
876,schmelzen::V,хәәлгдх,smälta
877,trocknen::V,эврх,torka
878,sieden::V,буслх,koka
879,sieden::V,буслх,sjuda
880,faulen::V,үмкәрх,ruttna
881,verfaulen::V,илҗрх,ruttna
882,reißen::V,тасрх,brista
883,versinken::V,чивх,sjunka
884,vergehen::V,болх,förgå
885,erscheinen::V,һарх,synas
886,erscheinen::V,һарх,visa sig
887,verschwinden::V,уга болх,försvinna
888,sinken::V,татгдх,sjunka
889,abnehmen::V,хасгдх,avta
890,abnehmen::V,хасгдх,minskas
891,zunehmen::V,өсх,tilltaga
892,steigen::V,немх,stiga
893,wachsen::V,өсх,växa
894,wachsen::V,урһх,växa
895,glänzen::V,гилвкх,glimma
896,funkeln::V,цәклх,tindra
897,funkeln::V,цәклх,gnistra
898,lärmen::V,шууглдх,bråka
899,lärmen::V,шууглдх,väsnas
900,läuten::V,хоңх,ringa
901,klingeln::V,җиңнулх,ringa
902,klirren::V,җиңнх,klirra
903,brausen::V,догшрхх,brusa
904,rauschen::V,сарҗңнх,susa
905,klingen::V,ә һарх,låta
906,klingen::V,ә һарх,klinga
907,bellen::V,хуцх,skälla
908,heulen::V,уульх,yla
909,heulen::V,уульх,tjuta
910,blasen::V,үләх,blåsa
911,pfeifen::V,ишкрх,vissla
912,schreien::V,хәәкрх,skrika
913,stöhnen::V,түңшх,stöna
914,zittern::V,дагҗннх,darra
915,zittern::V,дагҗннх,skälva
916,leben::V,бәәх,leva
917,geboren werden::V,төрх,födas
918,atmen::V,әмсхлх,andas
919,trinken::V,уух,dricka
920,essen::V,идх,äta
921,schlucken::V,зальгх,svälja
922,müde werden::V,көшх,tröttna
923,einschlafen::V,унтх,somna
924,schlafen::V,нөөрсх,sova
925,aufwachen::V,серх,vakna
926,aufstehen::V,босх,stiga upp
927,sich erholen::V,амрх,repa sig
928,sich erholen::V,амрх,hämta sig
929,krank werden::V,гемтх,insjukna
930,krank sein::V,шалтглх,vara sjuk
931,schmerzen::V,өвдх,smärta
932,schmerzen::V,өвдх,göra ont
933,husten::V,ханях,hosta
934,genesen::V,эдгх,tillfriskna
935,sterben::V,үкх,dö
936,sterben::V,өңгрх,dö
937,umkommen::V,үкх,omkomma
938,sich bewegen::V,көдлх,röra sig
939,sich bewegen::V,көндрх,röra sig
940,sich rühren::V,көндрх,röra på sig
941,sich erheben::V,босх,resa sig
942,sich setzen::V,суух,sätta sig
943,hinfallen::V,унх,falla omkull
944,hinfallen::V,киисх,falla omkull
945,laufen::V,йовх,löpa
946,schreiten::V,алхх,skrida
947,spazierengehen::V,сергҗ йовх,promenera
948,eilen::V,шулудх,ila
949,sich beeilen::V,адһх,skynda sig
950,sich beeilen::V,шамдх,skynda sig
951,sausen::V,хурдлх,susa
952,sausen::V,йир_хурдар_гүүх,susa
953,sausen::V,йир_хурдар_йовх,susa
954,rennen::V,гүүх,löpa
955,rennen::V,гүүх,springa
956,springen::V,һәрәдх,hoppa
957,klettern::V,давшх,klättra
958,schaukeln::V,дүүдңндх,gunga
959,kriechen::V,мөлкх,kräla
960,schwimmen::V,усчх,simma
961,tauchen::V,булхх,dyka
962,rudern::V,хәәвдх,ro
963,fahren::V,йовх,köra
964,fliegen::V,нисх,flyga
965,gehen::V,йовх,gå
966,weggehen::V,йовх,gå bort
967,weggehen::V,одх,gå bort
968,weggehen::V,һарх,gå bort
969,weggehen::V,мөрлх,gå bort
970,abfahren::V,мордх,resa
971,abfahren::V,мордх,avresa
972,anhalten::V,зогсх,stanna
973,hineingehen::V,орх,gå in
974,eintreten::V,орх,träda in
975,kommen::V,ирх,komma
976,ankommen::V,ирх,ankomma
977,zurückkommen::V,орх,återkomma
978,bleiben::V,бәәх,bli
979,bleiben::V,бәәх,förbli
980,warten::V,күләх,vänta
981,erwarten::V,күләх,vänta
982,suchen::V,хәәх,leta
983,finden::V,олх,finna
984,versuchen::V,седх,försöka
985,vorbereiten::V,белдх,förbereda
986,lieben::V,дурлх,älska
987,mögen::V,таассгдх,tycka om
988,lachen::V,инәх,skratta
989,rühren::V,уйрах,röra
990,weinen::V,уульх,gråta
991,schimpfen::V,харах,skälla
992,sich ärgern::V,уурлх,förargas
993,sich fürchten::V,әәх,vara rädd
994,fürchten::V,әәх,frukta
995,fürchten::V,сүрдх,frukta
996,fliehen::V,зулх,fly
997,fliehen::V,зулх,rymma
998,flüchten::V,орһх,fly
999,flüchten::V,зулх,fly
1000,sehen::V,үзх,se
1001,anschauen::V,харх,se på
1002,anschauen::V,харх,betrakta
1003,ansehen::V,хәләх,åse
1004,ansehen::V,үзх,åse
1005,hören::V,соңсх,höra
1006,zuhören::V,соңсх,höra på
1007,zuhören::V,соңсх,lyssna till
1008,probieren::V,амсх,smaka
1009,probieren::V,амсх,smaka på
1010,riechen::V,үнрчлх,lukta
1011,fühlen::V,медх,känna
1012,scheinen::V,болҗ медгдх,verka
1013,scheinen::V,болҗ медгдх,tyckas
1014,scheinen::V,миниһәр болхла,verka
1015,scheinen::V,миниһәр болхла,tyckas
1016,scheinen::V,болад бәәх,verka
1017,scheinen::V,болад бәәх,tyckas
1018,zu sehen sein::V,үзгдх,synas
1019,zu sehen sein::V,үзгдх,kunna ses
1020,vernehmen::V,соңсх,få veta
1021,vernehmen::V,соңсх,förnimma
1022,frieren::V,даарх,frysa
1023,tun::V,кех,göra
1024,können::V,чадх,kunna
1025,wollen::V,дурлх,vilja
1026,anfangen::V,эклх,börja
1027,beenden::V,дуусх,avsluta
1028,aufhören::V,уурх,sluta
1029,aufhören::V,уурх,upphöra
1030,gelingen::V,бүтх,lyckas
1031,gelingen::V,күцәх,lyckas
1032,geraten::V,болх,bli
1033,öffnen::V,секх,öppna
1034,schließen::V,хаах,låsa
1035,schließen::V,хаах,stänga
1036,stellen::V,тәвх,ställa
1037,setzen::V,суулһх,sätta
1038,legen::V,тәвх,lägga
1039,berühren::V,көндәх,beröra
1040,verbinden::V,боох,förbinda
1041,bedecken::V,хучх,täcka
1042,bedecken::V,хучх,betäcka
1043,bedecken::V,бүркх,täcka
1044,bedecken::V,бүркх,betäcka
1045,aufhängen::V,өлгх,hänga
1046,aufhängen::V,өлгх,hänga upp
1047,anzünden::V,асах,tända
1048,anzünden::V,асах,antända
1049,anzünden::V,асах,tända på
1050,anzünden::V,шатах,tända
1051,anzünden::V,шатах,antända
1052,anzünden::V,шатах,tända på
1053,aufheben::V,өөдән өргх,lyfta
1054,zurücklassen::V,үлдәх,lämna
1055,zurücklassen::V,үлдәх,efterlämna
1056,verlieren::V,геех,mista
1057,verlieren::V,геех,förlora
1058,fallen lassen::V,алдх,tappa
1059,fallen lassen::V,алдх,släppa
1060,machen::V,кех,göra
1061,herstellen::V,кех,tillverka
1062,herstellen::V,кех,framställa
1063,bauen::V,тосхх,bygga
1064,reparieren::V,ясх,reparera
1065,verbessern::V,сәәрүлх,rätta
1066,verbessern::V,сәәрүлх,förbättra
1067,ändern::V,хүврәх,ändra
1068,ändern::V,хүврәх,förändra
1069,graben::V,малтх,gräva
1070,beugen::V,нуһлх,böja
1071,biegen::V,матилһх,böja
1072,biegen::V,матилһх,kröka
1073,drehen::V,эргүлх,vrida
1074,wenden::V,көмрх,vända
1075,wenden::V,эргүлх,vända
1076,umdrehen::V,эргүлх,vrida om
1077,heben::V,өргх,häva
1078,heben::V,деер өргх,häva
1079,hochheben::V,өргх,lyfta
1080,ergreifen::V,бәрх,gripa
1081,halten::V,бәрх,hålla
1082,drücken::V,шахх,trycka
1083,schieben::V,түлкх,skjuta
1084,kratzen::V,мааҗх,riva
1085,kratzen::V,мааҗх,skrapa
1086,lecken::V,долах,slicka
1087,beißen::V,хазх,bita
1088,abreißen::V,таслх,slita_av
1089,abreißen::V,таслх,riva_av
1090,abschneiden::V,тәәрх,skära av
1091,binden::V,боох,binda
1092,stecken::V,шаах,sticka
1093,stecken::V,хатхх,sticka
1094,brechen::V,хамхлх,bryta
1095,brechen::V,хамхлх,brista
1096,klopfen::V,цокх,banka
1097,klopfen::V,цокх,klappa
1098,hauen::V,цокх,hugga
1099,kleben::V,наах,klistra
1100,reiben::V,зүлгх,gnida
1101,streichen::V,наах,smörja
1102,streichen::V,лашх,smörja
1103,streichen::V,түркх,smörja
1104,schleifen::V,хурцлх,slipa
1105,schneiden::V,хәәчлх,skära
1106,schneiden::V,хәәчлх,klippa
1107,rütteln::V,дәәвлүлх,skaka
1108,schütteln::V,сегсрх,rista
1109,schwenken::V,дайлх,svänga
1110,schütten::V,кех,hälla
1111,füllen::V,дүүргх,fylla
1112,einwickeln::V,орах,slå in
1113,einwickeln::V,орах,veckla in
1114,tragen::V,зөөх,bära
1115,schleppen::V,чирх,släpa
1116,ziehen::V,татх,dra
1117,aufbewahren::V,хадһлх,förvara
1118,aufbewahren::V,хадһлх,ta vara på
1119,werfen::V,хайх,kasta
1120,fangen::V,бәрх,fånga
1121,fangen::V,хавлх,fånga
1122,packen::V,бәрх,gripa
1123,packen::V,бәрх,gripa tag
1124,verstecken::V,дүрх,gömma
1125,verstecken::V,бултулх,gömma
1126,teilen::V,хувах,dela
1127,schicken::V,илгәх,skicka
1128,bringen::V,авч ирх,bringa
1129,hinzufügen::V,немх,tillägga
1130,bekommen::V,авх,få
1131,bekommen::V,авх,erhålla
1132,erhalten::V,авх ,få
1133,erhalten::V,авх ,erhålla
1134,nehmen::V,авх,ta
1135,nehmen::V,авх,taga
1136,wählen::V,шүүх,välja
1137,auswählen::V,шүүх,utvälja
1138,bewahren::V,хадһлх,bevara
1139,bewahren::V,кевтнь үлдәх,bevara
1140,bewahren::V,кевтнь бәәлһх,bevara
1141,behindern::V,харшлх,hindra
1142,behindern::V,харшлх,förhindra
1143,verderben::V,үрәх,förstöra
1144,beschädigen::V,эвдх,skada
1145,zerbrechen::V,күүлх,bryta isär
1146,zerbrechen::V,күүлх,bryta sönder
1147,zerbrechen::V,хамхлх,bryta isär
1148,zerbrechen::V,хамхлх,bryta sönder
1149,zerreißen::V,шуучх,riva sönder
1150,zerreißen::V,шуучх,slita sönder
1151,zerstören::V,эвдх,förstöra
1152,verbrennen::V,шатах,bränna
1153,verbrennen::V,шатах,bränna upp
1154,geben::V,өгх,ge
1155,reichen::V,өгх,räcka
1156,schenken::V,белглх,skänka
1157,versprechen::V,амлх,lova
1158,wünschen::V,сә хәәх,önska
1159,loben::V,магтх,lova
1160,loben::V,магтх,beröma
1161,küssen::V,үмсх,pussa
1162,wiegen::V,саатулх,vagga
1163,zudecken::V,бүркх,täcka
1164,wecken::V,серүлх,väcka
1165,zeigen::V,үзүлх,visa
1166,führen::V,көтлх,föra
1167,lehren::V,заах,lära
1168,lehren::V,сурһх,lära
1169,unterrichten::V,сурһх,undervisa
1170,unterrichten::V,багшлх,undervisa
1171,aufziehen::V,өскәх,uppfostra
1172,leiten::V,һардх,leda
1173,leiten::V,толһалх,leda
1174,antreiben::V,шамдах,driva på
1175,lassen::V,күч үзүлх,få att
1176,einladen::V,үрх,bjuda
1177,einladen::V,үрх,inbjuda
1178,vereinigen::V,хамцулх,förena
1179,besuchen::V,одх,besöka
1180,treffen::V,харһх,möta
1181,treffen::V,харһх,träffa
1182,sich versammeln::V,цуглрх,församla sig
1183,sich versammeln::V,хурх,församla sig
1184,spielen::V,наадх,leka
1185,spielen::V,наадх,spela
1186,singen::V,дуулх,sjunga
1187,tanzen::V,биилх,dansa
1188,sich trennen::V,хаһцх,skiljas
1189,verlassen::V,хайх,lämna
1190,verlassen::V,хайх,överge
1191,retten::V,әм аврх,rädda
1192,retten::V,әәмшгәс харсх,rädda
1193,bewachen::V,харх,bevaka
1194,bewachen::V,манх,bevaka
1195,schützen::V,харсх,skydda
1196,schützen::V,харсх,beskydda
1197,verteidigen::V,харсх,försvara
1198,sich schlagen::V,гүвдлдх,slåss
1199,schießen::V,хах,skjuta
1200,siegen::V,диилх,segra
1201,ärgern::V,уурлулх,förarga
1202,schlagen::V,цокх,slå
1203,schlagen::V,гүвдх,slå
1204,stechen::V,хатхх,sticka
1205,stoßen::V,түлкчкх,stöta
1206,stehlen::V,хулхалх,stjäla
1207,stören::V,һә болх,störa
1208,belästigen::V,амр эс өгх,genera
1209,belästigen::V,амр эс өгх,besvära
1210,verbergen::V,нуух,dölja
1211,verbergen::V,бултулх,dölja
1212,täuschen::V,меклх,vilseleda
1213,betrügen::V,меклх,bedra
1214,betrügen::V,мек һарһх,bedra
1215,töten::V,алх,döda
1216,wohnen::V,бәәх,bo
1217,arbeiten::V,көдлх,arbeta
1218,sammeln::V,түүх,samla
1219,pflücken::V,түүх,plocka
1220,pflücken::V,хурах,plocka
1221,jagen::V,аңнх,jaga
1222,jagen::V,аңһучлх,jaga
1223,fischen::V,заһс аңнх,fiska
1224,fassen::V,бәрх,fånga
1225,hüten::V,хәрүлх,vakta
1226,treiben::V,туух,driva
1227,anbinden::V,уйх,binda fast
1228,füttern::V,теҗәх,fodra
1229,melken::V,саах,mjölka
1230,hacken::V,чавчх,hacka
1231,gießen::V,услх,hälla
1232,gießen::V,услх,vattna
1233,reifen::V,болх,mogna
1234,reifen::V,болвсрх,mogna
1235,zubereiten::V,белдх,tillaga
1236,zubereiten::V,белдх,tillreda
1237,kochen::V,чанх,koka
1238,kochen::V,болһх,koka
1239,backen::V,болһх,baka
1240,braten::V,хуурх,steka
1241,umrühren::V,самрх,röra om
1242,stricken::V,өлгх,sticka
1243,nähen::V,уйх,sy
1244,färben::V,будх,färga
1245,reinigen::V,цеврлх,rensa
1246,reinigen::V,цеврлх,rengöra
1247,waschen::V,уһах,tvätta
1248,abwischen::V,арчх,torka av
1249,spülen::V,зәәлх,spola
1250,spülen::V,зәәлх,skölja
1251,fegen::V,сәвүрдх,feja
1252,kehren::V,сәвүрдх,sopa
1253,baden::V,өөмх,bada
1254,sich waschen::V,уһах,tvätta sig
1255,sich waschen::V,бийән уһаҗ,tvätta sig
1256,ausziehen::V,тәәлх,ta av
1257,anziehen::V,өмсх,ta på
1258,sich anziehen::V,хувцлх,klä på sig
1259,kämmen::V,самлх,kamma
1260,schmücken::V,чимх,pynta
1261,schmücken::V,чимх,smycka
1262,schmücken::V,кеерүлх,pynta
1263,schmücken::V,кеерүлх,smycka
1264,sagen::V,келх,säga
1265,sprechen::V,келх,tala
1266,reden::V,күүндх,tala
1267,reden::V,күүндх,prata
1268,reden::V,күр_кех,tala
1269,reden::V,күр_кех,prata
1270,sich unterhalten::V,күүндх,prata
1271,fragen::V,сурх,fråga
1272,fragen::V,сурх,spörja
1273,bitten::V,эрх,be
1274,erzählen::V,келх,berätta
1275,erzählen::V,келҗ өгх,berätta
1276,mitteilen::V,медүлх,meddela
1277,nennen::V,нерәдх,kalla
1278,nennen::V,нер өгх,kalla
1279,rufen::V,дуудх,ropa
1280,prahlen::V,көөрх,pråla
1281,prahlen::V,көөрх,skryta
1282,übersetzen::V,орчулх,tolka
1283,übersetzen::V,орчулх,översätta
1284,denken::V,санх,tänka
1285,glauben::V,шүтх,tro
1286,glauben::V,нәәлх,tro
1287,bemerken::V,темдглх,uppmärksamma
1288,bemerken::V,темдглх,lägga märke till
1289,erkennen::V,таньх,känna igen
1290,erkennen::V,медх,känna igen
1291,begreifen::V,медх,begripa
1292,verstehen::V,соңсх,förstå
1293,lernen::V,сурх,lära sig
1294,wissen::V,медх,veta
1295,sich erinnern an::V,санх,minnas
1296,sich erinnern an::V,санх,komma ihåg
1297,vergessen::V,мартх,glömma
1298,messen::V,кемҗәлх,mäta
1299,zählen::V,тоолх,räkna
1300,rechnen::V,тоолх,räkna
1301,lesen::V,умшх,läsa
1302,malen::V,зурх,måla
1303,zeichnen::V,зурх,teckna
1304,schreiben::V,бичх,skriva
1305,besitzen::V,эзлх,äga
1306,besitzen::V,эзлх,besitta
1307,kaufen::V,хулдҗ авх,köpa
1308,verkaufen::V,хулдх,sälja
1309,verkaufen::V,гүүлгх,sälja
1310,bezahlen::V,өгх,betala
1311,zahlen::V,өгх,betala
1312,beherrschen::V,эзлх,behärska
1313,ertragen::V,даах,tåla
1314,ertragen::V,даах,uthärda
1315,treten::V,,sparka
