,Concept_ID,cv,mrj
675,schmutzig::A,вараланчӑк,лявӹрӓн
676,schmutzig::A,вараланчӑк,шорангшы
677,roh::A,чӗрӗ,пеле кӱшӹ
678,reif::A,пулнӑ,кӱшӹ
679,reif::A,пиҫӗхнӗ,кӱшӹ
680,reif::A,аталаннӑ,кӱшӹ
681,reif::A,пиҫсе ҫитнӗ,кӱшӹ
682,lecker::A,тутлӑ,тотан
683,lecker::A,техӗмлӗ,тотан
684,süß::A,пылак,мӱӓн
685,bitter::A,йӳҫӗ,качы
686,sauer::A,йӳҫӗ,шапы
687,sauer::A,йӳҫек,шапы
688,sauer::A,кӑвасак,шапы
689,hell::A,ҫутӑ,соты
690,hell::A,ҫутӑ,валгыды
691,dunkel::A,тӗттӗм,пӹц
692,dunkel::A,тӗттӗм,пӹцкемӹш
693,schwarz::A,хура,шим
694,weiß::A,шурӑ,ош
695,weiß::A,шурӑ,ошы
696,rot::A,хӗрлӗ,якшаргы
697,gelb::A,сарӑ,сар
698,gelb::A,сарӑ,сары
699,blau::A,кӑвак,симсӹ
700,grün::A,симӗс,ыжар
701,grün::A,пиҫмен,ыжар
702,grün::A,ӑс пухман,ыжар
703,grau::A,кӑвак,луды
704,bunt::A,чӑпар,ала
705,billig::A,йӳнӗ,шулдаш
706,teuer::A,хаклӑ,шергӹ
707,teuer::A,хаклӑ,шергӓкӓн
708,wertvoll::A,паха,ӓкӓн
709,blind::A,суккӑр,слöпöй
710,blind::A,суккӑр,сльöпöй
711,taub::A,хӑлхасӑр,тӱтӱк
712,kräftig::A,хӑватлӑ,виӓн
713,stark::A,вирлӗ,виӓн
714,schwach::A,халсӑр,шава
715,schwach::A,халсӑр,лӹпкӓ
716,schwach::A,халсӑр,слабка
717,fett::A,самӑр,таза
718,fett::A,мӑнтӑр,таза
719,schlank::A,йӑрӑс,яштака
720,schlank::A,яштака,яштака
721,hübsch::A,хитре,сӹлнӹ
722,hübsch::A,хитре,олмыдшы
723,böse::A,усал,шӹдӓн
724,dumm::A,ухмах,окмак
725,faul::A,наян,ялахай
726,faul::A,юлхав,ялахай
727,faul::A,ӳркенчӗк,ялахай
728,fleißig::A,хастар,пӓшам яратышы
729,geizig::A,хытӑ,шык
730,klug::A,ӑслӑ,ышан
731,geschickt::A,ӑста,мастар
732,lieb::A,савнӑ,тыри
733,lustig::A,хаваслӑ,мындыр
734,lustig::A,хаваслӑ,сусу
735,sanft::A,ачаш,йӹвӹжӓ
736,hungrig::A,выҫӑ,шужышы
737,krank::A,чирлӗ,церлӹ
738,krank::A,чирлӗ,хворой
739,nackt::A,ҫара,цӓрӓ
740,traurig::A,салхуллӑ,сы́лыкан
741,traurig::A,салхуллӑ,кымы́лдымы
742,lebendig::A,чӗрӗ,живой
743,gut::A,аван,яжо
744,gut::A,лайӑх,яжо
745,schlecht::A,япӑх,уда
746,schlecht::A,япӑх,худа
747,schlecht::A,начар,уда
748,schlecht::A,начар,худа
749,richtig::A,тӗрӗс,вургамла
750,schlimm::A,йӗрӗнчӗк,йӹрнык
751,wahr::A,чӑн,настоящий
752,wahr::A,чӑн,настояшый
753,alt::A,кивӗ,шонгы
754,neu::A,ҫӗнӗ,у
755,ehemalig::A,пулнӑ,тошты
756,alt[Lebewesen]::A,ватӑ,ӹлалшӹ
757,jung::A,яш,нöргӹ
758,jung::A,яш,молода
759,jung::A,ҫамрӑк,нöргӹ
760,jung::A,ҫамрӑк,молода
761,arm::A,чухӑн,укеӓн
762,reich::A,пуян,паян
763,reich::A,пуян,пурлыкан
764,bekannt::A,пӗлӗш,палӹмӹ
765,berühmt::A,чаплӑ,лӹмлы
766,fremd::A,ют,эдемӹн
767,verschieden::A,расна,тӹрлӹ
768,nah::A,ҫывӑх,лишӹл
769,nah::A,ҫывӑхри,лишӹл
770,fern::A,инҫе,мӹндӹр
771,fern::A,аякри,мӹндӹр
772,linker::A,сулахай,шалахай
773,rechter::A,сылтӑм,вургамла
774,anderer::A,урӑх,вес
775,anderer::A,урӑх,весӹ
776,erster::A,пӗрремӗш,икшӹ
777,erster::A,пӗрремӗш,икӹмшӹ
778,zweiter::A,иккӗмӗш,кокшы
779,dritter::A,виҫҫӗмӗш,кымшы
780,letzter::A,юлашки,остатка
781,allein::ADV,пӗччен,иктӹ
782,allein::ADV,пӗччен,иктӹт
783,auf einmal::ADV,кӗмӗрккен,тöрöк
784,zusammen::ADV,пӗрле,икараш
785,zusammen::ADV,пӗрле,цымырын
786,lange::ADV,вӑрах,кужын
787,plötzlich::ADV,сасартӑк,трӱк
788,sofort::ADV,тӳрех,полт
789,sofort::ADV,тӳрех,тöрöк
790,sofort::ADV,тӳрех,тӹшӓкок
791,später::ADV,кайран,вара
792,jetzt::ADV,халь,
793,jetzt::ADV,халӗ,
794,heute::ADV,паян,тагачы
795,morgen::ADV,ыран,иргод
796,morgen::ADV,ыран,иргодым
797,bald::ADV,халех,чӹнь
798,bald::ADV,халех,вӓшке
799,bald::ADV,халех,выртышты
800,bald::ADV,кӗҫех,чӹнь
801,bald::ADV,кӗҫех,вӓшке
802,bald::ADV,кӗҫех,выртышты
803,dann::ADV,унтан,пакыла
804,gestern::ADV,ӗнер,тенгечӹ
805,einst::ADV,пӗррехинче,икӓнӓ
806,damals::ADV,ун чухне,тӹнӓм
807,damals::ADV,апла пулсан,тӹнӓм
808,danach::ADV,унтан,пакыла
809,vorher::ADV,малтан,перви
810,zuerst::ADV,пирвай,андак
811,einmal::ADV,пӗррехинче,гӓнӓк
812,einmal::ADV,пӗррехинче,гӓнӓ
813,manchmal::ADV,хӑш чухне,кынамжы
814,oft::ADV,тӑтӑш,чӹчкӹдӹн
815,immer::ADV,ялан,со
816,immer::ADV,ялан,соок
817,niemals::ADV,нихӑҫан та,нинам
818,niemals::ADV,нихӑҫан та,нигынам
819,niemals::ADV,нихӑҫан та,нигынамат
820,hier::ADV,кунта,тиштӹ
821,hierhin::ADV,кунта,тишкӹ
822,von hier::ADV,кунтан,тишец
823,von hier::ADV,кунтан,тишецӹн
824,dort::ADV,унта,тӹштӹ
825,dort::ADV,ҫавӑнта,тӹштӹ
826,dorthin::ADV,унта,тӹшкӹ
827,dorthin::ADV,унта,тӹшкӹлӓ
828,dorthin::ADV,ҫавӑнта,тӹшкӹ
829,dorthin::ADV,ҫавӑнта,тӹшкӹлӓ
830,geradeaus::ADV,тикӗс,вик
831,geradeaus::ADV,тикӗс,тура
832,vorwärts::ADV,малалла,анзыкы
833,rückwärts::ADV,хыҫала,мӹнгеш
834,zurück::ADV,каялла,мӹнгеш
835,unten::ADV,аялта,ӱлнӹ
836,unten::ADV,аялта,лӹвӓлнӹ
837,hinab::ADV,аялта,ӱлӹкӹ
838,hinab::ADV,аялта,лӹвӓкӹ
839,oben::ADV,ҫӳлте,вӹлнӹ
840,hinauf::ADV,ҫӳле,кӱшкӹлӓ
841,hinauf::ADV,ҫӳле,кӱш
842,überall::ADV,таҫта та,йӹлт
843,überall::ADV,таҫта та,цилӓ вӓре
844,überall::ADV,пур ҫӗрте те,йӹлт
845,überall::ADV,пур ҫӗрте те,цилӓ вӓре
846,überall::ADV,кирек ӑҫта та,йӹлт
847,überall::ADV,кирек ӑҫта та,цилӓ вӓре
848,nicht::ADV,мар,уке
849,ein wenig::ADV,пӑртак,изиш
850,ein wenig::ADV,пӑртак,иклаштык
851,kaum::ADV,аран,цылик
852,kaum::ADV,аран,чучок-чучок
853,sehr::ADV,питӗ,чоте
854,so::ADV,апла,тенге
855,so::ADV,апла,тенгелӓ
856,noch::ADV,татах,мол
857,noch::ADV,татах,моло
858,nur::ADV,ҫех,веле
859,schon::ADV,ӗнтӗ,уже
860,schon::ADV,ӗнтӗ,ӹнде
861,wieder::ADV,каллех,уэш
862,vergebens::ADV,харам,зря
863,vergebens::ADV,харам,ӹзрӓ
864,vergebens::ADV,харам,ӹзӹрӓ
865,vor::PRP,умӗнче,анзыц
866,vor::PRP,умӗнче,анзыцын
867,hinter::PRP,кайра,шайылан
868,hinter::PRP,кайра,шайылный
869,unter::PRP,айне,лӹвӓкӹ
870,unter::PRP,айӗпе,лӹвӓкӹ
871,unter::PRP,айӗнче,лӹвӓкӹ
872,unter::PRP,ҫитеспе,лӹвӓкӹ
873,durch::PRP,витӗр,вашт
874,neben::PRP,патӗнче,сага
875,zwischen::PRP,хушшинче,лош
876,zwischen::PRP,хушшинче,лошкы
877,wegen::PRP,пула,мычыц
878,wegen::PRP,пирки,мычыц
879,dies::PRN,ку,тидӹ
880,dies::PRN,ку,ти
881,dies::PRN,ҫак,тидӹ
882,dies::PRN,ҫак,ти
883,das::PRN,ҫав,тидӹ
884,das::PRN,ҫав,ти
885,alles::PRN,пурте,цилӓ
886,alles::PRN,йӑлт,цилӓ
887,ich::PRN,эп,мый
888,du::PRN,эс,тӹнь
889,er::PRN,вӑл,тӹдӹ
890,wir::PRN,эпир,мӓ
891,ihr::PRN,эсир,вӓ
892,sie::PRN,вӗсем,нӹнӹ
893,was::FPRN,мӗн,ма
894,was::FPRN,мӗскер,ма
895,was::FPRN,мӗн те пулин,ма
896,wer::FPRN,кам,кӱ
897,wo::FADV,ӑҫта,кышан
898,wo::FADV,ӑҫта,кыштакен
899,wohin::FADV,ӑҫта,кышкы
900,wie::FADV,епле,кыце
901,wie::FADV,мӗнле,кыце
902,warum::FADV,ма,малын
903,warum::FADV,мӗншӗн,малын
904,wieviel::FNUM,миҫе,кынар
905,wieviel::FNUM,миҫе,кынары
906,wieviel::FNUM,миҫе,кынаркы
907,eins::NUM,пӗр,иктӹ
908,eins::NUM,пӗр,иктӹт
909,eins::NUM,пӗрре,иктӹ
910,eins::NUM,пӗрре,иктӹт
911,zwei::NUM,ик,кок
912,zwei::NUM,ик,кокты
913,zwei::NUM,икӗ,кок
914,zwei::NUM,икӗ,кокты
915,zwei::NUM,иккӗ,кок
916,zwei::NUM,иккӗ,кокты
917,drei::NUM,виҫ,кым
918,drei::NUM,виҫ,кымыт
919,drei::NUM,виҫӗ,кым
920,drei::NUM,виҫӗ,кымыт
921,drei::NUM,виҫҫӗ,кым
922,drei::NUM,виҫҫӗ,кымыт
923,vier::NUM,тӑват,нӹл
924,fünf::NUM,пилӗк,вӹц
925,fünf::NUM,пиллӗк,вӹц
926,sechs::NUM,улт,куд
927,sechs::NUM,улт,кудытмозн
928,sechs::NUM,ултӑ,куд
929,sechs::NUM,ултӑ,кудытмозн
930,sechs::NUM,улттӑ,куд
931,sechs::NUM,улттӑ,кудытмозн
932,sieben::NUM,ҫич,шӹм
933,sieben::NUM,ҫич,шӹмӹт
934,sieben::NUM,ҫичӗ,шӹм
935,sieben::NUM,ҫичӗ,шӹмӹт
936,sieben::NUM,ҫиччӗ,шӹм
937,sieben::NUM,ҫиччӗ,шӹмӹт
938,acht::NUM,сакӑр,кӓндӓкш
939,acht::NUM,сакӑр,кӓндӓкшӹ
940,acht::NUM,саккӑр,кӓндӓкш
941,acht::NUM,саккӑр,кӓндӓкшӹ
942,neun::NUM,тӑхӑр,ӹндекшшӱдӹ
943,neun::NUM,тӑххӑр,ӹндекшшӱдӹ
944,zehn::NUM,вунӑ,лу
945,zehn::NUM,вуннӑ,лу
946,elf::NUM,вун пӗр,луатик
947,elf::NUM,вун пӗр,луатиктӹ
948,zwölf::NUM,вун ик,луаткок
949,zwölf::NUM,вун ик,луаткокты
950,zwölf::NUM,вун икӗ,луаткок
951,zwölf::NUM,вун икӗ,луаткокты
952,zwölf::NUM,вун иккӗ,луаткок
953,zwölf::NUM,вун иккӗ,луаткокты
954,zwanzig::NUM,ҫирӗм,коклы
955,dreißig::NUM,вӑтӑр,кымлы
956,vierzig::NUM,хӗрӗх,нӹллӹ
957,fünfzig::NUM,аллӑ,вӹцлӹ
958,sechzig::NUM,утмӑл,кудлу
959,siebzig::NUM,ҫитмӗл,шӹмлу
960,achtzig::NUM,сакӑр вунӑ,кӓндӓкшлу
961,achtzig::NUM,сакӑр вуннӑ,кӓндӓкшлу
962,neunzig::NUM,тӑхӑр вун,ӹндекшлу
963,neunzig::NUM,тӑхӑр вунӑ,ӹндекшлу
964,neunzig::NUM,тӑхӑр вуннӑ,ӹндекшлу
965,hundert::NUM,ҫӗр,шӱдӹ
966,tausend::NUM,пин,тӹжем
967,und::CNJ,та,дöн
968,oder::CNJ,е,льывы
969,stehen::V,тӑр,шалшаг
970,sitzen::V,лар,шӹнзӓш
971,liegen::V,вырт,киӓш
972,hängen::V,усӑнса тӑр,кечӓш
973,hängen::V,ҫакӑнса тӑр,кечӓш
974,werden::V,пул,шагалаш
975,passieren::V,пул,ӹштӓ́лтӓш
976,beginnen::V,пуҫлан,тӹнгӓлӓлтӓш
977,enden::V,пӗт,пӹтӓш
978,enden::V,вӗҫлен,пӹтӓш
979,wechseln::V,улшӑн,весемӓш
980,wechseln::V,улшӑн,весемӓлтӓш
981,aufgehen[Sonne]::V,тух,авараш
982,untergehen[Sonne]::V,анса лар,шӹ́нзӓш
983,scheinen[Sonne]::V,пӑх,сотемдӓрӓш
984,donnern::V,кӗмсӗртет,хӹдӹртӓш
985,donnern::V,авӑт,хӹдӹртӓш
986,wehen::V,варкӑш,ӹфӹлӓш
987,strömen::V,тӑкӑн,йогащ
988,fließen::V,юх,йогащ
989,sich drehen::V,ҫаврӑн,пöрдӓш
990,schwanken::V,чӳхен,лыпшалташ
991,schwingen::V,суллан,кӓчӓйӓш
992,fallen::V,кип,кенвазаш
993,fallen::V,кип,шынгалташ
994,fallen::V,тӳр кип,кенвазаш
995,fallen::V,тӳр кип,шынгалташ
996,fallen::V,татӑлса ан,кенвазаш
997,fallen::V,татӑлса ан,шынгалташ
998,brennen::V,ҫун,йылаш
999,rauchen::V,мӑкӑрлан,шыпшаш
1000,rauchen::V,тӗтӗм кӑлар,шыпшаш
1001,regnen::V,ҫумӑр ҫӑвать,юраш
1002,gefrieren::V,шӑн,гӓш
1003,gefrieren::V,шӑн,кӹлмаш
1004,tauen::V,ирӗл,шылаш
1005,schmelzen::V,ирӗл,шӹрӓнӓш
1006,trocknen::V,тип,кошкаш
1007,sieden::V,вӗре,шолаш
1008,faulen::V,ҫӗр,шӱӓш
1009,verfaulen::V,ҫӗр,йӓнгӓрӓлтӓш
1010,reißen::V,ҫурӑл,кышкедӓлтӓш
1011,versinken::V,пут,ва́лаш
1012,vergehen::V,ирт,эртӓш
1013,erscheinen::V,курӑн,каяш
1014,erscheinen::V,курӑнса кай,каяш
1015,verschwinden::V,ҫухал,ямаш
1016,sinken::V,чак,пычаш
1017,abnehmen::V,чак,чӹдемӓш
1018,abnehmen::V,чак,кöтӹргӓш
1019,zunehmen::V,пысӑклан,когоэмӓш
1020,steigen::V,ҫӗклен,лӱлта́лташ
1021,wachsen::V,ӳс,кушкаш
1022,glänzen::V,ҫиҫ,йӹлгӹжӓш
1023,funkeln::V,ялкӑш,валгалташ
1024,funkeln::V,йӑлтӑртат,валгалташ
1025,lärmen::V,шавла,юкланаш
1026,läuten::V,шӑнкӑравла,цоргаш
1027,klingeln::V,шӑнкӑравла,цоргаш
1028,klirren::V,калтлат,цонгырталгаш
1029,klirren::V,шӑнкӑлтат,цонгырталгаш
1030,brausen::V,ахӑр,ышдымыла́наш
1031,rauschen::V,вашӑлтат,шу́жгаш
1032,rauschen::V,чашӑлтат,шу́жгаш
1033,klingen::V,янӑра,йо́нгаш
1034,bellen::V,вӗр,опташ
1035,heulen::V,ула,урмыжаш
1036,blasen::V,вӗр,ӹфӹлӓш
1037,pfeifen::V,шӑхӑр,ши́шкаш
1038,schreien::V,кӑшкӑр,уташ
1039,schreien::V,кӑшкӑр,саслаш
1040,schreien::V,кӑшкӑр,варгынзаш
1041,stöhnen::V,йынӑш,ӹнгӹрӓш
1042,zittern::V,чӗтре,цӹтӹрӓш
1043,leben::V,пурӑн,ӹлӓш
1044,geboren werden::V,ҫурал,шачаш
1045,atmen::V,сывла,шӱлӓш
1046,trinken::V,ӗҫ,йӱӓш
1047,essen::V,ҫи,качкаш
1048,schlucken::V,ҫӑт,нелӓш
1049,müde werden::V,ӗшен,янгылаш
1050,einschlafen::V,ыйха пут,амален кеӓш
1051,einschlafen::V,ҫывӑрса кай,амален кеӓш
1052,schlafen::V,ҫывӑр,амалаш
1053,aufwachen::V,вӑран,понгыжалташ
1054,aufstehen::V,тӑр,кӹньӹл шагалаш
1055,sich erholen::V,кан,кӓнаш
1056,krank werden::V,чирле,церлӓнен вазаш
1057,krank sein::V,чирле,церлӓнӓш
1058,krank sein::V,чирле,ясланаш
1059,krank sein::V,чирле,ясыланаш
1060,schmerzen::V,сур,каршташ
1061,schmerzen::V,ырат,каршташ
1062,husten::V,ӳсӗр,кахыраш
1063,genesen::V,сывал,паремӓш
1064,genesen::V,сывал,тöрлӓнӓш
1065,genesen::V,тӳрлен,паремӓш
1066,genesen::V,тӳрлен,тöрлӓнӓш
1067,sterben::V,вил,вазын колаш
1068,umkommen::V,вил,пӹтӓш
1069,sich bewegen::V,куҫ,кашташ
1070,sich rühren::V,хускал,тӓрвӓнӓш
1071,sich erheben::V,тӑр,кӹньӹлӓш
1072,sich setzen::V,лар,шӹнзӓш
1073,hinfallen::V,ӳк,кенвазаш
1074,hinfallen::V,ӳк,шынгалташ
1075,laufen::V,ут,кашташ
1076,schreiten::V,ут,ашкедӓш
1077,spazierengehen::V,уҫӑлса ҫӳре,мадын кашташ
1078,spazierengehen::V,уткаласа ҫӳре,мадын кашташ
1079,eilen::V,васка,вӓшкӓш
1080,eilen::V,хыпалан,вӓшкӓш
1081,sich beeilen::V,васка,вӓшкӓш
1082,sich beeilen::V,васка,талашаш
1083,sich beeilen::V,хыпалан,вӓшкӓш
1084,sich beeilen::V,хыпалан,талашаш
1085,sausen::V,ыткӑн,хойхаланаш
1086,sausen::V,ыткӑн,хояш
1087,sausen::V,вӗҫтер,хойхаланаш
1088,sausen::V,вӗҫтер,хояш
1089,rennen::V,чуп,кыргыжаш
1090,springen::V,сик,тӹршештӓш
1091,klettern::V,улӑх,ку́заш
1092,schaukeln::V,йӳрӗн,лыпшалташ
1093,kriechen::V,шу,авалянаш
1094,kriechen::V,шу,ньыжиклӓш
1095,kriechen::V,упален,авалянаш
1096,kriechen::V,упален,ньыжиклӓш
1097,schwimmen::V,иш,илӓш
1098,tauchen::V,чӑм,цымаш
1099,rudern::V,авӑс,шуалташ
1100,fahren::V,пыр,кеӓш
1101,fliegen::V,вӗҫ,чонгештӓш
1102,gehen::V,кай,кеӓш
1103,weggehen::V,кай,кеӓш
1104,abfahren::V,тапран,кеӓш
1105,anhalten::V,чарӑн,цӓрнӓш
1106,hineingehen::V,кӗр,пыраш
1107,eintreten::V,кӗр,пыраш
1108,kommen::V,кил,толаш
1109,ankommen::V,ҫит,шоаш
1110,zurückkommen::V,таврӑн,пöртӹлӓш
1111,zurückkommen::V,каялла кил,пöртӹлӓш
1112,bleiben::V,юл,кодаш
1113,warten::V,кӗт,вычаш
1114,erwarten::V,кӗт,вычаш
1115,suchen::V,шыра,кӹчӓлӓш
1116,finden::V,туп,моаш
1117,versuchen::V,пикен,путаяш
1118,versuchen::V,пикен,цацаш
1119,vorbereiten::V,хатӗрле,поспейӹктӓш
1120,lieben::V,юрат,яраташ
1121,mögen::V,кӑмӑлла,яраташ
1122,mögen::V,килӗштер,яраташ
1123,lachen::V,кул,ваштылаш
1124,lachen::V,ахӑлтат,ваштылаш
1125,rühren::V,ҫулӑх,тӓрвӓтӓш
1126,weinen::V,йӗр,мӓгӹрӓш
1127,weinen::V,макӑр,мӓгӹрӓш
1128,schimpfen::V,вӑрҫ,свырседӓлӓш
1129,schimpfen::V,ятлаҫ,свырседӓлӓш
1130,sich ärgern::V,ҫиллен,шӹдешкӓш
1131,sich fürchten::V,шиклен,лӱдӓш
1132,fürchten::V,хӑра,лӱдӓш
1133,fliehen::V,тар,кыргыжаш
1134,flüchten::V,чупса тар,кыргыж шӹлӓш
1135,sehen::V,кур,ужаш
1136,anschauen::V,пӑхса ил,анжалаш
1137,ansehen::V,пӑх,анжаш
1138,hören::V,илт,колаш
1139,zuhören::V,итле,колышташ
1140,zuhören::V,тӑнла,колышташ
1141,probieren::V,астив,тотештӓш
1142,probieren::V,астив,подыл анжаш
1143,riechen::V,шӑршла,ӱпшӹнзӓш
1144,fühlen::V,туй,шижӓш
1145,fühlen::V,сис,шижӓш
1146,scheinen::V,туйӑн,каяш
1147,zu sehen sein::V,курӑн,каяш
1148,vernehmen::V,пӑл,колын колташ
1149,frieren::V,йӳтен,кӹлмаш
1150,frieren::V,йӳтен,тӹнгӹргӓш
1151,tun::V,ту,ӹштӓш
1152,können::V,пултар,кердӓш
1153,wollen::V,те,жалаяш
1154,anfangen::V,пуҫла,тӹнгӓлӓш
1155,beenden::V,пӗтер,пӹтӓрӓш
1156,aufhören::V,пӑрах,цӓрнӓш
1157,gelingen::V,ӑн,цӓш лиӓш
1158,geraten::V,пул,лиӓш
1159,öffnen::V,уҫ,пачаш
1160,schließen::V,хуп,чӱчӓш
1161,stellen::V,ларт,шӹндӓш
1162,stellen::V,тӑрат,шӹндӓш
1163,setzen::V,ларт,шӹндӓш
1164,legen::V,хур,опташ
1165,legen::V,хур,пиштӓш
1166,berühren::V,перӗн,тӹкӓлӓш
1167,verbinden::V,сып,пидӓш
1168,bedecken::V,вит,леведӓш
1169,aufhängen::V,ҫак,сӓкӓш
1170,anzünden::V,ҫут,чӱктӓш
1171,aufheben::V,ҫӗкле,кузыкташ
1172,zurücklassen::V,манса хӑвар,кодаш
1173,verlieren::V,ҫӗтер,ямдаш
1174,fallen lassen::V,ӳкер,кенвацтараш
1175,machen::V,ту,ӹштӓш
1176,herstellen::V,ӑстала,йӓмдӹлӓш
1177,bauen::V,ту,ӹштӓш
1178,reparieren::V,юса,чиняш
1179,reparieren::V,юса,алалаш
1180,verbessern::V,лайӑхлат,яжоэмден шӹндӓш
1181,ändern::V,улӑштар,вашталташ
1182,graben::V,чав,капаяш
1183,graben::V,чакала,капаяш
1184,beugen::V,кукӑрт,лывырташ
1185,beugen::V,кукӑрт,каклярташ
1186,biegen::V,ав,лывырташ
1187,biegen::V,кукӑрт,лывырташ
1188,drehen::V,ҫавӑр,сӓрӓш
1189,drehen::V,ҫавӑр,сӓрӹкӓлӓш
1190,wenden::V,ӳпӗнтер,сӓрӓлӓш
1191,umdrehen::V,ҫавӑр,сӓрӓлӓш
1192,heben::V,хӑпарт,лӱктӓш
1193,hochheben::V,йӑт,кузыкташ
1194,ergreifen::V,тыт,хватяш
1195,halten::V,тыт,кычаш
1196,drücken::V,пус,темдӓш
1197,schieben::V,тӗк,шӹкӓш
1198,schieben::V,тӗрт,шӹкӓш
1199,kratzen::V,хыр,нӹжӓш
1200,lecken::V,ҫула,нылаш
1201,beißen::V,ҫырт,пыралаш
1202,beißen::V,хып,пыралаш
1203,abreißen::V,тат,кӹрӓш
1204,abreißen::V,тат,кышкед нӓлӓш
1205,abschneiden::V,кас,шулаш
1206,abschneiden::V,кас,лаштыклаш
1207,binden::V,ҫых,пидӓш
1208,stecken::V,чик,шыралаш
1209,brechen::V,хуҫ,тодылаш
1210,brechen::V,хуҫ,пыдырташ
1211,klopfen::V,такка,рушткаш
1212,hauen::V,шакка,шелӹштӓш
1213,kleben::V,ҫыпӑҫтар,клейӓш
1214,reiben::V,сӑтӑр,нӹжӓш
1215,streichen::V,сӗр,шӹрӓш
1216,schleifen::V,хӑйра,шымаш
1217,schneiden::V,кас,пӹчкӓш
1218,rütteln::V,лӑка,мыльгыкташ
1219,rütteln::V,силлентер,мыльгыкташ
1220,schütteln::V,лӑка,цӹтӹртӓш
1221,schütteln::V,лӑка,мыльгыкташ
1222,schütteln::V,силлентер,цӹтӹртӓш
1223,schütteln::V,силлентер,мыльгыкташ
1224,schwenken::V,сулла,машыяш
1225,schütten::V,тултар,опталаш
1226,füllen::V,тултар,темӓш
1227,einwickeln::V,чӗрке,пӹтӹрӓ́лӓш
1228,tragen::V,ҫӗкле,намалаш
1229,schleppen::V,сӗтӗр,шӹдӹрӓш
1230,ziehen::V,тӑс,шыпшаш
1231,aufbewahren::V,усра,перегӓш
1232,werfen::V,пӑрах,кӹшкӓш
1233,fangen::V,тыт,кычаш
1234,packen::V,тыт,хватяш
1235,verstecken::V,пытарса хур,шӹлтӓш
1236,teilen::V,уйӑр,пайылаш
1237,teilen::V,пайла,пайылаш
1238,schicken::V,яр,колташ
1239,bringen::V,кӳр,кандаш
1240,hinzufügen::V,хуш,
1241,bekommen::V,ил,лыкташ
1242,bekommen::V,туян,лыкташ
1243,erhalten::V,ил,получаяш
1244,erhalten::V,туян,получаяш
1245,nehmen::V,ил,налаш
1246,wählen::V,суйла,айыраш
1247,auswählen::V,суйла,айыраш
1248,bewahren::V,упра,перегӓш
1249,behindern::V,кансӗрле,мешӓйӓш
1250,behindern::V,чӑрмантар,мешӓйӓш
1251,verderben::V,пӑс,портяш
1252,beschädigen::V,пӑс,шушырташ
1253,zerbrechen::V,ват,пыдырташ
1254,zerbrechen::V,ҫӗмӗр,пыдырташ
1255,zerreißen::V,ҫур,кӹрӓш
1256,zerstören::V,иш,шӓлӓтӓш
1257,verbrennen::V,ҫунтар,йылаташ
1258,verbrennen::V,ҫунтар,йылалташ
1259,geben::V,пар,пуаш
1260,reichen::V,пар,пуаш
1261,schenken::V,парнеле,подараш
1262,versprechen::V,тума пул,сöрӓш
1263,versprechen::V,сӑмах пар,сöрӓш
1264,wünschen::V,сун,жалаяш
1265,loben::V,ырла,хваляш
1266,küssen::V,чуп ту,шышшалаш
1267,wiegen::V,сиктер,лӱнгӓлтӓш
1268,wiegen::V,силле,лӱнгӓлтӓш
1269,zudecken::V,вит,пиштӓш
1270,wecken::V,вӑрат,понгыжалтараш
1271,zeigen::V,кӑтарт,анжыкташ
1272,führen::V,илсе пыр,видӓш
1273,führen::V,ҫавӑтса пыр,видӓш
1274,lehren::V,вёрент,тымдаш
1275,unterrichten::V,вёрент,тымдаш
1276,aufziehen::V,вӗрент,кушташ
1277,leiten::V,тытса пыр,видӓш
1278,leiten::V,тытса пыр,вуйлаташ
1279,leiten::V,тытса пыр,вуйлалташ
1280,antreiben::V,васкат,талаштараш
1281,lassen::V,пусахла,-ыкт
1282,lassen::V,хуш,-ыкт
1283,einladen::V,чӗн,ӱжӓш
1284,vereinigen::V,пӗрлештер,иктештӓш
1285,besuchen::V,ҫит,толаш
1286,besuchen::V,кӗрсе кур,толаш
1287,treffen::V,тӗл пул,вӓшлиӓш
1288,treffen::V,тӗл пул,вӓшлиӓлтӓш
1289,sich versammeln::V,пуҫтарӑн,цымыргаш
1290,spielen::V,выля,мадаш
1291,singen::V,юрла,мыраш
1292,tanzen::V,ташла,кушташ
1293,sich trennen::V,уйрӑл,айырлаш
1294,verlassen::V,хӑвар,шуаш
1295,retten::V,ҫӑл,ытараш
1296,bewachen::V,хуралла,оролаш
1297,schützen::V,сыхла,перегӓш
1298,verteidigen::V,хӳтӗле,перегӓш
1299,sich schlagen::V,ҫапӑҫ,шидӓлӓш
1300,sich schlagen::V,ҫапӑҫ,шиэдӓлӓш
1301,schießen::V,пер,лӱӓш
1302,siegen::V,ҫӗн,сӹнгӓш
1303,siegen::V,ҫӗнтер,сӹнгӓш
1304,ärgern::V,тарӑхтар,шӹдештӓрӓш
1305,ärgern::V,ҫиллентер,шӹдештӓрӓш
1306,schlagen::V,ҫап,пӓрен колташ
1307,schlagen::V,ҫап,хӹрӹктен колташ
1308,treten::V,тап,чымаш
1309,stechen::V,чик,пышкылаш
1310,stoßen::V,чыш,шыркедӓш
1311,stehlen::V,вӑрла,шолышт толаш
1312,stören::V,кансӗрле,ӓрештӹлӓш
1313,belästigen::V,аптӑрат,кӓньӹсӹрлӓндӓрӓш
