,Concept_ID,ce,ar
773,neunzig::NUM,дезткъе итт,تسعون
774,hundert::NUM,бӏе,مئة
775,tausend::NUM,эзар,ألف
776,und::CNJ,a,و
777,oder::CNJ,я,أو
778,stehen::V,латта,وقف
779,sitzen::V,хиъна ӏан,جلس
780,liegen::V,ӏилла,رقد
781,hängen::V,кхаза,تعلق
782,werden::V,хила,صار
783,werden::V,хила,أصبح
784,passieren::V,хила,حدث
785,beginnen::V,доло,ابتدأ
786,enden::V,дӏадерза,انتهى
787,wechseln::V,хийца,تغير
788,aufgehen[Sonne]::V,кхета,شرق
789,untergehen[Sonne]::V,чубуза,غرب
790,scheinen[Sonne]::V,серло яла,أضاء
791,donnern::V,къекъа,رعد
792,wehen::V,хьекха,هب
793,strömen::V,эха,جرى
794,fließen::V,охьаэха,سال
795,sich drehen::V,хьийза,دار
796,schwanken::V,леста,ترنح
797,schwingen::V,лесто,ترجح
798,fallen::V,охьакхета,سقط
799,brennen::V,дага,احترق
800,rauchen::V,оза,دخن
801,regnen::V,догlа догlу,أمطر
802,gefrieren::V,гӏоро,تجمد
803,tauen::V,даша,ذاب
804,schmelzen::V,лала,ذاب
805,trocknen::V,дакъо,نشف
806,sieden::V,кхехка,غلى
807,faulen::V,дахкадала,فسد
808,verfaulen::V,дахкадала,تعفن
809,reißen::V,хеда,انقطع
810,versinken::V,хичудаха,غرق
811,vergehen::V,дlаэха,مضى
812,erscheinen::V,схьадала,لاح
813,erscheinen::V,схьадала,ظهر
814,erscheinen::V,ӏоттадала,لاح
815,erscheinen::V,ӏоттадала,ظهر
816,verschwinden::V,къайладала,غاب
817,sinken::V,лахдала,هبط
818,zunehmen::V,лакхадала,ازداد
819,steigen::V,хьаладала,صعد
820,steigen::V,хьаладала,ارتفع
821,wachsen::V,кхиа,نما
822,wachsen::V,кхиа,نبت
823,glänzen::V,лепа,لمع
824,funkeln::V,къега,تلألأ
825,lärmen::V,гӏовгӏаян,ضج
826,lärmen::V,гӏовгӏаян,صخب
827,läuten::V,детта,قرع
828,klingeln::V,дека,دق
829,klirren::V,дека,قعقع
830,brausen::V,хьаьдда даха,عج
831,rauschen::V,леста,حف
832,klingen::V,дека,رن
833,bellen::V,лета,نبح
834,heulen::V,угӏа,عوى
835,blasen::V,хӏуп баха,نفخ
836,pfeifen::V,шок етта,صفر
837,schreien::V,мохь бетта,صرخ
838,stöhnen::V,узарш дан,أن
839,zittern::V,дега,ارتعش
840,leben::V,даха,عاش
841,geboren werden::V,хила,ولد
842,atmen::V,садеӏа,تنفس
843,trinken::V,мала,شرب
844,essen::V,кхалла,أكل
845,schlucken::V,къурдбан,جرع
846,müde werden::V,кӏаддала,تعب
847,einschlafen::V,наб кхета,نام
848,schlafen::V,вижа,نام
849,schlafen::V,наб ян,نام
850,schlafen::V,дижина хила,نام
851,aufwachen::V,самадала,استيقظ
852,aufstehen::V,гӏатта,قام
853,sich erholen::V,садаӏа,استجم
854,krank werden::V,цомгуш хила,مرض
855,krank sein::V,цомгуш хила,مرض
856,schmerzen::V,лаза,آلم
857,schmerzen::V,ӏийжа,آلم
858,husten::V,йовхарш етта,كح
859,husten::V,йовхарш етта,سعل
860,genesen::V,тадала,نقه
861,sterben::V,дала,مات
862,umkommen::V,хӏаллакхила,هلك
863,sich bewegen::V,лела,تحرك
864,sich rühren::V,меттахъхьен,تحرك
865,sich erheben::V,хьалагlатта,قام
866,sich setzen::V,хаа,جلس
867,hinfallen::V,дожа,وقع
868,hinfallen::V,охьакхета,وقع
869,laufen::V,вада,مشى
870,laufen::V,хьада,مشى
871,schreiten::V,болар дан,خطا
872,schreiten::V,ког баккха,خطا
873,spazierengehen::V,доладала,تنزه
874,eilen::V,сихдала,عجل
875,sich beeilen::V,сихдала,استعجل
876,rennen::V,дада,عدا
877,rennen::V,дада,ركض
878,springen::V,ирхкхийсадала,قفز
879,klettern::V,тӏедийла,تسلق
880,schaukeln::V,техко,تأرجح
881,kriechen::V,такха,دب
882,kriechen::V,такха,زحف
883,schwimmen::V,некадан,سبح
884,tauchen::V,чулелха,غطس
885,rudern::V,дига лело,جذف
886,rudern::V,кема лело,جذف
887,fahren::V,хахка,ركب
888,fahren::V,хахка,سافر
889,fliegen::V,тӏемадала,طار
890,gehen::V,лeла,سار
891,gehen::V,лeла,ذهب
892,weggehen::V,дӏадаха,ذهب
893,weggehen::V,дӏадаха,انصرف
894,abfahren::V,дӏадаха,رحل
895,anhalten::V,саца,توقف
896,hineingehen::V,чудала,دخل
897,eintreten::V,чудала,دخل
898,kommen::V,кхача,أتى
899,kommen::V,кхача,جاء
900,kommen::V,дӏакхача,أتى
901,kommen::V,дӏакхача,جاء
902,kommen::V,схьакхача,أتى
903,kommen::V,схьакхача,جاء
904,ankommen::V,кхача,وصل
905,ankommen::V,схьакхача,وصل
906,zurückkommen::V,юхада,عاد
907,zurückkommen::V,юхада,رجع
908,bleiben::V,диса,مكث
909,warten::V,хьежа,انتظر
910,warten::V,cобар дан,انتظر
911,erwarten::V,хьоьжуш ӏан,ترقب
912,erwarten::V,хьоьжуш ӏан,انتظر
913,suchen::V,леха,بحث
914,finden::V,каро,وجد
915,versuchen::V,дан хьажа,حاول
916,vorbereiten::V,кечъян,أعد
917,vorbereiten::V,кечъян,حضر
918,lieben::V,деза,أحب
919,mögen::V,безамхила,أحب
920,lachen::V,дела,ضحك
921,rühren::V,хьедан,أثر
922,weinen::V,делха,بكى
923,schimpfen::V,чехо,سب
924,schimpfen::V,чехо,شتم
925,sich ärgern::V,оьгӏазъэха,زعل
926,sich fürchten::V,кхера,هاب
927,fürchten::V,кхера,خاف
928,fürchten::V,кхера,خشي
929,fliehen::V,дӏадада,هرب
930,flüchten::V,дӏадада,فر
931,sehen::V,ган,رأى
932,anschauen::V,хьажа,نظر
933,anschauen::V,хьежа,نظر
934,ansehen::V,хьовса,نظر
935,hören::V,хаза,سمع
936,zuhören::V,ладогӏа,أصغى
937,probieren::V,хьажа,ذاق
938,riechen::V,хьожа яха,شم
939,riechen::V,хьожа яха,استنشق
940,fühlen::V,хаадала,شعر
941,scheinen::V,мотта,ظهر
942,zu sehen sein::V,гуш хила,ظهر
943,vernehmen::V,бартхатта,سمع
944,frieren::V,гӏоро,بردان
945,tun::V,дан,فعل
946,können::V,дадала,قدر
947,können::V,дадала,استطاع
948,wollen::V,тӏергӏа,شاء
949,wollen::V,тӏергӏа,أراد
950,anfangen::V,доло,بدأ
951,beenden::V,довла,أنهى
952,aufhören::V,саца,توقف
953,aufhören::V,саца,انقطع
954,gelingen::V,кадала,نجح
955,geraten::V,хила,طلع
956,öffnen::V,дӏаделла,فتح
957,öffnen::V,схьаделла,فتح
958,schließen::V,къовла,أغلق
959,schließen::V,дӏачӏагӏа,أغلق
960,stellen::V,хlотто,وضع
961,stellen::V,хlотто,أقام
962,setzen::V,дийгӏа,أجلس
963,legen::V,охьадилла,وضع
964,berühren::V,хьедан,مس
965,berühren::V,хьедан,لمس
966,verbinden::V,вовшахтаса,ربط
967,verbinden::V,вовшахтаса,وصل
968,bedecken::V,тилла,غطى
969,bedecken::V,тӏетаса,غطى
970,aufhängen::V,хьалаолла,علق
971,anzünden::V,лато,أوقد
972,aufheben::V,айа,لقط
973,zurücklassen::V,дита,ترك
974,verlieren::V,дайа,فقد
975,fallen lassen::V,охьадожо,أسقط
976,machen::V,дан,فعل
977,herstellen::V,дан,صنع
978,herstellen::V,дан,أنتج
979,bauen::V,гӏишлоян,بنى
980,bauen::V,гӏишлоян,شيد
981,reparieren::V,тадан,صلح
982,verbessern::V,нисдан,صحح
983,ändern::V,хийца,غير
984,graben::V,ахка,حفر
985,beugen::V,сатто,ثنى
986,beugen::V,сатто,أحنى
987,biegen::V,сатто,لوى
988,drehen::V,хьовзо,أدار
989,drehen::V,хьовзо,دور
990,umdrehen::V,хьовзo,قلب
991,heben::V,айа,رفع
992,heben::V,хьалаайа,رفع
993,hochheben::V,хьалаайа,رفع
994,ergreifen::V,дӏалаца,مسك
995,halten::V,латто,مسك
996,drücken::V,тӏетаӏо,ضغط
997,schieben::V,татта,حرك
998,kratzen::V,мӏараш тийса,خدش
999,lecken::V,мотт хьекха,لعق
1000,beißen::V,катoха,عض
1001,abreißen::V,схьадаккха,قلع
1002,abschneiden::V,кхада,قطع
1003,binden::V,дӏадехка,ربط
1004,binden::V,вовшахтаса,ربط
1005,stecken::V,чудахийта,دس
1006,brechen::V,кагдан,كسر
1007,klopfen::V,детта,طرق
1008,hauen::V,етта,ضرب
1009,kleben::V,тӏелато,ألصق
1010,reiben::V,хьекхо,حك
1011,streichen::V,тlехьакха,نشر
1012,schleifen::V,ирдан,سن
1013,schneiden::V,ларга,قطع
1014,rütteln::V,лесто,رج
1015,schütteln::V,лесто,هز
1016,schwenken::V,лесто,لوح
1017,schütten::V,дотта,صب
1018,füllen::V,дуза,ملأ
1019,einwickeln::V,хьарчо,لف
1020,tragen::V,дахьа,حمل
1021,schleppen::V,ийзо,سحب
1022,ziehen::V,озо,سحب
1023,aufbewahren::V,ӏалашдан,حفظ
1024,werfen::V,кхосса,رمى
1025,werfen::V,кхосса,ألقى
1026,fangen::V,леца,التقط
1027,packen::V,леца,مسك
1028,verstecken::V,къайладаккха,خبأ
1029,teilen::V,декъа,قسم
1030,schicken::V,дӏадахьийта,بعث
1031,schicken::V,дӏадахьийта,أرسل
1032,bringen::V,дан,جلب
1033,hinzufügen::V,тӏетоха,أضاف
1034,bekommen::V,даккха,حصل
1035,erhalten::V,даккха,استلم
1036,nehmen::V,схьаэца,أخذ
1037,wählen::V,харжа,اختار
1038,auswählen::V,харжа,انتقى
1039,bewahren::V,lалашдан,حافظ
1040,behindern::V,новкъарло ян,عاق
1041,verderben::V,талхо,أفسد
1042,beschädigen::V,дохо,أضر
1043,zerbrechen::V,дохо,كسر
1044,zerbrechen::V,кагдан,كسر
1045,zerreißen::V,хадо,مزق
1046,zerstören::V,дохо,دمر
1047,zerstören::V,кагдан,دمر
1048,verbrennen::V,даго,حرق
1049,geben::V,яла,أعطى
1050,reichen::V,дӏадала,ناول
1051,reichen::V,дӏакховдо,ناول
1052,schenken::V,совгӏат дан,وهب
1053,versprechen::V,ваӏда дан,وعد
1054,wünschen::V,лаа,تمنى
1055,loben::V,хасто,مدح
1056,küssen::V,оба яккха,قبل
1057,wiegen::V,тахка,هدهد
1058,zudecken::V,тӏетаса,غطى
1059,wecken::V,самадаккха,أيقظ
1060,zeigen::V,гайта,أرى
1061,führen::V,дига,دل
1062,lehren::V,ӏамо,علم
1063,unterrichten::V,хьеха,علم
1064,aufziehen::V,кхио,ربى
1065,leiten::V,урхалла дан,دل
1066,leiten::V,урхалла дан,أدار
1067,antreiben::V,сихдан,حث
1068,lassen::V,-йта,حدا
1069,einladen::V,кхайкха,دعا
1070,vereinigen::V,цхьаьнатоха,وحد
1071,besuchen::V,хьажахIотта,زار
1072,treffen::V,дуьхьалкхета,قابل
1073,sich versammeln::V,гулдан,اجتمع
1074,spielen::V,ловза,لعب
1075,singen::V,лакха,غنى
1076,tanzen::V,хелхадала,رقص
1077,sich trennen::V,къаста,افترق
1078,verlassen::V,дита,ترك
1079,retten::V,кӏелхьардаккха,نجى
1080,retten::V,кӏелхьардаккха,أنقذ
1081,bewachen::V,ха дан,حرس
1082,schützen::V,лардан,حمى
1083,verteidigen::V,лардан,دافع
1084,sich schlagen::V,етта,تضارب
1085,schießen::V,детта,أطلق
1086,siegen::V,тола,انتصر
1087,ärgern::V,оьгӏаздахийта,أزعل
1088,schlagen::V,тоха,ضرب
1089,treten::V,мийра тоха,رفس
1090,stechen::V,ӏотта,شك
1091,stechen::V,къовзо,شك
1092,stoßen::V,татта,دفع
1093,stehlen::V,лачкъо,سرق
1094,stören::V,новкъарло ян,ضايق
1095,belästigen::V,сагатдан,أزعج
1096,verbergen::V,къайладаккха,كتم
1097,täuschen::V,ӏexo,خدع
1098,betrügen::V,ледан,غش
1099,töten::V,ден,قتل
1100,wohnen::V,даха,سكن
1101,arbeiten::V,къахьега,عمل
1102,arbeiten::V,къахьега,اشتغل
1103,sammeln::V,гулдан,جمع
1104,pflücken::V,даха,جنى
1105,pflücken::V,даха,قطف
1106,jagen::V,талла,صاد
1107,fischen::V,чӏерий леца,اصطاد
1108,fassen::V,лаца,قبض
1109,fassen::V,схьалаца,قبض
1110,hüten::V,лардан,رعى
1111,treiben::V,лахка,ساق
1112,anbinden::V,дӏадехка,ربط
1113,füttern::V,хӏума яла,علف
1114,melken::V,оза,حلب
1115,gießen::V,хи тоха,سقى
1116,reifen::V,хьекъа,نضج
1117,zubereiten::V,кечъян,حضر
1118,zubereiten::V,кхача бан,حضر
1119,kochen::V,кхача бан,طبخ
1120,backen::V,датта,خبز
1121,braten::V,кхарза,قلى
1122,braten::V,кхарза,حمر
1123,umrühren::V,кего,قلب
1124,nähen::V,тега,خاط
1125,färben::V,басардан,صبغ
1126,färben::V,басардан,لون
1127,reinigen::V,цӏандан,نظف
1128,waschen::V,йила,غسل
1129,waschen::V,йитта,غسل
1130,waschen::V,дӏадайа,غسل
1131,abwischen::V,дӏадайа,مسح
1132,spülen::V,хи кхарза,شطف
1133,fegen::V,нуй хьакха,كنس
1134,kehren::V,нуй хьакха,كنس
1135,baden::V,лийча,استحم
1136,sich waschen::V,юьхь йила,اغتسل
1137,ausziehen::V,духар дӏадаккха,خلع
1138,sich anziehen::V,духа,اكتسى
1139,kämmen::V,ехк хьакха,مشط
1140,schmücken::V,хаздан,زين
1141,sagen::V,ала,قال
1142,sprechen::V,баха,تكلم
1143,sprechen::V,мотт бийца,تكلم
1144,reden::V,къамел дан,تكلم
1145,sich unterhalten::V,къамел дан,تحادث
1146,fragen::V,хатта,سأل
1147,bitten::V,деха,رجا
1148,erzählen::V,дийца,حكي
1149,mitteilen::V,хаам бан,بلغ
1150,nennen::V,цӏе яккха,سمى
1151,rufen::V,кхайкха,نادى
1152,prahlen::V,куралла ян,فشر
1153,prahlen::V,куралла ян,تفاخر
1154,prahlen::V,дозалла дан,فشر
1155,prahlen::V,дозалла дан,تفاخر
1156,übersetzen::V,гоч дан,ترجم
1157,denken::V,ойла ян,فكر
1158,glauben::V,теша,اعتقد
1159,bemerken::V,ган,لاحظ
1160,erkennen::V,довза,عرف
1161,begreifen::V,кхета,فهم
1162,begreifen::V,кхета,أدرك
1163,verstehen::V,кхета,فهم
1164,lernen::V,деша,درس
1165,wissen::V,хаа,علم
1166,sich erinnern an::V,дагадан,تذكر
1167,vergessen::V,дицдала,نسي
1168,messen::V,дуста,قاس
1169,zählen::V,дагардан,عد
1170,zählen::V,дагардан,أحصى
1171,rechnen::V,лара,حسب
1172,lesen::V,еша,قرأ
1173,malen::V,сурт дилла,صور
1174,zeichnen::V,сурт дилла,رسم
1175,schreiben::V,яздан,كتب
1176,besitzen::V,доладан,حاز
1177,besitzen::V,доладан,ملك
1178,kaufen::V,эца,اشترى
1179,verkaufen::V,дохка,باع
1180,bezahlen::V,мах бала,دفع
1181,zahlen::V,мах бала,سدد
1182,beherrschen::V,собаре хила,حكم
1183,ertragen::V,лан,أطاق
1184,ertragen::V,лан,تحمل
1185,ertragen::V,сатоха,أطاق
1186,ertragen::V,сатоха,تحمل
1187,ertragen::V,садетта,أطاق
1188,ertragen::V,садетта,تحمل
1189,Schwarm::N,,سرب
1190,Schlinge::N,,عروة
1191,Art::N,,نوع
1192,Entfernung::N,,بعد
1193,Griff::N,,قبضة
1194,Figur::N,,تمثال
1195,Bogen[Waffe]::N,,قوس
1196,so::ADV,,كذا
1197,so::ADV,,كذلك
1198,abnehmen::V,,نقص
1199,sausen::V,,أسرع
1200,wenden::V,,قلب
1201,hacken::V,,فرم
1202,stricken::V,,حاك
1203,anziehen::V,,لبس
