,Concept_ID,sk,hi
102,Sonne::N,slnko,रवि
103,Sonne::N,slnko,सूरज
104,Sonne::N,slnko,सूर्य
105,Mond::N,mesiac,चाँद
106,Mond::N,mesiac,चंद्र
107,Stern::N,hviezda,तारा
108,Stern::N,hviezda,सितारा
109,Luft::N,vzduch,हवा
110,Luft::N,vzduch,वायु
111,Wind::N,vietor,पाद
112,Welle::N,vlna,लहर
113,Welle::N,vlna,तरंग
114,Wasser::N,voda,जल
115,Wasser::N,voda,पानी
116,Stein::N,kameň,पत्थर
117,Boden::N,zem,मिट्टी
118,Boden::N,pôda,मिट्टी
119,Erde::N,zem,भूमि
120,Erde::N,zem,ज़मीन
121,Staub::N,prach,धूल
122,Rauch::N,dym,धूआँ
123,Rauch::N,dym,धुम्र
124,Funke::N,iskra,चिनगारी
125,Funke::N,iskra,स्फुलिंग
126,Feuer::N,oheň,आग
127,Feuer::N,oheň,आतिश
128,Feuer::N,oheň,अग्नि
129,Licht::N,svetlo,रोशनी
130,Licht::N,svetlo,प्रकाश
131,Schatten::N,tieň,छाया
132,Schatten::N,tieň,परछाई
133,Wetter::N,počasie,ऋतु
134,Wetter::N,počasie,मौसम
135,Nebel::N,hmla,धुँध
136,Nebel::N,hmla,कुहरा
137,Wolke::N,oblak,मेघ
138,Wolke::N,oblak,अभ्र
139,Wolke::N,mračno,मेघ
140,Wolke::N,mračno,अभ्र
141,Regen::N,dážď,मेंह
142,Regen::N,dážď,बारिश
143,Schnee::N,sneh,हिम
144,Schnee::N,sneh,बर्फ़
145,Eis::N,ľad,हिम
146,Eis::N,ľad,बर्फ़
147,Frost::N,mráz,ठंड
148,Kälte::N,zima,सर्दी
149,Kälte::N,zima,शीतलता
150,Kälte::N,chlad,सर्दी
151,Kälte::N,chlad,शीतलता
152,Hitze::N,horúčava,ताप
153,Hitze::N,horúčava,गरमी
154,Raureif::N,srieň,पाला
155,Raureif::N,inovať,पाला
156,Regenbogen::N,dúha,इंद्र-धनुष
157,Donner::N,hrom,गरज
158,Donner::N,hrom,मेघ-गर्जन
159,Strömung::N,prúdenie,बहाव
160,Strömung::N,prúdenie,प्रवाह
161,Tropfen::N,kvapka,बूँद
162,Schaum::N,pena,झाग
163,Schmutz::N,špina,गंद
164,Schmutz::N,špina,कीचड़
165,Schmutz::N,nečistota,गंद
166,Schmutz::N,nečistota,कीचड़
167,See::N,jazero,झील
168,See::N,jazero,सरोवर
169,Sumpf::N,bahno,दलदल
170,Sumpf::N,bahno,धँसान
171,Moor::N,močiar,झाबर
172,Moor::N,močiar,धँसान
173,Wiese::N,lúka,घास-स्थल
174,Wald::N,les,जंगल
175,Wald::N,hora,जंगल
176,Hügel::N,vŕšok,टीला
177,Hügel::N,vŕšok,पहाड़
178,Anhöhe::N,výšina,टीला
179,Anhöhe::N,výšina,पहाड़ी
180,Anhöhe::N,vyvýšenina,टीला
181,Anhöhe::N,vyvýšenina,पहाड़ी
182,Berg::N,hora,पहाड़
183,Gipfel::N,vrchol,शिखर
184,Höhle::N,jaskyňa,गुहा
185,Höhle::N,jaskyňa,गुफ़ा
186,Abhang::N,úbočie,ढाल
187,Abhang::N,úbočie,ढलान
188,Quelle::N,prameň,चश्मा
189,Bach::N,potok,सोता
190,Bach::N,potok,नदिका
191,Fluss::N,rieka,नदी
192,Fluss::N,rieka,सरिता
193,Ufer::N,breh,तट
194,Ufer::N,breh,किनारा
195,Küste::N,pobrežie,समुद्र-तट
196,Festland::N,pevnina,महाद्वीप
197,Meer::N,more,सागर
198,Meer::N,more,समुद्र
199,Bucht::N,záliv,खाड़ी
200,Bucht::N,zátoka,खाड़ी
201,Insel::N,ostrov,टापू
202,Insel::N,ostrov,द्वीप
203,Blume::N,kvet,फूल
204,Blume::N,kvet,पुष्प
205,Blume::N,kvetina,फूल
206,Blume::N,kvetina,पुष्प
207,Gras::N,tráva,घास
208,Wurzel::N,koreň,मूल
209,Baum::N,strom,पेड़
210,Baum::N,strom,वृक्ष
211,Stamm::N,kmeň,धड़
212,Rinde::N,kôra,छाल
213,Rinde::N,kôra,वल्कल
214,Ast::N,konár,डाल
215,Ast::N,konár,शाखा
216,Zweig::N,vetva,टहनी
217,Blatt::N,list,पत्र
218,Blatt::N,list,पत्ता
219,Birke::N,breza,भूर्ज
220,Kiefer[Baum]::N,sosna,पाइन-वृक्ष
221,Kiefer[Baum]::N,borovica,पाइन-वृक्ष
222,Weide[Baum]::N,vŕba,बेंत
223,Tanne::N,jedľa,फ़र
224,Horn::N,roh,सींग
225,Horn::N,roh,विषाण
226,Feder::N,pero,पर
227,Feder::N,pero,पंख
228,Fell::N,koža,खाल
229,Fell::N,koža,पशु-चर्म
230,Fell::N,kožušina,खाल
231,Fell::N,kožušina,पशु-चर्म
232,Flügel::N,krídlo,पंख
233,Flügel::N,krídlo,डैना
234,Klaue::N,paznecht,पंजा
235,Kralle::N,pazúr,पंजा
236,Kralle::N,pazúr,नाख़ून
237,Schwanz::N,chvost,पूँछ
238,Ei::N,vajce,अंडा
239,Ei::N,vajíčko,अंडा
240,Nest::N,hniezdo,नीड़
241,Nest::N,hniezdo,घोंसला
242,Bau::N,nora,बिल
243,Bau::N,nora,माँद
244,Tier::N,zviera,पशु
245,Tier::N,zviera,जानवर
246,Herde::N,stádo,गल्ला
247,Kuh::N,krava,गौ
248,Kuh::N,krava,गाय
249,Bulle::N,býk,साँड़
250,Pferd::N,kôň,अश्व
251,Pferd::N,kôň,घोड़ा
252,Schaf::N,ovca,भेड़
253,Schwein::N,sviňa,शूकर
254,Hund::N,pes,श्वान
255,Hund::N,pes,कुत्ता
256,Katze::N,mačka,बिल्ली
257,Bär::N,medveď,रीछ
258,Bär::N,medveď,भालू
259,Eichhörnchen::N,veverička,गिलहरी
260,Elch::N,los,एल्क
261,Fuchs::N,líška,लोमड़ी
262,Hase::N,zajac,खरहा
263,Hase::N,zajac,ख़रगोश
264,Maus::N,myš,मूष
265,Maus::N,myš,चूहा
266,Wolf::N,vlk,वृक
267,Wolf::N,vlk,भेड़िया
268,Vogel::N,vták,पक्षी
269,Vogel::N,vták,चिड़िया
270,Schwarm::N,roj,झुंड
271,Huhn::N,kurča,मुर्ग़ी
272,Huhn::N,sliepka,मुर्ग़ी
273,Hahn::N,kohút,मुर्ग़ा
274,Gans::N,hus,हंस
275,Gans::N,hus,हंसिनी
276,Adler::N,orol,उक़ाब
277,Ente::N,kačka,बतख़
278,Ente::N,kačka,बत्तक
279,Ente::N,kačica,बतख़
280,Ente::N,kačica,बत्तक
281,Eule::N,sova,उल्लू
282,Kranich::N,žeriav,सारस
283,Kranich::N,žeriav,क्रौंंच
284,Krähe::N,vrana,काक
285,Kuckuck::N,kukučka,कोयल
286,Kuckuck::N,kukučka,कोकिल
287,Schwan::N,labuť,हंस
288,Schwan::N,labuť,मराल
289,Fisch::N,ryba,मछली
290,Fisch::N,ryba,मत्स्य
291,Barsch::N,ostriež,पर्च
292,Hecht::N,šťuka,पाइक
293,Schlange[Tier]::N,had,सर्प
294,Wurm::N,červ,कृमि
295,Wurm::N,červ,कीड़ा
296,Spinne::N,pavúk,लूता
297,Spinne::N,pavúk,मकड़ी
298,Ameise::N,mravec,चींटी
299,Laus::N,voš,जूँ
300,Mücke::N,komár,डाँस
301,Fliege::N,mucha,मक्खी
302,Fliege::N,mucha,मक्षिका
303,Schmetterling::N,motýľ,तितली
304,Beere::N,bobuľa,बेरी
305,Apfel::N,jablko,सेब
306,Pilz::N,hríb,खुंबी
307,Zwiebel::N,cibuľa,प्याज़
308,Saat::N,osivo,बीज
309,Korn::N,zrno,दाना
310,Heu::N,seno,मूखी घास
311,Schale::N,šupa,बकला
312,Schale::N,šupa,छिलका
313,Schale::N,škrupina,बकला
314,Schale::N,škrupina,छिलका
315,Grube::N,jama,गड्ढा
316,Falle::N,pasca,जाल
317,Falle::N,pasca,फँदा
318,Falle::N,klepec,जाल
319,Falle::N,klepec,फँदा
320,Schlinge::N,slučka,फँदा
321,Spur::N,stopa,सुराग़
322,Spur::N,stopa,पद-चिह्न
323,Asche::N,popol,राख
324,Dreck::N,kal,मैल
325,Dreck::N,kal,गंदगी
326,Dreck::N,blato,मैल
327,Dreck::N,blato,गंदगी
328,Eisen::N,železo,लोहा
329,Gold::N,zlato,सोना
330,Gold::N,zlato,स्वर्ण
331,Silber::N,striebro,रजत
332,Silber::N,striebro,चाँदी
333,Kohle::N,uhlie,कोयला
334,Glas::N,sklo,काँच
335,Lehm::N,íl,चिकनी मिट्टी
336,Lehm::N,hlina,चिकनी मिट्टी
337,Sand::N,piesok,रेत
338,Sand::N,piesok,बालू
339,Mensch::N,človek,मानव
340,Mensch::N,človek,इनसान
341,Mensch::N,človek,मनुष्य
342,Mann::N,muž,आदमी
343,Mann::N,muž,पुरुष
344,Mann::N,chlap,आदमी
345,Mann::N,chlap,पुरुष
346,Frau::N,žena,औरत
347,Frau::N,žena,महिला
348,Frau::N,žena,स्त्री
349,Kind::N,dieťa,बाल
350,Kind::N,dieťa,बच्चा
351,Junge::N,chlapec,लड़का
352,Mädchen::N,dievka,लड़की
353,Mädchen::N,dievka,कुमारी
354,Familie::N,rodina,परिवार
355,Großvater::N,dedo,दादा
356,Großvater::N,starý otec,दादा
357,Großmutter::N,babička,नानी
358,Großmutter::N,stará mať,नानी
359,Eltern::N,rodičia,माँ-बाप
360,Eltern::N,rodičia,माता-पिता
361,Vater::N,otec,बाप
362,Vater::N,otec,पिता
363,Mutter::N,mať,माँ
364,Mutter::N,mať,माता
365,Mutter::N,matka,माँ
366,Mutter::N,matka,माता
367,Sohn::N,syn,बेटा
368,Sohn::N,syn,पुत्र
369,Tochter::N,dcéra,बेटी
370,Tochter::N,dcéra,पुत्री
371,Bruder::N,brat,भाई
372,Bruder::N,brat,भ्राता
373,Schwester::N,sestra,बहन
374,Schwester::N,sestra,भगिनी
375,Onkel::N,ujo,ताऊ
376,Onkel::N,ujo,काका
377,Onkel::N,strýko,ताऊ
378,Onkel::N,strýko,काका
379,Tante::N,teta,बूआ
380,Tante::N,teta,फूफी
381,Tante::N,teta,ख़ाला
382,Tante::N,tetka,बूआ
383,Tante::N,tetka,फूफी
384,Tante::N,tetka,ख़ाला
385,Ehemann::N,muž,पति
386,Ehemann::N,muž,शौहर
387,Ehemann::N,manžel,पति
388,Ehemann::N,manžel,शौहर
389,Ehefrau::N,žena,बीवी
390,Ehefrau::N,manželka,बीवी
391,Freude::N,radosť,आनंद
392,Freude::N,radosť,प्रसन्नता
393,Gelächter::N,smiech,हँसी
394,Gelächter::N,smiech,क़हक़हा
395,Glück::N,šťastie,आनंद
396,Glück::N,šťastie,ख़ुशी
397,Kummer::N,žiaľ,शोक
398,Kummer::N,žiaľ,दुःख
399,Kummer::N,zármutok,शोक
400,Kummer::N,zármutok,दुःख
401,Wunsch::N,prianie,इच्छा
402,Wunsch::N,prianie,अभिलाषा
403,Lust::N,chuť,चाह
404,Lust::N,chuť,कामना
405,Geist::N,duch,जान
406,Geist::N,duch,प्राण
407,Gedanke::N,myšlienka,विचार
408,Gedächtnis::N,pamäť,याददाश्त
409,Gedächtnis::N,pamäť,स्मरण-शक्ति
410,Verstand::N,rozum,समझ
411,Verstand::N,rozum,अक़्ल
412,Verstand::N,rozum,बुद्धि
413,Sinn::N,zmysel,अर्थ
414,Grund::N,dôvod,वजह
415,Grund::N,dôvod,कारण
416,Grund::N,príčina,वजह
417,Grund::N,príčina,कारण
418,Wahrheit::N,pravda,सत्य
419,Wahrheit::N,pravda,सच्चाई
420,Gespräch::N,reč,चर्चा
421,Gespräch::N,reč,वार्ता
422,Gespräch::N,reč,बात-चीत
423,Gespräch::N,rozhovor,चर्चा
424,Gespräch::N,rozhovor,वार्ता
425,Gespräch::N,rozhovor,बात-चीत
426,Märchen::N,rozprávka,क़िस्सा
427,Erzählung::N,poviedka,कथा
428,Erzählung::N,poviedka,कहानी
429,Nachricht::N,správa,सूचना
430,Nachricht::N,správa,समाचार
431,Neuigkeit::N,novinka,ख़बर
432,Neuigkeit::N,novinka,समाचार
433,Name::N,meno,नाम
434,Rätsel::N,záhada,पहेली
435,Rätsel::N,hádanka,पहेली
436,Rede::N,reč,वचन
437,Rede::N,reč,भाषण
438,Sprache::N,reč,भाषा
439,Sprache::N,reč,ज़बान
440,Sprache::N,jazyk,भाषा
441,Sprache::N,jazyk,ज़बान
442,Stimme::N,hlas,स्वर
443,Stimme::N,hlas,आवाज़
444,Wort::N,slovo,शब्द
445,Wort::N,slovo,लफ़्ज़
446,Zeichen::N,znak,निशान
447,Ruf::N,volanie,पुकार
448,Ruf::N,volanie,आह्वान
449,Ruf::N,zavolanie,पुकार
450,Ruf::N,zavolanie,आह्वान
451,Lärm::N,hluk,शोर
452,Lärm::N,hluk,हुल्लड़
453,Lärm::N,hurhaj,शोर
454,Lärm::N,hurhaj,हुल्लड़
455,Laut::N,zvuk,स्वर
456,Laut::N,zvuk,ध्वनि
457,Ton::N,tón,सुर
458,Ton::N,tón,स्वर
459,Ton::N,zvuk,सुर
460,Ton::N,zvuk,स्वर
461,Lied::N,pieseň,गीत
462,Ruhe::N,pokoj,आराम
463,Ruhe::N,pokoj,ख़ामोशी
464,Leute::N,ľudia,लोग
465,Volk::N,ľud,क़ौम
466,Volk::N,ľud,प्रजा
467,Volk::N,národ,क़ौम
468,Volk::N,národ,प्रजा
469,Arbeit::N,práca,काम
470,Arbeit::N,robota,काम
471,Gast::N,hosť,अतिथि
472,Gast::N,hosť,मेहमान
473,Geschenk::N,dar,उपहार
474,Geschenk::N,dar,तोहफ़ा
475,Spiel::N,hra,खेल
476,Spiel::N,hra,क्रीड़ा
477,Gesellschaft::N,spoločnosť,साथ
478,Hilfe::N,pomoc,मदद
479,Hilfe::N,pomoc,सहायता
480,Freund::N,priateľ,मित्र
481,Kamerad::N,kamarát,साथी
482,Kamerad::N,kamarát,कामरेड
483,Angelegenheit::N,vec,बात
484,Angelegenheit::N,vec,मामला
485,Angelegenheit::N,záležitosť,बात
486,Angelegenheit::N,záležitosť,मामला
487,Anzahl::N,počet,तादाद
488,Anzahl::N,počet,संख्या
489,Anzahl::N,množstvo,तादाद
490,Anzahl::N,množstvo,संख्या
491,Art::N,druh,तरह
492,Art::N,druh,क़िस्म
493,Stück::N,kus,फाँक
494,Stück::N,kus,टुकड़ा
495,Stück::N,kúsok,फाँक
496,Stück::N,kúsok,टुकड़ा
497,Teil::N,časť,भाग
498,Teil::N,časť,हिस्सा
499,Hälfte::N,polka,अर्धभाग
500,Hälfte::N,polovica,अर्धभाग
501,Kreis::N,kruh,चक्कर
502,Kreuz::N,kríž,सलीब
503,Kreuz::N,kríž,क्रूस
504,Linie::N,línia,लाइन
505,Strich::N,čiara,लकीर
506,Abstand::N,vzdialenosť,अंतर
507,Abstand::N,vzdialenosť,फ़ासला
508,Entfernung::N,vzdialenosť,दूरी
509,Entfernung::N,vzdialenosť,फ़ासला
510,Gegend::N,kraj,इलाक़ा
511,Gegend::N,krajina,इलाक़ा
512,Platz::N,miesto,जगह
513,Platz::N,miesto,स्थान
514,Ort::N,miesto,स्थल
515,Ort::N,miesto,स्थान
516,Seite::N,bok,ओर
517,Seite::N,bok,तरफ़
518,Seite::N,strana,ओर
519,Seite::N,strana,तरफ़
520,Mitte::N,stred,बीच
521,Mitte::N,stred,मध्य
522,Gegenstand::N,predmet,चीज़
523,Gegenstand::N,predmet,पदार्थ
524,Sache::N,vec,चीज़
525,Sache::N,vec,वस्तु
526,Rand::N,kraj,छोर
527,Rand::N,kraj,उपांत
528,Rand::N,okraj,छोर
529,Rand::N,okraj,उपांत
530,Kante::N,hrana,कोर
531,Kante::N,hrana,किनारा
532,Ecke::N,roh,कोना
533,Ecke::N,roh,नुक्कड़
534,Spitze::N,hrot,नोक
535,Spitze::N,špička,नोक
536,Ende::N,koniec,छोर
537,Ende::N,koniec,सिरा
538,Loch::N,diera,छेद
539,Loch::N,diera,सूराख़
540,Winkel::N,kút,कोण
541,Winkel::N,kút,कोना
542,Muster::N,vzor,नमूना
543,Muster::N,vzor,डिज़ाइन
544,Muster::N,vzorka,नमूना
545,Muster::N,vzorka,डिज़ाइन
546,Größe::N,veľkosť,परिमाण
547,Größe::N,veľkosť,विस्तार
548,Länge::N,dĺžka,लंबाई
549,Höhe::N,výška,ऊँचाई
550,Höhe::N,výška,उच्चता
551,Gewicht::N,váha,भार
552,Gewicht::N,váha,वज़न
553,Menge::N,množstvo,मात्रा
554,Haufen::N,hŕba,ढेर
555,Haufen::N,hŕba,अंबार
556,Reihe::N,rad,क़तार
557,Reihe::N,rad,पंक्ति
558,Boot::N,čln,नाव
559,Boot::N,čln,नौका
560,Ruder::N,veslo,चप्पू
561,Schlitten::N,sane,बर्फ़-गाड़ी
562,Ski::N,lyža,स्की
563,Lagerfeuer::N,táborák,अलाव
564,Lagerfeuer::N,táborák,कैंप-फ़ायर
565,Last::N,ťarcha,भार
566,Last::N,bremeno,भार
567,Gang::N,chôdza,चाल
568,Schritt::N,krok,डग
569,Schritt::N,krok,क़दम
570,Norden::N,sever,उत्तर
571,Süden::N,juh,दक्खिन
572,Westen::N,západ,पश्चिम
573,Osten::N,východ,पूरब
574,Holz::N,drevo,काठ
575,Holz::N,drevo,काष्ठ
576,Brett::N,doska,पटरा
577,Brett::N,doska,तख़्ता
578,Platte::N,doska,फलक
579,Platte::N,doska,तख़्ता
580,Platte::N,platňa,फलक
581,Platte::N,platňa,तख़्ता
582,Stütze::N,opora,टेक
583,Stütze::N,opora,थूनी
584,Stange::N,tyč,छड़
585,Stange::N,tyč,बाँस
586,Stock::N,palica,लाठी
587,Stab::N,palica,लग्गा
588,Rohr::N,rúra,नल
589,Haus::N,dom,घर
590,Haus::N,dom,मकान
591,Heim::N,domov,घर
592,Heim::N,domov,गृह
593,Ofen::N,pec,चूल्हा
594,Ofen::N,kachle,चूल्हा
595,Fußboden::N,dlážka,फ़र्श
596,Fußboden::N,podlaha,फ़र्श
597,Tisch::N,stôl,मेज़
598,Stuhl::N,stolička,कुरसी
599,Wiege::N,kolíska,पालना
600,Wiege::N,kolíska,हिंडोला
601,Bett::N,lôžko,खाट
602,Bett::N,lôžko,पलंग
603,Bett::N,posteľ,खाट
604,Bett::N,posteľ,पलंग
605,Regal::N,regál,शेल्फ़
606,Regal::N,polica,शेल्फ़
607,Kiste::N,debna,पेटी
608,Kiste::N,debna,डिब्बा
609,Fenster::N,okno,खिड़की
610,Fenster::N,oblok,खिड़की
611,Tür::N,dvere,द्वार
612,Tür::N,dvere,दरवाज़ा
613,Tor::N,vráta,फाटक
614,Zaun::N,plot,बाड़ा
615,Zaun::N,ohrada,बाड़ा
616,Dach::N,krov,छत
617,Dach::N,krov,छप्पर
618,Dach::N,strecha,छत
619,Dach::N,strecha,छप्पर
620,Leiter::N,rebrík,सीढ़ी
621,Leiter::N,rebrina,सीढ़ी
622,Besen::N,metla,झाड़ू
623,Besen::N,metla,बुहारी
624,Spaten::N,rýľ,कुदाल
625,Schaufel::N,lopata,बेलचा
626,Schaufel::N,lopata,फावड़ा
627,Gabel::N,vidlička,काँटा
628,Löffel::N,lyžica,चम्मच
629,Messer::N,nôž,छुरा
630,Messer::N,nôž,चाक़ू
631,Nagel::N,klinec,कील
632,Nagel::N,klinec,मेख़
633,Netz::N,sieť,जाल
634,Haken::N,hák,अंकुश
635,Haken::N,háčik,अंकुश
636,Griff::N,rukoväť,मूठ
637,Griff::N,rukoväť,हत्था
638,Schloss::N,zámka,ताला
639,Bild::N,obraz,चित्र
640,Figur::N,figúra,मूर्ति
641,Puppe::N,bábka,पुतली
642,Puppe::N,bábka,गुड़िया
643,Puppe::N,bábika,पुतली
644,Puppe::N,bábika,गुड़िया
645,Beutel::N,vrece,झोला
646,Beutel::N,vrecko,झोला
647,Bündel::N,uzlík,पुलिंदा
648,Bündel::N,zväzok,पुलिंदा
649,Tasche::N,taška,बेग
650,Tasche::N,taška,बस्ता
651,Tasche::N,kabelka,बेग
652,Tasche::N,kabelka,बस्ता
653,Eimer::N,vedro,बाल्टी
654,Deckel::N,vrchnák,ढक्कन
655,Deckel::N,pokrývka,ढक्कन
656,Geschirr::N,nádoba,बरतन-भाँड़े
657,Sack::N,mech,बोरा
658,Sack::N,vrece,बोरा
659,Tasse::N,šálka,प्याला
660,Topf::N,hrniec,देग़चा
661,Kessel::N,kotol,देग़
662,Kessel::N,kotol,बटलोई
663,Essen::N,jedlo,खाना
664,Nahrung::N,strava,भोजन
665,Nahrung::N,potrava,भोजन
666,Speise::N,jedlo,खाना
667,Speise::N,jedlo,व्यंजन
668,Fleisch::N,mäso,मांस
669,Fleisch::N,mäso,गोश्त
670,Getreide::N,obilie,अनाज
671,Brei::N,kaša,भरता
672,Brei::N,kaša,दलिया
673,Brot::N,chlieb,रोटी
674,Scheibe::N,kotúč,कतला
675,Scheibe::N,krajec,कतला
676,Fett::N,tuk,वसा
677,Fett::N,tuk,चरबी
678,Fett::N,masť,वसा
679,Fett::N,masť,चरबी
680,Butter::N,maslo,मक्खन
681,Öl::N,olej,तेल
682,Salz::N,soľ,नमक
683,Suppe::N,polievka,सूप
684,Suppe::N,polievka,शोरबा
685,Honig::N,med,शहद
686,Milch::N,mlieko,दूध
687,Tee::N,čaj,चाय
688,Leder::N,koža,चमड़ा
689,Wolle::N,vlna,ऊन
690,Stoff::N,súkno,कपड़ा
691,Nadel::N,ihla,सूई
692,Faden::N,niť,डोरा
693,Faden::N,vlákno,डोरा
694,Knopf::N,gombík,बटन
695,Knopf::N,gombík,घुंडी
696,Knoten::N,uzol,गाँठ
697,Knoten::N,uzol,गुत्थी
698,Farbe::N,farba,रंग
699,Farbe::N,farba,वर्ण
700,Kleidung::N,šaty,पहनावा
701,Kleidung::N,šatstvo,पहनावा
702,Hemd::N,košeľa,कुरता
703,Hemd::N,košeľa,क़मीज़
704,Kragen::N,golier,गरदनी
705,Kragen::N,golier,गरेबान
706,Ärmel::N,rukáv,आस्तीन
707,Hose::N,nohavice,पैंट
708,Hose::N,nohavice,पतलून
709,Gürtel::N,pás,पेटी
710,Gürtel::N,pás,मेखला
711,Gürtel::N,opasok,पेटी
712,Gürtel::N,opasok,मेखला
713,Mütze::N,čiapka,टोपी
714,Schuh::N,obuv,जूता
715,Schuh::N,topánka,जूता
716,Stiefel::N,čižma,बूट
717,Ring::N,prsteň,अँगूठी
718,Band::N,stuha,पट्टी
719,Kamm::N,hrebeň,कंघी
720,Spiegel::N,zrkadlo,आईना
721,Spiegel::N,zrkadlo,दर्पण
722,Riemen::N,remeň,तसमा
723,Riemen::N,remeň,पट्टा
724,Schnur::N,šnúra,डोरी
725,Schnur::N,šnúra,सुतली
726,Leine::N,vodidlo,रस्सी
727,Decke::N,deka,रज़ाई
728,Decke::N,prikrývka,रज़ाई
729,Kissen::N,poduška,तकिया
730,Kissen::N,poduška,गाद्दा
731,Tuch::N,šatka,रूमाल
732,Tuch::N,šatka,वस्त्र
733,Handtuch::N,uterák,अँगोछा
734,Kraft::N,moc,ज़ोर
735,Kraft::N,moc,शक्ति
736,Stärke::N,sila,बल
737,Stärke::N,sila,ताक़त
738,Gesundheit::N,zdravie,स्वास्थ्य
739,Gesundheit::N,zdravie,तंदुरुस्ती
740,Krankheit::N,nemoc,रोग
741,Krankheit::N,nemoc,बीमारी
742,Krankheit::N,choroba,रोग
743,Krankheit::N,choroba,बीमारी
744,Schmerz::N,bolesť,दर्द
745,Schmerz::N,bolesť,पीड़ा
746,Wunde::N,rana,घाव
747,Wunde::N,rana,ज़ख़्म
748,Fieber::N,horúčka,ज्वर
749,Fieber::N,horúčka,बुख़ार
750,Arznei::N,liek,दवा
751,Arznei::N,liek,औषाधि
752,Brücke::N,most,पुल
753,Brücke::N,most,सेतु
754,Brunnen::N,studňa,कुआँ
755,Weide::N,pastva,चरागाह
756,Pfad::N,chodník,पथ
757,Pfad::N,chodník,पगडंडी
758,Weg::N,cesta,मार्ग
759,Straße::N,hradská,राह
760,Straße::N,hradská,रास्ता
761,Dorf::N,dedina,गाँव
762,Dorf::N,dedina,ग्राम
