,Concept_ID,mn,sah
376,Spitze::N,үзүүр,чыпчаал
377,Ende::N,зах,төбө
378,Ende::N,үзүүр,төбө
379,Loch::N,цоорхой,тэһэҕэс
380,Loch::N,цоорхой,дьөлөҕөс
381,Loch::N,онгорхой,тэһэҕэс
382,Loch::N,онгорхой,дьөлөҕөс
383,Winkel::N,өнцөг,муннук
384,Muster::N,хээ,оһуор
385,Muster::N,угалз,оһуор
386,Größe::N,хэмжээ,кээмэй
387,Länge::N,урт,уста
388,Höhe::N,өндөр,үрдүк
389,Gewicht::N,жин,ыйааһын
390,Menge::N,тоо,ахсаан
391,Haufen::N,бөөн,чөмчөх
392,Reihe::N,эгнээ,кэккэ
393,Boot::N,завь,оҥочо
394,Ruder::N,сэлүүр,эрдии
395,Schlitten::N,чарга,сыарҕа
396,Ski::N,цана,хайыһар
397,Lagerfeuer::N,түүдэг,кутаа
398,Last::N,ачаа,ыарахан
399,Gang::N,явдал,хаамыы
400,Schritt::N,алхам,хардыы
401,Norden::N,умар,хоту
402,Süden::N,урд,соҕуруу
403,Süden::N,өмнө,соҕуруу
404,Westen::N,өрнө,арҕаа
405,Westen::N,баруун,арҕаа
406,Osten::N,зүүн,илин
407,Osten::N,дорно,илин
408,Holz::N,мод,мас
409,Brett::N,банз,дуоска
410,Brett::N,банз,хаптаһын
411,Platte::N,хавтан,билиитэ
412,Stütze::N,тулгуур,тулааһын
413,Stütze::N,тулга,тулааһын
414,Stange::N,сургааг,ураҕас
415,Stock::N,саваа,мас
416,Stock::N,саваа,баалкы
417,Stab::N,таяг,ураҕас
418,Rohr::N,хоолой,турба
419,Haus::N,гэр,дьиэ
420,Haus::N,байшин,дьиэ
421,Heim::N,гэр,дьиэ
422,Ofen::N,зуух,оһох
423,Ofen::N,пийшин,оһох
424,Fußboden::N,шал,муоста
425,Tisch::N,ширээ,остуол
426,Stuhl::N,сандал,устуул
427,Wiege::N,өлгий,биһик
428,Bett::N,ор,кырабаат
429,Regal::N,тавиур,долбуур
430,Kiste::N,авдар,дьааһык
431,Kiste::N,хайрцаг,дьааһык
432,Fenster::N,гэгээвч,түннүк
433,Tür::N,үүд,аан
434,Tür::N,хаалга,аан
435,Tor::N,хаалга,аан
436,Zaun::N,хашаа,соппулуот
437,Dach::N,дээвэр,кырыыса
438,Leiter::N,шат,кирилиэс
439,Besen::N,хамуур,миинньик
440,Besen::N,туужуу,миинньик
441,Spaten::N,хүрз,күрдьэх
442,Schaufel::N,хүрз,күрдьэх
443,Gabel::N,сэрээ,биилкэ
444,Löffel::N,халбага,луоска
445,Messer::N,хутга,быһах
446,Nagel::N,хадаас,тоһоҕо
447,Netz::N,өөш,илим
448,Netz::N,тор,илим
449,Haken::N,гох,көхө
450,Griff::N,иш,ук
451,Griff::N,иш,тутаах
452,Griff::N,сэнж,ук
453,Griff::N,сэнж,тутаах
454,Schloss::N,цуурга,күлүүс
455,Schloss::N,цоож,күлүүс
456,Bild::N,зураг,хартыына
457,Figur::N,баримал,фигура
458,Puppe::N,хүүхэлдэй,куукула
459,Beutel::N,агсаа,мөһөөччук
460,Beutel::N,уут,мөһөөччук
461,Bündel::N,боодол,баайыы
462,Tasche::N,цүнх,суумка
463,Eimer::N,хөнөг,биэдэрэ
464,Eimer::N,хувин,биэдэрэ
465,Deckel::N,таг,хаппах
466,Deckel::N,хавхаг,хаппах
467,Geschirr::N,сав суулга,иһит
468,Sack::N,шуудай,куул
469,Tasse::N,аяга,сэлиэнэй
470,Topf::N,тогоо,көстүрүүҥкэ
471,Kessel::N,тогоо,хочуол
472,Essen::N,идээ,аһылык
473,Nahrung::N,хүнс,ас
474,Speise::N,идээ,аһылык
475,Fleisch::N,мах,эт
476,Getreide::N,будаа,злактар
477,Brei::N,богшмол,хааһы
478,Brei::N,будаа,хааһы
479,Brot::N,талх,килиэп
480,Scheibe::N,зүсэм,куһуок
481,Scheibe::N,хэрчим,куһуок
482,Fett::N,өөх,сыа
483,Butter::N,тос,арыы
484,Öl::N,тос,арыы
485,Salz::N,давс,туус
486,Suppe::N,шөл,мин
487,Honig::N,бал,мүөт
488,Milch::N,сүү,үүт
489,Tee::N,цай,чэй
490,Leder::N,арьс,тирии
491,Leder::N,савхи,тирии
492,Wolle::N,ноос,түү
493,Wolle::N,унгас,түү
494,Stoff::N,бөс,таҥас
495,Nadel::N,зүү,иннэ
496,Faden::N,боолт,сап
497,Faden::N,утас,сап
498,Knopf::N,товч,тимэх
499,Knoten::N,зангилаа,түмүк
500,Farbe::N,будаг,кырааска
501,Kleidung::N,хувцас,таҥас
502,Hemd::N,цамц,ырбаахы
503,Kragen::N,зах заам,саҕа
504,Ärmel::N,ханцуй,сиэх
505,Hose::N,өмд,ыстаан
506,Hose::N,өмд,бүрүүкэ
507,Gürtel::N,бүс,кур
508,Mütze::N,малгай,бэргэһэ
509,Mütze::N,бүрх,бэргэһэ
510,Schuh::N,туфли,бачыыҥка
511,Stiefel::N,гутал,саппыкы
512,Ring::N,бөгж,биһилэх
513,Band::N,тууз,лиэнтэ
514,Kamm::N,сам,тараах
515,Spiegel::N,толь,сиэркилэ
516,Riemen::N,тасам,кур
517,Riemen::N,сур,кур
518,Schnur::N,татлага,быа
519,Leine::N,оосор,тэһиин
520,Decke::N,хөнжил,суорҕан
521,Decke::N,хучлага,суорҕан
522,Kissen::N,дэр,сыттык
523,Tuch::N,алчуур,былаат
524,Tuch::N,даавуу,былаат
525,Handtuch::N,алчуур,соттор
526,Kraft::N,чадал,сыра
527,Kraft::N,хүч,сыра
528,Stärke::N,эрч,күүс
529,Stärke::N,тэнхээ,күүс
530,Gesundheit::N,бие,доруобуйа
531,Gesundheit::N,эрүүл мэнд,доруобуйа
532,Krankheit::N,эмгэг,ыарыы
533,Schmerz::N,өвчин,ыарыы
534,Wunde::N,шарх,баас
535,Fieber::N,халуун,түрүлгэн
536,Fieber::N,халуун,лихорадка
537,Fieber::N,халуун,температура
538,Arznei::N,эм,эмп
539,Brücke::N,гүүр,күргэ
540,Brunnen::N,худаг,холуодьас
541,Weide::N,бэлчээр,мэччирэҥ
542,Pfad::N,жим,ыллык
543,Pfad::N,зөрөг,ыллык
544,Weg::N,зам,суол
545,Weg::N,харгуй,суол
546,Straße::N,зам,суол
547,Straße::N,харгуй,суол
548,Dorf::N,тосгон,дэриэбинэ
549,Dorf::N,гацаа,дэриэбинэ
550,Stadt::N,хот,куорат
551,Brief::N,захидал,сурук
552,Brief::N,захиа,сурук
553,Buch::N,ном,кинигэ
554,Buch::N,бичиг,кинигэ
555,Buchstabe::N,үсэг,буква
556,Zeitung::N,сонин,хаһыат
557,Leben::N,амь,тыын
558,Leben::N,амьдрал,тыын
559,Tod::N,үхэл,өлүү
560,Grab::N,булш,иин
561,Kirche::N,сүм,таҥара дьиэтэ
562,Sünde::N,нүгэл,айыы
563,Sünde::N,хилэнц,айыы
564,Gott::N,бурхан,тангара
565,Arbeiter::N,ажилчин,үлэһит
566,Arbeiter::N,хөдөлмөрчин,үлэһит
567,Chef::N,дарга,баһылык
568,Chef::N,дарга,начальник
569,Meister::N,дархан,уус
570,Meister::N,дархан,маастар
571,Arzt::N,эмч,врач
572,Lehrer::N,багш,учуутал
573,Geld::N,цаас,харчы
574,Geld::N,мөнгө,харчы
575,Geschäft::N,наймаа,идэ
576,Laden::N,дэлгүүр,маҕаһыын
577,Preis::N,үнэ,сыана
578,Ware::N,таваар,табаар
579,Ware::N,бараа,табаар
580,Nutzen::N,ашиг,туһа
581,Reichtum::N,баялаг,баай
582,Welt::N,дэлхий,аан дойду
583,Welt::N,орчлон,аан дойду
584,Land::N,улс,дойду
585,Land::N,орон,дойду
586,Staat::N,төр,государство
587,Staat::N,гүрэн,государство
588,König::N,ван,король
589,Macht::N,засаг,былаас
590,Grenze::N,хил,кыраныысса
591,Krieg::N,дайн,сэрии
592,Feind::N,дайсан,өстөөх
593,Gewalt::N,хүчирхэх,күүһүлээһин
594,Kampf::N,тэмцэл,охсуһуу
595,Kampf::N,байлдаан,охсуһуу
596,Bogen[Waffe]::N,нум,ох
597,Pfeil::N,годил,ох
598,Pfeil::N,сум,ох
599,Gewehr::N,буу,саа
600,Fehler::N,эндэл,сыыһа
601,Fehler::N,алдаа,сыыһа
602,Lüge::N,худал,сымыйа
603,Schaden::N,хор,хоромньу
604,Schaden::N,хөнөөл,хоромньу
605,Unglück::N,гай,алдьархай
606,Unglück::N,гамшиг,алдьархай
607,Schuld::N,гэм,буруй
608,Schuld::N,буруу,буруй
609,Alter::N,нас,саас
610,Schluss::N,эцэс,тиһэх
611,Schluss::N,төгсгөл,тиһэх
612,Zeit::N,цаг,бириэмэ
613,Tag::N,өдөр,күн
614,Morgen::N,өглөө,сарсыарда
615,Mittag::N,үд,күн ортото
616,Abend::N,үдэш,киэһэ
617,Nacht::N,шөнө,түүн
618,Woche::N,долоо хоног,нэдиэлэ
619,Monat::N,сар,ый
620,Jahr::N,жил,сыл
621,Jahr::N,жил,дьыл
622,Frühling::N,хавар,саас
623,Sommer::N,зун,сайын
624,Herbst::N,намар,күһүн
625,Winter::N,өвөл,кыһын
626,Januar::N,нэгдүгээр сар,тохсунньу
627,Februar::N,хоёрдугаар сар,олунньу
628,März::N,гуравдугаар сар,кулун тутар
629,April::N,дөрөвдүгээр сар,муус устар ый
630,Mai::N,тавдугаар сар,ыам ыйа
631,Juni::N,зургаадугаар сар,бэс ыйа
632,Juli::N,долдугаар сар,от ыйа
633,August::N,наймдугаар сар,атырдьах ыйа
634,September::N,есдүгээр сар,балаҕан ыйа
635,Oktober::N,аравдугаар сар,алтынньы
636,November::N,арван нэгдүгээр сар,сэтинньи
637,Dezember::N,арван хоёрдугаар сар,ахсынньы
638,Montag::N,даваа,бэнидиэнньик
639,Dienstag::N,мягмар,оптуорунньук
640,Mittwoch::N,лхагва,сэрэдэ
641,Donnerstag::N,пүрэв,чэппиэр
642,Freitag::N,баасан,бээтинсэ
643,Samstag::N,бямба,субуота
644,Sonntag::N,ням,баскыһыанньа
645,groß::A,их,бөдөҥ
646,groß::A,их,улахан
647,groß::A,том,бөдөҥ
648,groß::A,том,улахан
649,klein::A,бага,кыр
650,klein::A,жаахан,кыр
651,lang::A,урт,уһун
652,kurz::A,охор,кылгас
653,kurz::A,богино,кылгас
654,breit::A,өргөн,кэтит
655,schmal::A,уйтан,кыараҕас
656,schmal::A,нарийн,кыараҕас
657,dicht::A,нягт,хойуу
658,dicht::A,чигжүү,хойуу
659,dick[Gegenstand]::A,зузаан,суон
660,dick[Gegenstand]::A,зузаан,хойуу
661,dünn::A,нимгэн,чараас
662,fein::A,нарийн,бытархай
663,fein::A,нарийн,синньигес
664,fest::A,бөх,бөҕө
665,fest::A,бөх,кытаанах
666,fest::A,хатуу,бөҕө
667,fest::A,хатуу,кытаанах
668,flach::A,хавтгай,хаптаҕай
669,glatt::A,цагаан,кылааккай
670,hart::A,хатуу,хатан
671,hart::A,хатуу,кытаанах
672,weich::A,зөөлөн,сымнаҕас
673,rund::A,дугуй,төгүрүк
674,rund::A,дугариг,төгүрүк
675,spitz::A,шовх,сытыы
676,spitz::A,шовх,уһуктаах
677,spitz::A,шовгор,сытыы
678,spitz::A,шовгор,уһуктаах
679,scharf::A,хурц,сытыы
680,scharf::A,иртэй,сытыы
681,stumpf::A,мохоо,сыппах
682,schwer::A,хүнд,ыарахан
683,schön::A,гуа,кыраһыабай
684,schön::A,сайхан,кыраһыабай
685,heiß::A,халуун,итии
686,warm::A,дулаан,ичигэс
687,kalt::A,хүйтэн,тымныы
688,kühl::A,сэрүүн,сөрүүн
689,frisch::A,эрүүл,ыраас
690,frisch::A,эрүүл,сөрүүн
691,frisch::A,эрүүл,тымныы
692,frisch::A,жихүүн,ыраас
693,frisch::A,жихүүн,сөрүүн
694,frisch::A,жихүүн,тымныы
695,feucht::A,чийгтэй,сииктээх
696,nass::A,нойтон,инчэҕэй
697,trocken::A,хатсан,кураан
698,voll::A,дүүрэн,толору
699,leer::A,хоосон,иччитэх
700,offen::A,онгорхой,аһаҕас
701,geschlossen::A,битүү,бүтэй
702,geschlossen::A,хаалтай,бүтэй
703,sauber::A,цэвэр,сэбэр
704,sauber::A,хиргүй,сэбэр
705,schmutzig::A,бохир,кирдээх
706,schmutzig::A,хиртэй,кирдээх
707,roh::A,түүхий,сиикэй
708,reif::A,болсон,буспут
709,reif::A,болсон,сиппит-хоппут
710,lecker::A,амттай,минньигэс
711,süß::A,амттай,минньигэс
712,süß::A,чихэрлэг,минньигэс
713,bitter::A,гашуун,аһыы
714,sauer::A,эсгэлэн,аһыы
715,hell::A,гэгээн,сырдык
716,hell::A,гэрэлтэй,сырдык
717,dunkel::A,бараан,хараҥа
718,dunkel::A,харанхуй,хараҥа
719,schwarz::A,хар,хара
720,weiß::A,цагаан,үрүҥ
721,weiß::A,цагаан,маҥан
722,rot::A,улаан,кыһыл
723,gelb::A,шар,саһархай
724,blau::A,хөх,күөх
725,blau::A,цэнхэр,күөх
726,grün::A,ногоон,күөх
727,grün::A,ногоон,от күөҕэ
728,grau::A,орог,сиэрэй
729,grau::A,саарал,сиэрэй
730,bunt::A,эрээн,эриэн
731,billig::A,хямд,чэпчэки
732,teuer::A,үнэтэй,сыаналаах
733,wertvoll::A,үнэт,сыаналаах
734,blind::A,сохор,хараҕа суох
735,taub::A,чих хатуу,дьүлэй
736,kräftig::A,чийрэг,модун
737,stark::A,хүчтэй,күүстээх
738,stark::A,чадалтай,күүстээх
739,schwach::A,сул,мөлтөх
740,fett::A,тарган,эмис
741,fett::A,голигор,эмис
742,schlank::A,голшиг,дьылҕан
743,schlank::A,голшиг,дьыпсаҕай
744,hübsch::A,сайхан,олус кэрэ
745,hübsch::A,сайхан,көрүөхтэн үчүгэй
746,hübsch::A,хөөрхөн,олус кэрэ
747,hübsch::A,хөөрхөн,көрүөхтэн үчүгэй
748,böse::A,муу,өһүөннээх
749,böse::A,хортой,өһүөннээх
