,Concept_ID,uz,ce
771,schlucken::V,yutmoq,къурдбан
772,müde werden::V,horimoq,кӏаддала
773,einschlafen::V,uxlab qolmoq,наб кхета
774,schlafen::V,uxlamoq,вижа
775,schlafen::V,uxlamoq,наб ян
776,schlafen::V,uxlamoq,дижина хила
777,aufwachen::V,uyg'onmoq,самадала
778,aufstehen::V,qo'pmoq,гӏатта
779,sich erholen::V,dam olmoq,садаӏа
780,krank werden::V,kasallanmoq,цомгуш хила
781,krank sein::V,betob yotmoq,цомгуш хила
782,schmerzen::V,og'rimoq,лаза
783,schmerzen::V,og'rimoq,ӏийжа
784,husten::V,yo'talmoq,йовхарш етта
785,genesen::V,tuzalmoq,тадала
786,sterben::V,o'lmoq,дала
787,umkommen::V,halok bo'lmoq,хӏаллакхила
788,sich bewegen::V,harakat qilmoq,лела
789,sich rühren::V,qimirlamoq,меттахъхьен
790,sich erheben::V,qo'pmoq,хьалагlатта
791,sich setzen::V,o'tirmoq,хаа
792,hinfallen::V,yiqilmoq,дожа
793,hinfallen::V,yiqilmoq,охьакхета
794,laufen::V,yurmoq,вада
795,laufen::V,yurmoq,хьада
796,schreiten::V,yurmoq,болар дан
797,schreiten::V,yurmoq,ког баккха
798,spazierengehen::V,sayr ätmoq,доладала
799,eilen::V,tezlamoq,сихдала
800,sich beeilen::V,shoshmoq,сихдала
801,sausen::V,chopqillamoq,
802,rennen::V,yugurmoq,дада
803,springen::V,sakramoq,ирхкхийсадала
804,klettern::V,yuqorilamoq,тӏедийла
805,schaukeln::V,irg'amoq,техко
806,kriechen::V,ämaklamoq,такха
807,schwimmen::V,suzmoq,некадан
808,tauchen::V,chu'mmoq,чулелха
809,rudern::V,eshkak eshmoq,дига лело
810,rudern::V,eshkak eshmoq,кема лело
811,fahren::V,haydamoq,хахка
812,fliegen::V,uchmoq,тӏемадала
813,gehen::V,bormoq,лeла
814,weggehen::V,ketoq,дӏадаха
815,abfahren::V,jo'namoq,дӏадаха
816,anhalten::V,to'xtamoq,саца
817,hineingehen::V,kirmoq,чудала
818,eintreten::V,kirmoq,чудала
819,kommen::V,kelmoq,кхача
820,kommen::V,kelmoq,дӏакхача
821,kommen::V,kelmoq,схьакхача
822,ankommen::V,etib kelmoq,кхача
823,ankommen::V,etib kelmoq,схьакхача
824,zurückkommen::V,qaytib kelmoq,юхада
825,bleiben::V,qolmoq,диса
826,warten::V,poylamoq,хьежа
827,warten::V,poylamoq,cобар дан
828,erwarten::V,kutmoq,хьоьжуш ӏан
829,suchen::V,izlamoq,леха
830,finden::V,topmoq,каро
831,versuchen::V,chalishmoq,дан хьажа
832,vorbereiten::V,hozirlamoq,кечъян
833,lieben::V,sevmoq,деза
834,mögen::V,ardoqlamoq,безамхила
835,lachen::V,kulmoq,дела
836,rühren::V,ta'sirlantirmoq,хьедан
837,weinen::V,yig'lamoq,делха
838,schimpfen::V,koyinmoq,чехо
839,sich ärgern::V,g'azab qilmoq,оьгӏазъэха
840,sich fürchten::V,hurkmoq,кхера
841,fürchten::V,qo'rqmoq,кхера
842,fliehen::V,qochmoq,дӏадада
843,flüchten::V,qochmoq,дӏадада
844,sehen::V,ko'rmoq,ган
845,anschauen::V,razm solmoq,хьажа
846,anschauen::V,razm solmoq,хьежа
847,ansehen::V,razm qilmoq,хьовса
848,hören::V,äshitmoq,хаза
849,zuhören::V,tinglamoq,ладогӏа
850,probieren::V,tatib ko'rmoq,хьажа
851,riechen::V,iskamoq,хьожа яха
852,fühlen::V,sezmoq,хаадала
853,scheinen::V,tuyilmoq,мотта
854,zu sehen sein::V,ko'rinmoq,гуш хила
855,vernehmen::V,äshitmoq,бартхатта
856,frieren::V,sovuq qotmoq,гӏоро
857,tun::V,ätmoq,дан
858,können::V,-a olmoq,дадала
859,können::V,-y olmoq,дадала
860,wollen::V,istamoq,тӏергӏа
861,anfangen::V,boshlamoq,доло
862,beenden::V,bitirmoq,довла
863,aufhören::V,tinmoq,саца
864,gelingen::V,muvaffaqiyat qozonmoq,кадала
865,geraten::V,bo'lmoq,хила
866,öffnen::V,ochmoq,дӏаделла
867,öffnen::V,ochmoq,схьаделла
868,schließen::V,yopmoq,къовла
869,schließen::V,yopmoq,дӏачӏагӏа
870,stellen::V,qo'ymoq,хlотто
871,setzen::V,o'tqazmoq,дийгӏа
872,legen::V,yotqizmoq,охьадилла
873,berühren::V,tegmoq,хьедан
874,verbinden::V,ulamoq,вовшахтаса
875,bedecken::V,bekitmoq,тилла
876,bedecken::V,bekitmoq,тӏетаса
877,aufhängen::V,ildirmoq,хьалаолла
878,anzünden::V,yondirmoq,лато
879,aufheben::V,ko'tarmoq,айа
880,zurücklassen::V,ayrilmoq,дита
881,verlieren::V,yo'qotmoq,дайа
882,fallen lassen::V,tushirmoq,охьадожо
883,machen::V,qilmoq,дан
884,herstellen::V,chiqarmoq,дан
885,bauen::V,solmoq,гӏишлоян
886,reparieren::V,tuzatmoq,тадан
887,verbessern::V,isloh qilmoq,нисдан
888,ändern::V,o'zgartirmoq,хийца
889,graben::V,qazimoq,ахка
890,beugen::V,bukmoq,сатто
891,biegen::V,bukmoq,сатто
892,drehen::V,aylantirmoq,хьовзо
893,wenden::V,burmoq,
894,umdrehen::V,ag'darmoq,хьовзo
895,heben::V,yuksaltirmoq,айа
896,heben::V,yuksaltirmoq,хьалаайа
897,hochheben::V,ko'tarmoq,хьалаайа
898,ergreifen::V,tutamlamoq,дӏалаца
899,halten::V,tutmoq,латто
900,drücken::V,bosmoq,тӏетаӏо
901,schieben::V,surmoq,татта
902,kratzen::V,qashimoq,мӏараш тийса
903,lecken::V,mijimoq,мотт хьекха
904,beißen::V,tishlamoq,катoха
905,abreißen::V,emirmoq,схьадаккха
906,abschneiden::V,cho'rt kesmoq,кхада
907,binden::V,bog'lamoq,дӏадехка
908,binden::V,bog'lamoq,вовшахтаса
909,stecken::V,suqmoq,чудахийта
910,brechen::V,sindirmoq,кагдан
911,klopfen::V,dukurlamoq,детта
912,hauen::V,urmoq,етта
913,kleben::V,yopishtirmoq,тӏелато
914,reiben::V,surkamoq,хьекхо
915,streichen::V,surkamoq,тlехьакха
916,schleifen::V,qayramoq,ирдан
917,schneiden::V,kesmoq,ларга
918,rütteln::V,chayqamoq,лесто
919,schütteln::V,chayqamoq,лесто
920,schwenken::V,chayqatmoq,лесто
921,schütten::V,quymoq,дотта
922,füllen::V,to'ldirmoq,дуза
923,einwickeln::V,chulg'amoq,хьарчо
924,tragen::V,tashimoq,дахьа
925,schleppen::V,sudramoq,ийзо
926,ziehen::V,tortmoq,озо
927,aufbewahren::V,tutmoq,ӏалашдан
928,werfen::V,tashlamoq,кхосса
929,fangen::V,tutmoq,леца
930,packen::V,opqochmoq,леца
931,verstecken::V,yashirmoq,къайладаккха
932,teilen::V,bo'lmoq,декъа
933,schicken::V,yubormoq,дӏадахьийта
934,bringen::V,keltirmoq,дан
935,hinzufügen::V,tirkamoq,тӏетоха
936,bekommen::V,olmoq,даккха
937,erhalten::V,olmoq,даккха
938,nehmen::V,olmoq,схьаэца
939,wählen::V,saylamoq,харжа
940,auswählen::V,saylamoq,харжа
941,bewahren::V,saqlamoq,lалашдан
942,behindern::V,xalal bermoq,новкъарло ян
943,verderben::V,xazon qilmoq,талхо
944,beschädigen::V,buzmoq,дохо
945,zerbrechen::V,sindirmoq,дохо
946,zerbrechen::V,sindirmoq,кагдан
947,zerreißen::V,yirtmoq,хадо
948,zerstören::V,vayron qilmoq,дохо
949,zerstören::V,vayron qilmoq,кагдан
950,verbrennen::V,kuydirmoq,даго
951,geben::V,bermoq,яла
952,reichen::V,bermoq,дӏадала
953,reichen::V,bermoq,дӏакховдо
954,schenken::V,sovg'a qilmoq,совгӏат дан
955,versprechen::V,va'da bermoq,ваӏда дан
956,wünschen::V,orziqmoq,лаа
957,loben::V,maqtamoq,хасто
958,küssen::V,o'pmoq,оба яккха
959,wiegen::V,tebratmoq,тахка
960,zudecken::V,yopmoq,тӏетаса
961,wecken::V,uyg'otmoq,самадаккха
962,zeigen::V,ko'rsatmoq,гайта
963,führen::V,boshlik bo'lmoq,дига
964,lehren::V,o'rgatmoq,ӏамо
965,unterrichten::V,dars bermoq,хьеха
966,aufziehen::V,o'stirmoq,кхио
967,leiten::V,boshqarmoq,урхалла дан
968,antreiben::V,shoshiltirmoq,сихдан
969,lassen::V,ruxsat bermoq,-йта
970,einladen::V,taklif kilmoq,кхайкха
971,vereinigen::V,qo'shmoq,цхьаьнатоха
972,besuchen::V,mehmonga bormoq,хьажахIотта
973,treffen::V,duchor bo'lmoq,дуьхьалкхета
974,sich versammeln::V,to'planmoq,гулдан
975,spielen::V,o'ynamoq,ловза
976,singen::V,yalla qilmoq,лакха
977,tanzen::V,raqs qilmoq,хелхадала
978,sich trennen::V,yakkalanmoq,къаста
979,verlassen::V,qoldirmoq,дита
980,retten::V,qutqazmoq,кӏелхьардаккха
981,bewachen::V,qo'rimoq,ха дан
982,schützen::V,yoniga olmoq,лардан
983,verteidigen::V,yoqlamoq,лардан
984,sich schlagen::V,yoqalashmoq,етта
985,schießen::V,otmoq,детта
986,siegen::V,engmoq,тола
987,ärgern::V,jahl chiqarmoq,оьгӏаздахийта
988,schlagen::V,urmoq,тоха
989,treten::V,tepmoq,мийра тоха
990,stechen::V,qadamoq,ӏотта
991,stechen::V,qadamoq,къовзо
992,stoßen::V,turtmoq,татта
993,stehlen::V,o'g'rilamoq,лачкъо
994,stören::V,tebratmoq,новкъарло ян
995,belästigen::V,g'ashini keltirmoq,сагатдан
996,verbergen::V,berkitmoq,къайладаккха
997,täuschen::V,aldamoq,ӏexo
998,betrügen::V,tirriq qilmoq,ледан
999,töten::V,o'ldirmoq,ден
1000,wohnen::V,istiqomat qilmoq,даха
1001,arbeiten::V,ishlamoq,къахьега
1002,sammeln::V,yig'moq,гулдан
1003,pflücken::V,termoq,даха
1004,jagen::V,ov qilmoq,талла
1005,fischen::V,baliq ovlamoq,чӏерий леца
1006,fassen::V,ilinmoq,лаца
1007,fassen::V,ilinmoq,схьалаца
1008,hüten::V,boqtirmoq,лардан
1009,treiben::V,haydamoq,лахка
1010,anbinden::V,bog'lamoq,дӏадехка
1011,füttern::V,edirmoq,хӏума яла
1012,melken::V,sog'moq,оза
1013,hacken::V,chopmoq,
1014,gießen::V,oqizmoq,хи тоха
1015,reifen::V,qizarmoq,хьекъа
1016,zubereiten::V,pishirmoq,кечъян
1017,zubereiten::V,pishirmoq,кхача бан
1018,kochen::V,qaynatmoq,кхача бан
1019,backen::V,yopmoq,датта
1020,braten::V,qovurmoq,кхарза
1021,umrühren::V,atalamoq,кего
1022,stricken::V,to'qimoq,
1023,nähen::V,tikmoq,тега
1024,färben::V,bo'yoqlamoq,басардан
1025,reinigen::V,tozalamoq,цӏандан
1026,waschen::V,yuvmoq,йила
1027,waschen::V,yuvmoq,йитта
1028,waschen::V,yuvmoq,дӏадайа
1029,abwischen::V,surkamoq,дӏадайа
1030,spülen::V,chaymoq,хи кхарза
1031,fegen::V,cho'tkalamoq,нуй хьакха
1032,kehren::V,supurmoq,нуй хьакха
1033,baden::V,cho'milmoq,лийча
1034,sich waschen::V,yuvinmoq,юьхь йила
1035,ausziehen::V,echintirmoq,духар дӏадаккха
1036,anziehen::V,kiymoq,
1037,sich anziehen::V,kiyinmoq,духа
1038,kämmen::V,taramoq,ехк хьакха
1039,schmücken::V,yasatmoq,хаздан
1040,sagen::V,aytmoq,ала
1041,sprechen::V,so'zlamoq,баха
1042,sprechen::V,so'zlamoq,мотт бийца
1043,reden::V,gapirmoq,къамел дан
1044,sich unterhalten::V,suhbatlashmoq,къамел дан
1045,fragen::V,so'ramoq,хатта
1046,bitten::V,iltimos qilmoq,деха
1047,erzählen::V,aytib bermoq,дийца
1048,mitteilen::V,bildirmoq,хаам бан
1049,nennen::V,atamoq,цӏе яккха
1050,rufen::V,chaqirmoq,кхайкха
1051,prahlen::V,gerdaymoq,куралла ян
1052,prahlen::V,gerdaymoq,дозалла дан
1053,übersetzen::V,tarjima qilmoq,гоч дан
1054,denken::V,o'ylamoq,ойла ян
1055,glauben::V,ishonmoq,теша
1056,bemerken::V,payqamoq,ган
1057,erkennen::V,tanimoq,довза
1058,begreifen::V,tushunmoq,кхета
1059,verstehen::V,anglamoq,кхета
1060,lernen::V,o'qimoq,деша
1061,wissen::V,bilmoq,хаа
1062,sich erinnern an::V,äsni tanimoq,дагадан
1063,vergessen::V,unutmoq,дицдала
1064,messen::V,o'lchamoq,дуста
1065,zählen::V,raqamlamoq,дагардан
1066,rechnen::V,cho'tlamoq,лара
1067,lesen::V,o'qimoq,еша
1068,malen::V,rasm solmoq,сурт дилла
1069,zeichnen::V,chizmoq,сурт дилла
1070,schreiben::V,yozmoq,яздан
1071,besitzen::V,ägalamoq,доладан
1072,kaufen::V,olmoq,эца
1073,verkaufen::V,sotmoq,дохка
1074,bezahlen::V,to'lamoq,мах бала
1075,zahlen::V,to'lamoq,мах бала
1076,beherrschen::V,ägalamoq,собаре хила
1077,ertragen::V,chidamoq,лан
1078,ertragen::V,chidamoq,сатоха
1079,ertragen::V,chidamoq,садетта
