,Concept_ID,mhr,ca
765,vorher::ADV,о́нчыч,abāns
766,zuerst::ADV,онда́к,primer
767,einmal::ADV,икана́,una vegada
768,manchmal::ADV,ка́шын,de vegades
769,manchmal::ADV,кокла́н,de vegades
770,oft::ADV,чӱ́чкыдын,sovint
771,immer::ADV,эре́,sempre
772,immer::ADV,ту́тыш,sempre
773,niemals::ADV,ок нигуна́м,no ... mai
774,hier::ADV,ты́ште,aquí
775,hierhin::ADV,ты́шке,per aquí
776,hierhin::ADV,тыш,per aquí
777,von hier::ADV,тыше́ч,des d'aquí
778,von hier::ADV,тыве́ч,des d'aquí
779,dort::ADV,ту́што,allí
780,dorthin::ADV,туш,hi
781,dorthin::ADV,ту́шко,hi
782,geradeaus::ADV,вик,tot dret
783,vorwärts::ADV,о́нчыко,endavānt
784,rückwärts::ADV,шеҥге́к,endarrera
785,zurück::ADV,мӧҥге́ш,darrere
786,unten::ADV,ӱ́лнӧ,a baix
787,unten::ADV,йыма́лне,a baix
788,hinab::ADV,йыма́к,cap avall
789,oben::ADV,кӱ́шнӧ,dalt
790,oben::ADV,ӱмба́лне,dalt
791,hinauf::ADV,кӱ́ш,cap amunt
792,hinauf::ADV,кӱ́шкӧ,cap amunt
793,überall::ADV,чыла́ вере́,pertot
794,überall::ADV,чыла́ вере́,per tot arreu
795,nicht::ADV,ок,no
796,nicht::ADV,о́геш,no
797,ein wenig::ADV,изи́ш,una mica
798,kaum::ADV,пыкше́,a penes
799,sehr::ADV,чот,molt
800,so::ADV,тыге́,així
801,noch::ADV,а́ле,encara
802,nur::ADV,гына́,només
803,schon::ADV,ы́нде,ja
804,wieder::ADV,ада́к,de nou
805,vergebens::ADV,ара́м,en va
806,vor::PRP,о́нчыч,davānt
807,vor::PRP,о́нчыч,enfront de
808,hinter::PRP,шеҥге́лне,darrera
809,unter::PRP,йыма́лне,sota
810,durch::PRP,вошт,per
811,neben::PRP,вокте́н,al costāt de
812,zwischen::PRP,кокла́ште,entre
813,wegen::PRP,верч,a causa de
814,dies::PRN,ти́де,aquest
815,das::PRN,са́де,això
816,alles::PRN,чыла́,tot
817,ich::PRN,мый,jo
818,du::PRN,тый,tu
819,er::PRN,ту́до,ell
820,wir::PRN,ме,nosaltres
821,ihr::PRN,те,vosaltres
822,sie::PRN,ну́но,ells
823,sie::PRN,ну́но,elles
824,was::FPRN,мо,què
825,wer::FPRN,кӧ,qui
826,wo::FADV,куша́н,on
827,wohin::FADV,куш,cap a on
828,wohin::FADV,ку́шко,cap a on
829,wie::FADV,кузе́,com
830,warum::FADV,мо,per què
831,warum::FADV,мола́н,per què
832,wieviel::FNUM,куна́р,quant
833,eins::NUM,ик,u
834,zwei::NUM,ко́кыт,dos
835,drei::NUM,кум,tres
836,vier::NUM,ныл,quatre
837,fünf::NUM,вич,cinc
838,sechs::NUM,куд,sis
839,sieben::NUM,шым,set
840,acht::NUM,канда́ш,vuit
841,neun::NUM,инде́ш,nou
842,zehn::NUM,лу,deu
843,elf::NUM,лати́к,onze
844,zwölf::NUM,латко́к,dotze
845,zwanzig::NUM,ко́ло,vint
846,dreißig::NUM,ку́мло,trenta
847,vierzig::NUM,ны́лле,quaranta
848,fünfzig::NUM,ви́тле,cinquanta
849,sechzig::NUM,ку́дло,seixanta
850,siebzig::NUM,шы́мле,setanta
851,achtzig::NUM,канда́шле,vuitanta
852,neunzig::NUM,инде́шле,noranta
853,hundert::NUM,шӱ́дӧ,cent
854,tausend::NUM,тӱже́м,mil
855,und::CNJ,да,i
856,und::CNJ,ден,i
857,oder::CNJ,я,o
858,oder::CNJ,а́ле,o
859,stehen::V,шога́ш,estar de peu
860,sitzen::V,шинча́ш,seure
861,liegen::V,кия́ш,jeure
862,hängen::V,кеча́ш,penjar
863,werden::V,лия́ш,fer-se
864,werden::V,лия́ш,posar-se
865,passieren::V,лия́ш,succeir
866,beginnen::V,тӱҥгала́ш,iniciar-se
867,enden::V,пыта́ш,acabar-se
868,enden::V,пыта́ш,terminar-se
869,wechseln::V,вашталта́ш,canviar
870,aufgehen[Sonne]::V,лекта́ш,sortir
871,untergehen[Sonne]::V,шинча́ш,posar-se
872,scheinen[Sonne]::V,волгалта́ш,brillar
873,donnern::V,кӱдырта́ш,tronar
874,donnern::V,сургалта́ш,tronar
875,wehen::V,пуа́ш,bufar
876,strömen::V,шийалтара́ш,afluir
877,fließen::V,йога́ш,fluir
878,sich drehen::V,пӧрда́ш,girar
879,schwanken::V,лӱҥга́ш,vacil·lar
880,schwanken::V,тайныла́ш,vacil·lar
881,schwingen::V,рӱпшалта́ш,oscil·lar
882,fallen::V,воза́ш,caure
883,fallen::V,воза́ш,tombar
884,fallen::V,йӧрла́ш,caure
885,fallen::V,йӧрла́ш,tombar
886,brennen::V,йӱла́ш,cremar
887,rauchen::V,шикша́ш,fumejar
888,regnen::V,йӱра́ш,ploure
889,gefrieren::V,кылма́ш,gelar-se
890,gefrieren::V,ияҥа́ш,gelar-se
891,tauen::V,шула́ш,fondre's
892,schmelzen::V,лева́ш,fondre's
893,trocknen::V,кошка́ш,assecar-se
894,sieden::V,шола́ш,bullir
895,faulen::V,шӱя́ш,podrir-se
896,verfaulen::V,шӱйы́н шуа́ш,podrir-se
897,reißen::V,кӱрла́ш,trencar-se
898,versinken::V,пуре́н кая́ш,enfonsar-se
899,vergehen::V,эрте́н кая́ш,passar
900,erscheinen::V,толы́н лекта́ш,aparèixer
901,verschwinden::V,йома́ш,desaparèixer
902,sinken::V,пуча́ш,baixar
903,sinken::V,пуча́ш,descendir
904,abnehmen::V,пуча́ш,decréixer
905,zunehmen::V,шукема́ш,augmentar
906,steigen::V,нӧлталта́ш,pujar
907,wachsen::V,кушка́ш,créixer
908,glänzen::V,йылгыжа́ш,brillar
909,glänzen::V,йылгыжа́ш,resplendir
910,funkeln::V,чолга́ш,espurnejar
911,lärmen::V,рӱшка́ш,fer soroll
912,läuten::V,мура́ш,sonar
913,klingeln::V,йыҥгырта́ш,trucar
914,klirren::V,чылдыртата́ш,dringar
915,brausen::V,лӱшка́ш,rugir
916,rauschen::V,лыжга́ш,murmurar
917,klingen::V,йоҥга́ш,sonar
918,bellen::V,опта́ш,lladrar
919,heulen::V,урмыжа́ш,udolar
920,blasen::V,пуала́ш,bufar
921,pfeifen::V,шӱ́шкаш,xiular
922,schreien::V,кычкыра́ш,cridar
923,stöhnen::V,йыҥыса́ш,gemegar
924,zittern::V,чытыра́ш,tremolar
925,leben::V,ила́ш,vīure
926,geboren werden::V,шоча́ш,néixer
927,atmen::V,шӱла́ш,respirar
928,trinken::V,йӱа́ш,beure
929,essen::V,кочка́ш,menjar
930,schlucken::V,нела́ш,empassar-se
931,müde werden::V,ноя́ш,cansar-se
932,einschlafen::V,мале́н колта́ш,adormir-se
933,schlafen::V,мала́ш,dormir
934,aufwachen::V,помыжалта́ш,despertar-se
935,aufstehen::V,кынела́ш,llevar-se
936,sich erholen::V,кана́ш,descansar
937,krank werden::V,черлане́н воза́ш,posar-se malalt
938,krank sein::V,черлане́н кия́ш,estar malalt
939,schmerzen::V,коршта́ш,doldre
940,husten::V,кокыра́ш,tossir
941,genesen::V,тӱрла́ш,recuperar-se
942,genesen::V,тазаҥа́ш,recuperar-se
943,sterben::V,кола́ш,morir
944,umkommen::V,вуй йома́ш,perir
945,sich bewegen::V,кошта́ш,moure's
946,sich rühren::V,тарвана́ш,moure's
947,sich erheben::V,кынела́ш,aixecar-se
948,sich setzen::V,шинча́ш,asseure's
949,hinfallen::V,йӧрла́ш,caure's
950,laufen::V,кошта́ш,caminar
951,schreiten::V,ошкыла́ш,procedir
952,spazierengehen::V,гуля́яш,passejar
953,eilen::V,вашка́ш,anar corrent
954,sich beeilen::V,вашкешта́ш,afanyar-se
955,sausen::V,юлтка́ш,córrer
956,rennen::V,куржтала́ш,córrer
957,springen::V,тӧршта́ш,saltar
958,klettern::V,кӱза́ш,escalar
959,schaukeln::V,лӱҥгалта́ш,gronxar-se
960,schaukeln::V,лӱҥгалта́ш,balancejar-se
961,kriechen::V,нушка́ш,reptar
962,kriechen::V,нушка́ш,arrossegar-se
963,schwimmen::V,ия́ш,nadar
964,tauchen::V,шуҥгалта́ш,bussejar
965,tauchen::V,шуҥгалта́ш,submergir-se
966,rudern::V,удыра́ш,remar
967,fahren::V,кудала́ш,anar
968,fliegen::V,чоҥешта́ш,volar
969,gehen::V,кая́ш,caminar
970,weggehen::V,кораҥа́ш,anar-se'n
971,abfahren::V,лекта́ш,partir
972,anhalten::V,чарна́ш,aturar-se
973,hineingehen::V,пура́ш,entrar
974,eintreten::V,пура́ш,entrar
975,kommen::V,тола́ш,venir
976,ankommen::V,шуа́ш,arribar
977,zurückkommen::V,пӧртыла́ш,tornar
978,bleiben::V,кода́ш,quedar-se
979,warten::V,вуча́ш,esperar
980,erwarten::V,вуча́ш,esperar
981,suchen::V,кычала́ш,buscar
982,finden::V,муа́ш,trobar
983,versuchen::V,толаша́ш,intentar
984,vorbereiten::V,ямдыла́ш,preparar
985,lieben::V,йӧрата́ш,estimar
986,mögen::V,йӧрата́ш,agradar a
987,lachen::V,воштыла́ш,riure
988,rühren::V,ку́мыл тарвата́ш,commoure
989,rühren::V,ку́мыл тарвата́ш,emocionar
990,weinen::V,шорта́ш,plorar
991,schimpfen::V,каргаша́ш,renyar
992,sich ärgern::V,сыра́ш,enfadar-se
993,sich fürchten::V,лӱда́ш,tenir por
994,fürchten::V,лӱда́ш,témer
995,fliehen::V,куржа́ш,fugir
996,flüchten::V,куржа́ш,refugiar-se
997,sehen::V,ужа́ш,veure
998,anschauen::V,онча́ш,mirar
999,ansehen::V,эскера́ш,mirar
1000,hören::V,кола́ш,oir
1001,zuhören::V,колышта́ш,escoltar
1002,probieren::V,тамла́ш,provar
1003,riechen::V,ӱпшынча́ш,olorar
1004,fühlen::V,шижа́ш,sentīr
1005,scheinen::V,чуча́ш,semblar
1006,zu sehen sein::V,коя́ш,poder-se veure
1007,vernehmen::V,кола́ш,percebre
1008,frieren::V,кылма́ш,tenir fred
1009,tun::V,ышта́ш,fer
1010,können::V,мошта́ш,poder
1011,wollen::V,тӱна́ш,voler
1012,anfangen::V,тӱҥала́ш,iniciar
1013,beenden::V,пытара́ш,acabar
1014,aufhören::V,чарна́ш,deixar
1015,gelingen::V,сай лекта́ш,sortir bé
1016,geraten::V,лекта́ш,sortir
1017,öffnen::V,поча́ш,obrir
1018,schließen::V,петыра́ш,tancar
1019,stellen::V,шында́ш,posar
1020,stellen::V,шында́ш,col·locar
1021,setzen::V,шында́ш,assentar
1022,legen::V,опта́ш,posar
1023,legen::V,пышта́ш,posar
1024,berühren::V,тӱка́ш,tocar
1025,verbinden::V,пида́ш,unir
1026,verbinden::V,пида́ш,connectar
1027,bedecken::V,леведа́ш,tapar
1028,bedecken::V,леведа́ш,cobrir
1029,aufhängen::V,сака́ш,penjar
1030,anzünden::V,чӱкта́ш,encendre
1031,aufheben::V,нӧлтала́ш,aixecar
1032,zurücklassen::V,кода́ш,deixar
1033,verlieren::V,йомдара́ш,pērdre
1034,fallen lassen::V,воза́ш,deixar caure
1035,machen::V,ышта́ш,fer
1036,herstellen::V,ямдыла́ш,producir
1037,bauen::V,чоҥа́ш,construir
1038,reparieren::V,ачала́ш,reparar
1039,verbessern::V,саемда́ш,millorar
1040,ändern::V,весемда́ш,canviar
1041,graben::V,кӱнча́ш,cavar
1042,beugen::V,пӱгырта́ш,doblegar
1043,biegen::V,лывырта́ш,corbar
1044,biegen::V,лывырта́ш,arquejar
1045,drehen::V,пӱтыра́ш,girar
1046,wenden::V,ирала́ш,girar
1047,umdrehen::V,савырала́ш,voltar
1048,heben::V,нӧлта́ш,pujar
1049,heben::V,нӧлта́ш,aixecar
1050,hochheben::V,нӧлта́ш,aixecar
1051,ergreifen::V,руалта́ш,agafar
1052,halten::V,куча́ш,mantenir
1053,drücken::V,иша́ш,prémer
1054,drücken::V,иша́ш,estrènyer
1055,drücken::V,темда́ш,prémer
1056,drücken::V,темда́ш,estrènyer
1057,schieben::V,шӱкала́ш,empènyer
1058,kratzen::V,удыра́ш,raspar
1059,lecken::V,нула́ш,llepar
1060,beißen::V,пура́ш,mossegar
1061,abreißen::V,кӱрла́ш,arrencar
1062,abschneiden::V,пӱчка́ш,tallar
1063,binden::V,кылда́ш,lligar
1064,stecken::V,шуралта́ш,ficar
1065,brechen::V,тодышта́ш,trencar
1066,klopfen::V,кыра́ш,trucar
1067,hauen::V,тӱя́ш,picar
1068,hauen::V,тӱя́ш,colpejar
1069,kleben::V,клеитла́ш,enganxar
1070,reiben::V,йыга́ш,fregar
1071,reiben::V,туржала́ш,fregar
1072,streichen::V,шӱра́ш,untar
1073,schleifen::V,шума́ш,afilar
1074,schleifen::V,шума́ш,esmolar
1075,schleifen::V,яна́ш,afilar
1076,schleifen::V,яна́ш,esmolar
1077,schneiden::V,пӱчка́ш,tallar
1078,rütteln::V,рӱза́ш,sacsejar
1079,schütteln::V,почка́ш,agitar
1080,schütteln::V,почка́ш,sacsejar
1081,schwenken::V,рӱза́ш,agitar
1082,schütten::V,опта́ш,abocar
1083,füllen::V,тема́ш,omplir
1084,einwickeln::V,вӱдыла́ш,embolicar
1085,tragen::V,нумала́ш,dur
1086,tragen::V,нумала́ш,portar
1087,schleppen::V,шӱдыра́ш,arrossegar
1088,ziehen::V,шупша́ш,tirar
1089,ziehen::V,шупша́ш,estirar
1090,aufbewahren::V,арала́ш,conservar
1091,werfen::V,шуа́ш,llançar
1092,werfen::V,кышка́ш,llançar
1093,fangen::V,куча́ш,agafar
1094,fangen::V,куча́ш,atrapar
1095,packen::V,руалта́ш,engrapar
1096,verstecken::V,тоя́ш,amagar
1097,teilen::V,пӧла́ш,dividir
1098,schicken::V,колта́ш,enviar
1099,bringen::V,конда́ш,portar
1100,hinzufügen::V,ешара́ш,afegir
1101,bekommen::V,нала́ш,obtenir
1102,erhalten::V,нала́ш,rebre
1103,nehmen::V,нала́ш,prendre
1104,wählen::V,сайла́ш,triar
1105,wählen::V,сайла́ш,elegir
1106,auswählen::V,таҥгла́ш,escollir
1107,auswählen::V,таҥгла́ш,seleccionar
1108,bewahren::V,сакла́ш,conservar
1109,behindern::V,чаракла́ш,impedir
1110,behindern::V,чаракла́ш,obstaculitzar
1111,verderben::V,пужа́ш,espatllar
1112,beschädigen::V,пужа́ш,danyar
1113,beschädigen::V,пужа́ш,destrossar
1114,zerbrechen::V,пудырта́ш,trencar
1115,zerreißen::V,кӱрла́ш,estripar
1116,zerstören::V,шалата́ш,destruir
1117,verbrennen::V,йӱлата́ш,cremar
1118,geben::V,пуа́ш,donar
1119,reichen::V,пуа́ш,passar
1120,schenken::V,пӧлекла́ш,regalar
1121,versprechen::V,сӧра́ш,prometre
1122,wünschen::V,тылана́ш,desitjar
1123,loben::V,мокта́ш,elogiar
1124,küssen::V,шупшала́ш,fer un petó a
1125,wiegen::V,рӱпша́ш,bressolar
1126,zudecken::V,леведа́ш,tapar
1127,zudecken::V,леведа́ш,cobrir
1128,wecken::V,помыжалтара́ш,despertar
1129,zeigen::V,ончыкта́ш,mostrar
1130,zeigen::V,ончыкта́ш,ensenyar
1131,führen::V,вӱда́ш,guiar
1132,führen::V,вӱда́ш,conduir
1133,lehren::V,туныкта́ш,ensenyar
1134,unterrichten::V,туныкта́ш,ensenyar
1135,aufziehen::V,орышта́ш,criar
1136,leiten::V,вӱда́ш,dirigir
1137,leiten::V,вуйлата́ш,dirigir
1138,antreiben::V,поктыла́ш,impel·lir
1139,lassen::V,-та́ш,fer
1140,einladen::V,ӱжа́ш,invitar
1141,einladen::V,ӱжа́ш,convidar
1142,vereinigen::V,иктешла́ш,unir
1143,besuchen::V,то́лын кая́ш,visitar
1144,besuchen::V,то́лын кая́ш,anar a veure
1145,treffen::V,вашлия́ш,trobar
1146,sich versammeln::V,погына́ш,reunir-se
1147,sich versammeln::V,чумырга́ш,reunir-se
1148,spielen::V,мода́ш,jugar
1149,singen::V,мура́ш,cantār
1150,tanzen::V,кушта́ш,ballar
1151,sich trennen::V,ойырла́ш,separar-se
1152,verlassen::V,кудалта́ш,deixar
1153,verlassen::V,кудалта́ш,abandonar
1154,retten::V,утара́ш,salvar
1155,bewachen::V,орола́ш,vigilar
1156,schützen::V,арала́ш,protegir
1157,verteidigen::V,арала́ш,defensar
1158,sich schlagen::V,кредала́ш,barallar-se
1159,schießen::V,лӱя́ш,tirar
1160,schießen::V,лӱя́ш,disparar
1161,siegen::V,сеҥа́ш,vèncer
1162,ärgern::V,сырыкта́ш,enfadar
1163,schlagen::V,пера́ш,pegar
1164,schlagen::V,пера́ш,colpejar
1165,treten::V,тошка́ш,donar un cop de peu a
1166,stechen::V,кера́ш,punxar
1167,stechen::V,кера́ш,apunyalar
1168,stoßen::V,шӱкала́ш,empènyer
1169,stehlen::V,шолышта́ш,robar
1170,stören::V,мешая́ш,molestar
1171,belästigen::V,толаштара́ш,importunar
1172,verbergen::V,шылта́ш,amagar
1173,verbergen::V,шылта́ш,ocultar
1174,täuschen::V,ондала́ш,enganyar
1175,betrügen::V,ондала́ш,estafar
1176,töten::V,пушта́ш,matar
1177,wohnen::V,ила́ш,vīure
1178,wohnen::V,ила́ш,habitar
1179,arbeiten::V,пашалана́ш,treballar
1180,arbeiten::V,паша́м ышта́ш,treballar
1181,sammeln::V,пога́ш,col·leccionar
1182,pflücken::V,кӱра́ш,collir
1183,jagen::V,сонарла́ш,caçar
1184,fischen::V,кол куча́ш,pescar
1185,fassen::V,куча́ш,atrapar
1186,hüten::V,кӱта́ш,pasturar
1187,treiben::V,покта́ш,arriar
1188,anbinden::V,йолышта́ш,lligar
1189,füttern::V,пукша́ш,donar menjar a
1190,melken::V,лӱшта́ш,munyir
1191,hacken::V,руа́ш,picar
1192,hacken::V,руа́ш,tallar
1193,gießen::V,шава́ш,regar
1194,reifen::V,кӱа́ш,madurar
1195,zubereiten::V,ямдыла́ш,preparar
1196,kochen::V,шолта́ш,coure
1197,backen::V,кӱкташ,coure al forn
1198,braten::V,пуштыла́ш,rostir
1199,braten::V,жаритла́ш,rostir
1200,umrühren::V,луга́ш,remenar
1201,stricken::V,пида́ш,tricotar
1202,stricken::V,пида́ш,fer punt de mitja
1203,nähen::V,урга́ш,cosir
1204,färben::V,чиялта́ш,tenyir
1205,reinigen::V,эрыкта́ш,netejar
1206,waschen::V,мушка́ш,rentār
1207,abwischen::V,ӱшта́ш,eixugar
1208,spülen::V,шӱалта́ш,esbandir
1209,fegen::V,ӱшта́ш,escombrar
1210,kehren::V,ӱшта́ш,escombrar
1211,baden::V,йӱштыла́ш,banyar-se
1212,sich waschen::V,мушкылта́ш,rentār-se
1213,ausziehen::V,кудаша́ш,treure's
1214,anziehen::V,чия́ш,posar-se
1215,sich anziehen::V,чия́ш,vestir-se
1216,kämmen::V,шера́ш,pentinar
1217,schmücken::V,тӱзата́ш,adornar
1218,schmücken::V,чеверта́ш,adornar
1219,sagen::V,ойла́ш,dir
1220,sagen::V,каласа́ш,dir
1221,sprechen::V,кутыра́ш,parlar
1222,reden::V,мутлана́ш,parlar
1223,sich unterhalten::V,кутыра́ш,conversar
1224,fragen::V,йода́ш,preguntar
1225,bitten::V,йода́ш,demanar
1226,erzählen::V,ойла́ш,contar
1227,erzählen::V,ойла́ш,explicar
1228,mitteilen::V,увертара́ш,comunicar
1229,nennen::V,лӱмда́ш,nomenar
1230,rufen::V,ӱжа́ш,cridar
1231,prahlen::V,моктана́ш,lloar-se
1232,prahlen::V,моктана́ш,jactar-se
1233,übersetzen::V,кусара́ш,traduir
1234,denken::V,шона́ш,pensar
1235,glauben::V,ӱшана́ш,creure
1236,bemerken::V,шижа́ш,notar
1237,erkennen::V,пала́ш,reconèixer
1238,begreifen::V,ыҥла́ш,comprendre
1239,verstehen::V,умыла́ш,entendre
1240,lernen::V,тунема́ш,aprendre
1241,wissen::V,шинча́ш,saber
1242,sich erinnern an::V,шарна́ш,recordar
1243,vergessen::V,монда́ш,oblidar
1244,messen::V,виса́ш,mesurar
1245,zählen::V,шотла́ш,comptar
1246,rechnen::V,шотла́ш,calcular
1247,lesen::V,луда́ш,llegir
1248,malen::V,сӱретла́ш,pintar
1249,zeichnen::V,сӱретла́ш,dibuixar
1250,schreiben::V,воза́ш,escrīure
1251,besitzen::V,лия́ш,posseir
1252,kaufen::V,нала́ш,comprar
1253,verkaufen::V,ужала́ш,vendre
1254,bezahlen::V,тӱла́ш,pagar
1255,zahlen::V,тӱла́ш,pagar per
1256,beherrschen::V,куча́ш,dominar
1257,ertragen::V,турка́ш,aguantar
