,Concept_ID,lbe,uz
731,wo::FADV,чув,qaerda
732,wohin::FADV,чун,qayerga
733,wie::FADV,цукун,qanday
734,warum::FADV,цан,nega
735,wieviel::FNUM,циксса,qancha
736,eins::NUM,ца,bir
737,zwei::NUM,кӏива,ikki
738,drei::NUM,шамма,uch
739,vier::NUM,мукьа,to'rt
740,vier::NUM,мукьва,to'rt
741,fünf::NUM,ххюва,besh
742,sechs::NUM,ряхва,olti
743,sieben::NUM,арула,etti
744,acht::NUM,мяйва,sakkiz
745,neun::NUM,урчӏва,to'qqiz
746,zehn::NUM,ацӏва,o'n
747,elf::NUM,ацӏния цава,o'n bir
748,zwölf::NUM,ацӏиия кӏива,o'n ikki
749,zwanzig::NUM,кьува,yigirma
750,dreißig::NUM,зувира,o'ttiz
751,vierzig::NUM,мукьцӏала,qirq
752,fünfzig::NUM,ххюцӏала,ällik
753,sechzig::NUM,ряхцӏала,oltmish
754,achtzig::NUM,мяйцӏала,sakson
755,neunzig::NUM,урчӏцӏала,to'qson
756,hundert::NUM,ттурш,yuz
757,hundert::NUM,ттуршва,yuz
758,tausend::NUM,азарва,ming
759,und::CNJ,-гу,va
760,oder::CNJ,я,yo
761,oder::CNJ,ягу,yo
762,stehen::V,ацӏан,turmoq
763,sitzen::V,щяивкӏун икӏан,o'tirmoq
764,liegen::V,утту нвхьуну икӏан,yotmoq
765,hängen::V,зурчӏай тӏун,osilmoq
766,werden::V,хьун,bo'lmoq
767,passieren::V,хьун,bo'lib o'tmoq
768,beginnen::V,дайдишин,boshlanmoq
769,beginnen::V,дайдирхьуну дикӏан,boshlanmoq
770,enden::V,къуртал дан,bitmoq
771,wechseln::V,даххана хьун,o'zgarmoq
772,wechseln::V,даххана дуллан,o'zgarmoq
773,aufgehen[Sonne]::V,буклай бур,chiqmoq
774,untergehen[Sonne]::V,лаглай бур,botmoq
775,scheinen[Sonne]::V,битан,yaraqlamoq
776,scheinen[Sonne]::V,чани буллан,yaraqlamoq
777,donnern::V,тӏий бур,gulduramoq
778,wehen::V,бишлай бур,elpimoq
779,strömen::V,экьинан,oqmoq
780,fließen::V,экьинан,oqmoq
781,sich drehen::V,гьанан,aylanmoq
782,schwanken::V,хъюлчу тӏун,qoqilmoq
783,schwanken::V,хӏуркку тӏун,qoqilmoq
784,schwingen::V,хъюлчай тӏун,lopillamoq
785,schwingen::V,хъюлчу тӏун,lopillamoq
786,fallen::V,багьлан,tushmoq
787,brennen::V,ччучлан,yonmoq
788,rauchen::V,пуркӏу тӏун,tutamoq
789,regnen::V,лачӏун,yomg'ir yog'moq
790,regnen::V,лачIлай дур,yomg'ir yog'moq
791,gefrieren::V,микӏ лачӏун,muzlamoq
792,tauen::V,баслан,ärimoq
793,schmelzen::V,баслан,ärimoq
794,trocknen::V,кьакьан,qurimoq
795,sieden::V,щаран,qaynamoq
796,faulen::V,аьллан,chirimoq
797,verfaulen::V,аьллан,chirimoq
798,verfaulen::V,аьян,chirimoq
799,reißen::V,ххя дукан,qayt qilmoq
800,versinken::V,оькьлан,g'arq bo'lmoq
801,versinken::V,оькьан,g'arq bo'lmoq
802,vergehen::V,лялиян,o'tmoq
803,erscheinen::V,буккан,zuhur ätmoq
804,erscheinen::V,загьир хьун,zuhur ätmoq
805,verschwinden::V,бат хьун,yo'qolmoq
806,verschwinden::V,акъа хьун,yo'qolmoq
807,sinken::V,чахь учин,pasaymoq
808,abnehmen::V,чан хьун,kamaymoq
809,abnehmen::V,ссуссукьу хьун,kamaymoq
810,zunehmen::V,гьарза хьун,urchimoq
811,steigen::V,гьаз хьун,oshmoq
812,wachsen::V,ххяххан,o'smoq
813,glänzen::V,цӏай буккан,porlamoq
814,funkeln::V,цӏай-цӏай тӏун,yalt ätmoq
815,lärmen::V,чӏу буллан,taraq ätmoq
816,lärmen::V,аьлагъужа буллан,taraq ätmoq
817,läuten::V,занг ришлан,jiringlamoq
818,läuten::V,занг дуллан,jiringlamoq
819,klingeln::V,занг ришлан,jiringlamoq
820,klingeln::V,занг дуллан,jiringlamoq
821,brausen::V,никъащилан,vag'illamoq
822,rauschen::V,щурщур тӏун,shitirlamoq
823,klingen::V,чӏу буклан,yangramoq
824,bellen::V,хӏап тӏун,hurmoq
825,blasen::V,уф тӏун,puflamoq
826,pfeifen::V,щютӏа тӏун,xushtak chalmoq 
827,schreien::V,чӏу бан,qiyqirmoq
828,stöhnen::V,угь-къак тӏун,nola qilmoq
829,zittern::V,зурзу чин,titramoq
830,zittern::V,зурзу тӏун,titramoq
831,leben::V,ялапар хъанан,yashamoq
832,geboren werden::V,ан,tug'ilmoq
833,atmen::V,ссихӏ ласлан,nafas chiqarmoq
834,atmen::V,ссихӏ бигьлан,nafas chiqarmoq
835,trinken::V,хӏачӏан,ichmoq
836,trinken::V,хӏачӏлан,ichmoq
837,essen::V,канан,emoq
838,schlucken::V,кьюлтӏа тӏун,yutmoq
839,müde werden::V,аьхчӏин,horimoq
840,einschlafen::V,шанан икӏан,uxlab qolmoq
841,schlafen::V,шанан,uxlamoq
842,aufwachen::V,чантӏ учин,uyg'onmoq
843,aufstehen::V,бизан,qo'pmoq
844,sich erholen::V,бигьалаган,dam olmoq
845,krank werden::V,къашай хьун,kasallanmoq
846,krank sein::V,къашай хъанан,betob yotmoq
847,krank sein::V,къашавай икӏан,betob yotmoq
848,schmerzen::V,цӏун,og'rimoq
849,husten::V,хъугьу чин,yo'talmoq
850,husten::V,хъугьу тӏун,yo'talmoq
851,genesen::V,хъин хьун,tuzalmoq
852,genesen::V,сагъ лаган,tuzalmoq
853,sterben::V,ивчӏан,o'lmoq
854,umkommen::V,лиллан,halok bo'lmoq
855,umkommen::V,литӏлан,halok bo'lmoq
856,umkommen::V,ажал биян,halok bo'lmoq
857,umkommen::V,личӏи хьун,halok bo'lmoq
858,umkommen::V,иакьлу хьун,halok bo'lmoq
859,umkommen::V,ахир жан хъанан,halok bo'lmoq
860,umkommen::V,рухӏирачӏа икӏан,halok bo'lmoq
861,sich bewegen::V,сукку хьун,harakat qilmoq
862,sich rühren::V,сукку хьун,qimirlamoq
863,sich erheben::V,бизан,qo'pmoq
864,sich setzen::V,щяикӏан,o'tirmoq
865,sich setzen::V,щябикӏан,o'tirmoq
866,hinfallen::V,багьан,yiqilmoq
867,laufen::V,занан,yurmoq
868,schreiten::V,ша ласлан,yurmoq
869,spazierengehen::V,сайр буллан,sayr ätmoq
870,eilen::V,анавар буккан,tezlamoq
871,sich beeilen::V,анавар буккан,shoshmoq
872,sausen::V,никъа щилан,chopqillamoq
873,sausen::V,никъа щун,chopqillamoq
874,rennen::V,лечлан,yugurmoq
875,springen::V,тӏанкӏ дан,sakramoq
876,klettern::V,лахълан,yuqorilamoq
877,schaukeln::V,гьайжак бигьлан,irg'amoq
878,kriechen::V,ххярк тӏун,ämaklamoq
879,schwimmen::V,гьузун,suzmoq
880,tauchen::V,лултту уккан,chu'mmoq
881,rudern::V,бяхлан,eshkak eshmoq
882,rudern::V,батӏлан,eshkak eshmoq
883,rudern::V,ххялаххи дуклан,eshkak eshmoq
884,fahren::V,гьан,haydamoq
885,fliegen::V,лехлан,uchmoq
886,gehen::V,нан,bormoq
887,weggehen::V,ялагьан,ketoq
888,abfahren::V,гьан,jo'namoq
889,anhalten::V,бацӏан,to'xtamoq
890,hineingehen::V,буххан,kirmoq
891,eintreten::V,буххан,kirmoq
892,kommen::V,учӏан,kelmoq
893,ankommen::V,биян,etib kelmoq
894,ankommen::V,бучӏан,etib kelmoq
895,zurückkommen::V,зана хъун,qaytib kelmoq
896,zurückkommen::V,зана бикӏан,qaytib kelmoq
897,bleiben::V,личӏан,qolmoq
898,warten::V,ялугьлан,poylamoq
899,erwarten::V,ялугьлан,kutmoq
900,suchen::V,луглан,izlamoq
901,finden::V,лякъин,topmoq
902,versuchen::V,ххал буллан,chalishmoq
903,vorbereiten::V,хӏадур бан,hozirlamoq
904,lieben::V,эшкьи хьуиу бикӏан,sevmoq
905,mögen::V,ххиран бикӏан,ardoqlamoq
906,lachen::V,хъян,kulmoq
907,weinen::V,аьтӏун,yig'lamoq
908,schimpfen::V,дяъван,koyinmoq
909,schimpfen::V,ссугайи агьан,koyinmoq
910,sich ärgern::V,ссибизлан,g'azab qilmoq
911,sich fürchten::V,ингъауслан,hurkmoq
912,fürchten::V,хӏучӏ тӏун,qo'rqmoq
913,fliehen::V,ака бан,qochmoq
914,flüchten::V,лихъан,qochmoq
915,sehen::V,чӏалан,ko'rmoq
916,anschauen::V,урган,razm solmoq
917,ansehen::V,буруглан,razm qilmoq
918,hören::V,баллан,äshitmoq
919,zuhören::V,вичӏи дихьлан,tinglamoq
920,probieren::V,тӏин ххал буллан,tatib ko'rmoq
921,riechen::V,ссунтӏа тӏун,iskamoq
922,fühlen::V,дакӏнил буслан,sezmoq
923,scheinen::V,ххан,tuyilmoq
924,scheinen::V,бизан,tuyilmoq
925,scheinen::V,ххан бикӏлай бикӏан,tuyilmoq
926,vernehmen::V,баян,äshitmoq
927,frieren::V,лигьулул хъанан,sovuq qotmoq
928,tun::V,бан,ätmoq
929,können::V,хьун,-a olmoq
930,können::V,хьун,-y olmoq
931,anfangen::V,дайдишин,boshlamoq
932,beenden::V,къуртал бан,bitirmoq
933,aufhören::V,кьабагьан,tinmoq
934,gelingen::V,бюхъан,muvaffaqiyat qozonmoq
935,öffnen::V,тӏитӏин,ochmoq
936,schließen::V,лакьин,yopmoq
937,stellen::V,дацӏан дан,qo'ymoq
938,stellen::V,бишин,qo'ymoq
939,setzen::V,щяитан,o'tqazmoq
940,legen::V,бишин,yotqizmoq
941,berühren::V,ка щун,tegmoq
942,verbinden::V,бахӏин,ulamoq
943,verbinden::V,дахӏин,ulamoq
944,bedecken::V,ялтту бущин,bekitmoq
945,bedecken::V,ялтту бакьин,bekitmoq
946,aufhängen::V,лахъан,ildirmoq
947,anzünden::V,лахъан,yondirmoq
948,aufheben::V,гьаз бан,ko'tarmoq
949,zurücklassen::V,кьаитан,ayrilmoq
950,zurücklassen::V,битан,ayrilmoq
951,verlieren::V,дакъа дан,yo'qotmoq
952,fallen lassen::V,рутан,tushirmoq
953,machen::V,дан,qilmoq
954,herstellen::V,яраг ишла бувиу бан,chiqarmoq
955,bauen::V,дан,solmoq
956,reparieren::V,дакьин дан,tuzatmoq
957,verbessern::V,ххуй дан,isloh qilmoq
958,ändern::V,баххана бан,o'zgartirmoq
959,graben::V,дуклан,qazimoq
960,beugen::V,лахӏан бан,bukmoq
961,beugen::V,кьус бикӏан,bukmoq
962,biegen::V,баччин,bukmoq
963,biegen::V,лахӏан бан,bukmoq
964,drehen::V,гьанан,aylantirmoq
965,wenden::V,кӏура баен бан,burmoq
966,umdrehen::V,кӏура баен бан,ag'darmoq
967,heben::V,гьаз бан,yuksaltirmoq
968,hochheben::V,гьаз бан,ko'tarmoq
969,ergreifen::V,хъап дан,tutamlamoq
970,ergreifen::V,хъап увиу угьан,tutamlamoq
971,halten::V,бугьлан,tutmoq
972,drücken::V,кьюч бигьлан,bosmoq
973,schieben::V,щун,surmoq
974,lecken::V,ланцӏа тӏун,mijimoq
975,beißen::V,хъапа тӏун,tishlamoq
976,beißen::V,кьацӏа тӏун,tishlamoq
977,abreißen::V,буцан,emirmoq
978,abschneiden::V,бухъан,cho'rt kesmoq
979,abschneiden::V,кьукьин,cho'rt kesmoq
980,binden::V,бахӏин,bog'lamoq
981,binden::V,дахӏин,bog'lamoq
982,brechen::V,гъагъан,sindirmoq
983,klopfen::V,кьутӏа тӏун,dukurlamoq
984,hauen::V,рищун,urmoq
985,kleben::V,лачӏун буллан,yopishtirmoq
986,reiben::V,ссуку буллан,surkamoq
987,streichen::V,дугъан,surkamoq
988,streichen::V,аьгъу дан,surkamoq
989,schneiden::V,духълан,kesmoq
990,schneiden::V,кьукьлан,kesmoq
991,schütteln::V,хъюлчу буллан,chayqamoq
992,schwenken::V,палцӏ дуллан,chayqatmoq
993,schütten::V,рутӏин,quymoq
994,füllen::V,буцӏин бан,to'ldirmoq
995,einwickeln::V,кай-кай бан,chulg'amoq
996,tragen::V,ларсун занан,tashimoq
997,tragen::V,ларсун ачин,tashimoq
998,schleppen::V,ххилан,sudramoq
999,aufbewahren::V,ядан,tutmoq
1000,aufbewahren::V,ядуллан,tutmoq
1001,werfen::V,личин,tashlamoq
1002,fangen::V,бугьан,tutmoq
1003,fangen::V,бугьлан,tutmoq
1004,verstecken::V,ладитан,yashirmoq
1005,verstecken::V,кьюлтӏ дан,yashirmoq
1006,verstecken::V,дахьлаган дан,yashirmoq
1007,teilen::V,бачӏин,bo'lmoq
1008,teilen::V,бутӏа бан,bo'lmoq
1009,schicken::V,тӏайла буккан,yubormoq
1010,bringen::V,диян дан,keltirmoq
1011,hinzufügen::V,ххи бан,tirkamoq
1012,bekommen::V,ласун,olmoq
1013,erhalten::V,ласун,olmoq
1014,nehmen::V,ласун,olmoq
1015,wählen::V,бувчӏин,saylamoq
1016,auswählen::V,бувчӏин,saylamoq
1017,auswählen::V,язи бугьан,saylamoq
1018,bewahren::V,ядан,saqlamoq
1019,behindern::V,дайщишруду дуллан,xalal bermoq
1020,verderben::V,зия дан,xazon qilmoq
1021,beschädigen::V,зарал буллан,buzmoq
1022,zerbrechen::V,гьагъан,sindirmoq
1023,zerbrechen::V,гьагъан бан,sindirmoq
1024,zerreißen::V,ххяхха дуккан,yirtmoq
1025,zerstören::V,лекьан дан,vayron qilmoq
1026,verbrennen::V,ччуччин,kuydirmoq
1027,geben::V,дулун,bermoq
1028,reichen::V,дулун,bermoq
1029,schenken::V,пишкаш дан,sovg'a qilmoq
1030,schenken::V,багъишла дан,sovg'a qilmoq
1031,schenken::V,ихӏсандалун дуллун,sovg'a qilmoq
1032,versprechen::V,банна чин,va'da bermoq
1033,loben::V,цӏа дан,maqtamoq
1034,küssen::V,ппай тӏун,o'pmoq
1035,wiegen::V,гьуркку тӏун,tebratmoq
1036,wiegen::V,гьуркку буллан,tebratmoq
1037,wiegen::V,гьуркку бан,tebratmoq
1038,wecken::V,чантӏ учин ан,uyg'otmoq
1039,zeigen::V,ккаккан бан,ko'rsatmoq
1040,führen::V,буцин,boshlik bo'lmoq
1041,lehren::V,лахьхьин бан,o'rgatmoq
1042,lehren::V,лахьхьин буллан,o'rgatmoq
1043,unterrichten::V,дарс дишаван,dars bermoq
1044,aufziehen::V,хъуна ан,o'stirmoq
1045,aufziehen::V,тарбия ан,o'stirmoq
1046,leiten::V,каялувшиву дан,boshqarmoq
1047,einladen::V,хъамалу оьвчин,taklif kilmoq
1048,vereinigen::V,ца бан,qo'shmoq
1049,besuchen::V,ялун уххан,mehmonga bormoq
1050,treffen::V,хьуна бакьин,duchor bo'lmoq
1051,sich versammeln::V,батӏин,to'planmoq
1052,spielen::V,тӏуркӏу тӏун,o'ynamoq
1053,singen::V,балай тӏун,yalla qilmoq
1054,tanzen::V,къавтӏун,raqs qilmoq
1055,sich trennen::V,ппив хьун,yakkalanmoq
1056,verlassen::V,увккун гьан,qoldirmoq
1057,retten::V,ххассал бан,qutqazmoq
1058,bewachen::V,къарал бан,qo'rimoq
1059,schützen::V,ябан,yoniga olmoq
1060,verteidigen::V,буруччин,yoqlamoq
1061,sich schlagen::V,биян,yoqalashmoq
1062,schießen::V,битлан,otmoq
1063,siegen::V,ххув хьун,engmoq
1064,siegen::V,ххувшаву ласун,engmoq
1065,ärgern::V,ссибизан уллан,jahl chiqarmoq
1066,schlagen::V,рищун,urmoq
1067,stechen::V,кьутӏин,qadamoq
1068,stoßen::V,щун,turtmoq
1069,stehlen::V,дацин,o'g'rilamoq
1070,stören::V,кьючин,tebratmoq
1071,belästigen::V,бизар уллан,g'ashini keltirmoq
1072,verbergen::V,лабитан,berkitmoq
1073,verbergen::V,кӏучӏ бан,berkitmoq
1074,täuschen::V,хъяврин ан,aldamoq
1075,betrügen::V,аьикьин ан,tirriq qilmoq
1076,töten::V,ивчӏан,o'ldirmoq
1077,wohnen::V,оьрму бутлан,istiqomat qilmoq
1078,arbeiten::V,зун,ishlamoq
1079,sammeln::V,ттихӏин,yig'moq
1080,sammeln::V,вив дишин,yig'moq
1081,pflücken::V,риттун,termoq
1082,jagen::V,авли занан,ov qilmoq
1083,fischen::V,чавахъру бугьлан,baliq ovlamoq
1084,fassen::V,бугьан,ilinmoq
1085,hüten::V,урттуйн бакьлан,boqtirmoq
1086,treiben::V,дачин дуллан,haydamoq
1087,treiben::V,лихъан буллан,haydamoq
1088,anbinden::V,бахӏин,bog'lamoq
1089,füttern::V,канаки буллан,edirmoq
1090,melken::V,ттизин,sog'moq
1091,hacken::V,мюрш буллан,chopmoq
1092,hacken::V,мюрш бан,chopmoq
1093,gießen::V,щин дишин,oqizmoq
1094,reifen::V,диян,qizarmoq
1095,zubereiten::V,хӏадур дан,pishirmoq
1096,zubereiten::V,хӏадур бан,pishirmoq
1097,kochen::V,шашан,qaynatmoq
1098,kochen::V,шашан дуллан,qaynatmoq
1099,backen::V,бишлан,yopmoq
1100,backen::V,шахьлан,yopmoq
1101,braten::V,цӏарайх дуллан,qovurmoq
1102,umrühren::V,хӏала бан,atalamoq
1103,stricken::V,щащлан,to'qimoq
1104,stricken::V,щащан,to'qimoq
1105,nähen::V,дуруххан,tikmoq
1106,färben::V,ранг щун,bo'yoqlamoq
1107,reinigen::V,марцӏ бан,tozalamoq
1108,waschen::V,шюшин,yuvmoq
1109,abwischen::V,лишин,surkamoq
1110,spülen::V,вилаган,chaymoq
1111,fegen::V,башин,cho'tkalamoq
1112,kehren::V,бахьлан,supurmoq
1113,baden::V,щинавун учӏлан,cho'milmoq
1114,sich waschen::V,диссун,yuvinmoq
1115,sich waschen::V,лажин диссун,yuvinmoq
1116,sich waschen::V,лажин дислан,yuvinmoq
1117,sich waschen::V,биссун,yuvinmoq
1118,sich waschen::V,чурх бислан,yuvinmoq
1119,ausziehen::V,ликкан,echintirmoq
1120,anziehen::V,лаххан,kiymoq
1121,sich anziehen::V,янна лаххан,kiyinmoq
1122,kämmen::V,ттарал дуккан,taramoq
1123,schmücken::V,чӏюлу бан,yasatmoq
1124,sagen::V,учин,aytmoq
1125,sprechen::V,гъалгъа тӏун,so'zlamoq
1126,reden::V,гъалгъа тӏун,gapirmoq
1127,sich unterhalten::V,гъалгъа тӏун,suhbatlashmoq
1128,fragen::V,цӏуххин,so'ramoq
1129,bitten::V,тавакъю буллан,iltimos qilmoq
1130,erzählen::V,хавар бусан,aytib bermoq
1131,mitteilen::V,баян бан,bildirmoq
1132,mitteilen::V,хавар бан,bildirmoq
1133,nennen::V,цӏа дизан,atamoq
1134,rufen::V,оьвтӏун,chaqirmoq
1135,prahlen::V,цӏа дуллан,gerdaymoq
1136,übersetzen::V,таржума бан,tarjima qilmoq
1137,denken::V,пикри буллан,o'ylamoq
1138,glauben::V,вих хьун,ishonmoq
1139,bemerken::V,хӏисав хъун,payqamoq
1140,erkennen::V,увчӏин,tanimoq
1141,begreifen::V,бувчӏин,tushunmoq
1142,lernen::V,лахьлан,o'qimoq
1143,lernen::V,лахьхьин,o'qimoq
1144,wissen::V,кӏулну бикӏан,bilmoq
1145,wissen::V,хавар бикӏан,bilmoq
1146,sich erinnern an::V,дакӏнин бутан,äsni tanimoq
1147,vergessen::V,хъама битан,unutmoq
1148,messen::V,дуцин дуллан,o'lchamoq
1149,messen::V,дуцин дан,o'lchamoq
1150,zählen::V,дуккин,raqamlamoq
1151,rechnen::V,хӏисав дан,cho'tlamoq
1152,lesen::V,ккалан,o'qimoq
1153,malen::V,сурат дуллан,rasm solmoq
1154,zeichnen::V,сурат дуллан,chizmoq
1155,schreiben::V,чичин,yozmoq
1156,schreiben::V,чичлан,yozmoq
1157,besitzen::V,дуну икӏан,ägalamoq
1158,besitzen::V,дуну дикӏан,ägalamoq
1159,besitzen::V,заллуну икӏан,ägalamoq
1160,kaufen::V,машан ласун,olmoq
1161,verkaufen::V,баххан,sotmoq
1162,bezahlen::V,арцу дулун,to'lamoq
1163,bezahlen::V,багьа булун,to'lamoq
1164,zahlen::V,арцу дулун,to'lamoq
1165,zahlen::V,багьа булун,to'lamoq
1166,beherrschen::V,дуну икӏан,ägalamoq
1167,beherrschen::V,заллуну икӏан,ägalamoq
1168,ertragen::V,бухӏан,chidamoq
1169,Leber::N,,bag'ir
1170,Moor::N,,qir-adir
1171,Anhöhe::N,,adir
1172,Bucht::N,,qo'ltiq
1173,Barsch::N,,olabug'a
1174,Hecht::N,,cho'rtan
1175,Laus::N,,bit
1176,Ruf::N,,chaqiriq
1177,Platz::N,,oralig
1178,Kante::N,,tig'
1179,Größe::N,,kattalik
1180,Menge::N,,miqdor
1181,Figur::N,,shakl
1182,Tasche::N,,kissa
1183,Öl::N,,moy
1184,Schuh::N,,but
1185,Leine::N,,etak
1186,König::N,,qirol
1187,fein::A,,mayin
1188,auf einmal::ADV,,varakay
1189,bald::ADV,,toz
1190,einst::ADV,,avvallari
1191,schon::ADV,,endi
1192,sie::PRN,,ular
1193,siebzig::NUM,,etmish
1194,klirren::V,,sharaqlamoq
1195,heulen::V,,uvlamoq
1196,rühren::V,,ta'sirlantirmoq
1197,zu sehen sein::V,,ko'rinmoq
1198,wollen::V,,istamoq
1199,geraten::V,,bo'lmoq
1200,kratzen::V,,qashimoq
1201,stecken::V,,suqmoq
1202,schleifen::V,,qayramoq
1203,rütteln::V,,chayqamoq
1204,ziehen::V,,tortmoq
1205,packen::V,,opqochmoq
1206,wünschen::V,,orziqmoq
1207,zudecken::V,,yopmoq
1208,antreiben::V,,shoshiltirmoq
1209,lassen::V,,ruxsat bermoq
1210,treten::V,,tepmoq
1211,verstehen::V,,anglamoq
