,Concept_ID,fr,cv
131,Ufer::N,bord,ҫыран
132,Ufer::N,rivage,ҫыран
133,Küste::N,côte,тинӗс ҫыранӗ
134,Festland::N,terre ferme,тип ҫӗр
135,Meer::N,mer,тинӗс
136,Bucht::N,baie,тинӗс кукӑрӗ
137,Insel::N,île,утрав
138,Blume::N,fleur,чечек
139,Gras::N,herbe,курӑк
140,Wurzel::N,racine,тымар
141,Baum::N,arbre,йывӑҫ
142,Stamm::N,tronc,вулӑ
143,Rinde::N,écorce,хуйӑр
144,Ast::N,branche,турат
145,Zweig::N,rameau,турат
146,Blatt::N,feuille,ҫулҫӑ
147,Birke::N,bouleau,хурӑн
148,Kiefer[Baum]::N,pin,хыр
149,Weide[Baum]::N,saule,хӑва
150,Tanne::N,sapin,чӑрӑш
151,Horn::N,corne,мӑйрака
152,Feder::N,plume,тӗк
153,Fell::N,peau,ҫӑм
154,Flügel::N,aile,ҫунат
155,Klaue::N,serre,чӗрне
156,Kralle::N,ongle,ура
157,Kralle::N,griffe,ура
158,Schwanz::N,queue,хӳре
159,Ei::N,œuf,ҫӑмарта
160,Nest::N,nid,йӑва
161,Bau::N,terrier,йӗнӗ
162,Tier::N,animal,выльӑх
163,Herde::N,troupeau,кӗтӳ
164,Kuh::N,vache,ӗне
165,Bulle::N,taureau,вӑкӑр
166,Pferd::N,cheval,лаша
167,Schaf::N,mouton,сурӑх
168,Schwein::N,porc,сысна
169,Schwein::N,cochon,сысна
170,Hund::N,chien,йытӑ
171,Katze::N,chat,кушак
172,Bär::N,ours,упа
173,Eichhörnchen::N,écureuil,пакша
174,Elch::N,élan,пӑши
175,Fuchs::N,renard,тилӗ
176,Hase::N,lièvre,куян
177,Hase::N,lièvre,мулкач
178,Maus::N,souris,шӑши
179,Wolf::N,loup,кашкӑр
180,Vogel::N,oiseau,кайӑк
181,Vogel::N,oiseau,вӗҫен кайӑк
182,Schwarm::N,nuée,ушкӑн
183,Schwarm::N,volée,ушкӑн
184,Huhn::N,poule,чӑх
185,Huhn::N,poule,чӑхӑ
186,Hahn::N,coq,автан
187,Gans::N,oie,хур
188,Adler::N,aigle,ӑмӑрт кайӑк
189,Ente::N,canard,кӑвакал
190,Eule::N,hibou,тӑмана
191,Kranich::N,grue,тӑрна
192,Krähe::N,corneille,ула курак
193,Kuckuck::N,coucou,куккук
194,Schwan::N,cygne,акӑш
195,Fisch::N,poisson,пулӑ
196,Barsch::N,perche,уланкӑ
197,Hecht::N,brochet,ҫӑрттан
198,Schlange[Tier]::N,serpent,ҫӗлен
199,Wurm::N,ver,ӑман
200,Spinne::N,araignée,эрешмен
201,Ameise::N,fourmi,кӑткӑ
202,Laus::N,pou,пыйтӑ
203,Mücke::N,moucheron,вӑрӑм туна
204,Fliege::N,mouche,шӑна
205,Schmetterling::N,papillon,лӗпӗш
206,Beere::N,baie,ҫырла
207,Apfel::N,pomme,улма
208,Apfel::N,pomme,пан улми
209,Pilz::N,champignon,кӑмпа
210,Zwiebel::N,oignon,сухан
211,Saat::N,semence,вӑрӑ
212,Korn::N,grain,тӗшӗ
213,Korn::N,grain,пӗрчӗ
214,Heu::N,foin,утӑ
215,Schale::N,pelure,хупӑ
216,Grube::N,fosse,шӑтӑк
217,Falle::N,piège,тапӑ
218,Falle::N,piège,капкӑн
219,Schlinge::N,lacs,йӑлӑ
220,Spur::N,trace,йӗр
221,Asche::N,cendre,кӗл
222,Dreck::N,crotte,пылчӑк
223,Eisen::N,fer,тимӗр
224,Gold::N,or,ылтӑн
225,Silber::N,argent,кӗмӗл
226,Kohle::N,charbon,кӑмрӑк
227,Glas::N,verre,кӗленче
228,Lehm::N,glaise,тӑм
229,Sand::N,sable,хӑйӑр
230,Mensch::N,homme,ҫын
231,Mensch::N,homme,этем
232,Mann::N,homme,ар
233,Frau::N,femme,хӗрарӑм
234,Kind::N,enfant,ача
235,Junge::N,garçon,ача
236,Junge::N,garçon,ар ҫын ача
237,Mädchen::N,fille,хӗр ача
238,Mädchen::N,jeune fille,хӗр ача
239,Familie::N,famille,ҫемье
240,Familie::N,famille,кил-йыш
241,Großvater::N,grand-père,кукаҫи
242,Großmutter::N,grand-mère,кукамай
243,Eltern::N,parents,аҫа-ама
244,Vater::N,père,атте
245,Mutter::N,mère,анне
246,Sohn::N,fils,ывӑл
247,Tochter::N,fille,хӗр
248,Bruder::N,frère,ар тӑван
249,Schwester::N,sœur,аппа
250,Schwester::N,sœur,йӑмӑк
251,Onkel::N,oncle,мучи
252,Onkel::N,oncle,пичче
253,Tante::N,tante,аппа
254,Ehemann::N,mari,упӑшка
255,Ehemann::N,époux,упӑшка
256,Ehefrau::N,femme,арӑм
257,Ehefrau::N,épouse,арӑм
258,Freude::N,joie,савӑнӑҫ
259,Freude::N,joie,хаваслӑх
260,Freude::N,plaisir,савӑнӑҫ
261,Freude::N,plaisir,хаваслӑх
262,Gelächter::N,rires,кулӑ
263,Glück::N,bonheur,телей
264,Glück::N,bonheur,ӑраскал
265,Kummer::N,peine,хурлӑх
266,Kummer::N,chagrin,хурлӑх
267,Wunsch::N,désir,ӗмӗт
268,Wunsch::N,désir,кӑмӑл
269,Lust::N,envie,кӑмӑл
270,Geist::N,esprit,чун-чӗм
271,Geist::N,esprit,ыр-усал
272,Geist::N,esprit,чун хавалӗ
273,Gedanke::N,idée,шухӑш
274,Gedanke::N,pensée,шухӑш
275,Gedächtnis::N,mémoire,ас
276,Verstand::N,raison,ӑс
277,Verstand::N,raison,ӑс-тӑн
278,Verstand::N,raison,ӑс-хакӑл
279,Sinn::N,sens,тупсӑм
280,Sinn::N,sens,пӗлтерӗш
281,Grund::N,cause,сӑлтав
282,Grund::N,raison,сӑлтав
283,Wahrheit::N,vérité,чӑнлӑх
284,Gespräch::N,conversation,калаҫу
285,Märchen::N,conte,юмах
286,Märchen::N,conte de fées,юмах
287,Erzählung::N,conte,акалав
288,Erzählung::N,conte,каласа пани
289,Erzählung::N,narration,акалав
290,Erzählung::N,narration,каласа пани
291,Nachricht::N,message,хыпар
292,Neuigkeit::N,nouvelle,ҫӗнӗ хыпар
293,Name::N,nom,ят
294,Rätsel::N,énigme,сутмалли юмах
295,Rätsel::N,devinette,сутмалли юмах
296,Rede::N,parole,сӑмах
297,Rede::N,discours,сӑмах
298,Sprache::N,langue,чӗлхе
299,Sprache::N,langage,чӗлхе
300,Stimme::N,voix,сасӑ
301,Wort::N,mot,сӑмах
302,Zeichen::N,signe,паллӑ
303,Ruf::N,cri,йыхрав
304,Ruf::N,cri,чӗнӳ
305,Ruf::N,appel,йыхрав
306,Ruf::N,appel,чӗнӳ
307,Lärm::N,bruit,шав
308,Laut::N,son,сасӑ
309,Ton::N,ton,сасӑ
310,Lied::N,chant,юрӑ
311,Lied::N,chanson,юрӑ
312,Ruhe::N,calme,канӑҫлӑх
313,Ruhe::N,calme,лӑпкӑлӑх
314,Ruhe::N,tranquillité,канӑҫлӑх
315,Ruhe::N,tranquillité,лӑпкӑлӑх
316,Leute::N,gens,ҫамрӑксем
317,Leute::N,gens,ҫамрӑк ҫынсем
318,Volk::N,peuple,халӑх
319,Arbeit::N,travail,ӗҫхӗл
320,Arbeit::N,travail,ӗҫлев
321,Gast::N,hôte,хӑна
322,Gast::N,invité,хӑна
323,Geschenk::N,cadeau,парне
324,Geschenk::N,cadeau,кучченеҫ
325,Geschenk::N,présent,парне
326,Geschenk::N,présent,кучченеҫ
327,Spiel::N,jeu,вӑйӑ
328,Gesellschaft::N,compagnie,общество
329,Hilfe::N,aide,пулӑшу
330,Hilfe::N,secours,пулӑшу
331,Freund::N,ami,тус
332,Kamerad::N,copain,юлташ
333,Kamerad::N,copain,тус
334,Kamerad::N,camarade,юлташ
335,Kamerad::N,camarade,тус
336,Angelegenheit::N,affaire,ӗҫ
337,Anzahl::N,nombre,йыш
338,Anzahl::N,nombre,хисеп
339,Art::N,sorte,тӗс
340,Art::N,espèce,тӗс
341,Stück::N,morceau,татӑк
342,Teil::N,part,пай
343,Teil::N,partie,пай
344,Hälfte::N,moitié,ҫурӑ
345,Kreis::N,cercle,ункӑ
346,Kreis::N,cercle,ҫавракӑш
347,Kreuz::N,croix,хӗрес
348,Linie::N,ligne,йӗр
349,Strich::N,trait,йӗр
350,Abstand::N,écart,хушӑ
351,Entfernung::N,distance,хушӑ
352,Gegend::N,région,вырӑн
353,Gegend::N,contrée,вырӑн
354,Platz::N,place,хутлӑх
355,Ort::N,lieu,вырӑн
356,Ort::N,endroit,вырӑн
357,Seite::N,côté,ен
358,Seite::N,côté,аяк
359,Seite::N,côté,айӑк
360,Mitte::N,milieu,варӑ
361,Gegenstand::N,objet,япала
362,Sache::N,chose,япала
363,Rand::N,bord,вӗҫ
364,Rand::N,bord,хӗрӗ
365,Rand::N,bord,хӗрри
366,Kante::N,arête,хайкача
367,Kante::N,arête,хысак
368,Ecke::N,coin,кӗтес
369,Ecke::N,tournant,кӗтес
370,Spitze::N,cime,вӗҫ
371,Spitze::N,pointe,вӗҫ
372,Ende::N,bout,вӗҫ
373,Loch::N,trou,шӑтӑк
374,Winkel::N,coin,кӗтес
375,Winkel::N,réduit,кӗтес
376,Muster::N,dessin,эреш
377,Größe::N,grandeur,пысӑкӑш
378,Länge::N,longueur,вӑрӑмӑш
379,Höhe::N,hauteur,ҫӳллӗш
380,Höhe::N,altitude,ҫӳллӗш
381,Gewicht::N,poids,виҫе
382,Gewicht::N,poids,йывӑрӑш
383,Menge::N,quantité,йыш
384,Haufen::N,tas,купа
385,Reihe::N,file,рет
386,Reihe::N,rangée,рет
387,Boot::N,canot,кимӗ
388,Boot::N,bateau,кимӗ
389,Ruder::N,rame,кӗсмен
390,Ruder::N,aviron,кӗсмен
391,Schlitten::N,traîneau,ҫуна
392,Ski::N,ski,йӗлтӗр
393,Lagerfeuer::N,feu de camp,вут
394,Lagerfeuer::N,feu de camp,кӑвайт
395,Last::N,charge,сулмаклӑх
396,Last::N,charge,йывӑр япала
397,Last::N,fardeau,сулмаклӑх
398,Last::N,fardeau,йывӑр япала
399,Gang::N,tour,куҫӑм
400,Gang::N,marche,куҫӑм
401,Schritt::N,pas,утӑм
402,Schritt::N,pas,пусӑм
403,Norden::N,nord,ҫурҫӗр
404,Süden::N,sud,кӑнтӑр
405,Westen::N,ouest,анӑҫ
406,Westen::N,ouest,хӗвел анӑҫ
407,Westen::N,occident,анӑҫ
408,Westen::N,occident,хӗвел анӑҫ
409,Osten::N,est,хӗвел тухӑҫ
410,Osten::N,orient,хӗвел тухӑҫ
411,Holz::N,bois,йывӑҫ
412,Brett::N,planche,хӑма
413,Platte::N,plaque,плита
414,Stütze::N,appui,ура
415,Stütze::N,soutien,ура
416,Stange::N,barre,шерте
417,Stange::N,perche,шерте
418,Stock::N,canne,патак
419,Stab::N,bâton,шӑчӑ
420,Rohr::N,tube,пӑрӑх
421,Rohr::N,tuyau,пӑрӑх
422,Haus::N,maison,ҫурт
423,Heim::N,maison,кил
424,Ofen::N,poêle,кӑмака
425,Fußboden::N,plancher,урай
426,Tisch::N,table,сӗтел
427,Stuhl::N,chaise,пукан
428,Wiege::N,berceau,сӑпка
429,Bett::N,lit,кравать
430,Regal::N,étagère,ҫӳлӗк
431,Regal::N,étagère,сентре
432,Kiste::N,caisse,ещӗк
433,Kiste::N,caisse,сунтӑх
434,Fenster::N,fenêtre,чӳрече
435,Tür::N,porte,алӑк
436,Tor::N,porte,хапха
437,Tor::N,portail,хапха
438,Zaun::N,clôture,хӳме
439,Dach::N,toit,тӑрӑ
440,Leiter::N,échelle,пусма
441,Besen::N,balai,шӑпӑр
442,Spaten::N,bêche,кӗреҫе
443,Schaufel::N,pelle,кӗреҫе
444,Gabel::N,fourchette,вилка
445,Löffel::N,cuiller,кашӑк
446,Messer::N,couteau,ҫӗҫӗ
447,Nagel::N,clou,пӑта
448,Netz::N,filet,тетел
449,Haken::N,croc,йӑрхах
450,Haken::N,croc,ҫекӗл
451,Haken::N,crochet,йӑрхах
452,Haken::N,crochet,ҫекӗл
453,Griff::N,prise,хӑлӑп
454,Griff::N,manche,хӑлӑп
455,Schloss::N,serrure,ҫӑра
456,Bild::N,image,сӑн
457,Bild::N,image,сӑнлӑх
458,Bild::N,image,картина
459,Bild::N,tableau,сӑн
460,Bild::N,tableau,сӑнлӑх
461,Bild::N,tableau,картина
462,Figur::N,figure,кӗлетке
463,Puppe::N,poupée,пукане
464,Beutel::N,sac,михӗ
465,Beutel::N,petit sac,михӗ
466,Bündel::N,paquet,ҫыхӑ
467,Bündel::N,paquet,тӗрке
468,Bündel::N,faisceau,ҫыхӑ
469,Bündel::N,faisceau,тӗрке
470,Tasche::N,sac,сумка
471,Eimer::N,seau,витре
472,Deckel::N,couvercle,хупӑ
473,Geschirr::N,vaisselle,савӑт-сапа
474,Sack::N,sac,михӗ
475,Tasse::N,tasse,курка
476,Topf::N,pot,кастрюль
477,Topf::N,marmite,кастрюль
478,Kessel::N,chaudron,хуран
479,Essen::N,repas,апат
480,Essen::N,manger,апат
481,Nahrung::N,nourriture,апат-ҫимӗс
482,Speise::N,plat,апат
483,Speise::N,plat,ҫимӗҫ
484,Fleisch::N,viande,аш
485,Fleisch::N,viande,какай
486,Getreide::N,blé,тырӑ
487,Getreide::N,céréales,тырӑ
488,Brei::N,purée,пӑтӑ
489,Brei::N,bouillie,пӑтӑ
490,Brot::N,pain,ҫӑкӑр
491,Scheibe::N,tranche,чӗлӗ
492,Scheibe::N,tranche,касӑк
493,Fett::N,graisse,ҫу
494,Butter::N,beurre,ҫу
495,Öl::N,huile,ҫу
496,Salz::N,sel,тӑвар
497,Suppe::N,soupe,яшка
498,Suppe::N,potage,яшка
499,Honig::N,miel,пыл
500,Milch::N,lait,сӗт
501,Tee::N,thé,чей
502,Leder::N,cuir,сӑран
503,Wolle::N,laine,ҫӑм
504,Stoff::N,tissu,тӗртӗм
505,Stoff::N,étoffe,тӗртӗм
506,Nadel::N,aiguille,йӗп
507,Faden::N,fil,ҫип
508,Knopf::N,bouton,тӳме
509,Knoten::N,nœud,йӑлӑ
510,Farbe::N,peinture,сӑрӑ
511,Kleidung::N,vêtements,тум
512,Kleidung::N,vêtements,ҫипуҫ
513,Kleidung::N,vêtements,тум-тир
514,Kleidung::N,habillement,тум
515,Kleidung::N,habillement,ҫипуҫ
516,Kleidung::N,habillement,тум-тир
517,Hemd::N,chemise,кӗпе
518,Kragen::N,col,ҫуха
519,Ärmel::N,manche,ҫанӑ
520,Hose::N,pantalon,шӑлавар
521,Gürtel::N,ceinture,пиҫиххи
522,Mütze::N,bonnet,ҫӗлӗк
523,Mütze::N,casquette,ҫӗлӗк
524,Schuh::N,soulier,пушмак
525,Schuh::N,soulier,ботинок
526,Schuh::N,chaussure,пушмак
527,Schuh::N,chaussure,ботинок
528,Stiefel::N,botte,атӑ
529,Ring::N,bague,ҫӗрӗ
530,Band::N,ruban,хаю
531,Band::N,ruban,йӗсме
532,Kamm::N,peigne,тура
533,Spiegel::N,glace,тӗкӗр
534,Spiegel::N,glace,куҫ кӗски
535,Spiegel::N,miroir,тӗкӗр
536,Spiegel::N,miroir,куҫ кӗски
537,Riemen::N,lanière,чӗн
538,Riemen::N,courroie,чӗн
539,Schnur::N,corde,кантра
540,Schnur::N,ficelle,кантра
541,Leine::N,laisse,касмӑк
542,Decke::N,couverture,утиял
543,Kissen::N,oreiller,ҫытар
544,Kissen::N,oreiller,минтер
545,Tuch::N,drap,тутӑр
546,Tuch::N,fichu,тутӑр
547,Handtuch::N,serviette,ал шӑлли
548,Handtuch::N,essuie-mains,ал шӑлли
549,Kraft::N,force,вӑй
550,Kraft::N,force,хӑват
551,Stärke::N,vigueur,хал
552,Stärke::N,vigueur,хӑват
553,Gesundheit::N,santé,хал
554,Gesundheit::N,santé,сывлӑх
555,Krankheit::N,maladie,чир
556,Schmerz::N,douleur,ырату
557,Wunde::N,plaie,суран
558,Wunde::N,blessure,суран
559,Fieber::N,fièvre,сив чир
560,Arznei::N,remède,эмел
561,Arznei::N,médecine,эмел
562,Brücke::N,pont,кӗпер
563,Brunnen::N,puits,ҫӑл
564,Brunnen::N,puits,пусӑ
565,Weide::N,pâturage,ҫаран
566,Pfad::N,sentier,йӗр
567,Pfad::N,sentier,сукмак
568,Weg::N,voie,ҫул
569,Weg::N,voie,ҫул-йӗр
570,Weg::N,chemin,ҫул
571,Weg::N,chemin,ҫул-йӗр
572,Straße::N,route,ҫӳрев
573,Straße::N,route,ҫул ҫӳрени
574,Dorf::N,village,ял
575,Stadt::N,cité,хула
576,Stadt::N,ville,хула
577,Brief::N,lettre,ҫыру
578,Buch::N,livre,кӗнеке
579,Buchstabe::N,lettre,сас палли
580,Buchstabe::N,caractère,сас палли
581,Zeitung::N,journal,хаҫат
582,Leben::N,vie,пурнӑҫ
583,Tod::N,mort,вилӗм
584,Grab::N,tombe,масар шӑтӑкӗ
585,Kirche::N,église,чиркӳ
586,Sünde::N,péché,ҫылӑх
587,Gott::N,dieu,турӑ
588,Arbeiter::N,ouvrier,рабочи
589,Arbeiter::N,travailleur,рабочи
590,Chef::N,chef,пуҫлӑх
591,Chef::N,patron,пуҫлӑх
592,Meister::N,maître,ӑста
593,Meister::N,maître,мастер
594,Arzt::N,médecin,врач
595,Arzt::N,médecin,тухтӑр
596,Lehrer::N,professeur,учитель
597,Lehrer::N,professeur,вӗрентекен
598,Lehrer::N,instituteur,учитель
599,Lehrer::N,instituteur,вӗрентекен
600,Geld::N,argent,укҫа
601,Geschäft::N,affaire,бизнес
602,Geschäft::N,commerce,бизнес
603,Laden::N,magasin,магазин
604,Laden::N,boutique,магазин
605,Preis::N,prix,хак
606,Ware::N,marchandise,тавар
607,Nutzen::N,profit,пайта
608,Reichtum::N,richesse,мул
609,Welt::N,monde,тӗнче
610,Land::N,pays,ҫӗр-шыв
611,Staat::N,État,патшàлӑх
612,König::N,roi,король
613,Macht::N,pouvoir,власть
614,Macht::N,puissance,власть
615,Grenze::N,frontière,чикӗ
616,Krieg::N,guerre,вӑрҫӑ
617,Feind::N,ennemi,тӑшман
618,Gewalt::N,violence,ирӗксӗрлӳ
619,Kampf::N,lutte,кӗрешӳ
620,Kampf::N,combat,кӗрешӳ
621,Bogen[Waffe]::N,arc,ухӑ
622,Pfeil::N,flèche,ҫӗмрен
623,Pfeil::N,flèche,ухӑ йӗппи
624,Gewehr::N,fusil,пӑшал
625,Fehler::N,faute,йӑнӑш
626,Fehler::N,erreur,йӑнӑш
627,Lüge::N,mensonge,суя
628,Lüge::N,mensonge,ултав
629,Schaden::N,dégât,сиен
630,Schaden::N,dommage,сиен
631,Unglück::N,malheur,шар
632,Unglück::N,malheur,инкек
633,Schuld::N,faute,айӑп
634,Schuld::N,culpabilité,айӑп
635,Alter::N,âge,ҫул шучӗ
636,Schluss::N,fin,пӗтни
637,Schluss::N,fin,пӗтмӗш
638,Zeit::N,temps,вӑхӑт
639,Tag::N,jour,кун
640,Tag::N,journée,кун
641,Morgen::N,matin,ир
642,Morgen::N,matinée,ир
643,Mittag::N,midi,кӑнтӑрла
644,Abend::N,soir,каҫ
645,Abend::N,soirée,каҫ
646,Nacht::N,nuit,каҫ
647,Woche::N,semaine,эрне
648,Monat::N,mois,уйӑх
649,Jahr::N,an,ҫулталӑк
650,Jahr::N,année,ҫулталӑк
651,Frühling::N,printemps,ҫур
652,Frühling::N,printemps,ҫуркунне
653,Sommer::N,été,ҫу
654,Sommer::N,été,ҫулла
655,Herbst::N,automne,кӗр
656,Herbst::N,automne,кӗркунне
657,Winter::N,hiver,хӗл
658,Winter::N,hiver,хӗлле
659,Januar::N,janvier,январь
660,Februar::N,février,февраль
661,Februar::N,février,кӗҫӗн кӑрлач
662,März::N,mars,март
663,März::N,mars,пуш уйӑхӗ
664,April::N,avril,апрель
665,Mai::N,mai,май
666,Juni::N,juin,июнь
667,Juli::N,juillet,июль
668,August::N,août,август
669,September::N,septembre,сентябрь
670,September::N,septembre,авӑн уйӑхӗ
671,Oktober::N,octobre,октябрь
672,November::N,novembre,ноябрь
673,Dezember::N,décembre,раштав
674,Dezember::N,décembre,декабрь
675,Montag::N,lundi,тунти кун
676,Dienstag::N,mardi,ытлари кун
677,Mittwoch::N,mercredi,юн кун
678,Donnerstag::N,jeudi,кӗҫнерни кун
679,Freitag::N,vendredi,эрне кун
680,Samstag::N,samedi,шӑмат кун
681,Sonntag::N,dimanche,вырсарни кун
682,groß::A,grand,пысӑк
683,klein::A,petit,пӗчӗк
684,lang::A,long,вӑрӑм
685,kurz::A,court,кӗске
686,breit::A,large,сарлака
687,schmal::A,étroit,ансӑр
688,dicht::A,dense,йӑвӑ
689,dick[Gegenstand]::A,épais,хулӑн
690,dünn::A,mince,ҫинҫе
691,dünn::A,mince,ҫӳхе
692,fein::A,fin,тарай
693,fein::A,fin,вӗлтӗрти
694,fein::A,menu,тарай
695,fein::A,menu,вӗлтӗрти
696,fest::A,ferme,тӗреклӗ
697,fest::A,solide,тӗреклӗ
698,flach::A,plat,лаптак
699,glatt::A,poli,такӑр
700,glatt::A,lisse,такӑр
701,hart::A,dur,хытӑ
702,weich::A,mou,ҫемҫе
703,rund::A,rond,ҫавра
704,spitz::A,aigu,шӗвӗр
705,spitz::A,pointu,шӗвӗр
706,scharf::A,tranchant,ҫивӗч
707,stumpf::A,mousse,мӑка
708,stumpf::A,mousse,пуклак
709,stumpf::A,mousse,тӗрӗнчӗк
710,stumpf::A,mousse,ӑнкарусӑр
711,stumpf::A,émoussé,мӑка
712,stumpf::A,émoussé,пуклак
713,stumpf::A,émoussé,тӗрӗнчӗк
714,stumpf::A,émoussé,ӑнкарусӑр
715,schwer::A,lourd,йывӑр
716,schwer::A,pesant,йывӑр
717,schön::A,beau,илемлӗ
718,heiß::A,chaud,вӗри
719,heiß::A,très chaud,вӗри
720,warm::A,chaud,ӑшӑ
721,kalt::A,froid,сивӗ
722,kühl::A,frais,уҫӑ
723,frisch::A,frais,уҫӑ
724,feucht::A,humide,йӗпе
725,nass::A,mouillé,нӳрӗ
726,trocken::A,sec,типӗ
727,voll::A,plein,тулли
728,voll::A,rempli,тулли
729,leer::A,vide,пушӑ
730,offen::A,ouvert,уҫӑ
731,geschlossen::A,clos,хупӑ
732,geschlossen::A,fermé,хупӑ
733,sauber::A,net,таса
734,sauber::A,propre,таса
735,schmutzig::A,sale,пылчӑклӑ
736,schmutzig::A,sale,вараланчӑк
737,schmutzig::A,crasseux,пылчӑклӑ
738,schmutzig::A,crasseux,вараланчӑк
739,roh::A,cru,чӗрӗ
740,roh::A,brut,чӗрӗ
741,reif::A,mûr,пулнӑ
742,reif::A,mûr,пиҫӗхнӗ
743,reif::A,mûr,аталаннӑ
744,reif::A,mûr,пиҫсе ҫитнӗ
745,lecker::A,délicieux,тутлӑ
