,Concept_ID,hy,cy
747,erster::A,առաջին,cyntaf
748,zweiter::A,երկրորդ,ail
749,dritter::A,երրորդ,trydydd
750,letzter::A,վերջին,olaf
751,allein::ADV,միայնակ,unig
752,allein::ADV,միայնակ,ar ei ben ei hun
753,auf einmal::ADV,միասնաբար,ar yr un pryd
754,zusammen::ADV,միասին,ynghyd
755,zusammen::ADV,միասին,gyda'i gilydd
756,zusammen::ADV,իրար հետ,ynghyd
757,zusammen::ADV,իրար հետ,gyda'i gilydd
758,lange::ADV,երկար ժամանակ,amser hir
759,plötzlich::ADV,հանկարծ,yn sydyn
760,sofort::ADV,իսկույն,ar unwaith
761,später::ADV,ավելի ուշ,yn ddiweddarach
762,später::ADV,հետո,yn ddiweddarach
763,jetzt::ADV,այժմ,yn awr
764,heute::ADV,այսօր,heddiw
765,morgen::ADV,վաղը,yfory
766,bald::ADV,շուտով,yn fuan
767,bald::ADV,շուտով,gyda hyn
768,dann::ADV,ապա,yna
769,dann::ADV,ապա,y pryd hwnnw
770,dann::ADV,հետո,yna
771,dann::ADV,հետո,y pryd hwnnw
772,gestern::ADV,երեկ,ddoe
773,einst::ADV,հին ատեն,gynt
774,damals::ADV,ատէնին,ar y pryd
775,damals::ADV,ատէնին,bryd hynny
776,danach::ADV,ապա,wedyn
777,danach::ADV,այն ժամանակ,wedyn
778,vorher::ADV,առաջ,o'r blaen
779,zuerst::ADV,նախ,yn gyntaf
780,einmal::ADV,մի անգամ,unwaith
781,manchmal::ADV,երբեմն,weithiau
782,manchmal::ADV,երբեմն,ar brydiau
783,oft::ADV,հաճախ,yn aml
784,oft::ADV,հաճախ,yn fynych
785,immer::ADV,միշտ,bob amser
786,niemals::ADV,երբեք,ni ... byth
787,niemals::ADV,երբեք,ni ... erioed
788,hier::ADV,այստեղ,yma
789,hierhin::ADV,այստեղ,hyd yma
790,von hier::ADV,այդտեղից,oddi yma
791,dort::ADV,այնտեղ,acw
792,dorthin::ADV,այնտեղ,tuag yno
793,geradeaus::ADV,ուղիղ,syth ymlaen
794,vorwärts::ADV,առաջ,ymlaen
795,rückwärts::ADV,դեպի ետ,yn ôl
796,zurück::ADV,ետ,yn ôl
797,unten::ADV,ներքեւում,isod
798,unten::ADV,ներքեւում,oddi tanodd
799,hinab::ADV,ներքեւ,i lawr
800,hinab::ADV,ներքեւ,i waered
801,oben::ADV,վերեւում,fry
802,hinauf::ADV,վերեւ,i fyny
803,hinauf::ADV,վերեւ,i'r lan
804,überall::ADV,ամենուր,ym mhobman
805,nicht::ADV,չէ,ni
806,nicht::ADV,չէ,nid
807,ein wenig::ADV,մի քիչ,tipyn
808,ein wenig::ADV,մի քիչ,ychydig
809,kaum::ADV,հազիվ,prin
810,sehr::ADV,շատ,iawn
811,so::ADV,այդպես,fel
812,so::ADV,այդպես,felly
813,noch::ADV,դեռ,eto
814,nur::ADV,միայն,yn unig
815,schon::ADV,արդեն,eisoes
816,schon::ADV,արդեն,yn barod
817,wieder::ADV,նորից,drachefn
818,wieder::ADV,դարձյալ,drachefn
819,vergebens::ADV,իզուր,yn ofer
820,vor::PRP,դիմացը,o flaen
821,hinter::PRP,ետեւը,ar ôl
822,unter::PRP,տակ,islaw
823,durch::PRP,միջով,trwy
824,neben::PRP,քովը,ar bwys
825,zwischen::PRP,միջեւ,rhwng
826,zwischen::PRP,միջեւ,cydrhwng
827,wegen::PRP,պատճառով,o achos
828,wegen::PRP,պատճառով,oherwydd
829,wegen::PRP,շնորհից,o achos
830,wegen::PRP,շնորհից,oherwydd
831,dies::PRN,սա,hyn
832,dies::PRN,այս,hyn
833,das::PRN,դա,hynny
834,das::PRN,այդ,hynny
835,alles::PRN,ամեն ինչ,popeth
836,ich::PRN,ես,fi
837,du::PRN,դու,ti
838,er::PRN,նա,fe
839,wir::PRN,մենք,ni
840,ihr::PRN,դուք,chi
841,sie::PRN,նրանք,hwy
842,was::FPRN,ինչ,pa beth
843,wer::FPRN,ով,pwy
844,wo::FADV,ուր,ble
845,wo::FADV,ուր,ym mha le
846,wo::FADV,որտեղ,ble
847,wo::FADV,որտեղ,ym mha le
848,wohin::FADV,դեպի ուր,i ble
849,wohin::FADV,դեպի ուր,i ba le
850,wie::FADV,ինչպես,sut
851,warum::FADV,ինչու,pam
852,wieviel::FNUM,որչափ,faint
853,eins::NUM,մեկ,un
854,zwei::NUM,երկու,dau
855,drei::NUM,երեք,tri
856,vier::NUM,չորս,pedwar
857,fünf::NUM,հինգ,pump
858,sechs::NUM,վեց,chwech
859,sieben::NUM,յոթ,saith
860,acht::NUM,ութ,wyth
861,neun::NUM,ինը,naw
862,zehn::NUM,տասը,deg
863,elf::NUM,տասնմեկ,un ar ddeg
864,zwölf::NUM,տասներկու,deuddeg
865,zwölf::NUM,տասներկու,un deg dau
866,zwanzig::NUM,քսան,ugain
867,dreißig::NUM,երեսուն,tri deg
868,dreißig::NUM,երեսուն,deg ar hugain
869,vierzig::NUM,քառասուն,deugain
870,fünfzig::NUM,հիսուն,hanner cant
871,sechzig::NUM,վաթսուն,chwe deg
872,siebzig::NUM,յոթանասուն,saith deg
873,siebzig::NUM,յոթանասուն,deg a thrigain
874,achtzig::NUM,ութսուն,wyth deg
875,achtzig::NUM,ութսուն,pedar ugain
876,neunzig::NUM,իննսուն,naw deg
877,neunzig::NUM,իննսուն,deg a phedwar ugain
878,hundert::NUM,հարյուր,cant
879,tausend::NUM,հազար,mil
880,und::CNJ,ու,a
881,oder::CNJ,կամ,neu
882,stehen::V,կանգնել,sefyll
883,sitzen::V,նստել,eistedd
884,liegen::V,ստել,gorwedd
885,hängen::V,կախվել,hongian
886,werden::V,դառնալ,dod yn
887,werden::V,դառնալ,mynd yn
888,passieren::V,պատահել,digwydd
889,beginnen::V,սկսվել,cychwyn
890,enden::V,վերջանալ,gorffen
891,wechseln::V,փոխվել,newid
892,aufgehen[Sonne]::V,բարձրանալ,codi
893,aufgehen[Sonne]::V,ելնել ,codi
894,untergehen[Sonne]::V,մտնել,machlud
895,scheinen[Sonne]::V,շողալ,tywynnu
896,scheinen[Sonne]::V,փայլել,tywynnu
897,donnern::V,որոտալ,taranu
898,wehen::V,փչել,chwythu
899,strömen::V,հոսել,ffrydio
900,fließen::V,հոսել,llifo
901,sich drehen::V,պտտվել,troi
902,sich drehen::V,պտտվել,cylchdroi
903,schwanken::V,տատանվել,siglo
904,schwingen::V,ճոճվել,siglo
905,fallen::V,ընկնել,cwympo
906,brennen::V,այրվել,llosgi
907,rauchen::V,ծխել,mygu
908,regnen::V,անձրեւ գալ,glawio
909,gefrieren::V,սառչել,rhewi
910,tauen::V,լկիլ,toddi
911,tauen::V,լկիլ,meirioli
912,schmelzen::V,հալիլ,toddi
913,trocknen::V,չորանալ,sychu
914,sieden::V,եռալ,berwi
915,faulen::V,փտել,pydru
916,faulen::V,փտել,braenu
917,verfaulen::V,նեխել,pydru
918,verfaulen::V,նեխել,dadfeilio
919,reißen::V,պատռվել,clecian
920,reißen::V,պատռվել,torri'n glats
921,reißen::V,ճղվել,clecian
922,reißen::V,ճղվել,torri'n glats
923,versinken::V,սուզվել,suddo
924,vergehen::V,անցնել ,myned heibio
925,vergehen::V,անցնել ,pasio
926,erscheinen::V,հայտնվել,ymddangos
927,erscheinen::V,երեւալ,ymddangos
928,verschwinden::V,անհետանալ,diflannu
929,sinken::V,ընկնել,syrthio
930,abnehmen::V,փոքրանալ,lleihau
931,zunehmen::V,մեծանալ,cynyddu
932,steigen::V,բարձրանալ,codi
933,wachsen::V,աճել,tyfu
934,glänzen::V,նշուլել,disgleirio
935,glänzen::V,փայլիլ,disgleirio
936,funkeln::V,փայլատակել,pefrio
937,lärmen::V,աղմուկ հանել,cadw sŵn
938,lärmen::V,աղմուկ հանել,gwneud twrw
939,läuten::V,զնգալ,canu
940,klingeln::V,զնգալ,canu
941,klingeln::V,զնգալ,seinio
942,klirren::V,զնգզնգալ,tincian
943,brausen::V,մոլեգնել,rhuo
944,rauschen::V,սոսափել,siffrwd
945,rauschen::V,սոսափել,chwithrwd
946,klingen::V,հնչել,seinio
947,bellen::V,հաչել,cyfarth
948,heulen::V,ոռնալ ,udo
949,heulen::V,ոռնալ ,oernadu
950,blasen::V,փչել ,chwythu
951,pfeifen::V,սուլել,chwibanu
952,schreien::V,գոռալ ,gweiddi
953,schreien::V,գոռալ ,bloeddio
954,stöhnen::V,տնքալ,griddfan
955,zittern::V,դողալ,crynu
956,leben::V,ապրել,byw
957,geboren werden::V,ծնվել,cael eich geni
958,atmen::V,շնչել,anadlu
959,trinken::V,խմել,yfed
960,essen::V,ուտել,bwyta
961,schlucken::V,կլանել,llyncu
962,schlucken::V,կուլ տալ,llyncu
963,müde werden::V,հոգնել,blino
964,einschlafen::V,քուն մտնել,mynd i gysgu
965,einschlafen::V,քուն մտնել,syrthio i gysgu
966,schlafen::V,քնել,huno
967,schlafen::V,քնել,cysgu
968,aufwachen::V,արթննալ,dihuno
969,aufstehen::V,ելլել,codi
970,sich erholen::V,հանգստանալ,ymlacio
971,sich erholen::V,հանգստանալ,dadflino
972,krank werden::V,հիւանդանալ,mynd yn sâl
973,krank werden::V,հիւանդանալ,mynd yn wael
974,krank sein::V,հիվանդ լինել,gwaelu
975,schmerzen::V,ցավել,brifo
976,husten::V,հազալ,pesychu
977,genesen::V,ապաքինվել,gwella
978,genesen::V,ապաքինվել,cael yn ôl
979,sterben::V,մեռնել,marw
980,sterben::V,վախճանվել,marw
981,umkommen::V,կործանվել,trengi
982,sich bewegen::V,ընթանալ,symud
983,sich rühren::V,շարժվել,syflyd
984,sich erheben::V,կանգնել,codi
985,sich erheben::V,վեր կենալ,codi
986,sich setzen::V,նստել,eistedd
987,hinfallen::V,ընկնել,cwympo
988,laufen::V,քայլել,cerdded
989,schreiten::V,ճեմել,camu
990,spazierengehen::V,շրջագայել,mynd am dro
991,eilen::V,շտապել,rhuthro
992,sich beeilen::V,շտապել ,brysio
993,sausen::V,սլանալ,rhuthro
994,rennen::V,վազել,rhedeg
995,springen::V,ցատկել,llamu
996,springen::V,ցատկել,neidio
997,klettern::V,մագլցել,dringo
998,schaukeln::V,ճոճվել,siglo
999,schaukeln::V,օրորվել,siglo
1000,kriechen::V,սողալ,cropian
1001,schwimmen::V,լողալ,nofio
1002,tauchen::V,սուզվել,plymio
1003,tauchen::V,սուզվել,ymsuddo
1004,rudern::V,թիավարել,rhwyfo
1005,fahren::V,ընթանալ,gyrru
1006,fahren::V,ընթանալ,dreifio
1007,fliegen::V,թռչել,hedfan
1008,gehen::V,գնալ,mynd
1009,weggehen::V,հեռանալ,mynd
1010,weggehen::V,հեռանալ,ymadael
1011,abfahren::V,ճանապարհվել,ymadael
1012,anhalten::V,կանգնել,stopio
1013,hineingehen::V,մտնել,mynd i mewn
1014,eintreten::V,մտնել,mynd i
1015,kommen::V,գալ,dod
1016,ankommen::V,ժամանել,cyrraedd
1017,zurückkommen::V,վերադառնալ,dychwelyd
1018,bleiben::V,մնալ,aros
1019,bleiben::V,մնալ,sefyll
1020,warten::V,սպասել,aros
1021,warten::V,սպասել,disgwyl
1022,erwarten::V,սպասել,disgwyl
1023,suchen::V,որոնել,chwilio am
1024,finden::V,գտնել,darganfod
1025,versuchen::V,փորձել,profi
1026,versuchen::V,փորձել,ceisio
1027,vorbereiten::V,պատրաստել,paratoi
1028,lieben::V,սիրել,caru
1029,mögen::V,հավանել,hoffi
1030,mögen::V,սիրել,hoffi
1031,lachen::V,ծիծաղել,chwerthin
1032,rühren::V,հուզել,cynhyrfu
1033,weinen::V,լալ,wylo
1034,weinen::V,լալ,llefain
1035,schimpfen::V,տրտնջալ,grwgnach
1036,schimpfen::V,քրթմնջել,grwgnach
1037,sich ärgern::V,զայրանալ,gofidio
1038,sich fürchten::V,վախնալ,ofni
1039,fürchten::V,վախենալ,arswydo
1040,fliehen::V,փախչել,ffoi
1041,flüchten::V,փախչել,dianc
1042,sehen::V,տեսնել,gweld
1043,anschauen::V,դիտել,syllu
1044,anschauen::V,դիտել,edrych
1045,ansehen::V,նայել,gwylio
1046,hören::V,լսել,clywed
1047,zuhören::V,ունկնդրել,gwrando
1048,probieren::V,համը տեսել,profi
1049,riechen::V,հոտ առնել,arogli
1050,fühlen::V,զգալ,teimlo
1051,fühlen::V,զգալ,clywed
1052,scheinen::V,երեւալ,ymddangos
1053,zu sehen sein::V,երեւալ,dod i'r golwg
1054,vernehmen::V,իմանալ ,clywed sôn am
1055,frieren::V,մրսել,bod yn oer
1056,tun::V,անել,gwneud
1057,können::V,կարողանալ,gallu
1058,wollen::V,ուզել,bod mewn angen
1059,wollen::V,ցանկանալ,bod mewn angen
1060,anfangen::V,սկսել,dechrau
1061,beenden::V,վերջացնել,darfod
1062,beenden::V,վերջացնել,gorffen
1063,aufhören::V,դադարել,peidio
1064,gelingen::V,հաջողվել,llwyddo
1065,gelingen::V,գլուխ գալ,llwyddo
1066,geraten::V,ստացվել,diweddu
1067,öffnen::V,բաց անել,agor
1068,schließen::V,փակել ,cau
1069,stellen::V,դնել,gosod
1070,setzen::V,նստեցնել,gosod
1071,legen::V,դնել,gosod
1072,berühren::V,դիպչել,cyffwrdd
1073,berühren::V,շոշափել,cyffwrdd
1074,verbinden::V,շաղկապել,cysylltu
1075,bedecken::V,ծածկել,gorchuddio
1076,aufhängen::V,կախել,crogi
1077,aufhängen::V,կախել,hongian
1078,anzünden::V,վառել,cynnau
1079,aufheben::V,վերցնել,codi
1080,zurücklassen::V,թողնել,gadael
1081,verlieren::V,կորցնել,colli
1082,fallen lassen::V,գցել,gollwng
1083,machen::V,անել,gwneud
1084,herstellen::V,արտադրել,cynhyrchu
1085,bauen::V,կառուցել,adeiladu
1086,reparieren::V,նորոգել,trwsio
1087,reparieren::V,նորոգել,atgyweirio
1088,verbessern::V,բարելավել,diwygio
1089,ändern::V,փոխել,altro
1090,graben::V,փորել,palu
1091,graben::V,փորել,cloddio
1092,beugen::V,ծռել,plygu
1093,biegen::V,թեքել,plygu
1094,drehen::V,ոլորել,troelli
1095,wenden::V,պտտել,troi
1096,umdrehen::V,շրջել,troi
1097,heben::V,բարձրացնել,codi
1098,hochheben::V,բարձրացնել,dyrchafu
1099,ergreifen::V,վարակվել,gafael
1100,halten::V,բռնել,dal
1101,drücken::V,ճնշել,pwyso
1102,drücken::V,ճնշել,gwasgu
1103,schieben::V,հրել,gwthio
1104,kratzen::V,քերել,crafu
1105,lecken::V,լիզել,llyfu
1106,beißen::V,կծել,cnoi
1107,beißen::V,կծել,brathu
1108,abreißen::V,պոկել,tynnu ymaith
1109,abschneiden::V,կտրել ,torri
1110,binden::V,կապել,clymu
1111,stecken::V,խրել,plannu
1112,brechen::V,կոտրել ,torri
1113,klopfen::V,թակել,taro
1114,hauen::V,ծեծել,taro
1115,kleben::V,կպցնել,gludio
1116,reiben::V,շփել,rhwbio
1117,streichen::V,վրան քսել,taenu
1118,schleifen::V,սրել ,hogi
1119,schneiden::V,կտրել,torri
1120,rütteln::V,ցնցել,ysgytio
1121,schütteln::V,թափահարել,siglo
1122,schütteln::V,թափահարել,ysgwyd
1123,schwenken::V,ճոճել,siglo
1124,schütten::V,լցնել,tywallt
1125,füllen::V,լիքը լցնել,llenwi
1126,einwickeln::V,փաթաթել,lapio
1127,tragen::V,կրել,cludo
1128,tragen::V,տանել,cludo
1129,schleppen::V,քաշել,llusgo
1130,ziehen::V,ձգել,tynnu
1131,ziehen::V,քաշել,tynnu
1132,aufbewahren::V,պահել ,cadw
1133,werfen::V,նետել,taflu
1134,packen::V,հափշտակել,cipio
1135,packen::V,հափշտակել,crafangu
1136,verstecken::V,ծածկել,celu
1137,verstecken::V,ծածկել,cuddio
1138,teilen::V,բաժանել,rhannu
1139,schicken::V,ուղարկել,anfon
1140,bringen::V,բերել,dod â
1141,hinzufügen::V,ավելացնել,chwanegu
1142,bekommen::V,հայթայթել,cael
1143,erhalten::V,ստանալ,derbyn
1144,nehmen::V,վերցնել,cymryd
1145,wählen::V,ընտրել,dewis
1146,auswählen::V,գերադասել,dethol
1147,bewahren::V,պահպանել,cadw
1148,behindern::V,խոչընդոտել,atal
1149,behindern::V,խոչընդոտել,rhwystro
1150,verderben::V,փչացնել,difetha
1151,beschädigen::V,վնասել,niweidio
1152,zerbrechen::V,ջարդել,torri
1153,zerbrechen::V,կոտրել,torri
1154,zerreißen::V,պատռել,rhwygo
1155,zerstören::V,քանդել,dinistrio
1156,verbrennen::V,այրել,llosgi
1157,geben::V,տալ,rhoi
1158,reichen::V,հանձնել,estyn
1159,schenken::V,նվիրել,rhoddi
1160,versprechen::V,խոստանալ,addo
1161,wünschen::V,մաղթել,dymuno
1162,loben::V,գովել,canmol
1163,küssen::V,համբուրել,cusanu
1164,wiegen::V,օրորել,siglo
1165,zudecken::V,վրան գցել,gorchuddio
1166,wecken::V,զարթնեցնել,deffro
1167,zeigen::V,ցույց տալ,dangos
1168,führen::V,ուղեկցել,arwain
1169,lehren::V,սովորեցնել,dysgu
1170,unterrichten::V,ավանդել,hyfforddi
1171,aufziehen::V,դաստիարակել,dod i fyny
1172,leiten::V,ղեկավարել,arwain
1173,leiten::V,կառավարել,arwain
1174,antreiben::V,շտապեցնել,annog
1175,lassen::V,ստիպել,gadael
1176,einladen::V,հրավիրել,gwahodd
1177,vereinigen::V,միացնել,uno
1178,vereinigen::V,միացնել,cyfuno
1179,besuchen::V,այցելել,ymweld â
1180,treffen::V,հանդիպել,cwrdd
1181,treffen::V,հանդիպել,cyfarfod
1182,sich versammeln::V,հավաքվել,casglu
1183,sich versammeln::V,հավաքվել,cynnull
1184,spielen::V,խաղալ,chwarae
1185,singen::V,երգել,canu
1186,tanzen::V,պարել,dawnsio
1187,sich trennen::V,ցրվել,ymwahanu
1188,verlassen::V,լքել,gadael
1189,retten::V,փրկել,achub
1190,bewachen::V,պահել,gwarchod
1191,schützen::V,պաշտպանել,noddi
1192,verteidigen::V,պաշտպանել,amddiffyn
1193,sich schlagen::V,կռվել,ffraeo
1194,sich schlagen::V,կռվել,terfysgu
1195,schießen::V,կրակել,saethu
1196,siegen::V,հաղթել,ennill
1197,ärgern::V,ձանձրացնել,cythruddo
1198,schlagen::V,խփել,curo
1199,treten::V,քացի տալ,cicio
1200,stechen::V,խայթել,pigo
1201,stoßen::V,մղել,gwthio
1202,stehlen::V,գողանալ,dwyn
1203,stehlen::V,գողանալ,lladrata
1204,stören::V,խանգարել,aflonyddu
1205,belästigen::V,անհանգստացնել,trafferthu
1206,verbergen::V,թաքցնել,cuddio
1207,täuschen::V,խաբել,twyllo
1208,betrügen::V,խաբել,hocedu
1209,töten::V,սպանել ,lladd
1210,wohnen::V,բնակվել,byw
1211,arbeiten::V,աշխատել,gweithio
1212,sammeln::V,հավաքել,casglu
1213,pflücken::V,քաղել,casglu
1214,jagen::V,որս անել,hela
1215,fischen::V,ձուկ բռնել,pysgota
1216,fassen::V,բռնել,dal
1217,hüten::V,արածեցնել,bugeilio
1218,treiben::V,հովուել,gyrru
1219,anbinden::V,չուանել,clymu
1220,füttern::V,կերակրել,porthi
1221,melken::V,կթել,godro
1222,hacken::V,կոտորել,torri
1223,gießen::V,ջրել,dyfrhau
1224,reifen::V,հասունանալ ,aeddfedu
1225,zubereiten::V,պատրաստել,coginio
1226,kochen::V,եփել,berwi
1227,backen::V,թխել,pobi
1228,backen::V,թխել,crasu
1229,braten::V,տապակել,ffrio
1230,umrühren::V,խառնել,cyffroi
1231,stricken::V,գործել,gwau
1232,nähen::V,կարել,gwnïo
1233,färben::V,ներկել,lliwio
1234,reinigen::V,մաքրել,glanhau
1235,waschen::V,լվանալ,golchi
1236,abwischen::V,սրբել,sychu
1237,spülen::V,ողողել,streulio
1238,spülen::V,պարզաջրել,streulio
1239,fegen::V,ավլել,ysgubo
1240,kehren::V,ավլել,ysgubo
1241,baden::V,լողանալ,cael bath
1242,sich waschen::V,լվացվել,ymolchi
1243,ausziehen::V,հանել,tynnu
1244,anziehen::V,հագնել,gwisgo
1245,sich anziehen::V,հագնվել,ymwisgo
1246,kämmen::V,սանրել,cribo
1247,schmücken::V,զարդարել,harddu
1248,schmücken::V,զարդարել,addurno
1249,sagen::V,ասել,dweud
1250,sprechen::V,խոսել,llefaru
1251,reden::V,զրուցել,siarad
1252,sich unterhalten::V,խոսակցել,sgwrsio
1253,fragen::V,հարցնել,gofyn
1254,bitten::V,խնդրել,gofyn am
1255,erzählen::V,պատմել,dweud
1256,mitteilen::V,հաղորդել,cyfleu
1257,nennen::V,անվանել,enwi
1258,rufen::V,կանչել,galw
1259,prahlen::V,պարծենալ,brolio
1260,prahlen::V,պարծենալ,ymffrostio
1261,übersetzen::V,թարգմանել,cyfieithu
1262,denken::V,մտածել,meddwl
1263,glauben::V,հավատալ,credu
1264,glauben::V,հավատալ,coelio
1265,bemerken::V,նկատել,sylwi
1266,erkennen::V,ճանաչել,adnabod
1267,begreifen::V,հասկանալ,amgyffred
1268,verstehen::V,ըմբռնել,deall
1269,lernen::V,սովորել,dysgu
1270,wissen::V,իմանալ,gwybod
1271,sich erinnern an::V,հիշել,cofio
1272,sich erinnern an::V,մտաբերել,cofio
1273,vergessen::V,մոռանալ,anghofio
1274,messen::V,չափել,mesur
1275,zählen::V,թվել,cyfrif
1276,zählen::V,հաշվել,cyfrif
1277,rechnen::V,հաշվել,cyfrifo
1278,rechnen::V,հաշվարկել,cyfrifo
1279,lesen::V,կարդալ,darllen
1280,malen::V,նկարել,peintio
1281,zeichnen::V,գծել,tynnu
1282,schreiben::V,գրել,ysgrifennu
1283,besitzen::V,ունենալ,meddu
1284,besitzen::V,տեր լինել,meddu
1285,kaufen::V,գնել,prynu
1286,verkaufen::V,վաճառել,gwerthu
1287,bezahlen::V,վճարել,talu am
1288,zahlen::V,վճարել,talu
1289,beherrschen::V,ղեկավարել,rheoli
1290,beherrschen::V,ղեկավարել,llywodraethu
1291,ertragen::V,դիմանալ,dioddef
1292,Horn::N,,corn
1293,fangen::V,,dal
