,Concept_ID,en,pt
214,Asche::N,ashes,cinza
215,Dreck::N,filth,sujidade
216,Eisen::N,iron,ferro
217,Gold::N,gold,ouro
218,Silber::N,silver,prata
219,Kohle::N,coal,carvão
220,Glas::N,glass,vidro
221,Lehm::N,clay,barro
222,Lehm::N,clay,argila
223,Sand::N,sand,areia
224,Mensch::N,human,homem
225,Mensch::N,human,pessoa
226,Mann::N,man,homem
227,Frau::N,woman,mulher
228,Kind::N,child,filho
229,Kind::N,child,criança
230,Junge::N,boy,rapaz
231,Junge::N,boy,menino
232,Mädchen::N,girl,menina
233,Mädchen::N,girl,rapariga
234,Familie::N,family,família
235,Großvater::N,grandfather,avô
236,Großmutter::N,grandmother,avó
237,Eltern::N,parents,pais
238,Vater::N,father,pai
239,Mutter::N,mother,mãe
240,Sohn::N,son,filho
241,Tochter::N,daughter,filha
242,Bruder::N,brother,irmão
243,Schwester::N,sister,irmã
244,Onkel::N,uncle,tio
245,Tante::N,aunt,tia
246,Ehemann::N,husband,esposo
247,Ehefrau::N,wife,esposa
248,Freude::N,joy,prazer
249,Freude::N,joy,alegria
250,Gelächter::N,laughter,risada
251,Gelächter::N,laughter,gargalhada
252,Glück::N,happiness,felicidade
253,Kummer::N,grief,aflição
254,Kummer::N,grief,desgosto
255,Wunsch::N,wish,desejo
256,Lust::N,desire,vontade
257,Geist::N,spirit,mente
258,Geist::N,spirit,espírito
259,Gedanke::N,thought,ideia
260,Gedanke::N,thought,pensamento
261,Gedächtnis::N,memory,memória
262,Verstand::N,mind,razão
263,Verstand::N,mind,inteligência
264,Sinn::N,meaning,sentido
265,Sinn::N,meaning,significado
266,Grund::N,reason,causa
267,Grund::N,reason,motivo
268,Wahrheit::N,truth,verdade
269,Gespräch::N,talk,conversa
270,Gespräch::N,talk,conversação
271,Märchen::N,fairy tale,conto
272,Erzählung::N,story,conto
273,Erzählung::N,story,narrativa
274,Nachricht::N,message,mensagem
275,Neuigkeit::N,news,notícia
276,Neuigkeit::N,news,novidade
277,Name::N,name,nome
278,Rätsel::N,puzzle,adivinha
279,Rede::N,speech,oração
280,Rede::N,speech,discurso
281,Sprache::N,language,língua
282,Stimme::N,voice,voz
283,Wort::N,word,palavra
284,Zeichen::N,sign,marca
285,Ruf::N,call,grito
286,Ruf::N,call,chamada
287,Lärm::N,noise,ruído
288,Lärm::N,noise,barulho
289,Laut::N,sound,som
290,Ton::N,tone,tom
291,Lied::N,song,canção
292,Ruhe::N,calm,calma
293,Ruhe::N,calm,silêncio
294,Leute::N,people,gente
295,Leute::N,people,pessoas
296,Volk::N,nation,povo
297,Volk::N,nation,nação
298,Arbeit::N,work,trabalho
299,Gast::N,guest,hóspede
300,Gast::N,guest,convidado
301,Geschenk::N,gift,prenda
302,Geschenk::N,gift,presente
303,Spiel::N,game,jogo
304,Gesellschaft::N,company,companhia
305,Hilfe::N,help,ajuda
306,Hilfe::N,help,socorro
307,Freund::N,friend,amigo
308,Kamerad::N,companion,camarada
309,Angelegenheit::N,matter,assunto
310,Anzahl::N,count,número
311,Anzahl::N,count,quantidade
312,Art::N,sort,tipo
313,Art::N,sort,espécie
314,Stück::N,piece,pedaço
315,Teil::N,part,peça
316,Teil::N,part,parte
317,Hälfte::N,half,metade
318,Kreis::N,circle,círculo
319,Kreuz::N,cross,cruz
320,Linie::N,line,linha
321,Strich::N,stroke,traço
322,Abstand::N,gap,distância
323,Entfernung::N,distance,distância
324,Gegend::N,area,área
325,Gegend::N,area,região
326,Platz::N,space,lugar
327,Ort::N,place,sítio
328,Seite::N,side,lado
329,Mitte::N,middle,meio
330,Gegenstand::N,item,objecto
331,Sache::N,thing,coisa
332,Rand::N,fringe,bordo
333,Rand::N,fringe,margem
334,Kante::N,edge,borda
335,Kante::N,edge,aresta
336,Ecke::N,corner,esquina
337,Spitze::N,tip,ponta
338,Ende::N,end,cabo
339,Ende::N,end,extremo
340,Loch::N,hole,furo
341,Loch::N,hole,buraco
342,Winkel::N,angle,canto
343,Winkel::N,angle,ângulo
344,Muster::N,pattern,padrão
345,Muster::N,pattern,desenho
346,Größe::N,size,tamanho
347,Länge::N,length,comprimento
348,Höhe::N,height,altura
349,Höhe::N,height,altitude
350,Gewicht::N,weight,peso
351,Menge::N,amount,quantidade
352,Haufen::N,heap,pilha
353,Reihe::N,row,fila
354,Boot::N,boat,barco
355,Ruder::N,oar,remo
356,Schlitten::N,sleigh,trenó
357,Ski::N,ski,esqui
358,Lagerfeuer::N,campfire,fogueira
359,Last::N,load,carga
360,Gang::N,walk,curso
361,Gang::N,walk,caminhada
362,Schritt::N,step,passo
363,Norden::N,north,norte
364,Süden::N,south,sul
365,Westen::N,west,oeste
366,Westen::N,west,ocidente
367,Osten::N,east,este
368,Osten::N,east,leste
369,Osten::N,east,oriente
370,Holz::N,wood,madeira
371,Brett::N,board,tábua
372,Brett::N,board,prancha
373,Platte::N,slab,laje
374,Platte::N,slab,chapa
375,Stütze::N,bracket,apoio
376,Stütze::N,bracket,suporte
377,Stange::N,pole,vara
378,Stange::N,pole,barra
379,Stock::N,stick,pau
380,Stock::N,stick,bengala
381,Stab::N,staff,bastão
382,Rohr::N,pipe,cano
383,Haus::N,house,casa
384,Heim::N,home,lar
385,Heim::N,home,casa
386,Ofen::N,stove,estufa
387,Ofen::N,stove,aquecedor
388,Fußboden::N,floor,piso
389,Tisch::N,table,mesa
390,Stuhl::N,chair,cadeira
391,Wiege::N,cradle,berço
392,Bett::N,bed,cama
393,Regal::N,shelf,estante
394,Regal::N,shelf,prateleira
395,Kiste::N,box,caixa
396,Fenster::N,window,janela
397,Tür::N,door,porta
398,Tor::N,gate,portão
399,Zaun::N,fence,cerca
400,Zaun::N,fence,vedação
401,Dach::N,roof,telhado
402,Leiter::N,ladder,escada
403,Leiter::N,ladder,escada móvel
404,Besen::N,broom,vassoura
405,Spaten::N,spade,pá
406,Schaufel::N,shovel,pá
407,Gabel::N,fork,garfo
408,Löffel::N,spoon,colher
409,Messer::N,knife,faca
410,Nagel::N,nail,cravo
411,Netz::N,net,rede
412,Haken::N,hook,gancho
413,Griff::N,handle,asa
414,Griff::N,handle,cabo
415,Schloss::N,lock,fechadura
416,Bild::N,picture,imagem
417,Figur::N,figure,figura
418,Puppe::N,doll,boneca
419,Beutel::N,pouch,saco
420,Beutel::N,pouch,bolsa
421,Bündel::N,bundle,fardo
422,Tasche::N,bag,saco
423,Tasche::N,bag,bolso
424,Eimer::N,bucket,balde
425,Deckel::N,cover,tampa
426,Geschirr::N,dishes,louça
427,Sack::N,sack,saca
428,Tasse::N,cup,chávena
429,Topf::N,pot,tacho
430,Topf::N,pot,panela
431,Kessel::N,kettle,caldeira
432,Essen::N,meal,refeição
433,Nahrung::N,food,comida
434,Nahrung::N,food,alimento
435,Speise::N,dish,prato
436,Fleisch::N,meat,carne
437,Getreide::N,corn,cereais
438,Brei::N,mush,puré
439,Brot::N,bread,pão
440,Scheibe::N,slice,fatia
441,Fett::N,fat,banha
442,Fett::N,fat,gordura
443,Butter::N,butter,manteiga
444,Öl::N,oil,azeite
445,Salz::N,salt,sal
446,Suppe::N,soup,sopa
447,Suppe::N,soup,caldo
448,Honig::N,honey,mel
449,Milch::N,milk,leite
450,Tee::N,tea,chá
451,Leder::N,leather,couro
452,Wolle::N,wool,lã
453,Stoff::N,cloth,pano
454,Stoff::N,cloth,tecido
455,Nadel::N,needle,agulha
456,Faden::N,thread,fio
457,Knopf::N,button,botão
458,Knoten::N,knot,nó
459,Farbe::N,paint,corante
460,Kleidung::N,clothes,roupa
461,Kleidung::N,clothes,vestuário
462,Hemd::N,shirt,camisa
463,Kragen::N,collar,gola
464,Ärmel::N,sleeve,manga
465,Hose::N,trousers,calça
466,Gürtel::N,belt,cinto
467,Mütze::N,cap,boné
468,Mütze::N,cap,barrete
469,Schuh::N,shoe,sapato
470,Stiefel::N,boot,bota
471,Ring::N,ring,anel
472,Band::N,ribbon,fita
473,Band::N,ribbon,faixa
474,Kamm::N,comb,pente
475,Spiegel::N,mirror,espelho
476,Riemen::N,strap,correia
477,Schnur::N,string,corda
478,Schnur::N,string,cordel
479,Leine::N,leash,trela
480,Decke::N,blanket,cobertor
481,Kissen::N,pillow,almofada
482,Tuch::N,scarf,pano
483,Handtuch::N,towel,toalha
484,Kraft::N,force,força
485,Stärke::N,strength,força
486,Gesundheit::N,health,saúde
487,Krankheit::N,illness,doença
488,Krankheit::N,illness,enfermidade
489,Schmerz::N,pain,dor
490,Wunde::N,wound,chaga
491,Wunde::N,wound,ferida
492,Fieber::N,fever,febre
493,Arznei::N,medicine,remédio
494,Brücke::N,bridge,ponte
495,Brunnen::N,well,poço
496,Weide::N,pasture,pastagem
497,Pfad::N,path,senda
498,Pfad::N,path,trilho
499,Weg::N,way,caminho
500,Straße::N,road,via
501,Straße::N,road,estrada
502,Dorf::N,village,aldeia
503,Stadt::N,town,cidade
504,Brief::N,letter,carta
505,Buch::N,book,livro
506,Buchstabe::N,character,letra
507,Zeitung::N,newspaper,jornal
508,Leben::N,life,vida
509,Tod::N,death,morte
510,Grab::N,grave,túmulo
511,Grab::N,grave,sepultura
512,Kirche::N,church,igreja
513,Sünde::N,sin,pecado
514,Gott::N,god,deus
515,Arbeiter::N,worker,operário
516,Arbeiter::N,worker,trabalhador
517,Chef::N,boss,chefe
518,Chef::N,boss,patrão
519,Meister::N,master,mestre
520,Arzt::N,doctor,médico
521,Lehrer::N,teacher,professor
522,Geld::N,money,dinheiro
523,Geschäft::N,business,negócio
524,Laden::N,shop,loja
525,Preis::N,price,preço
526,Ware::N,ware,mercadoria
527,Nutzen::N,profit,proveito
528,Reichtum::N,wealth,riqueza
529,Welt::N,world,mundo
530,Land::N,country,país
531,Staat::N,state,Estado
532,König::N,king,rei
533,Macht::N,power,poder
534,Macht::N,power,potência
535,Grenze::N,border,fronteira
536,Krieg::N,war,guerra
537,Feind::N,enemy,inimigo
538,Gewalt::N,violence,violência
539,Kampf::N,fight,luta
540,Kampf::N,fight,combate
541,Bogen[Waffe]::N,bow,arco
542,Pfeil::N,arrow,seta
543,Pfeil::N,arrow,flecha
544,Gewehr::N,gun,espingarda
545,Fehler::N,mistake,erro
546,Fehler::N,mistake,falha
547,Lüge::N,lie,mentira
548,Schaden::N,damage,dano
549,Schaden::N,damage,estrago
550,Unglück::N,misfortune,desgraça
551,Schuld::N,fault,culpa
552,Alter::N,age,idade
553,Schluss::N,conclusion,fim
554,Zeit::N,time,tempo
555,Tag::N,day,dia
556,Morgen::N,morning,manhã
557,Mittag::N,noon,meio-dia
558,Abend::N,evening,noite
559,Abend::N,evening,tardinha
560,Nacht::N,night,noite
561,Woche::N,week,semana
562,Monat::N,month,mês
563,Jahr::N,year,ano
564,Frühling::N,spring,primavera
565,Sommer::N,summer,verão
566,Herbst::N,autumn,outono
567,Winter::N,winter,inverno
568,Januar::N,January,Janeiro
569,Februar::N,February,Fevereiro
570,März::N,March,Março
571,April::N,April,Abril
572,Mai::N,May,Maio
573,Juni::N,June,Junho
574,Juli::N,July,Julho
575,August::N,August,Agosto
576,September::N,September,Setembro
577,Oktober::N,October,Outubro
578,November::N,November,Novembro
579,Dezember::N,December,Dezembro
580,Montag::N,Monday,segunda-feira
581,Dienstag::N,Tuesday,terça-feira
582,Mittwoch::N,Wednesday,quarta-feira
583,Donnerstag::N,Thursday,quinta-feira
584,Freitag::N,Friday,sexta-feira
585,Samstag::N,Saturday,sábado
586,Sonntag::N,Sunday,domingo
587,groß::A,big,grande
588,klein::A,little,pequeno
589,lang::A,long,comprido
590,kurz::A,short,curto
591,breit::A,wide,largo
592,schmal::A,narrow,estreito
593,dicht::A,dense,denso
594,dick[Gegenstand]::A,thick,grosso
595,dünn::A,thin,delgado
596,fein::A,delicate,fino
597,fein::A,delicate,subtil
598,fest::A,firm,firme
599,fest::A,firm,sólido
600,flach::A,flat,plano
601,glatt::A,smooth,liso
602,hart::A,hard,duro
603,weich::A,soft,mole
604,rund::A,round,redondo
605,spitz::A,pointed,agudo
606,scharf::A,sharp,afiado
607,stumpf::A,blunt,rombo
608,schwer::A,heavy,pesado
609,schön::A,beautiful,belo
610,schön::A,beautiful,bonito
611,heiß::A,hot,quente
612,warm::A,warm,quente
613,kalt::A,cold,frio
614,kühl::A,cool,fresco
615,frisch::A,fresh,fresco
616,feucht::A,damp,húmido
617,nass::A,wet,molhado
618,trocken::A,dry,seco
619,voll::A,full,cheio
620,leer::A,empty,vazio
621,offen::A,open,aberto
622,geschlossen::A,closed,fechado
623,sauber::A,clean,limpo
624,schmutzig::A,dirty,sujo
625,roh::A,raw,cru
626,reif::A,ripe,maduro
627,lecker::A,delicious,delicioso
628,süß::A,sweet,doce
629,bitter::A,bitter,amargo
630,sauer::A,sour,azedo
631,hell::A,bright,claro
632,dunkel::A,dark,escuro
633,dunkel::A,dark,sombrio
634,schwarz::A,black,preto
635,weiß::A,white,branco
636,rot::A,red,vermelho
637,gelb::A,yellow,amarelo
638,blau::A,blue,azul
639,grün::A,green,verde
640,grau::A,grey,cinzento
641,bunt::A,colourful,colorido
642,bunt::A,colorful,colorido
643,billig::A,cheap,barato
644,teuer::A,dear,caro
645,wertvoll::A,precious,valioso
646,wertvoll::A,precious,precioso
647,blind::A,blind,cego
648,taub::A,deaf,surdo
649,kräftig::A,powerful,forte
650,kräftig::A,powerful,poderoso
651,stark::A,strong,forte
652,stark::A,strong,robusto
653,schwach::A,weak,débil
654,fett::A,fat,gordo
655,schlank::A,slim,esbelto
656,hübsch::A,pretty,giro
657,hübsch::A,pretty,bonito
658,böse::A,evil,mau
659,dumm::A,stupid,parvo
660,dumm::A,stupid,estúpido
661,faul::A,lazy,preguiçoso
662,fleißig::A,diligent,aplicado
663,fleißig::A,diligent,diligente
664,geizig::A,stingy,avarento
665,klug::A,clever,prudente
666,klug::A,clever,inteligente
667,geschickt::A,skilful,hábil
668,geschickt::A,skillful,hábil
669,lieb::A,dear,caro
670,lieb::A,dear,querido
671,lustig::A,merry,alegre
672,sanft::A,gentle,suave
673,sanft::A,gentle,brando
674,hungrig::A,hungry,faminto
675,krank::A,sick,doente
676,krank::A,sick,enfermo
677,nackt::A,naked,nu
678,nackt::A,naked,despido
679,traurig::A,sad,triste
680,lebendig::A,living,vivo
681,gut::A,good,bom
682,schlecht::A,bad,mau
683,schlecht::A,bad,ruim
684,richtig::A,correct,justo
685,richtig::A,correct,correcto
686,schlimm::A,nasty,mau
687,schlimm::A,nasty,grave
688,wahr::A,true,verdadeiro
689,alt::A,old,velho
690,alt::A,old,antigo
691,neu::A,new,novo
692,ehemalig::A,former,antigo
693,alt[Lebewesen]::A,aged,velho
694,jung::A,young,jovem
695,arm::A,poor,pobre
696,reich::A,rich,rico
697,bekannt::A,familiar,conhecido
698,berühmt::A,famous,famoso
699,berühmt::A,famous,célebre
700,fremd::A,foreign,alheio
701,fremd::A,foreign,estranho
702,verschieden::A,different,diverso
703,verschieden::A,different,diferente
704,nah::A,near,próximo
705,fern::A,far,remoto
706,fern::A,far,distante
707,linker::A,left,esquerdo
708,rechter::A,right,direito
709,anderer::A,other,outro
710,erster::A,first,primeiro
711,zweiter::A,second,segundo
712,dritter::A,third,terceiro
713,letzter::A,last,final
714,letzter::A,last,último
715,allein::ADV,alone,só
716,auf einmal::ADV,at once,de vez
717,zusammen::ADV,together,juntos
718,lange::ADV,long,muito tempo
719,plötzlich::ADV,suddenly,de repente
720,sofort::ADV,instantly,imediatamente
721,später::ADV,later,mais tarde
722,jetzt::ADV,now,agora
723,heute::ADV,today,hoje
724,morgen::ADV,tomorrow,amanhã
725,bald::ADV,soon,logo
726,bald::ADV,soon,breve
727,dann::ADV,then,então
728,dann::ADV,then,depois
729,gestern::ADV,yesterday,ontem
730,einst::ADV,once,antigamente
731,damals::ADV,at that time,então
732,danach::ADV,afterwards,logo
733,danach::ADV,afterwards,depois
734,vorher::ADV,before,antes
735,zuerst::ADV,at first,primeiro
736,einmal::ADV,once,uma vez
737,manchmal::ADV,sometimes,às vezes
738,oft::ADV,often,muitas vezes
739,immer::ADV,always,sempre
740,niemals::ADV,never,nunca
741,hier::ADV,here,cá
742,hier::ADV,here,aqui
743,hierhin::ADV,hither,para cá
744,hierhin::ADV,to here,para cá
745,hierhin::ADV,here,para cá
746,von hier::ADV,hence,daqui
747,dort::ADV,there,lá
748,dort::ADV,there,ali
749,dorthin::ADV,thither,lá
750,dorthin::ADV,thither,para lá
751,dorthin::ADV,there,lá
752,dorthin::ADV,there,para lá
753,dorthin::ADV,to there,lá
754,dorthin::ADV,to there,para lá
755,geradeaus::ADV,ahead,em frente
756,vorwärts::ADV,forward,avante
757,rückwärts::ADV,backward,para trás
758,zurück::ADV,back,atrás
759,unten::ADV,below,debaixo
760,unten::ADV,below,em baixo
761,hinab::ADV,down,para baixo
762,oben::ADV,above,em cima
763,hinauf::ADV,up,para cima
764,überall::ADV,everywhere,em toda parte
765,nicht::ADV,not,não
766,ein wenig::ADV,a little,um pouco
767,ein wenig::ADV,a little,um bocado
768,kaum::ADV,hardly,apenas
769,sehr::ADV,very,muito
770,so::ADV,so,tão
771,so::ADV,so,assim
772,noch::ADV,still,ainda
773,nur::ADV,only,só
774,nur::ADV,only,apenas
775,nur::ADV,only,somente
776,schon::ADV,already,já
777,wieder::ADV,again,outra vez
778,vergebens::ADV,in vain,em vão
779,vor::PRP,in front of,diante de
780,hinter::PRP,behind,atrás de
781,unter::PRP,under,sob
782,unter::PRP,under,debaixo de
783,durch::PRP,through,por
784,durch::PRP,through,através de
785,neben::PRP,next to,junto de
786,neben::PRP,next to,ao lado de
787,zwischen::PRP,between,entre
788,wegen::PRP,because of,por
789,wegen::PRP,because of,por causa de
790,dies::PRN,this,isto
791,das::PRN,that,isso
792,das::PRN,that,aquilo
793,alles::PRN,everything,todo
794,ich::PRN,I,eu
795,du::PRN,you,tu
796,du::PRN,thou,tu
797,er::PRN,he,ele
798,wir::PRN,we,nós
799,ihr::PRN,you,vós
800,ihr::PRN,you,vocês
801,sie::PRN,they,eles
802,was::FPRN,what,quê
803,wer::FPRN,who,quem
804,wo::FADV,where,onde
805,wohin::FADV,where ... to,aonde
806,wohin::FADV,where ... to,para onde
807,wohin::FADV,where to,aonde
808,wohin::FADV,where to,para onde
809,wohin::FADV,where,aonde
810,wohin::FADV,where,para onde
811,wie::FADV,how,como
812,warum::FADV,why,porquê
813,warum::FADV,why,por que
814,wieviel::FNUM,how much,quanto
815,eins::NUM,one,um
816,zwei::NUM,two,dois
817,drei::NUM,three,três
818,vier::NUM,four,quatro
819,fünf::NUM,five,cinco
820,sechs::NUM,six,seis
821,sieben::NUM,seven,sete
822,acht::NUM,eight,oito
823,neun::NUM,nine,nove
824,zehn::NUM,ten,dez
825,elf::NUM,eleven,onze
826,zwölf::NUM,twelve,doze
827,zwanzig::NUM,twenty,vinte
828,dreißig::NUM,thirty,trinta
829,vierzig::NUM,forty,quarenta
830,fünfzig::NUM,fifty,cinquenta
831,sechzig::NUM,sixty,sessenta
832,siebzig::NUM,seventy,setenta
833,achtzig::NUM,eighty,oitenta
834,neunzig::NUM,ninety,noventa
835,hundert::NUM,a hundred,cem
836,hundert::NUM,a hundred,cento
837,tausend::NUM,a thousand,mil
838,und::CNJ,and,e
839,oder::CNJ,or,ou
840,stehen::V,stand,estar em pé
841,sitzen::V,sit,estar sentado
842,liegen::V,lie,jazer
843,liegen::V,lie,estar deitado
844,hängen::V,hang,pender
845,hängen::V,hang,estar pendurado
846,werden::V,become,tornar-se
847,passieren::V,happen,acontecer
848,beginnen::V,begin,começar
849,enden::V,end,acabar
850,enden::V,end,terminar
851,wechseln::V,change,variar
852,wechseln::V,change,alternar
853,aufgehen[Sonne]::V,rise,nascer
854,untergehen[Sonne]::V,set,pôr-se
855,scheinen[Sonne]::V,shine,brilhar
856,donnern::V,thunder,trovejar
857,wehen::V,blow,soprar
858,strömen::V,stream,correr
859,fließen::V,flow,fluir
860,sich drehen::V,revolve,girar
861,schwanken::V,sway,oscilar
862,schwingen::V,swing,vibrar
863,fallen::V,fall,cair
864,brennen::V,burn,arder
865,rauchen::V,smoke,fumegar
866,regnen::V,rain,chover
867,gefrieren::V,freeze,gelar
868,gefrieren::V,freeze,congelar
869,tauen::V,thaw,derreter
870,tauen::V,thaw,descongelar
871,schmelzen::V,melt,fundir-se
872,trocknen::V,dry,secar
873,sieden::V,boil,ferver
874,faulen::V,rot,estragar-se
875,verfaulen::V,decay,apodrecer
876,reißen::V,snap,romper-se
877,versinken::V,sink,afundar-se
878,vergehen::V,pass,passar
879,erscheinen::V,appear,aparecer
880,verschwinden::V,disappear,desaparecer
881,sinken::V,drop,descer
882,abnehmen::V,decrease,diminuir
883,abnehmen::V,decrease,decrescer
884,zunehmen::V,increase,crescer
885,zunehmen::V,increase,aumentar
886,steigen::V,rise,subir
887,wachsen::V,grow,crescer
888,glänzen::V,shine,brilhar
889,funkeln::V,sparkle,cintilar
890,lärmen::V,be noisy,fazer barulho
