,Concept_ID,xal,de
775,schmelzen::V,хәәлх,schmelzen
776,schmelzen::V,хәәлгдх,schmelzen
777,trocknen::V,эврх,trocknen
778,sieden::V,буслх,sieden
779,faulen::V,үмкәрх,faulen
780,verfaulen::V,илҗрх,verfaulen
781,reißen::V,тасрх,reißen
782,versinken::V,чивх,versinken
783,vergehen::V,болх,vergehen
784,erscheinen::V,һарх,erscheinen
785,verschwinden::V,уга болх,verschwinden
786,sinken::V,татгдх,sinken
787,abnehmen::V,хасгдх,abnehmen
788,zunehmen::V,өсх,zunehmen
789,steigen::V,немх,steigen
790,wachsen::V,өсх,wachsen
791,wachsen::V,урһх,wachsen
792,glänzen::V,гилвкх,glänzen
793,funkeln::V,цәклх,funkeln
794,lärmen::V,шууглдх,lärmen
795,läuten::V,хоңх,läuten
796,klingeln::V,җиңнулх,klingeln
797,klirren::V,җиңнх,klirren
798,brausen::V,догшрхх,brausen
799,rauschen::V,сарҗңнх,rauschen
800,klingen::V,ә һарх,klingen
801,bellen::V,хуцх,bellen
802,heulen::V,уульх,heulen
803,blasen::V,үләх,blasen
804,pfeifen::V,ишкрх,pfeifen
805,schreien::V,хәәкрх,schreien
806,stöhnen::V,түңшх,stöhnen
807,zittern::V,дагҗннх,zittern
808,leben::V,бәәх,leben
809,geboren werden::V,төрх,geboren werden
810,atmen::V,әмсхлх,atmen
811,trinken::V,уух,trinken
812,essen::V,идх,essen
813,schlucken::V,зальгх,schlucken
814,müde werden::V,көшх,müde werden
815,einschlafen::V,унтх,einschlafen
816,schlafen::V,нөөрсх,schlafen
817,aufwachen::V,серх,aufwachen
818,aufstehen::V,босх,aufstehen
819,sich erholen::V,амрх,sich erholen
820,krank werden::V,гемтх,krank werden
821,krank sein::V,шалтглх,krank sein
822,schmerzen::V,өвдх,schmerzen
823,husten::V,ханях,husten
824,genesen::V,эдгх,genesen
825,sterben::V,үкх,sterben
826,sterben::V,өңгрх,sterben
827,umkommen::V,үкх,umkommen
828,sich bewegen::V,көдлх,sich bewegen
829,sich bewegen::V,көндрх,sich bewegen
830,sich rühren::V,көндрх,sich rühren
831,sich erheben::V,босх,sich erheben
832,sich setzen::V,суух,sich setzen
833,hinfallen::V,унх,hinfallen
834,hinfallen::V,киисх,hinfallen
835,laufen::V,йовх,laufen
836,schreiten::V,алхх,schreiten
837,spazierengehen::V,сергҗ йовх,spazierengehen
838,eilen::V,шулудх,eilen
839,sich beeilen::V,адһх,sich beeilen
840,sich beeilen::V,шамдх,sich beeilen
841,sausen::V,хурдлх,sausen
842,sausen::V,йир_хурдар_гүүх,sausen
843,sausen::V,йир_хурдар_йовх,sausen
844,rennen::V,гүүх,rennen
845,springen::V,һәрәдх,springen
846,klettern::V,давшх,klettern
847,schaukeln::V,дүүдңндх,schaukeln
848,kriechen::V,мөлкх,kriechen
849,schwimmen::V,усчх,schwimmen
850,tauchen::V,булхх,tauchen
851,rudern::V,хәәвдх,rudern
852,fahren::V,йовх,fahren
853,fliegen::V,нисх,fliegen
854,gehen::V,йовх,gehen
855,weggehen::V,йовх,weggehen
856,weggehen::V,одх,weggehen
857,weggehen::V,һарх,weggehen
858,weggehen::V,мөрлх,weggehen
859,abfahren::V,мордх,abfahren
860,anhalten::V,зогсх,anhalten
861,hineingehen::V,орх,hineingehen
862,eintreten::V,орх,eintreten
863,kommen::V,ирх,kommen
864,ankommen::V,ирх,ankommen
865,zurückkommen::V,орх,zurückkommen
866,bleiben::V,бәәх,bleiben
867,warten::V,күләх,warten
868,erwarten::V,күләх,erwarten
869,suchen::V,хәәх,suchen
870,finden::V,олх,finden
871,versuchen::V,седх,versuchen
872,vorbereiten::V,белдх,vorbereiten
873,lieben::V,дурлх,lieben
874,mögen::V,таассгдх,mögen
875,lachen::V,инәх,lachen
876,rühren::V,уйрах,rühren
877,weinen::V,уульх,weinen
878,schimpfen::V,харах,schimpfen
879,sich ärgern::V,уурлх,sich ärgern
880,sich fürchten::V,әәх,sich fürchten
881,fürchten::V,әәх,fürchten
882,fürchten::V,сүрдх,fürchten
883,fliehen::V,зулх,fliehen
884,flüchten::V,орһх,flüchten
885,flüchten::V,зулх,flüchten
886,sehen::V,үзх,sehen
887,anschauen::V,харх,anschauen
888,ansehen::V,хәләх,ansehen
889,ansehen::V,үзх,ansehen
890,hören::V,соңсх,hören
891,zuhören::V,соңсх,zuhören
892,probieren::V,амсх,probieren
893,riechen::V,үнрчлх,riechen
894,fühlen::V,медх,fühlen
895,scheinen::V,болҗ медгдх,scheinen
896,scheinen::V,миниһәр болхла,scheinen
897,scheinen::V,болад бәәх,scheinen
898,zu sehen sein::V,үзгдх,zu sehen sein
899,vernehmen::V,соңсх,vernehmen
900,frieren::V,даарх,frieren
901,tun::V,кех,tun
902,können::V,чадх,können
903,wollen::V,дурлх,wollen
904,anfangen::V,эклх,anfangen
905,beenden::V,дуусх,beenden
906,aufhören::V,уурх,aufhören
907,gelingen::V,бүтх,gelingen
908,gelingen::V,күцәх,gelingen
909,geraten::V,болх,geraten
910,öffnen::V,секх,öffnen
911,schließen::V,хаах,schließen
912,stellen::V,тәвх,stellen
913,setzen::V,суулһх,setzen
914,legen::V,тәвх,legen
915,berühren::V,көндәх,berühren
916,verbinden::V,боох,verbinden
917,bedecken::V,хучх,bedecken
918,bedecken::V,бүркх,bedecken
919,aufhängen::V,өлгх,aufhängen
920,anzünden::V,асах,anzünden
921,anzünden::V,шатах,anzünden
922,aufheben::V,өөдән өргх,aufheben
923,zurücklassen::V,үлдәх,zurücklassen
924,verlieren::V,геех,verlieren
925,fallen lassen::V,алдх,fallen lassen
926,machen::V,кех,machen
927,herstellen::V,кех,herstellen
928,bauen::V,тосхх,bauen
929,reparieren::V,ясх,reparieren
930,verbessern::V,сәәрүлх,verbessern
931,ändern::V,хүврәх,ändern
932,graben::V,малтх,graben
933,beugen::V,нуһлх,beugen
934,biegen::V,матилһх,biegen
935,drehen::V,эргүлх,drehen
936,wenden::V,көмрх,wenden
937,wenden::V,эргүлх,wenden
938,umdrehen::V,эргүлх,umdrehen
939,heben::V,өргх,heben
940,heben::V,деер өргх,heben
941,hochheben::V,өргх,hochheben
942,ergreifen::V,бәрх,ergreifen
943,halten::V,бәрх,halten
944,drücken::V,шахх,drücken
945,schieben::V,түлкх,schieben
946,kratzen::V,мааҗх,kratzen
947,lecken::V,долах,lecken
948,beißen::V,хазх,beißen
949,abreißen::V,таслх,abreißen
950,abschneiden::V,тәәрх,abschneiden
951,binden::V,боох,binden
952,stecken::V,шаах,stecken
953,stecken::V,хатхх,stecken
954,brechen::V,хамхлх,brechen
955,klopfen::V,цокх,klopfen
956,hauen::V,цокх,hauen
957,kleben::V,наах,kleben
958,reiben::V,зүлгх,reiben
959,streichen::V,наах,streichen
960,streichen::V,лашх,streichen
961,streichen::V,түркх,streichen
962,schleifen::V,хурцлх,schleifen
963,schneiden::V,хәәчлх,schneiden
964,rütteln::V,дәәвлүлх,rütteln
965,schütteln::V,сегсрх,schütteln
966,schwenken::V,дайлх,schwenken
967,schütten::V,кех,schütten
968,füllen::V,дүүргх,füllen
969,einwickeln::V,орах,einwickeln
970,tragen::V,зөөх,tragen
971,schleppen::V,чирх,schleppen
972,ziehen::V,татх,ziehen
973,aufbewahren::V,хадһлх,aufbewahren
974,werfen::V,хайх,werfen
975,fangen::V,бәрх,fangen
976,fangen::V,хавлх,fangen
977,packen::V,бәрх,packen
978,verstecken::V,дүрх,verstecken
979,verstecken::V,бултулх,verstecken
980,teilen::V,хувах,teilen
981,schicken::V,илгәх,schicken
982,bringen::V,авч ирх,bringen
983,hinzufügen::V,немх,hinzufügen
984,bekommen::V,авх,bekommen
985,erhalten::V,авх ,erhalten
986,nehmen::V,авх,nehmen
987,wählen::V,шүүх,wählen
988,auswählen::V,шүүх,auswählen
989,bewahren::V,хадһлх,bewahren
990,bewahren::V,кевтнь үлдәх,bewahren
991,bewahren::V,кевтнь бәәлһх,bewahren
992,behindern::V,харшлх,behindern
993,verderben::V,үрәх,verderben
994,beschädigen::V,эвдх,beschädigen
995,zerbrechen::V,күүлх,zerbrechen
996,zerbrechen::V,хамхлх,zerbrechen
997,zerreißen::V,шуучх,zerreißen
998,zerstören::V,эвдх,zerstören
999,verbrennen::V,шатах,verbrennen
1000,geben::V,өгх,geben
1001,reichen::V,өгх,reichen
1002,schenken::V,белглх,schenken
1003,versprechen::V,амлх,versprechen
1004,wünschen::V,сә хәәх,wünschen
1005,loben::V,магтх,loben
1006,küssen::V,үмсх,küssen
1007,wiegen::V,саатулх,wiegen
1008,zudecken::V,бүркх,zudecken
1009,wecken::V,серүлх,wecken
1010,zeigen::V,үзүлх,zeigen
1011,führen::V,көтлх,führen
1012,lehren::V,заах,lehren
1013,lehren::V,сурһх,lehren
1014,unterrichten::V,сурһх,unterrichten
1015,unterrichten::V,багшлх,unterrichten
1016,aufziehen::V,өскәх,aufziehen
1017,leiten::V,һардх,leiten
1018,leiten::V,толһалх,leiten
1019,antreiben::V,шамдах,antreiben
1020,lassen::V,күч үзүлх,lassen
1021,einladen::V,үрх,einladen
1022,vereinigen::V,хамцулх,vereinigen
1023,besuchen::V,одх,besuchen
1024,treffen::V,харһх,treffen
1025,sich versammeln::V,цуглрх,sich versammeln
1026,sich versammeln::V,хурх,sich versammeln
1027,spielen::V,наадх,spielen
1028,singen::V,дуулх,singen
1029,tanzen::V,биилх,tanzen
1030,sich trennen::V,хаһцх,sich trennen
1031,verlassen::V,хайх,verlassen
1032,retten::V,әм аврх,retten
1033,retten::V,әәмшгәс харсх,retten
1034,bewachen::V,харх,bewachen
1035,bewachen::V,манх,bewachen
1036,schützen::V,харсх,schützen
1037,verteidigen::V,харсх,verteidigen
1038,sich schlagen::V,гүвдлдх,sich schlagen
1039,schießen::V,хах,schießen
1040,siegen::V,диилх,siegen
1041,ärgern::V,уурлулх,ärgern
1042,schlagen::V,цокх,schlagen
1043,schlagen::V,гүвдх,schlagen
1044,stechen::V,хатхх,stechen
1045,stoßen::V,түлкчкх,stoßen
1046,stehlen::V,хулхалх,stehlen
1047,stören::V,һә болх,stören
1048,belästigen::V,амр эс өгх,belästigen
1049,verbergen::V,нуух,verbergen
1050,verbergen::V,бултулх,verbergen
1051,täuschen::V,меклх,täuschen
1052,betrügen::V,меклх,betrügen
1053,betrügen::V,мек һарһх,betrügen
1054,töten::V,алх,töten
1055,wohnen::V,бәәх,wohnen
1056,arbeiten::V,көдлх,arbeiten
1057,sammeln::V,түүх,sammeln
1058,pflücken::V,түүх,pflücken
1059,pflücken::V,хурах,pflücken
1060,jagen::V,аңнх,jagen
1061,jagen::V,аңһучлх,jagen
1062,fischen::V,заһс аңнх,fischen
1063,fassen::V,бәрх,fassen
1064,hüten::V,хәрүлх,hüten
1065,treiben::V,туух,treiben
1066,anbinden::V,уйх,anbinden
1067,füttern::V,теҗәх,füttern
1068,melken::V,саах,melken
1069,hacken::V,чавчх,hacken
1070,gießen::V,услх,gießen
1071,reifen::V,болх,reifen
1072,reifen::V,болвсрх,reifen
1073,zubereiten::V,белдх,zubereiten
1074,kochen::V,чанх,kochen
1075,kochen::V,болһх,kochen
1076,backen::V,болһх,backen
1077,braten::V,хуурх,braten
1078,umrühren::V,самрх,umrühren
1079,stricken::V,өлгх,stricken
1080,nähen::V,уйх,nähen
1081,färben::V,будх,färben
1082,reinigen::V,цеврлх,reinigen
1083,waschen::V,уһах,waschen
1084,abwischen::V,арчх,abwischen
1085,spülen::V,зәәлх,spülen
1086,fegen::V,сәвүрдх,fegen
1087,kehren::V,сәвүрдх,kehren
1088,baden::V,өөмх,baden
1089,sich waschen::V,уһах,sich waschen
1090,sich waschen::V,бийән уһаҗ,sich waschen
1091,ausziehen::V,тәәлх,ausziehen
1092,anziehen::V,өмсх,anziehen
1093,sich anziehen::V,хувцлх,sich anziehen
1094,kämmen::V,самлх,kämmen
1095,schmücken::V,чимх,schmücken
1096,schmücken::V,кеерүлх,schmücken
1097,sagen::V,келх,sagen
1098,sprechen::V,келх,sprechen
1099,reden::V,күүндх,reden
1100,reden::V,күр_кех,reden
1101,sich unterhalten::V,күүндх,sich unterhalten
1102,fragen::V,сурх,fragen
1103,bitten::V,эрх,bitten
1104,erzählen::V,келх,erzählen
1105,erzählen::V,келҗ өгх,erzählen
1106,mitteilen::V,медүлх,mitteilen
1107,nennen::V,нерәдх,nennen
1108,nennen::V,нер өгх,nennen
1109,rufen::V,дуудх,rufen
1110,prahlen::V,көөрх,prahlen
1111,übersetzen::V,орчулх,übersetzen
1112,denken::V,санх,denken
1113,glauben::V,шүтх,glauben
1114,glauben::V,нәәлх,glauben
1115,bemerken::V,темдглх,bemerken
1116,erkennen::V,таньх,erkennen
1117,erkennen::V,медх,erkennen
1118,begreifen::V,медх,begreifen
1119,verstehen::V,соңсх,verstehen
1120,lernen::V,сурх,lernen
1121,wissen::V,медх,wissen
1122,sich erinnern an::V,санх,sich erinnern an
1123,vergessen::V,мартх,vergessen
1124,messen::V,кемҗәлх,messen
1125,zählen::V,тоолх,zählen
1126,rechnen::V,тоолх,rechnen
1127,lesen::V,умшх,lesen
1128,malen::V,зурх,malen
1129,zeichnen::V,зурх,zeichnen
1130,schreiben::V,бичх,schreiben
1131,besitzen::V,эзлх,besitzen
1132,kaufen::V,хулдҗ авх,kaufen
1133,verkaufen::V,хулдх,verkaufen
1134,verkaufen::V,гүүлгх,verkaufen
1135,bezahlen::V,өгх,bezahlen
1136,zahlen::V,өгх,zahlen
1137,beherrschen::V,эзлх,beherrschen
1138,ertragen::V,даах,ertragen
1139,treten::V,,treten
