,Concept_ID,ga,cv
721,glatt::A,sleamhain,такӑр
722,hart::A,crua,хытӑ
723,weich::A,bog,ҫемҫе
724,rund::A,cruinn,ҫавра
725,spitz::A,gobach,шӗвӗр
726,spitz::A,biorach,шӗвӗр
727,scharf::A,géar,ҫивӗч
728,scharf::A,faobhrach,ҫивӗч
729,stumpf::A,maol,мӑка
730,stumpf::A,maol,пуклак
731,stumpf::A,maol,тӗрӗнчӗк
732,stumpf::A,maol,ӑнкарусӑр
733,schwer::A,trom,йывӑр
734,schön::A,álainn,илемлӗ
735,heiß::A,te,вӗри
736,warm::A,te,ӑшӑ
737,kalt::A,fuar,сивӗ
738,kühl::A,fionnuar,уҫӑ
739,frisch::A,úr,уҫӑ
740,frisch::A,friseáilte,уҫӑ
741,feucht::A,tais,йӗпе
742,nass::A,fliuch,нӳрӗ
743,trocken::A,tirim,типӗ
744,voll::A,lán,тулли
745,leer::A,folamh,пушӑ
746,offen::A,oscailte,уҫӑ
747,geschlossen::A,dúnta,хупӑ
748,geschlossen::A,druidte,хупӑ
749,sauber::A,glan,таса
750,schmutzig::A,salach,пылчӑклӑ
751,schmutzig::A,salach,вараланчӑк
752,roh::A,amh,чӗрӗ
753,reif::A,aibí,пулнӑ
754,reif::A,aibí,пиҫӗхнӗ
755,reif::A,aibí,аталаннӑ
756,reif::A,aibí,пиҫсе ҫитнӗ
757,lecker::A,blasta,тутлӑ
758,lecker::A,blasta,техӗмлӗ
759,süß::A,milis,пылак
760,bitter::A,searbh,йӳҫӗ
761,sauer::A,géar,йӳҫӗ
762,sauer::A,géar,йӳҫек
763,sauer::A,géar,кӑвасак
764,sauer::A,searbh,йӳҫӗ
765,sauer::A,searbh,йӳҫек
766,sauer::A,searbh,кӑвасак
767,hell::A,geal,ҫутӑ
768,hell::A,soilseach,ҫутӑ
769,dunkel::A,dorcha,тӗттӗм
770,schwarz::A,dubh,хура
771,weiß::A,bán,шурӑ
772,rot::A,dearg,хӗрлӗ
773,gelb::A,buí,сарӑ
774,blau::A,gorm,кӑвак
775,grün::A,glas,симӗс
776,grün::A,glas,пиҫмен
777,grün::A,glas,ӑс пухман
778,grün::A,uaine,симӗс
779,grün::A,uaine,пиҫмен
780,grün::A,uaine,ӑс пухман
781,grau::A,liath,кӑвак
782,bunt::A,ildathach,чӑпар
783,bunt::A,dathannach,чӑпар
784,billig::A,saor,йӳнӗ
785,teuer::A,daor,хаклӑ
786,teuer::A,costasach,хаклӑ
787,wertvoll::A,luachmhar,паха
788,blind::A,dall,суккӑр
789,blind::A,caoch,суккӑр
790,taub::A,bodhar,хӑлхасӑр
791,kräftig::A,cumhachtach,хӑватлӑ
792,stark::A,tréan,вирлӗ
793,stark::A,láidir,вирлӗ
794,schwach::A,lag,халсӑр
795,schwach::A,fann,халсӑр
796,fett::A,ramhar,самӑр
797,fett::A,ramhar,мӑнтӑр
798,schlank::A,caol,йӑрӑс
799,schlank::A,caol,яштака
800,schlank::A,seang,йӑрӑс
801,schlank::A,seang,яштака
802,hübsch::A,álainn,хитре
803,hübsch::A,dathúil,хитре
804,böse::A,olc,усал
805,dumm::A,dúr,ухмах
806,dumm::A,amaideach,ухмах
807,faul::A,falsa,наян
808,faul::A,falsa,юлхав
809,faul::A,falsa,ӳркенчӗк
810,faul::A,leisciúil,наян
811,faul::A,leisciúil,юлхав
812,faul::A,leisciúil,ӳркенчӗк
813,fleißig::A,dícheallach,хастар
814,geizig::A,barainneach,хытӑ
815,geizig::A,sprionlaithe,хытӑ
816,klug::A,cliste,ӑслӑ
817,geschickt::A,oilte,ӑста
818,geschickt::A,ealaíonta,ӑста
819,lieb::A,dil,савнӑ
820,lieb::A,dílis,савнӑ
821,lustig::A,aerach,хаваслӑ
822,lustig::A,meidhreach,хаваслӑ
823,sanft::A,bog,ачаш
824,sanft::A,séimh,ачаш
825,hungrig::A,ocrach,выҫӑ
826,krank::A,tinn,чирлӗ
827,krank::A,breoite,чирлӗ
828,nackt::A,nocht,ҫара
829,traurig::A,brónach,салхуллӑ
830,lebendig::A,beo,чӗрӗ
831,gut::A,maith,аван
832,gut::A,maith,лайӑх
833,schlecht::A,dona,япӑх
834,schlecht::A,dona,начар
835,schlecht::A,droch-,япӑх
836,schlecht::A,droch-,начар
837,richtig::A,ceart,тӗрӗс
838,schlimm::A,gránna,йӗрӗнчӗк
839,schlimm::A,tubaisteach,йӗрӗнчӗк
840,wahr::A,fíor,чӑн
841,alt::A,sean,кивӗ
842,neu::A,úr,ҫӗнӗ
843,neu::A,nua,ҫӗнӗ
844,ehemalig::A,iar-,пулнӑ
845,ehemalig::A,sean-,пулнӑ
846,alt[Lebewesen]::A,sean,ватӑ
847,alt[Lebewesen]::A,aosta,ватӑ
848,jung::A,óg,яш
849,jung::A,óg,ҫамрӑк
850,arm::A,bocht,чухӑн
851,reich::A,saibhir,пуян
852,reich::A,rachmasach,пуян
853,bekannt::A,atá eolas air,пӗлӗш
854,berühmt::A,cailiúil,чаплӑ
855,berühmt::A,clúiteach,чаплӑ
856,fremd::A,coimhthíoch,ют
857,verschieden::A,éagsúil,расна
858,verschieden::A,difriúil,расна
859,nah::A,gar,ҫывӑх
860,nah::A,gar,ҫывӑхри
861,nah::A,deas,ҫывӑх
862,nah::A,deas,ҫывӑхри
863,fern::A,i bhfad uainn,инҫе
864,fern::A,i bhfad uainn,аякри
865,fern::A,i bhfad i gcéin,инҫе
866,fern::A,i bhfad i gcéin,аякри
867,linker::A,clé,сулахай
868,rechter::A,deas,сылтӑм
869,anderer::A,eile,урӑх
870,erster::A,céad,пӗрремӗш
871,zweiter::A,dóú,иккӗмӗш
872,zweiter::A,dara,иккӗмӗш
873,dritter::A,tríú,виҫҫӗмӗш
874,dritter::A,treas,виҫҫӗмӗш
875,letzter::A,déanach,юлашки
876,letzter::A,deireanach,юлашки
877,allein::ADV,i d'aonar,пӗччен
878,auf einmal::ADV,ag an am céanna,кӗмӗрккен
879,zusammen::ADV,le chéile,пӗрле
880,zusammen::ADV,in eineacht,пӗрле
881,lange::ADV,fada,вӑрах
882,plötzlich::ADV,go tobann,сасартӑк
883,plötzlich::ADV,i dtobainne,сасартӑк
884,sofort::ADV,ar an toirt,тӳрех
885,sofort::ADV,ar an bpointe,тӳрех
886,später::ADV,níos déanaí,кайран
887,jetzt::ADV,anois,халь
888,jetzt::ADV,anois,халӗ
889,heute::ADV,inniu,паян
890,morgen::ADV,amárach,ыран
891,bald::ADV,go luath,халех
892,bald::ADV,go luath,кӗҫех
893,bald::ADV,gan mhoill,халех
894,bald::ADV,gan mhoill,кӗҫех
895,dann::ADV,ansin,унтан
896,gestern::ADV,inné,ӗнер
897,einst::ADV,tráth,пӗррехинче
898,einst::ADV,uair amháin,пӗррехинче
899,damals::ADV,ag an am,ун чухне
900,damals::ADV,ag an am,апла пулсан
901,damals::ADV,an t-am sin,ун чухне
902,damals::ADV,an t-am sin,апла пулсан
903,danach::ADV,ina dhiaidh sin,унтан
904,vorher::ADV,cheana,малтан
905,vorher::ADV,roimhe sin,малтан
906,zuerst::ADV,ar dtús,пирвай
907,einmal::ADV,uair amháin,пӗррехинче
908,manchmal::ADV,uaireanta,хӑш чухне
909,oft::ADV,minic,тӑтӑш
910,immer::ADV,i gcónaí,ялан
911,niemals::ADV,riamh,нихӑҫан та
912,hier::ADV,anseo,кунта
913,hierhin::ADV,anseo,кунта
914,von hier::ADV,an áit seo,кунтан
915,dort::ADV,ann,унта
916,dort::ADV,ann,ҫавӑнта
917,dort::ADV,ansin,унта
918,dort::ADV,ansin,ҫавӑнта
919,dorthin::ADV,ann,унта
920,dorthin::ADV,ann,ҫавӑнта
921,dorthin::ADV,ansin,унта
922,dorthin::ADV,ansin,ҫавӑнта
923,geradeaus::ADV,ar aghaidh,тикӗс
924,rückwärts::ADV,siar,хыҫала
925,zurück::ADV,ar ais,каялла
926,unten::ADV,thíos,аялта
927,hinab::ADV,síos,аялта
928,oben::ADV,thuas,ҫӳлте
929,hinauf::ADV,suas,ҫӳле
930,überall::ADV,i ngach áit,таҫта та
931,überall::ADV,i ngach áit,пур ҫӗрте те
932,überall::ADV,i ngach áit,кирек ӑҫта та
933,überall::ADV,ar fud na háite,таҫта та
934,überall::ADV,ar fud na háite,пур ҫӗрте те
935,überall::ADV,ar fud na háite,кирек ӑҫта та
936,nicht::ADV,ní,мар
937,nicht::ADV,cha,мар
938,ein wenig::ADV,beagán,пӑртак
939,kaum::ADV,ar éigean,аран
940,sehr::ADV,an-,питӗ
941,so::ADV,chomh,апла
942,so::ADV,mar sin,апла
943,noch::ADV,fós,татах
944,noch::ADV,go fóill,татах
945,nur::ADV,amháin,ҫех
946,nur::ADV,níl ach,ҫех
947,schon::ADV,cheana,ӗнтӗ
948,schon::ADV,cheana féin,ӗнтӗ
949,wieder::ADV,arís,каллех
950,wieder::ADV,athuair,каллех
951,vergebens::ADV,amú,харам
952,vergebens::ADV,in aisce,харам
953,vor::PRP,ar thosach,умӗнче
954,hinter::PRP,laistiar de,кайра
955,hinter::PRP,taobh thiar de,кайра
956,unter::PRP,faoi,айне
957,unter::PRP,faoi,айӗпе
958,unter::PRP,faoi,айӗнче
959,unter::PRP,faoi,ҫитеспе
960,durch::PRP,trí,витӗр
961,neben::PRP,taobh le,патӗнче
962,neben::PRP,in aice le,патӗнче
963,zwischen::PRP,idir,хушшинче
964,wegen::PRP,de bharr,пула
965,wegen::PRP,de bharr,пирки
966,wegen::PRP,mar gheall ar,пула
967,wegen::PRP,mar gheall ar,пирки
968,dies::PRN,seo,ку
969,dies::PRN,seo,ҫак
970,das::PRN,sin,ҫав
971,alles::PRN,gach rud,пурте
972,alles::PRN,gach rud,йӑлт
973,ich::PRN,mé,эп
974,ich::PRN,mise,эп
975,du::PRN,tú,эс
976,du::PRN,tusa,эс
977,er::PRN,sé,вӑл
978,er::PRN,seisean,вӑл
979,wir::PRN,sinn,эпир
980,ihr::PRN,sibh,эсир
981,ihr::PRN,sibhse,эсир
982,sie::PRN,siad,вӗсем
983,sie::PRN,siadsan,вӗсем
984,was::FPRN,cad,мӗн
985,was::FPRN,cad,мӗскер
986,was::FPRN,cad,мӗн те пулин
987,was::FPRN,céard,мӗн
988,was::FPRN,céard,мӗскер
989,was::FPRN,céard,мӗн те пулин
990,wer::FPRN,cé,кам
991,wo::FADV,cá,ӑҫта
992,wo::FADV,cén áit,ӑҫта
993,wohin::FADV,cá,ӑҫта
994,wohin::FADV,cén áit,ӑҫта
995,wie::FADV,conas,епле
996,wie::FADV,conas,мӗнле
997,wie::FADV,cén chaoi,епле
998,wie::FADV,cén chaoi,мӗнле
999,warum::FADV,cén fáth,ма
1000,warum::FADV,cén fáth,мӗншӗн
1001,warum::FADV,cad chuige,ма
1002,warum::FADV,cad chuige,мӗншӗн
1003,wieviel::FNUM,cá mhéad,миҫе
1004,eins::NUM,aon,пӗр
1005,eins::NUM,aon,пӗрре
1006,zwei::NUM,dhá,ик
1007,zwei::NUM,dhá,икӗ
1008,zwei::NUM,dhá,иккӗ
1009,drei::NUM,trí,виҫ
1010,drei::NUM,trí,виҫӗ
1011,drei::NUM,trí,виҫҫӗ
1012,vier::NUM,ceathair,тӑват
1013,fünf::NUM,cúig,пилӗк
1014,fünf::NUM,cúig,пиллӗк
1015,sechs::NUM,sé,улт
1016,sechs::NUM,sé,ултӑ
1017,sechs::NUM,sé,улттӑ
1018,sieben::NUM,seacht,ҫич
1019,sieben::NUM,seacht,ҫичӗ
1020,sieben::NUM,seacht,ҫиччӗ
1021,acht::NUM,ocht,сакӑр
1022,acht::NUM,ocht,саккӑр
1023,neun::NUM,naoi,тӑхӑр
1024,neun::NUM,naoi,тӑххӑр
1025,zehn::NUM,deich,вунӑ
1026,zehn::NUM,deich,вуннӑ
1027,elf::NUM,aon déag,вун пӗр
1028,zwölf::NUM,dó dhéag,вун ик
1029,zwölf::NUM,dó dhéag,вун икӗ
1030,zwölf::NUM,dó dhéag,вун иккӗ
1031,zwanzig::NUM,fiche,ҫирӗм
1032,dreißig::NUM,tríocha,вӑтӑр
1033,vierzig::NUM,daichead,хӗрӗх
1034,vierzig::NUM,ceathracha,хӗрӗх
1035,fünfzig::NUM,caoga,аллӑ
1036,sechzig::NUM,seasca,утмӑл
1037,siebzig::NUM,seachtó,ҫитмӗл
1038,achtzig::NUM,ochtó,сакӑр вунӑ
1039,achtzig::NUM,ochtó,сакӑр вуннӑ
1040,neunzig::NUM,nócha,тӑхӑр вун
1041,neunzig::NUM,nócha,тӑхӑр вунӑ
1042,neunzig::NUM,nócha,тӑхӑр вуннӑ
1043,hundert::NUM,céad,ҫӗр
1044,tausend::NUM,míle,пин
1045,und::CNJ,agus,та
1046,oder::CNJ,nó,е
1047,stehen::V,seas,тӑр
1048,sitzen::V,suigh,лар
1049,liegen::V,luigh,вырт
1050,hängen::V,tá crochta,усӑнса тӑр
1051,hängen::V,tá crochta,ҫакӑнса тӑр
1052,werden::V,éirigh,пул
1053,passieren::V,tarlaigh,пул
1054,beginnen::V,tosaigh,пуҫлан
1055,enden::V,críochnaigh,пӗт
1056,enden::V,críochnaigh,вӗҫлен
1057,wechseln::V,athraigh,улшӑн
1058,aufgehen[Sonne]::V,éirigh,тух
1059,untergehen[Sonne]::V,fuin,анса лар
1060,untergehen[Sonne]::V,téigh faoi,анса лар
1061,scheinen[Sonne]::V,taitin,пӑх
1062,scheinen[Sonne]::V,soilsigh,пӑх
1063,donnern::V,tá toirneach ann,кӗмсӗртет
1064,donnern::V,tá toirneach ann,авӑт
1065,wehen::V,séid,варкӑш
1066,strömen::V,sil,тӑкӑн
1067,fließen::V,rith,юх
1068,fließen::V,snigh,юх
1069,sich drehen::V,cas,ҫаврӑн
1070,sich drehen::V,imrothlaigh,ҫаврӑн
1071,schwanken::V,luasc,чӳхен
1072,schwingen::V,luasc,суллан
1073,fallen::V,tit,кип
1074,fallen::V,tit,тӳр кип
1075,fallen::V,tit,татӑлса ан
1076,brennen::V,dóigh,ҫун
1077,rauchen::V,plúch toite,мӑкӑрлан
1078,rauchen::V,plúch toite,тӗтӗм кӑлар
1079,regnen::V,báistigh,ҫумӑр ҫӑвать
1080,regnen::V,tá ag cur báistí,ҫумӑр ҫӑвать
1081,gefrieren::V,sioc,шӑн
1082,gefrieren::V,reoigh,шӑн
1083,tauen::V,leáigh,ирӗл
1084,tauen::V,coscair,ирӗл
1085,schmelzen::V,leáigh,ирӗл
1086,trocknen::V,triomaigh,тип
1087,sieden::V,fiuch,вӗре
1088,sieden::V,beirigh,вӗре
1089,faulen::V,lobh,ҫӗр
1090,faulen::V,dreoigh,ҫӗр
1091,verfaulen::V,lobh,ҫӗр
1092,verfaulen::V,feoigh,ҫӗр
1093,reißen::V,bris,ҫурӑл
1094,versinken::V,téigh síos,пут
1095,vergehen::V,téigh thart,ирт
1096,erscheinen::V,tar,курӑн
1097,erscheinen::V,tar,курӑнса кай
1098,verschwinden::V,imigh,ҫухал
1099,sinken::V,tit,чак
1100,sinken::V,ísligh,чак
1101,abnehmen::V,maolaigh,чак
1102,abnehmen::V,laghdaigh,чак
1103,zunehmen::V,méadaigh,пысӑклан
1104,steigen::V,éirigh,ҫӗклен
1105,wachsen::V,fás,ӳс
1106,glänzen::V,lonraigh,ҫиҫ
1107,funkeln::V,drithligh,ялкӑш
1108,funkeln::V,drithligh,йӑлтӑртат
1109,lärmen::V,tóg callán,шавла
1110,läuten::V,buail,шӑнкӑравла
1111,klingeln::V,buail,шӑнкӑравла
1112,klirren::V,cling,калтлат
1113,klirren::V,cling,шӑнкӑлтат
1114,brausen::V,búir,ахӑр
1115,rauschen::V,tá ag siosarnach,вашӑлтат
1116,rauschen::V,tá ag siosarnach,чашӑлтат
1117,klingen::V,tá glór ag,янӑра
1118,bellen::V,amhastraigh,вӗр
1119,heulen::V,glam,ула
1120,blasen::V,séid,вӗр
1121,pfeifen::V,lig fead,шӑхӑр
1122,schreien::V,béic,кӑшкӑр
1123,schreien::V,glaoigh,кӑшкӑр
1124,stöhnen::V,lig cnead,йынӑш
1125,zittern::V,crith,чӗтре
1126,zittern::V,creathnaigh,чӗтре
1127,leben::V,mair,пурӑн
1128,geboren werden::V,rugadh,ҫурал
1129,atmen::V,análaigh,сывла
1130,trinken::V,ól,ӗҫ
1131,essen::V,ith,ҫи
1132,schlucken::V,slog,ҫӑт
1133,müde werden::V,tuirsigh,ӗшен
1134,einschlafen::V,tit ina chodladh,ыйха пут
1135,einschlafen::V,tit ina chodladh,ҫывӑрса кай
1136,schlafen::V,codail,ҫывӑр
1137,aufwachen::V,múscail,вӑран
1138,aufstehen::V,éirigh,тӑр
1139,sich erholen::V,lig scíth,кан
1140,krank werden::V,éirigh tinn,чирле
1141,krank sein::V,tá tinn,чирле
1142,schmerzen::V,tá pian i,сур
1143,schmerzen::V,tá pian i,ырат
1144,husten::V,déan casacht,ӳсӗр
1145,genesen::V,téarnaigh,сывал
1146,genesen::V,téarnaigh,тӳрлен
1147,sterben::V,éag,вил
1148,sterben::V,faigh bás,вил
1149,umkommen::V,caill,вил
1150,sich bewegen::V,bog,куҫ
1151,sich bewegen::V,gluais,куҫ
1152,sich rühren::V,corraigh,хускал
1153,sich erheben::V,seas suas,тӑр
1154,sich setzen::V,suigh,лар
1155,hinfallen::V,tit,ӳк
1156,laufen::V,siúil,ут
1157,schreiten::V,siúil,ут
1158,spazierengehen::V,téigh ag spaisteoireacht,уҫӑлса ҫӳре
1159,spazierengehen::V,téigh ag spaisteoireacht,уткаласа ҫӳре
1160,eilen::V,deifrigh,васка
1161,eilen::V,deifrigh,хыпалан
1162,eilen::V,brostaigh,васка
1163,eilen::V,brostaigh,хыпалан
1164,sich beeilen::V,deifrigh,васка
1165,sich beeilen::V,deifrigh,хыпалан
1166,sich beeilen::V,déan deifir,васка
1167,sich beeilen::V,déan deifir,хыпалан
1168,sausen::V,luathaigh,ыткӑн
1169,sausen::V,luathaigh,вӗҫтер
1170,rennen::V,rith,чуп
1171,springen::V,léim,сик
1172,klettern::V,dreap,улӑх
1173,schaukeln::V,téigh ar an maide corrach,йӳрӗн
1174,kriechen::V,snámh,шу
1175,kriechen::V,snámh,упален
1176,schwimmen::V,snámh,иш
1177,tauchen::V,tum,чӑм
1178,rudern::V,iomair,авӑс
1179,rudern::V,rámhaigh,авӑс
1180,fahren::V,tiomáin,пыр
1181,fliegen::V,eitil,вӗҫ
1182,gehen::V,téigh,кай
1183,weggehen::V,imigh,кай
1184,abfahren::V,imigh,тапран
1185,anhalten::V,stad,чарӑн
1186,hineingehen::V,téigh isteach,кӗр
1187,eintreten::V,téigh isteach,кӗр
1188,kommen::V,tar,кил
1189,ankommen::V,tar,ҫит
1190,zurückkommen::V,fill,таврӑн
1191,zurückkommen::V,fill,каялла кил
1192,bleiben::V,fan,юл
1193,warten::V,fan,кӗт
1194,erwarten::V,tá ag súil le,кӗт
1195,erwarten::V,tá ag dréim le,кӗт
1196,suchen::V,lorg,шыра
1197,finden::V,faigh,туп
1198,finden::V,aimsigh,туп
1199,versuchen::V,triail,пикен
1200,vorbereiten::V,réitigh,хатӗрле
1201,lieben::V,gráigh,юрат
1202,mögen::V,taitin le,кӑмӑлла
1203,mögen::V,taitin le,килӗштер
1204,mögen::V,is maith le,кӑмӑлла
1205,mögen::V,is maith le,килӗштер
1206,lachen::V,gáir,кул
1207,lachen::V,gáir,ахӑлтат
1208,rühren::V,téigh i bhfeidhm ar,ҫулӑх
1209,weinen::V,goil,йӗр
1210,weinen::V,goil,макӑр
1211,weinen::V,caoin,йӗр
1212,weinen::V,caoin,макӑр
1213,schimpfen::V,tá ag clamhsán,вӑрҫ
1214,schimpfen::V,tá ag clamhsán,ятлаҫ
1215,sich ärgern::V,tá corraithe,ҫиллен
1216,sich fürchten::V,tá eagla ar,шиклен
1217,fürchten::V,tá eagla ar,хӑра
1218,fliehen::V,teith,тар
1219,flüchten::V,éalaigh,чупса тар
1220,sehen::V,feic,кур
1221,anschauen::V,dearc,пӑхса ил
1222,anschauen::V,féach ar,пӑхса ил
1223,ansehen::V,breathnaigh,пӑх
1224,hören::V,cluin,илт
1225,zuhören::V,éist,итле
1226,zuhören::V,éist,тӑнла
1227,probieren::V,bliais,астив
1228,riechen::V,bolaigh,шӑршла
1229,fühlen::V,braith,туй
1230,fühlen::V,braith,сис
1231,fühlen::V,mothaigh,туй
1232,fühlen::V,mothaigh,сис
1233,scheinen::V,tá an chuma ar,туйӑн
1234,zu sehen sein::V,tá le feiceáil,курӑн
1235,vernehmen::V,clois,пӑл
1236,frieren::V,tá fuar,йӳтен
1237,tun::V,déan,ту
1238,können::V,féad,пултар
1239,können::V,is féidir le,пултар
1240,wollen::V,tá ag iarraidh,те
1241,anfangen::V,tosaigh,пуҫла
1242,anfangen::V,cuir tús le,пуҫла
1243,beenden::V,críochnaigh,пӗтер
1244,beenden::V,cuir deireadh le,пӗтер
1245,aufhören::V,stad,пӑрах
1246,gelingen::V,éirigh le,ӑн
1247,geraten::V,tá deireadh ar,пул
1248,öffnen::V,oscail,уҫ
1249,schließen::V,dún,хуп
1250,schließen::V,iaigh,хуп
1251,stellen::V,cuir,ларт
1252,stellen::V,cuir,тӑрат
1253,setzen::V,cuir,ларт
1254,setzen::V,socraigh,ларт
1255,legen::V,cuir,хур
1256,berühren::V,teagmhaigh le,перӗн
1257,verbinden::V,ceangail,сып
1258,bedecken::V,clúdaigh,вит
1259,bedecken::V,cumhdaigh,вит
1260,aufhängen::V,croch,ҫак
1261,anzünden::V,las,ҫут
1262,anzünden::V,adhain,ҫут
1263,aufheben::V,tóg,ҫӗкле
1264,aufheben::V,ardaigh,ҫӗкле
1265,zurücklassen::V,fág,манса хӑвар
1266,verlieren::V,caill,ҫӗтер
1267,fallen lassen::V,lig uait,ӳкер
1268,fallen lassen::V,caith uait,ӳкер
1269,machen::V,déan,ту
1270,machen::V,réitigh,ту
1271,herstellen::V,táirg,ӑстала
1272,bauen::V,tóg,ту
1273,reparieren::V,deisigh,юса
1274,verbessern::V,feabhsaigh,лайӑхлат
1275,ändern::V,athraigh,улӑштар
1276,graben::V,tochail,чав
1277,graben::V,tochail,чакала
1278,beugen::V,crom,кукӑрт
1279,biegen::V,lúb,ав
1280,biegen::V,lúb,кукӑрт
1281,drehen::V,cas,ҫавӑр
1282,wenden::V,tiontaigh,ӳпӗнтер
1283,umdrehen::V,iompaigh,ҫавӑр
1284,umdrehen::V,tiontaigh,ҫавӑр
1285,heben::V,ardaigh,хӑпарт
1286,hochheben::V,tóg,йӑт
1287,ergreifen::V,beir ar,тыт
1288,halten::V,coimeád,тыт
1289,halten::V,coinnigh,тыт
1290,drücken::V,brúigh,пус
1291,schieben::V,brúigh,тӗк
1292,schieben::V,brúigh,тӗрт
1293,kratzen::V,scríob,хыр
1294,lecken::V,ligh,ҫула
1295,lecken::V,leadhb,ҫула
1296,beißen::V,bain greim as,ҫырт
1297,beißen::V,bain greim as,хып
1298,abreißen::V,stróic,тат
1299,abreißen::V,tarraing,тат
1300,abschneiden::V,scoith,кас
1301,binden::V,ceangail,ҫых
1302,stecken::V,sáigh,чик
1303,brechen::V,bris,хуҫ
1304,klopfen::V,cnag,такка
1305,hauen::V,buail,шакка
1306,kleben::V,gliúáil,ҫыпӑҫтар
1307,reiben::V,cuimil,сӑтӑр
1308,streichen::V,leath,сӗр
1309,schleifen::V,líomh,хӑйра
1310,schneiden::V,gearr,кас
1311,rütteln::V,croith,лӑка
1312,rütteln::V,croith,силлентер
1313,schütteln::V,croith,лӑка
1314,schütteln::V,croith,силлентер
1315,schwenken::V,luasc,сулла
1316,schütten::V,doirt,тултар
1317,füllen::V,líon,тултар
1318,einwickeln::V,cuach,чӗрке
1319,einwickeln::V,clúdaigh,чӗрке
1320,tragen::V,iompair,ҫӗкле
1321,schleppen::V,tarraing,сӗтӗр
1322,ziehen::V,tarraing,тӑс
1323,aufbewahren::V,coinnigh,усра
1324,werfen::V,caith,пӑрах
1325,fangen::V,ceap,тыт
1326,packen::V,beir ar,тыт
1327,verstecken::V,folaigh,пытарса хур
1328,verstecken::V,cuir i bhfolach,пытарса хур
1329,teilen::V,roinn,уйӑр
1330,teilen::V,roinn,пайла
1331,schicken::V,seol,яр
1332,bringen::V,beir,кӳр
1333,bringen::V,tabhair,кӳр
1334,hinzufügen::V,cuir le,хуш
1335,bekommen::V,faigh,ил
1336,bekommen::V,faigh,туян
1337,erhalten::V,faigh,ил
1338,erhalten::V,faigh,туян
1339,nehmen::V,tóg,ил
1340,nehmen::V,glac,ил
1341,wählen::V,pioc,суйла
1342,wählen::V,roghnaigh,суйла
1343,auswählen::V,roghnaigh,суйла
1344,bewahren::V,caomhnaigh,упра
1345,behindern::V,cuir bac ar,кансӗрле
1346,behindern::V,cuir bac ar,чӑрмантар
1347,verderben::V,mill,пӑс
1348,beschädigen::V,loit,пӑс
1349,beschädigen::V,déan damáiste do,пӑс
1350,zerbrechen::V,bris,ват
1351,zerbrechen::V,bris,ҫӗмӗр
1352,zerreißen::V,stiall,ҫур
1353,zerstören::V,mill,иш
1354,zerstören::V,scrios,иш
1355,verbrennen::V,las,ҫунтар
1356,verbrennen::V,dóigh,ҫунтар
1357,geben::V,tabhair,пар
1358,reichen::V,sín,пар
1359,reichen::V,cuir,пар
1360,schenken::V,bronn,парнеле
1361,schenken::V,tabhair,парнеле
1362,versprechen::V,geall,тума пул
1363,versprechen::V,geall,сӑмах пар
1364,wünschen::V,guigh,сун
1365,loben::V,mol,ырла
1366,küssen::V,póg,чуп ту
1367,wiegen::V,bog,сиктер
1368,wiegen::V,bog,силле
1369,wiegen::V,luasc,сиктер
1370,wiegen::V,luasc,силле
1371,zudecken::V,clúdaigh,вит
1372,wecken::V,dúisigh,вӑрат
1373,zeigen::V,taispeáin,кӑтарт
1374,führen::V,treoraigh,илсе пыр
1375,führen::V,treoraigh,ҫавӑтса пыр
1376,lehren::V,múin,вёрент
1377,lehren::V,teagasc,вёрент
1378,unterrichten::V,múin,вёрент
1379,unterrichten::V,teagasc,вёрент
1380,aufziehen::V,tóg,вӗрент
1381,leiten::V,tá i gceannas ar,тытса пыр
1382,antreiben::V,gríosaigh,васкат
1383,lassen::V,cuir ag,пусахла
1384,lassen::V,cuir ag,хуш
1385,einladen::V,cuir cuireadh ar,чӗн
1386,vereinigen::V,aontaigh,пӗрлештер
1387,besuchen::V,tabhair cuairt ar,ҫит
1388,besuchen::V,tabhair cuairt ar,кӗрсе кур
1389,treffen::V,cas ar,тӗл пул
1390,treffen::V,buail le,тӗл пул
1391,sich versammeln::V,bailigh,пуҫтарӑн
1392,sich versammeln::V,cruinnigh,пуҫтарӑн
1393,spielen::V,imir,выля
1394,spielen::V,tá ag spraoi,выля
1395,singen::V,can,юрла
1396,tanzen::V,rinc,ташла
1397,tanzen::V,damhsaigh,ташла
1398,sich trennen::V,scar,уйрӑл
1399,verlassen::V,fág,хӑвар
1400,retten::V,tarrtháil,ҫӑл
1401,bewachen::V,cosain,хуралла
1402,bewachen::V,gardáil,хуралла
1403,schützen::V,cosain,сыхла
1404,verteidigen::V,cosain,хӳтӗле
1405,sich schlagen::V,tá ag bruíon,ҫапӑҫ
1406,schießen::V,caith,пер
1407,schießen::V,scaoil,пер
1408,siegen::V,bain,ҫӗн
1409,siegen::V,bain,ҫӗнтер
1410,siegen::V,buaigh,ҫӗн
1411,siegen::V,buaigh,ҫӗнтер
1412,ärgern::V,cuir isteach ar,тарӑхтар
1413,ärgern::V,cuir isteach ar,ҫиллентер
1414,schlagen::V,buail,ҫап
1415,treten::V,ciceáil,тап
1416,stechen::V,sáigh,чик
1417,stoßen::V,brúigh,чыш
1418,stoßen::V,soncáil,чыш
1419,stehlen::V,goid,вӑрла
1420,stören::V,cuir isteach ar,кансӗрле
