,Concept_ID,hu,cs
436,Beutel::N,zacskó,pytlík
437,Bündel::N,köteg,svazek
438,Tasche::N,táska,taška
439,Tasche::N,táska,brašna
440,Eimer::N,vödör,kýbl
441,Eimer::N,vödör,vědro
442,Deckel::N,fedő,víko
443,Deckel::N,fedő,příklop
444,Deckel::N,fedél,víko
445,Deckel::N,fedél,příklop
446,Geschirr::N,edény,nádobí
447,Sack::N,zsák,pytel
448,Tasse::N,csésze,šálek
449,Topf::N,fazék,hrnec
450,Kessel::N,üst,kotel
451,Kessel::N,bogrács,kotel
452,Essen::N,evés,jídlo
453,Essen::N,étkezés,jídlo
454,Nahrung::N,ennivaló,strava
455,Nahrung::N,ennivaló,potrava
456,Speise::N,étel,jídlo
457,Fleisch::N,hús,maso
458,Getreide::N,gabona,obilí
459,Brei::N,pép,kaše
460,Brei::N,kása,kaše
461,Brot::N,kenyér,chléb
462,Scheibe::N,szelet,krajíc
463,Fett::N,háj,tuk
464,Fett::N,háj,omastek
465,Fett::N,zsír,tuk
466,Fett::N,zsír,omastek
467,Butter::N,vaj,máslo
468,Öl::N,olaj,olej
469,Salz::N,só,sůl
470,Suppe::N,leves,polévka
471,Honig::N,méz,med
472,Milch::N,tej,mléko
473,Tee::N,tea,čaj
474,Leder::N,bőr,kůže
475,Wolle::N,gyapjú,vlna
476,Stoff::N,szövet,látka
477,Nadel::N,tű,jehla
478,Faden::N,fonál,nit
479,Knopf::N,gomb,knoflík
480,Knoten::N,csomó,uzel
481,Farbe::N,szín,barva
482,Farbe::N,festék,barva
483,Kleidung::N,ruha,šaty
484,Kleidung::N,ruha,šatstvo
485,Kleidung::N,ruházat,šaty
486,Kleidung::N,ruházat,šatstvo
487,Hemd::N,ing,košile
488,Kragen::N,gallér,límec
489,Ärmel::N,ujj,rukáv
490,Hose::N,gatya,kalhoty
491,Hose::N,nadrág,kalhoty
492,Gürtel::N,öv,pás
493,Gürtel::N,öv,opasek
494,Mütze::N,sapka,čepice
495,Schuh::N,cipő,bota
496,Stiefel::N,csizma,holínka
497,Ring::N,gyűrű,prsten
498,Band::N,szalag,pásek
499,Kamm::N,fésű,hřeben
500,Spiegel::N,tükör,zrcadlo
501,Riemen::N,szíj,řemen
502,Schnur::N,zsinór,šňůra
503,Leine::N,póráz,vodítko
504,Decke::N,takaró,pokrývka
505,Decke::N,takaró,přikrývka
506,Kissen::N,párna,polštář
507,Tuch::N,kendő,šátek
508,Handtuch::N,törülköző,ručník
509,Kraft::N,erő,síla
510,Stärke::N,erő,síla
511,Stärke::N,erősség,síla
512,Gesundheit::N,egészség,zdraví
513,Krankheit::N,kór,nemoc
514,Krankheit::N,kór,choroba
515,Krankheit::N,betegség,nemoc
516,Krankheit::N,betegség,choroba
517,Schmerz::N,fájdalom,bolest
518,Wunde::N,seb,rána
519,Fieber::N,láz,horečka
520,Arznei::N,orvosság,lék
521,Arznei::N,gyógyszer,lék
522,Brücke::N,híd,most
523,Brunnen::N,kút,studna
524,Weide::N,legelő,pastva
525,Weide::N,legelő,pastvina
526,Pfad::N,ösvény,pěšina
527,Weg::N,út,cesta
528,Straße::N,út,silnice
529,Dorf::N,falu,vesnice
530,Stadt::N,város,město
531,Brief::N,levél,dopis
532,Buch::N,könyv,kniha
533,Buchstabe::N,betű,písmeno
534,Zeitung::N,újság,noviny
535,Zeitung::N,hírlap,noviny
536,Leben::N,élet,život
537,Tod::N,halál,smrt
538,Grab::N,sír,hrob
539,Kirche::N,templom,kostel
540,Sünde::N,bűn,hřích
541,Sünde::N,vétek,hřích
542,Gott::N,isten,bůh
543,Arbeiter::N,munkás,dělník
544,Arbeiter::N,munkás,pracovník
545,Chef::N,főnök,šéf
546,Chef::N,főnök,vedoucí
547,Meister::N,mester,mistr
548,Arzt::N,orvos,lékař
549,Lehrer::N,tanár,učitel
550,Lehrer::N,tanító,učitel
551,Geld::N,pénz,peníze
552,Geschäft::N,üzlet,obchod
553,Laden::N,bolt,krám
554,Preis::N,ár,cena
555,Ware::N,áru,zboží
556,Nutzen::N,haszon,užitek
557,Reichtum::N,gazdagság,bohatství
558,Welt::N,világ,svět
559,Land::N,ország,země
560,Staat::N,állam,stát
561,König::N,király,král
562,Macht::N,hatalom,moc
563,Macht::N,hatalom,mocnost
564,Grenze::N,határ,hranice
565,Krieg::N,háború,válka
566,Feind::N,ellenség,nepřítel
567,Gewalt::N,erőszak,násilí
568,Kampf::N,harc,boj
569,Bogen[Waffe]::N,íj,luk
570,Pfeil::N,nyíl,šíp
571,Gewehr::N,puska,puška
572,Gewehr::N,puska,ručnice
573,Gewehr::N,fegyver,puška
574,Gewehr::N,fegyver,ručnice
575,Fehler::N,hiba,chyba
576,Lüge::N,hazugság,lež
577,Schaden::N,kár,škoda
578,Unglück::N,csapás,neštěstí
579,Unglück::N,balszerencse,neštěstí
580,Schuld::N,bűn,vina
581,Alter::N,kor,věk
582,Schluss::N,vég,konec
583,Schluss::N,befejezés,konec
584,Zeit::N,idő,čas
585,Tag::N,nap,den
586,Morgen::N,reggel,ráno
587,Morgen::N,reggel,jitro
588,Mittag::N,dél,poledne
589,Abend::N,este,večer
590,Nacht::N,éj,noc
591,Nacht::N,éjszaka,noc
592,Woche::N,hét,týden
593,Monat::N,hó,měsíc
594,Monat::N,hónap,měsíc
595,Jahr::N,év,rok
596,Frühling::N,tavasz,jaro
597,Sommer::N,nyár,léto
598,Herbst::N,ősz,podzim
599,Winter::N,tél,zima
600,Januar::N,január,leden
601,Februar::N,február,únor
602,März::N,március,březen
603,April::N,április,duben
604,Mai::N,május,květen
605,Juni::N,június,červen
606,Juli::N,július,červenec
607,August::N,augusztus,srpen
608,September::N,szeptember,září
609,Oktober::N,október,říjen
610,November::N,november,listopad
611,Dezember::N,december,prosinec
612,Montag::N,hétfő,pondělí
613,Montag::N,hétfő,pondělek
614,Dienstag::N,kedd,úterý
615,Mittwoch::N,szerda,středa
616,Donnerstag::N,csütörtök,čtvrtek
617,Freitag::N,péntek,pátek
618,Samstag::N,szombat,sobota
619,Sonntag::N,vasárnap,neděle
620,groß::A,nagy,velký
621,klein::A,pici,malý
622,klein::A,kicsi,malý
623,lang::A,hosszú,dlouhý
624,kurz::A,rövid,krátký
625,breit::A,széles,široký
626,schmal::A,keskeny,úzký
627,dicht::A,sűrű,hustý
628,dick[Gegenstand]::A,vastag,tlustý
629,dünn::A,vékony,tenký
630,fein::A,vékony,jemný
631,fest::A,szilárd,pevný
632,flach::A,sík,plochý
633,flach::A,sík,placatý
634,flach::A,lapos,plochý
635,flach::A,lapos,placatý
636,glatt::A,sima,hladký
637,hart::A,kemény,tvrdý
638,weich::A,puha,měkký
639,rund::A,kerek,kulatý
640,rund::A,kerek,okrouhlý
641,spitz::A,hegyes,špičatý
642,scharf::A,éles,ostrý
643,stumpf::A,tompa,tupý
644,stumpf::A,életlen,tupý
645,schwer::A,nehéz,těžký
646,schwer::A,súlyos,těžký
647,schön::A,szép,pěkný
648,schön::A,szép,krásný
649,heiß::A,forró,horký
650,warm::A,meleg,teplý
651,kalt::A,hideg,studený
652,kühl::A,hűs,chladný
653,kühl::A,hűvös,chladný
654,frisch::A,üde,svěží
655,frisch::A,friss,svěží
656,feucht::A,nedves,vlhký
657,nass::A,vizes,mokrý
658,trocken::A,száraz,suchý
659,voll::A,telt,plný
660,leer::A,üres,prázdný
661,offen::A,nyílt,otevřený
662,offen::A,nyitott,otevřený
663,geschlossen::A,zárt,zavřený
664,geschlossen::A,csukott,zavřený
665,sauber::A,tiszta,čistý
666,schmutzig::A,piszkos,špinavý
667,schmutzig::A,szennyes,špinavý
668,roh::A,nyers,syrový
669,reif::A,érett,zralý
670,lecker::A,finom,chutný
671,süß::A,édes,sladký
672,bitter::A,keserű,hořký
673,sauer::A,savanyú,kyselý
674,hell::A,világos,světlý
675,dunkel::A,sötét,temný
676,schwarz::A,fekete,černý
677,weiß::A,fehér,bílý
678,rot::A,vörös,rudý
679,rot::A,vörös,červený
680,gelb::A,sárga,žlutý
681,blau::A,kék,modrý
682,grün::A,zöld,zelený
683,grau::A,ősz,šedý
684,grau::A,ősz,šedivý
685,grau::A,szürke,šedý
686,grau::A,szürke,šedivý
687,bunt::A,tarka,pestrý
688,bunt::A,színes,pestrý
689,billig::A,olcsó,levný
690,billig::A,olcsó,laciný
691,teuer::A,drága,drahý
692,wertvoll::A,értékes,cenný
693,blind::A,vak,slepý
694,taub::A,süket,hluchý
695,kräftig::A,erős,silný
696,stark::A,erős,silný
697,schwach::A,gyenge,slabý
698,schwach::A,erőtlen,slabý
699,fett::A,hájas,tučný
700,fett::A,hájas,tlustý
701,schlank::A,karcsú,štíhlý
702,hübsch::A,csinos,hezký
703,böse::A,rossz,zlý
704,böse::A,gonosz,zlý
705,dumm::A,buta,hloupý
706,dumm::A,ostoba,hloupý
707,faul::A,lusta,líný
708,fleißig::A,szorgalmas,pilný
709,geizig::A,fukar,lakomý
710,geizig::A,fösvény,lakomý
711,klug::A,okos,chytrý
712,klug::A,eszes,chytrý
713,geschickt::A,ügyes,šikovný
714,lieb::A,drága,milý
715,lieb::A,kedves,milý
716,lustig::A,víg,veselý
717,lustig::A,vidám,veselý
718,sanft::A,enyhe,mírný
719,hungrig::A,éhes,hladový
720,krank::A,beteg,nemocný
721,nackt::A,csupasz,nahý
722,nackt::A,meztelen,nahý
723,traurig::A,bús,smutný
724,traurig::A,bús,truchlivý
725,traurig::A,szomorú,smutný
726,traurig::A,szomorú,truchlivý
727,lebendig::A,élő,živý
728,gut::A,jó,dobrý
729,schlecht::A,rossz,špatný
730,richtig::A,helyes,pravý
731,richtig::A,helyes,správný
732,schlimm::A,rossz,zlý
733,wahr::A,igaz,pravdivý
734,alt::A,ó,starý
735,alt::A,régi,starý
736,neu::A,új,nový
737,ehemalig::A,volt,bývalý
738,ehemalig::A,egykori,bývalý
739,alt[Lebewesen]::A,öreg,starý
740,jung::A,fiatal,mladý
741,arm::A,szegény,chudý
742,reich::A,gazdag,bohatý
743,bekannt::A,ismert,známý
744,bekannt::A,ismeretes,známý
745,berühmt::A,híres,slavný
746,fremd::A,idegen,cizí
747,verschieden::A,különböző,různý
748,verschieden::A,különböző,rozličný
749,nah::A,közeli,blízký
750,fern::A,távoli,daleký
751,linker::A,bal,levý
752,rechter::A,jobb,pravý
753,anderer::A,más,jiný
754,anderer::A,másik,jiný
755,erster::A,első,první
756,zweiter::A,második,druhý
757,dritter::A,harmadik,třetí
758,letzter::A,utolsó,poslední
759,allein::ADV,egyedül,sám
760,auf einmal::ADV,egyszerre,najednou
761,zusammen::ADV,együtt,spolu
762,zusammen::ADV,együtt,dohromady
763,zusammen::ADV,összesen,spolu
764,zusammen::ADV,összesen,dohromady
765,lange::ADV,sokáig,dlouho
766,lange::ADV,hosszan,dlouho
767,plötzlich::ADV,hirtelen,vtom
768,plötzlich::ADV,hirtelen,náhle
769,plötzlich::ADV,egyszerre,vtom
770,plötzlich::ADV,egyszerre,náhle
771,sofort::ADV,rögtön,hned
772,sofort::ADV,rögtön,ihned
773,sofort::ADV,tüstént,hned
774,sofort::ADV,tüstént,ihned
775,später::ADV,későn,později
776,jetzt::ADV,most,teď
777,jetzt::ADV,most,nyní
778,heute::ADV,ma,dnes
779,heute::ADV,ma,dneska
780,morgen::ADV,holnap,zítra
781,bald::ADV,majd,brzo
782,bald::ADV,nemsokára,brzo
783,dann::ADV,akkor,pak
784,dann::ADV,akkor,potom
785,gestern::ADV,tegnap,včera
786,einst::ADV,hajdan,kdysi
787,damals::ADV,akkor,tehdy
788,damals::ADV,akkor,tenkrát
789,damals::ADV,akkoriban,tehdy
790,damals::ADV,akkoriban,tenkrát
791,danach::ADV,azután,podle toho
792,vorher::ADV,előbb,dříve
793,vorher::ADV,előbb,napřed
794,zuerst::ADV,először,nejprve
795,zuerst::ADV,először,nejdříve
796,einmal::ADV,egyszer,jednou
797,manchmal::ADV,néha,někdy
798,manchmal::ADV,olykor,někdy
799,oft::ADV,sokszor,často
800,immer::ADV,mindig,vždy
801,immer::ADV,mindig,stále
802,niemals::ADV,sohasem,nikdy
803,hier::ADV,itt,zde
804,hier::ADV,itt,tady
805,hierhin::ADV,erre,sem
806,von hier::ADV,innen,odtud
807,dort::ADV,ott,tam
808,dorthin::ADV,oda,tam
809,geradeaus::ADV,egyenesen,rovně
810,vorwärts::ADV,előre,kupředu
811,rückwärts::ADV,hátrafelé,zpět
812,zurück::ADV,hátra,zpět
813,zurück::ADV,hátra,nazpět
814,zurück::ADV,vissza,zpět
815,zurück::ADV,vissza,nazpět
816,unten::ADV,alul,dole
817,hinab::ADV,le,dolů
818,hinab::ADV,lefelé,dolů
819,oben::ADV,fenn,nahoře
820,oben::ADV,fenn,navrchu
821,oben::ADV,felül,nahoře
822,oben::ADV,felül,navrchu
823,hinauf::ADV,fel,nahoru
824,hinauf::ADV,felfelé,nahoru
825,überall::ADV,mindenütt,všude
826,nicht::ADV,nem,ne
827,ein wenig::ADV,egy kicsit,trochu
828,kaum::ADV,alig,sotva
829,sehr::ADV,nagyon,velmi
830,sehr::ADV,nagyon,velice
831,so::ADV,úgy,tak
832,so::ADV,úgy,takto
833,noch::ADV,még,ještě
834,nur::ADV,csak,jen
835,nur::ADV,csak,jenom
836,nur::ADV,csupán,jen
837,nur::ADV,csupán,jenom
838,schon::ADV,már,už
839,schon::ADV,már,již
840,wieder::ADV,ismét,zase
841,wieder::ADV,megint,zase
842,vergebens::ADV,hiába,marně
