,Concept_ID,kk,xal
777,alt[Lebewesen]::A,кексе,көгшн
778,jung::A,науша,баһ
779,arm::A,кедей,угатя
780,arm::A,дәулетсіз,угатя
781,reich::A,малды,байн
782,bekannt::A,таныс,таньл
783,bekannt::A,таныс,таньдг
784,bekannt::A,көзтаныс,таньл
785,bekannt::A,көзтаныс,таньдг
786,berühmt::A,атақты,туурсн
787,fremd::A,бөтен,күүнә
788,verschieden::A,түрлі,әдл биш
789,verschieden::A,түрлі,йилһәтә
790,nah::A,жуық,өөрхн
791,nah::A,етене,өөрхн
792,fern::A,алыс,хол
793,fern::A,алыстағы,хол
794,linker::A,сол,зүн
795,linker::A,солшыл,зүн
796,rechter::A,оң,барун
797,anderer::A,өзге,талдан
798,anderer::A,былайғы,талдан
799,erster::A,алғашқы,негдгч
800,zweiter::A,екінші,хойрдгч
801,dritter::A,үшінші,һурвдгч
802,letzter::A,артқы,отхн
803,letzter::A,кейінгі,отхн
804,allein::ADV,серіксіз,һанцарн
805,auf einmal::ADV,бірден,нег дәкҗ
806,zusammen::ADV,бірлесіп,хамдан
807,lange::ADV,ұзақ,удан
808,plötzlich::ADV,кенет,генткн
809,sofort::ADV,әне-міне дегенше,дарунь
810,später::ADV,артынан,сүүлд
811,jetzt::ADV,енді,ода
812,jetzt::ADV,қазір,ода
813,heute::ADV,бүгін,эндр
814,morgen::ADV,ертең,маңһдур
815,bald::ADV,тез,дарунь
816,dann::ADV,онан соң,дәкәд
817,dann::ADV,сонан соң,дәкәд
818,gestern::ADV,кеше,өцклдүр
819,einst::ADV,бірде,нег саамд
820,einst::ADV,бір кезде,нег саамд
821,damals::ADV,анада,тиигхд
822,danach::ADV,онан соң,тегәд
823,danach::ADV,сонан соң,тегәд
824,vorher::ADV,бұрын,урд
825,zuerst::ADV,әуелі,түрүләд
826,zuerst::ADV,алдымен,түрүләд
827,einmal::ADV,бір жолы,нег дәкҗ
828,manchmal::ADV,кейде,зәрмдән
829,oft::ADV,ылғи,хара биш
830,oft::ADV,ылғи,хатяр биш
831,oft::ADV,ылғи,дару-дарунь
832,immer::ADV,өнебойы,оньдинд
833,niemals::ADV,ешуақытта,кезә чмгн биш
834,hier::ADV,бұнда,энд
835,hier::ADV,бұнда,энүнд
836,hier::ADV,осында,энд
837,hier::ADV,осында,энүнд
838,hierhin::ADV,бермен,нааран
839,von hier::ADV,бер жақтан,эндәс
840,dort::ADV,анда,тенд
841,dorthin::ADV,әрі,тиигән
842,geradeaus::ADV,тура,шуд
843,vorwärts::ADV,ілгері,уралан
844,rückwärts::ADV,артқа,гедргән
845,zurück::ADV,кейін қарай,хәрү
846,unten::ADV,төменде,дор
847,hinab::ADV,астына,дор
848,hinab::ADV,астына,доракшан
849,hinab::ADV,төмен,дор
850,hinab::ADV,төмен,доракшан
851,oben::ADV,жоғарыда,деер
852,hinauf::ADV,өрге,өөдән
853,hinauf::ADV,өрге,деер
854,überall::ADV,әрқайда,альд болв чигн
855,nicht::ADV,емес,эс
856,nicht::ADV,емес,биш
857,nicht::ADV,емес,бичә
858,ein wenig::ADV,азырақ,баахн
859,ein wenig::ADV,азырақ,баахнар
860,ein wenig::ADV,аздаған,баахн
861,ein wenig::ADV,аздаған,баахнар
862,ein wenig::ADV,азғантай,баахн
863,ein wenig::ADV,азғантай,баахнар
864,kaum::ADV,зорға,әрә
865,sehr::ADV,орасан,йир
866,so::ADV,бұлай,иигҗ
867,so::ADV,былайша,иигҗ
868,noch::ADV,әлі,ода чигн
869,nur::ADV,ғана,һанцхн
870,schon::ADV,түге,одх
871,wieder::ADV,жаңа,бас
872,wieder::ADV,қайта,бас
873,wieder::ADV,жаңадан,бас
874,vergebens::ADV,бекер,киидән
875,vor::PRP,алды,урд
876,hinter::PRP,артынан,ца
877,unter::PRP,түп,дор
878,unter::PRP,маңында,дор
879,durch::PRP,арқылы,ивт
880,durch::PRP,арқылы,дундаһур
881,neben::PRP,іргеде,хаҗуд
882,neben::PRP,жанында,хаҗуд
883,zwischen::PRP,арада,хоорнд
884,wegen::PRP,үшін,көлтә
885,wegen::PRP,үшін,деерәс
886,dies::PRN,бұ,эн
887,dies::PRN,осы,эн
888,das::PRN,сол,тер
889,alles::PRN,дүйім,цуһар
890,alles::PRN,күллі,цуһар
891,ich::PRN,мен,би
892,du::PRN,сен,чи
893,er::PRN,ол,тер
894,wir::PRN,біз,мадн
895,ihr::PRN,сіз,та
896,sie::PRN,олар,тедн
897,was::FPRN,не,юн
898,wer::FPRN,кім,кен
899,wo::FADV,кәні,хама
900,wo::FADV,қайда,хама
901,wohin::FADV,қайда,хамаран
902,wie::FADV,калай,яһҗ
903,wie::FADV,калай,яһад
904,warum::FADV,неғып,юңгад
905,wieviel::FNUM,неше,кедү
906,wieviel::FNUM,қанша,кедү
907,eins::NUM,бір,негн
908,zwei::NUM,екі,хойр
909,drei::NUM,үш,һурвн
910,vier::NUM,төрт,дөрвн
911,fünf::NUM,бес,тавн
912,sechs::NUM,алты,зурһан
913,sieben::NUM,жеті,долан
914,acht::NUM,сегіз,нәәмн
915,neun::NUM,тоғыз,йисн
916,zehn::NUM,он,арвн
917,elf::NUM,он бір,арвн негн
918,zwölf::NUM,он екі,арвн хойр
919,zwanzig::NUM,жиырма,хөрн
920,dreißig::NUM,отыз,һучн
921,vierzig::NUM,қырық,дөчн
922,fünfzig::NUM,елу,тәвн
923,sechzig::NUM,алпыс,җирн
924,siebzig::NUM,жетпіс,далн
925,achtzig::NUM,сексен,найн
926,neunzig::NUM,тоқсан,йирн
927,hundert::NUM,жүз,зун
928,tausend::NUM,мың,миңһн
929,und::CNJ,та,болн
930,oder::CNJ,әлде,эс гиҗ
931,oder::CNJ,әлде,эс гихлә
932,oder::CNJ,немесе,эс гиҗ
933,oder::CNJ,немесе,эс гихлә
934,stehen::V,тұру,зогсх
935,sitzen::V,отыру,суух
936,liegen::V,жату,кевтх
937,hängen::V,ілу,өлгәтә бәәх
938,werden::V,болу,болх
939,werden::V,түрегелу,болх
940,passieren::V,болу,болх
941,beginnen::V,басталу,эклх
942,enden::V,ада болу,төгсх
943,wechseln::V,құбылу,хүврх
944,wechseln::V,өзгеру,хүврх
945,aufgehen[Sonne]::V,шығу,һарх
946,untergehen[Sonne]::V,батыру,орх
947,untergehen[Sonne]::V,батыру,сүүрлх
948,scheinen[Sonne]::V,жылтырау,герлтх
949,donnern::V,күркіреу,күрҗңнх
950,wehen::V,огып тур,сальклх
951,strömen::V,сорғалау,һооҗх
952,fließen::V,ағу,урсх
953,sich drehen::V,айналу,эргх
954,schwanken::V,толықсу,дәәвлх
955,schwingen::V,тербелу,нәәхлх
956,fallen::V,құлау,унх
957,fallen::V,құлау,киисх
958,fallen::V,жығылу,унх
959,fallen::V,жығылу,киисх
960,fallen::V,төмендеу,унх
961,fallen::V,төмендеу,киисх
962,brennen::V,жану,шатх
963,rauchen::V,түтету,ута һарһх
964,regnen::V,жауу,орх
965,gefrieren::V,мұздай қату,мөстх
966,gefrieren::V,мұз боп қату,мөстх
967,tauen::V,жібу,хәәлх
968,schmelzen::V,еру,хәәлх
969,schmelzen::V,еру,хәәлгдх
970,trocknen::V,курау,эврх
971,sieden::V,қайнау,буслх
972,faulen::V,иістену,үмкәрх
973,verfaulen::V,шіру,илҗрх
974,reißen::V,жыртылу,тасрх
975,versinken::V,малтығу,чивх
976,vergehen::V,өту,болх
977,erscheinen::V,көріну,һарх
978,erscheinen::V,көрініп қалу,һарх
979,verschwinden::V,ғайып_болу,уга болх
980,sinken::V,ылдилау,татгдх
981,sinken::V,төмендеу,татгдх
982,abnehmen::V,кемітілу,хасгдх
983,zunehmen::V,көбею,өсх
984,steigen::V,қобу,немх
985,steigen::V,көтерілу,немх
986,steigen::V,жоғарылау,немх
987,wachsen::V,өсу,өсх
988,wachsen::V,өсу,урһх
989,glänzen::V,жалтырау,гилвкх
990,funkeln::V,жарқырау,цәклх
991,funkeln::V,нұрлану,цәклх
992,funkeln::V,жылтылдау,цәклх
993,lärmen::V,шулау,шууглдх
994,lärmen::V,шуылдау,шууглдх
995,läuten::V,қоңыраулату,хоңх
996,klingeln::V,дыңғырлау,җиңнулх
997,klirren::V,дыңылдату,җиңнх
998,brausen::V,тасу,догшрхх
999,rauschen::V,сусылдау,сарҗңнх
1000,rauschen::V,сыбдырлау,сарҗңнх
1001,klingen::V,дыбыс шығару,ә һарх
1002,bellen::V,үру,хуцх
1003,heulen::V,ұлу,уульх
1004,blasen::V,үру,үләх
1005,pfeifen::V,ысқыру,ишкрх
1006,schreien::V,шыңғыру,хәәкрх
1007,schreien::V,айғайлау,хәәкрх
1008,schreien::V,байбайлау,хәәкрх
1009,schreien::V,бажалақтау,хәәкрх
1010,stöhnen::V,ыңырсу,түңшх
1011,stöhnen::V,ыңкылдау,түңшх
1012,zittern::V,қалш,дагҗннх
1013,zittern::V,қалшылдату,дагҗннх
1014,leben::V,жасау,бәәх
1015,leben::V,күнелту,бәәх
1016,leben::V,күн көру,бәәх
1017,leben::V,тіршілік ету,бәәх
1018,geboren werden::V,туу,төрх
1019,atmen::V,дем алу,әмсхлх
1020,atmen::V,ауа жұту,әмсхлх
1021,trinken::V,ішу,уух
1022,trinken::V,ұрттау,уух
1023,essen::V,жеу,идх
1024,essen::V,тамақтану,идх
1025,schlucken::V,жұту,зальгх
1026,müde werden::V,болдыру,көшх
1027,einschlafen::V,үйыктап калу,унтх
1028,schlafen::V,ұйықтау,нөөрсх
1029,aufwachen::V,ояну,серх
1030,aufstehen::V,ояну,босх
1031,sich erholen::V,тынығу,амрх
1032,krank werden::V,кеселдену,гемтх
1033,krank werden::V,сырқаттану,гемтх
1034,krank werden::V,ауырып қалу,гемтх
1035,krank werden::V,ауыра бастау,гемтх
1036,krank werden::V,кеселге ұшырау,гемтх
1037,krank werden::V,сырқаттанып қалу,гемтх
1038,krank sein::V,ауыру,шалтглх
1039,krank sein::V,сырқаттану,шалтглх
1040,schmerzen::V,ауырады,өвдх
1041,husten::V,жөтелу,ханях
1042,genesen::V,айығу,эдгх
1043,sterben::V,өлу,үкх
1044,sterben::V,өлу,өңгрх
1045,sterben::V,қайтыс,үкх
1046,sterben::V,қайтыс,өңгрх
1047,sterben::V,жантапсыру,үкх
1048,sterben::V,жантапсыру,өңгрх
1049,umkommen::V,өлу,үкх
1050,umkommen::V,қаза табу,үкх
1051,sich bewegen::V,жылжу,көдлх
1052,sich bewegen::V,жылжу,көндрх
1053,sich rühren::V,қыбырлау,көндрх
1054,sich erheben::V,тұру,босх
1055,sich setzen::V,отыру,суух
1056,hinfallen::V,жығылу,унх
1057,hinfallen::V,жығылу,киисх
1058,laufen::V,жояу жүру,йовх
1059,schreiten::V,кадамдау,алхх
1060,spazierengehen::V,қыдыру,сергҗ йовх
1061,eilen::V,асығу,шулудх
1062,eilen::V,жеделдену,шулудх
1063,eilen::V,жедепдеу,шулудх
1064,sich beeilen::V,асығу,адһх
1065,sich beeilen::V,асығу,шамдх
1066,sich beeilen::V,жеделдену,адһх
1067,sich beeilen::V,жеделдену,шамдх
1068,sausen::V,заулау,хурдлх
1069,sausen::V,заулау,йир_хурдар_гүүх
1070,sausen::V,заулау,йир_хурдар_йовх
1071,rennen::V,жүгіру,гүүх
1072,springen::V,секіру,һәрәдх
1073,klettern::V,өрмелеп шығу,давшх
1074,schaukeln::V,тербелу,дүүдңндх
1075,kriechen::V,еңбектеу,мөлкх
1076,schwimmen::V,жүзу,усчх
1077,schwimmen::V,малту,усчх
1078,schwimmen::V,қалықтау,усчх
1079,tauchen::V,сүңгу,булхх
1080,rudern::V,есу,хәәвдх
1081,fahren::V,бару,йовх
1082,fliegen::V,ұшу,нисх
1083,gehen::V,бару,йовх
1084,weggehen::V,кету,йовх
1085,weggehen::V,кету,одх
1086,weggehen::V,кету,һарх
1087,weggehen::V,кету,мөрлх
1088,abfahren::V,жөнелу,мордх
1089,anhalten::V,тоқтау,зогсх
1090,hineingehen::V,кіру,орх
1091,eintreten::V,ену,орх
1092,kommen::V,жету,ирх
1093,ankommen::V,келу,ирх
1094,zurückkommen::V,қайту,орх
1095,bleiben::V,қалу,бәәх
1096,warten::V,тосу,күләх
1097,erwarten::V,күту,күләх
1098,suchen::V,іздеу,хәәх
1099,finden::V,табу,олх
1100,versuchen::V,талпыну,седх
1101,vorbereiten::V,әзірлеу,белдх
1102,lieben::V,сүю,дурлх
1103,mögen::V,жарату,таассгдх
1104,mögen::V,жақсы_көру,таассгдх
1105,lachen::V,күлу,инәх
1106,lachen::V,күлісу,инәх
1107,rühren::V,көңілін бұзу,уйрах
1108,weinen::V,жылау,уульх
1109,schimpfen::V,ақырып-бақыру,харах
1110,sich ärgern::V,ашулану,уурлх
1111,sich fürchten::V,сескену,әәх
1112,fürchten::V,қауіптену,әәх
1113,fürchten::V,қауіптену,сүрдх
1114,fürchten::V,сақсыну,әәх
1115,fürchten::V,сақсыну,сүрдх
1116,fliehen::V,қашу,зулх
1117,fliehen::V,қашып кету,зулх
1118,flüchten::V,қашу,орһх
1119,flüchten::V,қашу,зулх
1120,flüchten::V,қашып кету,орһх
1121,flüchten::V,қашып кету,зулх
1122,sehen::V,көру,үзх
1123,anschauen::V,назар салу,харх
1124,ansehen::V,тамашалау,хәләх
1125,ansehen::V,тамашалау,үзх
1126,hören::V,есту,соңсх
1127,zuhören::V,тыңдау,соңсх
1128,zuhören::V,құлақ қою,соңсх
1129,probieren::V,тату,амсх
1130,probieren::V,дәм тату,амсх
1131,riechen::V,иіскеу,үнрчлх
1132,fühlen::V,сезу,медх
1133,fühlen::V,сезіну,медх
1134,scheinen::V,болып көріну,болҗ медгдх
1135,scheinen::V,болып көріну,миниһәр болхла
1136,scheinen::V,болып көріну,болад бәәх
1137,zu sehen sein::V,көріну,үзгдх
1138,vernehmen::V,есту,соңсх
1139,vernehmen::V,есітіп қалу,соңсх
1140,frieren::V,тоңу,даарх
1141,frieren::V,жаурау,даарх
1142,tun::V,ету,кех
1143,tun::V,істеу,кех
1144,können::V,білу,чадх
1145,wollen::V,қалау,дурлх
1146,anfangen::V,бастау,эклх
1147,beenden::V,бітіру,дуусх
1148,beenden::V,адақтау,дуусх
1149,beenden::V,тамамдау,дуусх
1150,beenden::V,аяқтап шығу,дуусх
1151,aufhören::V,доғару,уурх
1152,gelingen::V,жолы түсу,бүтх
1153,gelingen::V,жолы түсу,күцәх
1154,geraten::V,калу,болх
1155,öffnen::V,ашу,секх
1156,öffnen::V,ашып қою,секх
1157,schließen::V,жабу,хаах
1158,stellen::V,қою,тәвх
1159,stellen::V,қойдыру,тәвх
1160,setzen::V,отырғызу,суулһх
1161,legen::V,салу,тәвх
1162,legen::V,калау,тәвх
1163,berühren::V,тию,көндәх
1164,verbinden::V,байлап алу,боох
1165,verbinden::V,сабақтастыру,боох
1166,bedecken::V,бүркеу,хучх
1167,bedecken::V,бүркеу,бүркх
1168,aufhängen::V,ілу,өлгх
1169,aufhängen::V,асып қою,өлгх
1170,anzünden::V,тұтату,асах
1171,anzünden::V,тұтату,шатах
1172,aufheben::V,көтеру,өөдән өргх
1173,zurücklassen::V,қалдыру,үлдәх
1174,verlieren::V,жоғалту,геех
1175,fallen lassen::V,құлатып алу,алдх
1176,fallen lassen::V,қолдан түсіріп алу,алдх
1177,machen::V,ету,кех
1178,machen::V,жасау,кех
1179,machen::V,жасап шығару,кех
1180,herstellen::V,жасап шығару,кех
1181,bauen::V,тұрғызу,тосхх
1182,reparieren::V,оңдау,ясх
1183,verbessern::V,дұрыстау,сәәрүлх
1184,ändern::V,өзгерту,хүврәх
1185,graben::V,үңгу,малтх
1186,beugen::V,буғу,нуһлх
1187,biegen::V,ию,матилһх
1188,biegen::V,майыстыру,матилһх
1189,drehen::V,айналдыру,эргүлх
1190,wenden::V,екінші жағын айналдыру,көмрх
1191,wenden::V,екінші жағын айналдыру,эргүлх
1192,umdrehen::V,бұру,эргүлх
1193,heben::V,көтеру,өргх
1194,heben::V,көтеру,деер өргх
1195,hochheben::V,жоғарылату,өргх
1196,hochheben::V,көтеру,өргх
1197,ergreifen::V,бас_салу,бәрх
1198,ergreifen::V,шап_беріп_ұстап_алу,бәрх
1199,ergreifen::V,шап_беру,бәрх
1200,ergreifen::V,шап_ете_түсу,бәрх
1201,halten::V,тұту,бәрх
1202,halten::V,ұстау,бәрх
1203,drücken::V,басу,шахх
1204,schieben::V,итеру,түлкх
1205,kratzen::V,қыру,мааҗх
1206,lecken::V,жалау,долах
1207,beißen::V,қабу,хазх
1208,beißen::V,тістеу,хазх
1209,beißen::V,қауып алу,хазх
1210,abreißen::V,үзу,таслх
1211,abschneiden::V,қырқу,тәәрх
1212,binden::V,байланыстыру,боох
1213,binden::V,байлап_алу,боох
1214,binden::V,байластыру,боох
1215,binden::V,байлау,боох
1216,binden::V,буу,боох
1217,binden::V,матау,боох
1218,binden::V,сабақтастыру,боох
1219,binden::V,ұштастыру,боох
1220,stecken::V,сұғу,шаах
1221,stecken::V,сұғу,хатхх
1222,brechen::V,сындыру,хамхлх
1223,klopfen::V,қағу,цокх
1224,hauen::V,соғу,цокх
1225,kleben::V,желімдеу,наах
1226,reiben::V,үйкеу,зүлгх
1227,streichen::V,сүйкеу,наах
1228,streichen::V,сүйкеу,лашх
1229,streichen::V,сүйкеу,түркх
1230,schleifen::V,егеу,хурцлх
1231,schleifen::V,қайрау,хурцлх
1232,schleifen::V,егеулеу,хурцлх
1233,schneiden::V,кесу,хәәчлх
1234,rütteln::V,қозғау,дәәвлүлх
1235,rütteln::V,жұлмалау,дәәвлүлх
1236,schütteln::V,дірілдету,сегсрх
1237,schütteln::V,селкілдету,сегсрх
1238,schwenken::V,бұлғау,дайлх
1239,schwenken::V,сермеу,дайлх
1240,schütten::V,құю,кех
1241,füllen::V,толтыру,дүүргх
1242,einwickeln::V,орау,орах
1243,tragen::V,алып жүру,зөөх
1244,schleppen::V,тарту,чирх
1245,ziehen::V,тарту,татх
1246,aufbewahren::V,сақтау,хадһлх
1247,werfen::V,лақтыру,хайх
1248,fangen::V,қармау,бәрх
1249,fangen::V,қармау,хавлх
1250,fangen::V,қағып алу,бәрх
1251,fangen::V,қағып алу,хавлх
1252,packen::V,шап беру,бәрх
1253,packen::V,шап ете түсу,бәрх
1254,packen::V,шап беріп ұстап алу,бәрх
1255,verstecken::V,тығу,дүрх
1256,verstecken::V,тығу,бултулх
1257,verstecken::V,жасыру,дүрх
1258,verstecken::V,жасыру,бултулх
1259,teilen::V,бөлу,хувах
1260,schicken::V,жіберу,илгәх
1261,bringen::V,әкелу,авч ирх
1262,bringen::V,алып келу,авч ирх
1263,hinzufügen::V,қосу,немх
1264,hinzufügen::V,үстеу,немх
1265,bekommen::V,алу,авх
1266,erhalten::V,алмақ,авх 
1267,nehmen::V,алу,авх
1268,nehmen::V,алмақ,авх
1269,wählen::V,таңдау,шүүх
1270,auswählen::V,екшеу,шүүх
1271,auswählen::V,саралау,шүүх
1272,auswählen::V,сұрыптау,шүүх
1273,auswählen::V,сайлап алу,шүүх
1274,bewahren::V,сақтау,хадһлх
1275,bewahren::V,сақтау,кевтнь үлдәх
1276,bewahren::V,сақтау,кевтнь бәәлһх
1277,behindern::V,оралғы болу,харшлх
1278,verderben::V,бүлдіру,үрәх
1279,beschädigen::V,бұзу,эвдх
1280,zerbrechen::V,уату,күүлх
1281,zerbrechen::V,уату,хамхлх
1282,zerreißen::V,жырту,шуучх
1283,zerstören::V,қирату,эвдх
1284,zerstören::V,талқандау,эвдх
1285,verbrennen::V,өртеу,шатах
1286,verbrennen::V,жандыру,шатах
1287,verbrennen::V,өртеп жіберу,шатах
1288,verbrennen::V,жандырып жіберу,шатах
1289,geben::V,беру,өгх
1290,reichen::V,беру,өгх
1291,schenken::V,тарту,белглх
1292,versprechen::V,уәде беру,амлх
1293,wünschen::V,тілеу,сә хәәх
1294,loben::V,мақтау,магтх
1295,loben::V,дәріптеу,магтх
1296,küssen::V,сүю,үмсх
1297,wiegen::V,тербеу,саатулх
1298,zudecken::V,бүркеу,бүркх
1299,wecken::V,ояту,серүлх
1300,zeigen::V,көрсету,үзүлх
1301,führen::V,ерту,көтлх
1302,führen::V,жетектеу,көтлх
1303,lehren::V,оқыту,заах
1304,lehren::V,оқыту,сурһх
1305,unterrichten::V,оқыту,сурһх
1306,unterrichten::V,оқыту,багшлх
1307,aufziehen::V,бағу,өскәх
1308,leiten::V,басқару,һардх
1309,leiten::V,басқару,толһалх
1310,leiten::V,жетекшілік ету,һардх
1311,leiten::V,жетекшілік ету,толһалх
1312,antreiben::V,асықтыру,шамдах
1313,lassen::V,-ткізу,күч үзүлх
1314,lassen::V,мәжбүр ету,күч үзүлх
1315,einladen::V,шақыру,үрх
1316,vereinigen::V,біріктіру,хамцулх
1317,vereinigen::V,біріктіріп қою,хамцулх
1318,besuchen::V,кіріп шығу,одх
1319,besuchen::V,барып шығу,одх
1320,treffen::V,кездесу,харһх
1321,sich versammeln::V,топталу,цуглрх
1322,sich versammeln::V,топталу,хурх
1323,spielen::V,ойнау,наадх
1324,singen::V,сайрау,дуулх
1325,tanzen::V,билеу,биилх
1326,sich trennen::V,айрылысу,хаһцх
1327,verlassen::V,тастау,хайх
1328,retten::V,құтқару,әм аврх
1329,retten::V,құтқару,әәмшгәс харсх
1330,bewachen::V,күзету,харх
1331,bewachen::V,күзету,манх
1332,schützen::V,жақтау,харсх
1333,schützen::V,жақтасу,харсх
1334,verteidigen::V,қорғау,харсх
1335,sich schlagen::V,алысу,гүвдлдх
1336,schießen::V,ату,хах
1337,siegen::V,жеңу,диилх
1338,ärgern::V,ашуландыру,уурлулх
1339,schlagen::V,ұру,цокх
1340,schlagen::V,ұру,гүвдх
1341,treten::V,тебу,
1342,stechen::V,шаншу,хатхх
1343,stoßen::V,түрту,түлкчкх
1344,stehlen::V,ұрлау,хулхалх
1345,stören::V,кесірлен,һә болх
1346,belästigen::V,мазасын алу,амр эс өгх
1347,verbergen::V,сездірмеу,нуух
1348,verbergen::V,сездірмеу,бултулх
1349,täuschen::V,жалған айту,меклх
1350,betrügen::V,алдау,меклх
1351,betrügen::V,алдау,мек һарһх
1352,betrügen::V,алдап кету,меклх
1353,betrügen::V,алдап кету,мек һарһх
1354,betrügen::V,ақымақ қылу,меклх
1355,betrügen::V,ақымақ қылу,мек һарһх
1356,töten::V,құрту,алх
1357,töten::V,өлтіру,алх
1358,wohnen::V,мекендеу,бәәх
1359,wohnen::V,өмір сүру,бәәх
1360,arbeiten::V,істеу,көдлх
1361,arbeiten::V,еңбектену,көдлх
1362,sammeln::V,жыю,түүх
1363,pflücken::V,жұлу,түүх
1364,pflücken::V,жұлу,хурах
1365,jagen::V,аулау,аңнх
1366,jagen::V,аулау,аңһучлх
1367,fischen::V,балык_аулау,заһс аңнх
1368,fassen::V,ұстау,бәрх
1369,hüten::V,жаю,хәрүлх
1370,hüten::V,бағу,хәрүлх
1371,treiben::V,айдау,туух
1372,anbinden::V,байлау,уйх
1373,füttern::V,ас ішкізу,теҗәх
1374,füttern::V,азықтандыру,теҗәх
1375,füttern::V,қоректендіру,теҗәх
1376,melken::V,сауу,саах
1377,hacken::V,турау,чавчх
1378,gießen::V,суару,услх
1379,reifen::V,жетілу,болх
1380,reifen::V,жетілу,болвсрх
1381,zubereiten::V,даяр ету,белдх
1382,kochen::V,асу,чанх
1383,kochen::V,асу,болһх
1384,backen::V,пісіру,болһх
1385,braten::V,қуыру,хуурх
1386,umrühren::V,былғалау,самрх
1387,umrühren::V,сапырылыстыру,самрх
1388,stricken::V,торлау,өлгх
1389,stricken::V,тоқу,өлгх
1390,nähen::V,тігу,уйх
1391,färben::V,бояу,будх
1392,färben::V,сырлау,будх
1393,reinigen::V,аршу,цеврлх
1394,reinigen::V,тазалау,цеврлх
1395,waschen::V,жуу,уһах
1396,abwischen::V,сүрту,арчх
1397,spülen::V,шаю,зәәлх
1398,fegen::V,сыпыру,сәвүрдх
1399,kehren::V,сыпыру,сәвүрдх
1400,baden::V,шомылу,өөмх
1401,sich waschen::V,жуыну,уһах
1402,sich waschen::V,жуыну,бийән уһаҗ
1403,ausziehen::V,шешу,тәәлх
1404,anziehen::V,кигізу,өмсх
1405,sich anziehen::V,киіну,хувцлх
1406,kämmen::V,тарау,самлх
1407,schmücken::V,әсемдеу,чимх
1408,schmücken::V,әсемдеу,кеерүлх
1409,schmücken::V,мәнерлеу,чимх
1410,schmücken::V,мәнерлеу,кеерүлх
1411,schmücken::V,көріктендіру,чимх
1412,schmücken::V,көріктендіру,кеерүлх
1413,sagen::V,деу,келх
1414,sagen::V,айту,келх
1415,sprechen::V,деу,келх
1416,sprechen::V,айту,келх
1417,reden::V,сөйлеу,күүндх
1418,reden::V,сөйлеу,күр_кех
1419,reden::V,сөйлесу,күүндх
1420,reden::V,сөйлесу,күр_кех
1421,reden::V,тіл қатысу,күүндх
1422,reden::V,тіл қатысу,күр_кех
1423,sich unterhalten::V,сұхбаттасу,күүндх
1424,fragen::V,сұрау,сурх
1425,bitten::V,өтіну,эрх
1426,bitten::V,жалыну,эрх
1427,erzählen::V,айту,келх
1428,erzählen::V,айту,келҗ өгх
1429,mitteilen::V,білдіру,медүлх
1430,nennen::V,атау,нерәдх
1431,nennen::V,атау,нер өгх
1432,rufen::V,шақыру,дуудх
1433,prahlen::V,бөсу,көөрх
1434,übersetzen::V,аудару,орчулх
1435,denken::V,ойлау,санх
1436,glauben::V,нану,шүтх
1437,glauben::V,нану,нәәлх
1438,glauben::V,илану,шүтх
1439,glauben::V,илану,нәәлх
1440,bemerken::V,аңғару,темдглх
1441,erkennen::V,тану,таньх
1442,erkennen::V,тану,медх
1443,begreifen::V,ұғу,медх
1444,begreifen::V,аңғарып алу,медх
1445,verstehen::V,пайым,соңсх
1446,verstehen::V,түсіну,соңсх
1447,lernen::V,оқу,сурх
1448,wissen::V,хабардар болу,медх
1449,sich erinnern an::V,еске түсіру,санх
1450,vergessen::V,ұмыту,мартх
1451,messen::V,өлшеу,кемҗәлх
1452,zählen::V,санау,тоолх
1453,rechnen::V,санап шығару,тоолх
1454,rechnen::V,санап шығу,тоолх
1455,rechnen::V,санау,тоолх
1456,lesen::V,оқу,умшх
1457,malen::V,сурет салу,зурх
1458,zeichnen::V,сурет салу,зурх
1459,schreiben::V,жазу,бичх
1460,besitzen::V,болу,эзлх
1461,kaufen::V,алу,хулдҗ авх
1462,kaufen::V,әперу,хулдҗ авх
1463,verkaufen::V,сату,хулдх
1464,verkaufen::V,сату,гүүлгх
1465,bezahlen::V,төлеу,өгх
1466,bezahlen::V,ақы беру,өгх
1467,bezahlen::V,ақы төлеу,өгх
1468,zahlen::V,төлеу,өгх
1469,beherrschen::V,билеу,эзлх
1470,ertragen::V,төзу,даах
1471,ertragen::V,шыдау,даах
